term,estimated_as,estimate,std.error,statistic,p.value
W_HB_EK12_All_walkbike,W_HB_EK12_All_walkbike,1.0285965220233004,0.0235129464531322,43.74596455078812,0
r_sq,NA,5.9096375777522195e-5,NA,NA,NA
