trip_type,estimated_as,estimate,std.error,statistic,p.value
W_HB_O_All_bike,W_HB_O_All_bike,0.960292795232071,0.011704790828257837,82.0427130499181,0
W_HB_O_All_sov,W_HB_O_All_sov,0.0016418623981586018,6.924095602403271e-4,2.3712301106713936,0.01777
W_HB_W_All_bike,W_HB_W_All_bike,0.004455329924148383,0.004225684212719475,1.0543452136668579,0.29178
