trip_type,estimated_as,estimate,std.error,statistic,p.value
N_HB_OD_Long_hov,N_HB_OD_Long_auto,0.059270915662089384,0.005668778923640317,10.455675986042406,0
N_HB_OD_Long_sov,N_HB_OD_Long_auto,0.059270915662089384,0.005668778923640317,10.455675986042406,0
N_HB_OD_Short_hov,N_HB_OD_Short_hov,0.32471718144152684,0.010914757681090147,29.75028772320804,0
N_HB_OME_All_hov,N_HB_OME_All_hov,0.030965052667452087,0.0059969408361903705,5.1634747637635545,0
N_HB_OD_Short_sov,N_HB_OD_Short_sov,0.1568898293115986,0.01257514828352212,12.476181256421414,0
N_HB_OMED_All_hov,N_HB_OMED_All_hov,0.08404126322137022,0.020326518213541346,4.134562660386306,4e-5
N_HB_OME_All_sov,N_HB_OME_All_sov,0.015297891740024739,0.007786679227820573,1.9646233384531615,0.04948
