trip_type,estimated_as,estimate,std.error,statistic,p.value
N_HB_OD_Long_bike,N_HB_OD_Long_bike,0.13886601160815068,0.008262950726662588,16.80586223999411,0
N_HB_OD_Short_bike,N_HB_OD_Short_bike,0.12783767200782425,0.006385179626671986,20.020998543850585,0
N_HB_OME_All_bike,N_HB_OME_All_bike,0.08134558655273551,0.0196607491404277,4.137461190909937,4e-5
