trip_type,estimated_as,estimate,std.error,statistic,p.value
N_HB_K12_All_hov,N_HB_K12_All_hov,0.07793669653454269,0.0032294077493293773,24.133433305449618,0
N_HB_OD_Long_hov,N_HB_OD_Long_hov,0.01950999897926513,0.002681602152345971,7.275500939688991,0
N_HB_OD_Short_hov,N_HB_OD_Short_hov,0.05861760023847831,0.00366036253610813,16.01415151101489,0
N_HB_K12_All_school_bus,N_HB_K12_All_school_bus,0.014452735108801466,0.004801783787867325,3.009867946432577,0.00262
