trip_type,estimated_as,estimate,std.error,statistic,p.value
W_HB_O_All_walk,W_HB_O_All_walk,0.23138140673497926,0.009905875443100266,23.357996783226586,0
W_HB_O_All_t,W_HB_O_All_t,0.11634008789790723,0.029455500905257222,3.9496896784105555,8e-5
W_HB_W_All_hov,W_HB_W_All_hov,0.011956109132980173,0.004815148436447623,2.483019846798492,0.01306
W_HB_EK12_All_walk,W_HB_EK12_All_walk,0.20739620577069437,0.09465647799549982,2.191040805263792,0.0285
