term,estimated_as,estimate,std.error,statistic,p.value
W_HB_O_All_hov2,W_HB_O_All_hov,0.013475225842595681,0.006615045562464613,2.0370571472791372,0.04171
W_HB_O_All_hov3,W_HB_O_All_hov,0.013475225842595681,0.006615045562464613,2.0370571472791372,0.04171
W_HB_O_All_sov,W_HB_O_All_sov,0.033988318272840545,0.0042163251052299115,8.061123709526473,0
r_sq,NA,0.43219309264085704,NA,NA,NA
