trip_type,estimated_as,estimate,std.error,statistic,p.value
N_HB_OD_Long_bike,N_HB_OD_Long_bike,0.028594691501720493,0.002815157794444124,10.157402742451511,0
N_HB_OD_Long_t,N_HB_OD_Long_t,0.013124122983720569,0.003854659660675244,3.4047423479720482,6.6e-4
N_HB_OD_Short_bike,N_HB_OD_Short_bike,0.0030444941936823653,0.0021754076896977476,1.399505117178918,0.16169
N_HB_OME_All_bike,N_HB_OME_All_bike,0.7088075532076025,0.006698346395393344,105.81828877871574,0
