trip_type,estimated_as,estimate,std.error,statistic,p.value
N_HB_K12_All_hov,N_HB_K12_All_auto,0.007248044123201583,8.923184890765198e-4,8.122709785720954,0
N_HB_K12_All_sov,N_HB_K12_All_auto,0.007248044123201583,8.923184890765198e-4,8.122709785720954,0
N_HB_K12_All_school_bus,N_HB_K12_All_school_bus,0.006070175418569682,0.0016938520541932719,3.583651478617898,3.4e-4
N_HB_K12_All_walk,N_HB_K12_All_walk,0.0161373714988882,0.005677223754769064,2.842475864251827,0.00448
N_HB_OD_Short_hov,N_HB_OD_Short_hov,0.003445447395997308,0.001291744333158922,2.667282764517008,0.00766
N_HB_K12_All_bike,N_HB_K12_All_bike,0.027550600180529666,0.014789714034311835,1.8628216959849822,0.06251
N_HB_OD_Short_walk,N_HB_OD_Short_walk,0.0017335830156635424,0.001104828647517698,1.5690967278577672,0.11665
