trip_type,estimated_as,estimate,std.error,statistic,p.value
W_HB_O_All_hov,W_HB_O_All_hov,0.44611269098943557,0.01873516695931195,23.81151403445081,0
W_HB_W_All_hov,W_HB_W_All_hov,0.21157283453451786,0.022584294470414275,9.368140094510416,0
W_HB_O_All_sov,W_HB_O_All_sov,0.12203884253594396,0.011718745419905143,10.413985299881341,0
W_HB_EK12_All_hov,W_HB_EK12_All_hov,0.10487525525253803,0.019309328731968372,5.4313257963705075,0
W_HB_O_All_walk,W_HB_O_All_walk,0.1412107290148207,0.04615786575725616,3.0592993566350484,0.00223
