"TAZ_NG","TAZ_TRM_6.2","County","ATYPE","HH","HH_POP","MEANINC","Stud_GQ","Other_NonInst_GQ","Inst_GQ","Total_POP","StudGQ_NCSU","StudGQ_UNC","StudGQ_DUKE","StudGQ_NCCU","BuildingS_NCSU","BuildingS_UNC","BuildingS_DUKE","BuildingS_NCCU","Industry","Office","Service_RateLow","Service_RateHigh","Retail","IndOff_EarnLow","IndOff_EarnHigh","Service_EarnLow","Service_EarnHigh","Retail_EarnLow","Retail_EarnHigh","ADT","PCTCV","PCTAUTOEE","PCTCVEE","ZONEAREA","SHORTWALKA","LONGWALKAM","SHORTWALKO","LONGWALKOP","DISTGROUP","EXTERNAL","District","AVEBLOCK_P","AVEBLOCK_A","RoadwayLen","NMPathLen","ENROLLMENT","PASA","PrkRestrict","PASAYear","PrkCosW1","PrkCosW2","PrkCosW3","PrkCosO1","PrkCosO2","PrkCosO3","PrkCosU1","PrkCosU2","PrkCosU3","Campus","Campus_NCSU","Campus_UNC","Campus_DUKE","Campus_NCCU","In_ShortWalk_NCSU","In_ShortWalk_UNC","In_ShortWalk_DUKE","In_ShortWalk_NCCU","Housing_NCSU","Housing_UNC","Housing_DUKE","Housing_NCCU","NCSU_OFF","UNC_OFF","DUKE_OFF","NCCU_OFF","TOT_Area1","TOT_POP1","TOT_EMP1","EmpDen1","Density1","TRM_6.2_Fill","lehd_emp"
1,1,"Chatham",4,352,834,90555,0,0,0,834,0,0,0,0,0,0,0,0,37,33,66,0,13,28.8472,41.1528,41.8065,24.1935,3.80645,9.19355,0,0.0000,0.0000,0.0000,10.5554,0.0000,0.0000,0.0000,0.0000,0.0000,0,3,0.0000,0.879617,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0643,21.6499,0.90418,0.313258,0.781421,61,11,14.0769,104.689,,53
2,2,"Chatham",4,391,954,101300,0,0,0,954,0,0,0,0,0,0,0,0,8,119,10,0,0,108.882,18.1176,0.00,10,0.00,0.00,0,0.0000,0.0000,0.0000,6.07788,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.01292,0.00,0.00,640,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.092662,23.2632,1.10149,0.381619,0.781396,122,17,21.7559,197.281,,95
3,3,"Chatham",4,502,1235,134551,0,0,0,1235,0,0,0,0,0,0,0,0,9,52,75,2,18,37,24,42.8824,34.1176,9.41177,8.58823,0,0.0000,0.0000,0.0000,7.0539,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.88156,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.112072,30.1852,1.13164,0.545991,0.781417,136,17,21.7553,215.192,,73
4,4,"Chatham",4,616,1474,100856,0,0,0,1474,0,0,0,0,0,0,0,0,17,37,60,0,22,53.0769,0.923077,47.6639,12.3361,18.8571,3.14286,0,0.0000,0.0000,0.0000,2.48037,3.8365,10.9538,0.0000,0.0000,0.0000,0,7,0.0000,0.353787,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.387852,80.6646,3.74848,1.30626,0.781422,464,42,53.7482,695.451,,160
5,5,"Chatham",4,177,354,92674,0,0,0,354,0,0,0,0,0,0,0,0,0,8,89,19,11,4,4,80.8655,27.1345,9.28571,1.71429,0,0.0000,0.0000,0.0000,0.978227,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.195448,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.089968,20.1262,0.856344,0.310216,0.781411,283,99,126.694,601.800,,29
6,6,"Chatham",3,1253,2850,92616,0,0,0,2850,0,0,0,0,0,0,0,0,0,192,35,0,0,123.069,68.9309,21.9951,13.0049,0.00,0.00,0,0.0000,0.0000,0.0000,4.00355,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.035421,0.00,0.00,1126,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.471168,117.396,4.68518,2.29012,0.781389,556,44,56.31,818.061,,122
7,7,"Chatham",4,178,362,92615,0,0,0,362,0,0,0,0,0,0,0,0,4,19,24,0,13,1.7512,21.2488,18.0653,5.93468,9.28571,3.71429,0,0.0000,0.0000,0.0000,1.29052,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.257449,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.078187,18.2825,0.754954,0.270617,0.781403,218,36,46.071,366.126,,10
8,8,"Chatham",4,121,319,79094,0,0,0,319,0,0,0,0,0,0,0,0,7,4,9,0,0,0.944134,10.0559,4,5,0.00,0.00,0,0.0000,0.0000,0.0000,2.57569,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.514603,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.053195,8.17821,0.343915,0.119151,0.781394,96,6,7.67858,137.381,,13
9,9,"Chatham",4,235,592,79130,0,0,0,592,0,0,0,0,0,0,0,0,44,25,21,0,14,54.162,14.838,1.89076,19.1092,9.41177,4.58824,0,0.0000,0.0000,0.0000,2.25381,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.449832,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.177804,25.3427,0.958356,0.459936,0.781382,205,36,46.0722,349.499,,157
10,10,"Chatham",4,128,319,79075,0,0,0,319,0,0,0,0,0,0,0,0,0,13,27,12,0,0.00,13,18.5714,20.4286,0.00,0.00,0,0.0000,0.0000,0.0000,2.1122,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.703727,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.057959,10.3314,0.488429,0.169219,0.781385,118,19,24.3158,197.006,,26
11,11,"Chatham",4,99,257,129382,0,0,0,257,0,0,0,0,0,0,0,0,2,4,34,0,0,6,0.00,16.551,17.449,0.00,0.00,0,0.0000,0.0000,0.0000,3.01178,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.752833,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.138756,2.72827,0.100092,0.038291,0.781372,66,10,12.798,108.674,,0
12,12,"Chatham",4,357,927,125935,0,0,0,927,0,0,0,0,0,0,0,0,14,32,6,11,3,26.7689,19.2311,13.75,3.25,3,0.00,0,0.0000,0.0000,0.0000,5.05145,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.296191,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.473538,12.6873,0.513661,0.150085,0.781387,129,9,11.518,186.877,,67
13,13,"Chatham",4,465,1312,122237,0,0,0,1312,0,0,0,0,0,0,0,0,4,18,100,0,0,17.2689,4.73109,79,21,0.00,0.00,0,0.0000,0.0000,0.0000,4.93942,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.823236,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.356987,20.1591,1.41778,0.724425,0.78138,207,19,24.316,310.908,,48
14,14,"Chatham",3,1485,2546,109308,0,0,36,2582,0,0,0,0,0,0,0,0,6,31,159,109,204,22.9564,14.0436,231.788,36.212,204,0.00,0,0.0000,0.0000,0.0000,3.50518,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.089601,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.583384,74.4013,3.70534,1.28373,0.781382,567,113,144.616,999.170,,553
15,15,"Chatham",4,37,84,93843,0,0,0,84,0,0,0,0,0,0,0,0,0,3,4,2,0,3,0.00,5.54464,0.455357,0.00,0.00,0,0.0000,0.0000,0.0000,1.42306,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.203234,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.01898,3.21504,0.138558,0.05131,0.781407,89,19,24.3151,159.888,,3
16,16,"Chatham",4,169,394,83765,0,0,0,394,0,0,0,0,0,0,0,0,0,88,3,0,0,18.0345,69.9655,0.00,3,0.00,0.00,0,0.0000,0.0000,0.0000,1.61518,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.403646,0.00,0.00,540,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.161453,13.8351,0.83325,0.419903,0.781404,190,44,56.3089,349.657,,66
17,17,"Chatham",4,104,246,77970,0,0,0,246,0,0,0,0,0,0,0,0,1,13,76,4,89,8.79689,5.20311,17.2345,62.7655,36.9688,52.0312,0,0.0000,0.0000,0.0000,1.71689,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.342847,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.065436,13.8306,0.57349,0.205857,0.781416,111,82,104.938,340.534,,193
18,18,"Chatham",3,1271,3227,144196,0,0,0,3227,0,0,0,0,0,0,0,0,89,119,180,0,5,99.27,108.73,126.75,53.2502,2.5,2.5,0,0.0000,0.0000,0.0000,4.61504,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.329299,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.950102,130.056,6.05842,3.02951,0.781425,546,66,84.4611,858.477,,459
19,19,"Chatham",3,410,996,144196,0,0,0,996,0,0,0,0,0,0,0,0,288,67,163,45,367,296.933,58.067,143.875,64.1251,295.95,71.0503,0,0.0000,0.0000,0.0000,3.32661,3.0106,9.3932,0.0000,0.0000,0.0000,0,7,0.0000,0.474172,0.00,0.00,4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.244057,45.5558,2.20814,0.787618,0.781416,233,218,278.981,825.854,,491
20,20,"Chatham",4,144,355,98715,0,0,0,355,0,0,0,0,0,0,0,0,3,21,12,0,2,21.8,2.2,6,6,2,0.00,0,0.0000,0.0000,0.0000,9.79335,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.63209,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.012635,4.20955,0.141463,0.049011,0.781397,28,3,3.83928,43.095,,4
21,21,"Chatham",4,500,1272,99443,0,0,0,1272,0,0,0,0,0,0,0,0,9,56,40,0,0,50.8434,14.1566,29.9364,10.0636,0.00,0.00,0,0.0000,0.0000,0.0000,18.6129,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.5508,0.00,0.00,62,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.039402,7.61499,0.228841,0.079283,0.781384,53,4,5.11912,77.5109,,100
22,22,"Chatham",4,189,443,99443,0,6,0,449,0,0,0,0,0,0,0,0,64,6,15,4,1,57.5101,12.4899,18.5,0.5,1,0.00,0,0.0000,0.0000,0.0000,11.0635,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,5.53128,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.007031,1.68175,0.036025,0.012481,0.781392,31,6,7.6786,54.1965,,28
23,23,"Chatham",4,62,135,99312,0,0,0,135,0,0,0,0,0,0,0,0,2,3,5,0,0,2.62414,2.37586,5,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,4.93778,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,4.93718,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.006491,0.835103,0.025194,0.008729,0.781394,21,1,1.27976,29.2956,,6
24,24,"Chatham",4,265,648,99443,0,0,0,648,0,0,0,0,0,0,0,0,50,33,25,4,24,63.9222,19.0778,24,5,24,0.00,0,0.0000,0.0000,0.0000,4.23916,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.423533,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.03542,4.09409,0.123799,0.042891,0.78138,119,25,31.9947,212.811,,47
25,25,"Chatham",4,89,237,64903,0,0,0,237,0,0,0,0,0,0,0,0,11,66,11,8,0,77,0.00,17.7778,1.22222,0.00,0.00,0,0.0000,0.0000,0.0000,5.0414,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.26024,0.00,0.00,380,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.005591,0.705004,0.015102,0.005232,0.781384,36,14,17.9169,79.961,,75
26,26,"Chatham",4,345,780,64903,0,6,0,786,0,0,0,0,0,0,0,0,8,36,39,0,16,38.408,5.59195,25.2625,13.7375,14.8889,1.11111,0,0.0000,0.0000,0.0000,15.0295,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.66985,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.047397,3.58572,0.07717,0.026736,0.781375,40,5,6.39898,63.2951,,6
27,27,"Chatham",4,79,188,64903,0,0,0,188,0,0,0,0,0,0,0,0,3,16,9,0,0,13.8333,5.16667,9,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,3.85366,0.4346,1.9284,0.0000,0.0000,0.0000,0,8,0.0000,0.770584,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00566,0.411563,0.009215,0.003193,0.781382,37,5,6.39892,59.4552,,9
28,28,"Chatham",4,346,821,64903,0,0,0,821,0,0,0,0,0,0,0,0,9,13,23,6,1,9.35,12.65,25,4,1,0.00,0,0.0000,0.0000,0.0000,20.0916,0.2807,0.7956,0.0000,0.0000,0.0000,0,8,0.0000,0.873291,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.047522,3.45565,0.077373,0.026806,0.781343,31,2,2.5597,44.5168,,29
29,29,"Chatham",4,86,205,64903,0,0,0,205,0,0,0,0,0,0,0,0,10,4,8,12,0,11.8,2.2,18.6667,1.33333,0.00,0.00,0,0.0000,0.0000,0.0000,7.86619,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,0.873914,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.010231,0.743956,0.016657,0.005771,0.78134,20,3,3.83956,32.8594,,7
30,30,"Chatham",4,153,402,62184,0,0,0,402,0,0,0,0,0,0,0,0,31,16,67,0,41,19.2662,27.7338,63.7784,3.22163,41,0.00,0,0.0000,0.0000,0.0000,12.2815,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,6.13973,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.211847,1.26985,0.024998,0.003008,0.781302,25,9,11.5192,53.7859,,110
31,31,"Chatham",4,247,594,62142,0,0,0,594,0,0,0,0,0,0,0,0,12,22,0,0,7,23.3917,10.6083,0.00,0.00,7,0.00,0,0.0000,0.0000,0.0000,9.76836,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,0.0000,1.62794,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.028585,1.83122,0.041002,0.010205,0.781333,47,3,3.83959,67.416,,19
32,32,"Chatham",4,84,199,93577,0,0,0,199,0,0,0,0,0,0,0,0,156,3,59,2,33,99.8743,59.1257,60.5556,0.444444,31.8,1.2,0,0.0000,0.0000,0.0000,7.25726,0.0000,0.0000,0.0000,0.0000,0.0000,0,18,0.0000,0.23331,0.00,0.457669,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.45234,2.21147,0.160927,0.172503,0.779462,21,27,34.6393,92.46,,35
33,33,"Chatham",4,1694,3549,113709,0,0,0,3549,0,0,0,0,0,0,0,0,7,24,70,10,7,11.7815,19.2185,67.3333,12.6667,7,0.00,0,0.0000,0.0000,0.0000,5.99908,0.0000,0.0000,0.0000,0.0000,0.0000,0,18,0.0000,0.153672,0.00,12.2034,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,9.40765,77.6321,13.5974,11.1698,0.781416,462,15,19.1959,627.542,,262
34,34,"Chatham",4,161,445,113709,0,0,0,445,0,0,0,0,0,0,0,0,28,21,9,0,6,9.9958,39.0042,0.00,9,3.42857,2.57143,0,0.0000,0.0000,0.0000,2.29093,0.0000,0.0000,0.0000,0.0000,0.0000,0,18,0.0000,2.29088,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.736455,11.3094,2.00314,1.62849,0.76549,155,20,26.1271,251.903,,51
35,35,"Chatham",4,111,266,113709,0,0,0,266,0,0,0,0,0,0,0,0,0,32,8,0,0,9.85714,22.1429,5.71429,2.28571,0.00,0.00,0,0.0000,0.0000,0.0000,2.60431,0.0000,0.0000,0.0000,0.0000,0.0000,0,18,0.0000,0.371634,0.00,0.473075,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.792537,6.00122,1.13856,1.12575,0.781414,79,12,15.3568,130.145,,3
36,36,"Chatham",4,278,681,112602,0,4,0,685,0,0,0,0,0,0,0,0,5,37,11,1,0,32.3937,9.60631,3.61044,8.38956,0.00,0.00,0,0.0000,0.0000,0.0000,5.85933,0.0000,0.0000,0.0000,0.0000,0.0000,0,18,0.0000,0.976197,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.3659,8.62796,1.35977,1.22984,0.781402,90,7,8.95826,132.122,,69
37,37,"Chatham",4,90,208,93577,0,0,0,208,0,0,0,0,0,0,0,0,31,17,13,0,0,17.1909,30.8091,12.2691,0.730924,0.00,0.00,0,0.0000,0.0000,0.0000,2.74589,0.0000,0.0000,0.0000,0.0000,0.0000,0,18,0.0000,1.37225,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.485201,2.40562,0.418416,0.296717,0.781367,59,17,21.7567,116.660,,21
38,38,"Chatham",4,157,374,93577,0,0,0,374,0,0,0,0,0,0,0,0,74,24,32,0,14,35.2038,62.7962,25.6583,6.34173,14,0.00,0,0.0000,0.0000,0.0000,5.67029,0.0000,0.0000,0.0000,0.0000,0.0000,0,18,0.0000,5.66979,0.00,0.00,26,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.87557,6.70112,0.722528,0.517976,0.781375,51,18,23.0363,108.842,,111
39,39,"Chatham",4,123,273,93577,0,0,0,273,0,0,0,0,0,0,0,0,17,17,38,4,35,16.8883,17.1117,40.3386,1.66136,35,0.00,0,0.0000,0.0000,0.0000,2.87899,0.0000,0.0000,0.0000,0.0000,0.0000,0,18,0.0000,0.358727,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.675352,3.55319,0.241368,0.258731,0.778728,73,30,38.5244,166.609,,138
40,40,"Chatham",4,175,437,110485,0,0,0,437,0,0,0,0,0,0,0,0,13,32,29,0,8,28.9421,16.0579,22.9364,6.0636,8,0.00,0,0.0000,0.0000,0.0000,4.87928,0.0000,0.0000,0.0000,0.0000,0.0000,0,18,0.0000,4.87885,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.582175,7.63001,0.798551,0.73416,0.781388,69,13,16.6371,119.772,,31
41,41,"Chatham",3,971,1827,113709,0,0,66,1893,0,0,0,0,0,0,0,0,29,84,533,23,63,35.424,77.576,417.573,138.427,63,0.00,0,0.0000,0.0000,0.0000,2.21082,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,0.084613,0.00,0.00,148,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.26312,111.176,7.25643,3.6014,0.759595,627,251,330.439,1450.448,,424
42,42,"Chatham",4,57,143,103372,0,0,0,143,0,0,0,0,0,0,0,0,14,6,42,0,5,8.58123,11.4188,10.9107,31.0893,3.55769,1.44231,0,0.0000,0.0000,0.0000,2.31142,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,2.31142,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.070914,5.3466,0.337194,0.169069,0.781278,102,27,34.5588,195.921,,290
43,43,"Chatham",4,0,0,113709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,3.18707,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,0.0000,1.59353,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.758033,0,0,0.000,0.000,,0
44,44,"Chatham",4,38,85,93577,0,0,0,85,0,0,0,0,0,0,0,0,3,8,5,0,0,9.65934,1.34066,4.56656,0.433437,0.00,0.00,0,0.0000,0.0000,0.0000,3.17272,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,3.17272,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.145509,0.36551,0.054067,0.057956,0.781347,20,3,3.83952,32.8591,,25
45,45,"Chatham",4,81,196,76777,0,0,0,196,0,0,0,0,0,0,0,0,2,9,7,0,5,9.90845,1.09155,4.82662,2.17338,0.00,5,0,0.0000,0.0000,0.0000,5.76881,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,1.44157,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.258011,0.890545,0.027434,0.029408,0.78134,26,3,3.83956,40.5385,,368
46,46,"Chatham",4,78,160,76716,0,0,0,160,0,0,0,0,0,0,0,0,304,4,5,0,2,190.612,117.388,5,0.00,2,0.00,0,0.0000,0.0000,0.0000,3.13743,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,0.784359,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.286799,0.46954,0.013272,0.00323,0.781338,39,78,99.8288,238.735,,83
47,47,"Chatham",4,1,2,76933,0,0,0,2,0,0,0,0,0,0,0,0,138,0,0,0,0,79.358,58.642,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,1.62478,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,1.6235,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.006071,0.004893,0.000114,6.8e-05,0.781328,0,63,80.632,152.511,,40
48,48,"Chatham",4,73,191,76933,0,0,0,191,0,0,0,0,0,0,0,0,0,11,1,0,0,11,0.00,0.620253,0.379747,0.00,0.00,0,0.0000,0.0000,0.0000,5.40979,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,2.70342,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.190191,0.153285,0.003579,0.002142,0.781314,27,1,1.2799,36.978,,7
49,49,"Chatham",4,73,178,76837,0,0,0,178,0,0,0,0,0,0,0,0,505,13,8,2,2,308.022,209.978,10,0.00,2,0.00,0,0.0000,0.0000,0.0000,9.82642,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,0.0000,1.96508,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.31621,0.264283,0.005951,0.003561,0.781296,14,42,53.7568,119.597,,661
