"TAZ_NG","TAZ_TRM_6.2","County","ATYPE","HH","HH_POP","MEANINC","Stud_GQ","Other_NonInst_GQ","Inst_GQ","Total_POP","StudGQ_NCSU","StudGQ_UNC","StudGQ_DUKE","StudGQ_NCCU","BuildingS_NCSU","BuildingS_UNC","BuildingS_DUKE","BuildingS_NCCU","Industry","Office","Service_RateLow","Service_RateHigh","Retail","IndOff_EarnLow","IndOff_EarnHigh","Service_EarnLow","Service_EarnHigh","Retail_EarnLow","Retail_EarnHigh","ADT","PCTCV","PCTAUTOEE","PCTCVEE","ZONEAREA","SHORTWALKA","LONGWALKAM","SHORTWALKO","LONGWALKOP","DISTGROUP","EXTERNAL","District","AVEBLOCK_P","AVEBLOCK_A","RoadwayLen","NMPathLen","ENROLLMENT","PASA","PrkRestrict","PASAYear","PrkCosW1","PrkCosW2","PrkCosW3","PrkCosO1","PrkCosO2","PrkCosO3","PrkCosU1","PrkCosU2","PrkCosU3","Campus","Campus_NCSU","Campus_UNC","Campus_DUKE","Campus_NCCU","In_ShortWalk_NCSU","In_ShortWalk_UNC","In_ShortWalk_DUKE","In_ShortWalk_NCCU","Housing_NCSU","Housing_UNC","Housing_DUKE","Housing_NCCU","NCSU_OFF","UNC_OFF","DUKE_OFF","NCCU_OFF","TOT_Area1","TOT_POP1","TOT_EMP1","EmpDen1","Density1","TRM_6.2_Fill","lehd_emp"
1829,1829,"Wake",3,164,477,88798,0,0,0,477,0,0,0,0,0,0,0,0,0,18,13,0,0,15,3,9.30873,3.69128,0.00,0.00,0,0.0000,0.0000,0.0000,0.384463,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.127843,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.25981,0.045129,0.021889,0.022294,0.781338,701,52,66.5525,1023.060,,4
1830,1830,"Wake",3,51,121,88799,0,0,0,121,0,0,0,0,0,0,0,0,0,20,1,0,1,13.5556,6.44444,1,0.00,1,0.00,0,0.0000,0.0000,0.0000,0.58643,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.585851,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.549849,0.006118,0.002967,0.003022,0.678709,391,49,72.1959,712.648,,0
1831,1831,"Wake",3,323,813,76097,0,0,0,813,0,0,0,0,0,0,0,0,0,20,10,6,12,19.25,0.75,14.4522,1.54783,9.17647,2.82353,0,0.0000,0.0000,0.0000,1.12095,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.139991,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,7.08324,0.102225,0.049582,0.050501,0.781307,579,33,42.2369,820.955,,26
1832,1832,"Wake",3,265,795,88216,0,0,0,795,0,0,0,0,0,0,0,0,37,25,2,0,0,30.2222,31.7778,2,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,1.18003,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.196557,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.71305,0.03162,0.015337,0.015621,0.78133,524,41,52.4746,769.904,,27
1833,1833,"Wake",3,146,402,101670,0,0,0,402,0,0,0,0,0,0,0,0,0,13,24,0,0,6.65556,6.34444,5.33333,18.6667,0.00,0.00,0,0.0000,0.0000,0.0000,0.651699,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.650813,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.3065,0.015412,0.007475,0.007614,0.781335,539,33,42.2354,769.731,,1
1834,1834,"Wake",3,376,1009,101670,0,0,0,1009,0,0,0,0,0,0,0,0,1,8,13,8,0,2.62778,6.37222,3.30556,17.6944,0.00,0.00,0,0.0000,0.0000,0.0000,1.37189,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.457251,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.44764,0.041152,0.01996,0.02033,0.781319,574,17,21.7581,775.809,,27
1835,1835,"Wake",3,809,2258,76097,0,0,0,2258,0,0,0,0,0,0,0,0,0,134,21,25,3,131.45,2.55,34.8,11.2,2.29412,0.705882,0,0.0000,0.0000,0.0000,2.38587,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.238372,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,14.285,0.187943,0.091158,0.092847,0.781336,739,59,75.5117,1088.642,,62
1836,1836,"Wake",4,406,1114,88216,0,0,0,1114,0,0,0,0,0,0,0,0,10,39,8,0,13,34.2917,14.7083,6.58824,1.41176,8.14766,4.85234,0,0.0000,0.0000,0.0000,1.43958,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.359053,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.06688,0.06291,0.030513,0.031078,0.781295,482,28,35.8379,684.710,,2
1837,1837,"Wake",3,338,1015,88216,0,0,0,1015,0,0,0,0,0,0,0,0,6,35,17,0,8,29.7083,11.2917,13.2754,3.72464,3.24803,4.75197,0,0.0000,0.0000,0.0000,0.798261,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.159351,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,5.99923,0.079465,0.038543,0.039257,0.781316,941,61,78.0734,1352.050,,43
1838,1838,"Wake",4,56,158,88216,0,0,0,158,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0.00,0.00,2,0.00,0.00,0,0.0000,0.0000,0.0000,1.11946,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,1.11857,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.733726,0.009116,0.004422,0.004504,0.781332,122,3,3.8396,163.406,,16
1839,1839,"Wake",3,188,513,101670,0,0,0,513,0,0,0,0,0,0,0,0,1,12,18,0,4,5.9,7.1,12.8709,5.12908,3.05882,0.941176,0,0.0000,0.0000,0.0000,0.516,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.128961,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.14238,0.026742,0.012971,0.013211,0.781317,704,47,60.1548,1014.822,,27
1840,1840,"Wake",3,315,850,89167,0,0,0,850,0,0,0,0,0,0,0,0,2,9,16,0,2,6.69643,4.30357,16,0.00,2,0.00,0,0.0000,0.0000,0.0000,0.796774,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.265207,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.6193,0.039802,0.019305,0.019663,0.78133,688,29,37.1162,950.753,,20
1841,1841,"Wake",4,154,423,89168,0,0,0,423,0,0,0,0,0,0,0,0,0,63,5,0,2,31.2277,31.7723,1.42857,3.57143,2,0.00,0,0.0000,0.0000,0.0000,1.53526,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.307029,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.42114,0.014924,0.007239,0.007373,0.781319,226,48,61.4345,405.454,,32
1842,1842,"Wake",3,185,521,87141,0,0,0,521,0,0,0,0,0,0,0,0,14,8,9,0,0,9.10714,12.8929,4.71429,4.28571,0.00,0.00,0,0.0000,0.0000,0.0000,0.832707,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.415181,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.63576,0.012434,0.006031,0.006143,0.781301,485,42,53.7565,722.437,,0
1843,1843,"Wake",3,416,1141,87142,0,0,2,1143,0,0,0,0,0,0,0,0,35,45,15,0,82,58,22,10.7143,4.28571,82,0.00,0,0.0000,0.0000,0.0000,1.91519,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.47833,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.5925,0.055383,0.026862,0.02736,0.781304,482,62,79.3546,767.013,,133
1844,1844,"Wake",4,290,782,87142,0,0,0,782,0,0,0,0,0,0,0,0,22,31,4,0,0,19.2571,33.7429,4,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,1.48779,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.297446,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.92973,0.02227,0.010802,0.011002,0.781317,415,28,35.8369,598.938,,35
1845,1845,"Wake",3,85,250,87142,0,0,0,250,0,0,0,0,0,0,0,0,0,4,6,0,40,1.37143,2.62857,6,0.00,40,0.00,0,0.0000,0.0000,0.0000,0.493603,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.2466,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.882165,0.009458,0.004588,0.004673,0.781337,496,64,81.9109,789.739,,0
1846,1846,"Wake",3,386,1135,89168,0,0,0,1135,0,0,0,0,0,0,0,0,16,36,13,1,19,21.6429,30.3571,8.28571,5.71429,19,0.00,0,0.0000,0.0000,0.0000,1.00992,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.091796,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.55299,0.037781,0.018325,0.018664,0.781324,846,63,80.6324,1235.290,,35
1847,1847,"Wake",3,270,745,87142,0,0,1,746,0,0,0,0,0,0,0,0,2,23,17,0,6,18.5714,6.42857,16.2857,0.714286,6,0.00,0,0.0000,0.0000,0.0000,1.02432,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,1.02321,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.25371,0.055725,0.027028,0.027529,0.781316,561,38,48.6359,810.011,,18
1848,1848,"Wake",4,162,488,82573,0,0,0,488,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0.00,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,1.16009,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.579763,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.87538,0.006548,0.003176,0.003235,0.78131,317,6,7.67941,420.254,,11
1849,1849,"Wake",4,149,424,82571,0,0,0,424,0,0,0,0,0,0,0,0,0,13,15,0,3,13,0.00,12.8824,2.11765,2.29412,0.705882,0,0.0000,0.0000,0.0000,0.990385,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.990115,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.828257,0.006296,0.003054,0.00311,0.781303,333,23,29.438,481.891,,19
1850,1850,"Wake",4,143,456,82569,0,0,0,456,0,0,0,0,0,0,0,0,4,21,3,0,2,17.7586,7.24138,2.29412,0.705882,1.52941,0.470588,0,0.0000,0.0000,0.0000,0.769879,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.384171,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.42963,0.02132,0.010341,0.010532,0.7813,447,30,38.3975,644.750,,2
1851,1851,"Wake",4,142,430,82567,0,0,0,430,0,0,0,0,0,0,0,0,66,25,21,0,21,63.5052,27.4948,18.5862,2.41379,16.6113,4.38875,0,0.0000,0.0000,0.0000,2.75972,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.393553,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.707777,0.009807,0.004756,0.004845,0.781304,121,37,47.3567,244.442,,100
1852,1852,"Wake",4,146,373,82568,0,0,0,373,0,0,0,0,0,0,0,0,0,19,2,0,4,15.3966,3.60345,1.31035,0.689655,3.05882,0.941176,0,0.0000,0.0000,0.0000,1.87086,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.623444,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.785299,0.01105,0.00536,0.005459,0.781312,158,10,12.799,226.433,,28
1853,1853,"Wake",3,309,739,82580,0,0,0,739,0,0,0,0,0,0,0,0,5,23,34,0,13,18.6381,9.36195,31.7419,2.25807,9.94118,3.05882,0,0.0000,0.0000,0.0000,0.643458,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.128561,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.09069,0.015892,0.007708,0.007851,0.7813,760,67,85.7546,1134.938,,65
1854,1854,"Wake",3,176,520,126241,0,0,0,520,0,0,0,0,0,0,0,0,1,4,29,0,0,0.00,5,0.00,29,0.00,0.00,0,0.0000,0.0000,0.0000,0.917619,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.458714,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,8.17832,0.391634,0.189954,0.193473,0.781355,490,48,61.4318,743.311,,25
1855,1855,"Wake",3,154,387,96594,0,6,0,393,0,0,0,0,0,0,0,0,6,37,4,0,0,39.0984,3.90155,1.39655,2.60345,0.00,0.00,0,0.0000,0.0000,0.0000,0.421591,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.420214,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,7.47445,0.233596,0.113301,0.1154,0.781359,628,83,106.225,1004.648,,49
1856,1856,"Wake",4,235,641,126243,0,0,0,641,0,0,0,0,0,0,0,0,0,34,57,0,0,25.4614,8.53863,43.8966,13.1034,0.00,0.00,0,0.0000,0.0000,0.0000,1.2231,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.4073,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,6.69937,0.302994,0.146961,0.149683,0.781364,433,59,75.509,696.980,,41
1857,1857,"Wake",3,323,854,136454,0,0,0,854,0,0,0,0,0,0,0,0,59,42,72,7,225,50.4518,50.5482,41.6667,37.3333,225,0.00,0,0.0000,0.0000,0.0000,1.2187,0.0000,0.0000,0.0000,0.0000,0.0000,0,19,0.0000,0.203043,0.00,0.571799,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,14.2872,0.722315,0.350344,0.356834,0.781336,619,250,319.965,1397.429,,338
1858,1858,"Wake",3,277,762,126241,0,0,0,762,0,0,0,0,0,0,0,0,0,26,16,2,4,26,0.00,15,3,4,0.00,0,0.0000,0.0000,0.0000,0.966952,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.241591,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,9.83908,0.43742,0.212161,0.216091,0.781365,592,35,44.7934,842.372,,75
1859,1859,"Wake",3,76,186,109062,0,0,0,186,0,0,0,0,0,0,0,0,0,6,0,2,0,6,0.00,1.1,0.9,0.00,0.00,0,0.0000,0.0000,0.0000,0.267607,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.133361,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.98431,0.134804,0.065384,0.066595,0.781352,551,35,44.7942,789.914,,24
1860,1860,"Wake",3,378,1127,134888,0,0,0,1127,0,0,0,0,0,0,0,0,6,71,42,10,10,41.758,35.242,22.2052,29.7948,6,4,0,0.0000,0.0000,0.0000,1.51103,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.503283,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,11.0551,0.504431,0.244664,0.249196,0.781342,579,69,88.3096,908.066,,102
1861,1861,"Wake",3,378,1011,134888,0,0,0,1011,0,0,0,0,0,0,0,0,66,28,4,0,0,66.8485,27.1515,2.66197,1.33803,0.00,0.00,0,0.0000,0.0000,0.0000,1.13081,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.376268,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,7.03946,0.276939,0.134324,0.136812,0.781335,674,79,101.109,1053.868,,84
1862,1862,"Wake",3,372,1111,134888,0,0,0,1111,0,0,0,0,0,0,0,0,7,43,7,0,0,38.1916,11.8084,4.42541,2.57459,0.00,0.00,0,0.0000,0.0000,0.0000,1.06369,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.265678,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,7.47741,0.305658,0.148253,0.150999,0.781323,810,41,52.4751,1135.957,,81
1863,1863,"Wake",3,136,338,136455,0,0,0,338,0,0,0,0,0,0,0,0,0,140,0,0,27,115.23,24.77,0.00,0.00,27,0.00,0,0.0000,0.0000,0.0000,0.717933,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0.0000,0.239263,0.00,0.93884,1139,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,5.77915,0.295709,0.143428,0.146084,0.781366,404,176,225.246,943.084,,122
1864,1864,"Wake",3,299,713,139155,0,0,0,713,0,0,0,0,0,0,0,0,35,57,166,24,59,23.6364,68.3636,118.418,71.5823,55.7374,3.26263,0,0.0000,0.0000,0.0000,0.555838,0.0000,1.988,0.0000,0.0000,0.0000,0,19,0.0000,0.138587,0.00,2.1471,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,9.22779,0.464307,0.225202,0.229374,0.740548,1177,342,461.820,2462.871,,265
1865,1865,"Wake",2,349,882,98734,0,0,0,882,0,0,0,0,0,0,0,0,3,10,16,26,9,5.58908,7.41092,21.4158,20.5842,8.41935,0.580645,0,0.0000,0.0000,0.0000,0.466012,7.8135,56.0608,0.0000,0.0000,0.0000,0,19,0.0000,0.116436,0.00,1.44676,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,17.1265,0.968187,0.469599,0.478298,0.702667,1663,1151,1638.044,5464.966,,56
1866,1866,"Wake",3,112,300,160331,0,0,0,300,0,0,0,0,0,0,0,0,29,15,7,0,0,4.65734,39.3427,1.07692,5.92308,0.00,0.00,0,0.0000,0.0000,0.0000,0.327578,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.108803,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.24238,0.100031,0.048518,0.049417,0.781339,955,200,255.971,1706.415,,26
1867,1867,"Wake",2,244,478,98733,0,0,0,478,0,0,0,0,0,0,0,0,7,198,374,26,103,105.016,99.9843,212.232,187.768,96.7419,6.25807,0,0.0000,0.0000,0.0000,0.1351,70.6351,29.3649,0.0000,0.0000,0.0000,0,19,0.0000,0.066292,0.00,0.671546,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,9.39936,0.487714,0.236556,0.240938,0.780561,1361,3725,4772.206,10769.985,,650
1868,1868,"Wake",3,336,1000,192672,0,0,0,1000,0,0,0,0,0,0,0,0,2,20,18,0,0,10.6667,11.3333,13.8462,4.15385,0.00,0.00,0,0.0000,0.0000,0.0000,0.737389,0.0000,0.0000,0.0000,0.0000,0.0000,0,19,0.0000,0.184277,0.00,0.081311,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,7.68096,0.378652,0.183657,0.187059,0.781343,1035,133,170.220,1646.603,,68
1869,1869,"Wake",3,348,1068,192042,0,0,0,1068,0,0,0,0,0,0,0,0,0,20,37,25,4,16.3333,3.66667,44.8352,17.1648,0.00,4,0,0.0000,0.0000,0.0000,0.397826,0.0000,0.0000,0.0000,0.0000,0.0000,0,19,0.0000,0.099264,0.00,2.07401,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,7.43016,0.374859,0.181818,0.185186,0.781351,1559,249,318.679,2598.026,,66
1870,1870,"Wake",3,150,418,160333,0,0,0,418,0,0,0,0,0,0,0,0,29,28,23,0,56,21.9191,35.0809,17.7579,5.24208,47.3924,8.60759,0,0.0000,0.0000,0.0000,0.594144,0.0000,0.0000,0.0000,0.0000,0.0000,0,19,0.0000,0.11846,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.41214,0.156862,0.076083,0.077492,0.781361,705,149,190.693,1262.958,,234
1871,1871,"Wake",3,460,1409,160331,0,0,0,1409,0,0,0,0,0,0,0,0,0,31,72,0,53,1.69231,29.3077,23.2567,48.7433,44.6667,8.33333,0,0.0000,0.0000,0.0000,0.461805,0.0000,0.0000,0.0000,0.0000,0.0000,0,20,0.0000,0.041878,0.00,4.65826,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,9.87027,0.454745,0.220564,0.22465,0.781338,1937,330,422.353,3277.938,,119
1872,1872,"Wake",3,81,262,160332,0,0,0,262,0,0,0,0,0,0,0,0,0,80,0,0,0,80,0.00,0.00,0.00,0.00,0.00,0,0.0000,0.0000,0.0000,0.142954,0.0000,0.0000,0.0000,0.0000,0.0000,0,19,0.0000,0.071271,0.00,1.25155,731,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.02676,0.096679,0.046892,0.047761,0.781362,1688,319,408.262,2932.535,,81
1873,1873,"Wake",2,0,0,98733,0,0,0,0,0,0,0,0,0,0,0,0,23,0,79,96,314,10.0636,12.9364,144.87,30.1299,300.328,13.672,0,0.0000,0.0000,0.0000,0.057935,100.0000,0.0000,0.0000,0.0000,0.0000,0,19,0.0000,0.01916,0.00,0.625838,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.781367,1059,5105,6533.423,13712.932,,1892
1874,1874,"Wake",2,338,692,72905,0,0,0,692,0,0,0,0,0,0,0,0,38,242,482,195,1977,139.612,140.388,473.935,203.065,1719.13,257.873,0,0.0000,0.0000,0.0000,0.438919,89.7529,10.2471,0.0000,0.0000,0.0000,0,19,0.0000,0.062211,0.00,5.57986,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,27.8915,1.90554,0.924241,0.941362,0.781388,1072,5554,7107.861,14816.049,,3685
1875,1875,"Wake",2,133,252,72720,0,0,0,252,0,0,0,0,0,0,0,0,0,25,84,3,30,19.3131,5.68687,47.8336,39.1664,16.3636,13.6364,0,0.0000,0.0000,0.0000,0.15663,9.3664,58.7242,0.0000,0.0000,0.0000,0,19,0.0000,0.021962,0.00,2.20059,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,9.84239,0.562641,0.272897,0.277952,0.781371,1992,2337,2990.895,8206.480,,130
1876,1876,"Wake",2,1175,2015,72720,0,0,0,2015,0,0,0,0,0,0,0,0,44,26,90,51,343,68,2,73.6406,67.3594,327.176,15.824,0,0.0000,0.0000,0.0000,0.297061,34.7528,47.8718,0.0000,0.0000,0.0000,0,19,0.0000,0.015207,0.00,4.06189,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,69.5504,4.31902,2.09485,2.13366,0.781373,2932,1471,1882.583,7313.173,,411
1877,1877,"Wake",2,330,971,72720,0,0,0,971,0,0,0,0,0,0,0,0,32,82,15,17,19,83.8413,30.1587,18.0709,13.9291,0.00,19,0,0.0000,0.0000,0.0000,0.320936,0.437,36.3315,0.0000,0.0000,0.0000,0,19,0.0000,0.063383,0.00,2.94524,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,29.6135,1.69704,0.823115,0.838363,0.781369,2711,543,694.935,4783.984,,110
