taz,airport_productions,lng,lat,TAZ_TRM_6.2,County,ATYPE,HH,HH_POP,MEANINC,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,Industry,Office,Service_RateLow,Service_RateHigh,Retail,IndOff_EarnLow,IndOff_EarnHigh,Service_EarnLow,Service_EarnHigh,Retail_EarnLow,Retail_EarnHigh,ADT,PCTCV,PCTAUTOEE,PCTCVEE,ZONEAREA,SHORTWALKA,LONGWALKAM,SHORTWALKO,LONGWALKOP,DISTGROUP,EXTERNAL,District,AVEBLOCK_P,AVEBLOCK_A,RoadwayLen,NMPathLen,ENROLLMENT,PASA,PrkRestrict,PASAYear,PrkCosW1,PrkCosW2,PrkCosW3,PrkCosO1,PrkCosO2,PrkCosO3,PrkCosU1,PrkCosU2,PrkCosU3,Campus,Campus_NCSU,Campus_UNC,Campus_DUKE,Campus_NCCU,In_ShortWalk_NCSU,In_ShortWalk_UNC,In_ShortWalk_DUKE,In_ShortWalk_NCCU,Housing_NCSU,Housing_UNC,Housing_DUKE,Housing_NCCU,NCSU_OFF,UNC_OFF,DUKE_OFF,NCCU_OFF,TOT_Area1,TOT_POP1,TOT_EMP1,EmpDen1,Density1,TRM_6.2_Fill,lehd_emp,Pct_Worker,PctHighEarn,employment,workers,high_earners,observed_productions,estimated_productions
2463,21,-78.70244446667719,35.86893420066889,2463,Wake,2,524,1178,68412,0,0,0,1178,0,0,0,0,0,0,0,0,19,26,11,0,5,34.2222,10.7778,5.63636,5.36364,4.58955,0.410448,0,0,0,0,0.28134,12.3033,29.1684,0,0,0,0,13,0,0.046778,0,4.8248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.571,4.42509,2.14629,1.58085,0.781423,3327,668,854.851,5874.523,NA,28,57,23,61,671.4599999999999,154.4358,33.86732609396839,16.18748490070251
2464,93,-78.70334215304048,35.880290149548905,2464,Wake,2,980,1970,81191,0,0,0,1970,0,0,0,0,0,0,0,0,20,37,42,0,0,42.2,14.8,37.586,4.41395,0,0,0,0,0,0,0.326692,0,0,0,0,0,0,13,0,0.0296,0,3.63663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.335,7.59062,3.68167,2.71639,0.781408,3924,223,285.382,5561.491,NA,53,57,64,99,1122.8999999999999,718.656,149.98387270186,63.894578848800876
2465,16,-78.70581209937697,35.8898158117188,2465,Wake,3,335,976,156401,0,0,0,976,0,0,0,0,0,0,0,0,1,47,72,9,27,34.6421,13.3579,30.2847,50.7153,18.7031,8.29692,0,0,0,0,0.442402,0,0,0,0,0,0,13,0,0.063091,0,2.76566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71807,2.19487,1.06457,0.78379,0.781417,2044,328,419.751,3409.698,NA,26,57,60,156,556.3199999999999,333.792,25.803677023975915,33.024912520296674
2466,4,-78.71364633093998,35.896240656875015,2466,Wake,3,168,456,156806,0,0,0,456,0,0,0,0,0,0,0,0,0,27,8,10,0,24.6316,2.36842,16.7802,1.21981,0,0,0,0,0,0,0.292328,0,0,0,0,0,0,13,0,0.097305,0,0.138317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05304,1.23139,0.597261,0.435317,0.781447,1341,327,418.454,2507.53,NA,11,57,60,45,259.91999999999996,155.95199999999997,6.450919255993979,16.039986628128048
2467,13,-78.70625962862971,35.90152526135599,2467,Wake,3,354,1085,117952,0,0,0,1085,0,0,0,0,0,0,0,0,1,108,13,15,24,92.1233,16.8767,18.7558,9.24419,19.2941,4.70588,0,0,0,0,0.42332,0,0,0,0,0,0,13,0,0.070526,0,2.72577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35704,4.24781,2.06031,1.49778,0.781436,1695,233,298.169,2733.055,NA,61,57,57,161,618.4499999999999,352.51649999999995,20.96548758198043,36.25831010587159
2468,27,-78.7191819079453,35.90264461118691,2468,Wake,3,334,863,117897,0,0,0,863,0,0,0,0,0,0,0,0,20,44,11,0,43,40.3834,23.6166,10.2105,0.789474,35.7642,7.2358,0,0,0,0,0.518692,0,0,0,0,0,0,13,0,0.103447,0,0.559393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10796,4.15176,2.01372,1.43868,0.781442,1182,291,372.389,2216.941,NA,81,57,58,118,491.90999999999997,285.3078,43.54370497795936,29.88220995264965
2469,9,-78.68753434341365,35.89123424197454,2469,Wake,2,215,603,118396,0,0,0,603,0,0,0,0,0,0,0,0,14,32,70,85,13,24.2545,21.7455,129.851,25.1493,10.9124,2.08759,0,0,0,0,0.302834,22.0706,36.6939,0,0,0,0,13,0,0.042886,0,1.1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4911,1.4862,0.688444,0.696164,0.781403,2050,912,1167.131,4831.051,NA,410,50,31,214,301.5,93.465,14.514568325986453,18.87332881323895
2470,57,-78.69517834776934,35.89883859431444,2470,Wake,3,693,1763,100574,0,0,0,1763,0,0,0,0,0,0,0,0,24,37,43,0,58,36.742,24.258,27.2985,15.7015,3.63636,54.3636,0,0,0,0,0.778578,0,12.1004,0,0,0,0,13,0,0.086427,0,2.01212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0856,6.01621,2.91804,2.29738,0.781423,1759,261,334.006,2882.775,NA,166,50,32,162,881.5,282.08,91.9255993979142,30.515303437752905
2471,34,-78.68380810478338,35.89787199485976,2471,Wake,2,171,345,118404,0,0,0,345,0,0,0,0,0,0,0,0,42,263,288,57,574,140.283,164.717,224.951,120.049,505.325,68.675,0,0,0,0,0.209013,68.8955,31.1045,0,0,0,0,13,0,0.069335,0,1.0858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13242,1.07824,0.50081,0.506062,0.781432,1825,1609,2059.04,6230.018,NA,451,50,11,1224,172.5,18.975,54.83281367594882,48.77061938199933
2472,33,-78.69682693735358,35.87874305959762,2472,Wake,2,958,1510,56300,0,0,0,1510,0,0,0,0,0,0,0,0,0,16,17,0,0,2.90909,13.0909,7.59784,9.40216,0,0,0,0,0,0,0.271885,0,0,0,0,0,0,13,0,0.067529,0,3.89832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8172,4.43803,2.15258,2.19245,0.781399,4314,197,252.112,5997.722,NA,0,64,38,33,966.4,367.23199999999997,53.22008386195032,32.79370080888986
2473,8,-78.69288009178311,35.88293994604547,2473,Wake,2,409,818,53105,0,0,0,818,0,0,0,0,0,0,0,0,12,8,13,0,3,5.36914,14.6309,12,1,2.41176,0.588235,0,0,0,0,0.161569,0,0,0,0,0,0,13,0,0.014487,0,1.52889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1494,3.11926,1.51293,1.54096,0.781452,3666,256,327.595,5310.898,NA,11,64,38,36,523.52,198.9376,12.901838511987958,19.12586986955232
2474,8,-78.6921605332956,35.87691534684392,2474,Wake,2,362,665,53105,0,0,0,665,0,0,0,0,0,0,0,0,0,10,39,0,0,0,10,34,5,0,0,0,0,0,0,0.068329,0,0,0,0,0,0,13,0,0.011105,0,1.9962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7501,2.0694,1.00372,1.02231,0.781427,3931,225,287.935,5575.155,NA,24,64,38,49,425.6,161.728,12.901838511987958,15.286880104696685
2475,16,-78.69644370343661,35.87075345123334,2475,Wake,2,289,445,61755,0,0,0,445,0,0,0,0,0,0,0,0,0,9,14,0,0,6.81818,2.18182,7.68182,6.31818,0,0,0,0,0,0,0.089533,0,5.9141,0,0,0,0,13,0,0.014859,0,1.51342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6167,1.53906,0.74649,0.760318,0.78142,3555,192,245.706,5014.147,NA,19,64,38,23,284.8,108.224,25.803677023975915,10.74082489890135
2477,16,-78.68135754516074,35.88095289531945,2477,Wake,2,648,1310,84730,0,3,0,1313,0,0,0,0,0,0,0,0,52,68,278,12,38,87.2363,32.7637,140.447,149.553,32.5455,5.45455,0,0,0,0,0.25134,81.1919,18.8081,0,0,0,0,28,0,0.017941,0,4.27591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3782,3.76093,1.7371,1.75755,0.781401,3123,1054,1348.86,6547.963,NA,534,56,39,448,733.6,286.10400000000004,25.803677023975915,32.72295039682511
2478,42,-78.68636705959103,35.88089749541278,2478,Wake,2,607,1460,97433,0,0,0,1460,0,0,0,0,0,0,0,0,24,53,56,10,0,36.7741,40.2259,35.9328,30.0672,0,0,0,0,0,0,0.40912,9.9821,60.2445,0,0,0,0,28,0,0.023932,0,2.42197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5345,3.83905,1.77445,1.79525,0.781401,3617,599,766.571,6078.791,NA,41,56,27,143,817.6,220.752,67.73465218793677,23.194295510613134
2479,30,-78.68513026751903,35.867327935617084,2479,Wake,2,633,1537,103640,0,0,0,1537,0,0,0,0,0,0,0,0,2,120,92,20,20,42.8488,79.1512,72.3338,39.6662,20,0,0,0,0,0,0.39733,39.5169,53.5265,0,0,0,0,28,0,0.032766000000000003,0,4.21655,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6908,2.76738,1.27246,1.28906,0.781419,2569,615,787.03,4776.235,NA,185,56,36,254,860.72,309.8592,48.38189441995484,33.16127112085173
2480,13,-78.69260661571035,35.86662642709941,2480,Wake,2,392,837,103640,0,0,0,837,0,0,0,0,0,0,0,0,0,17,0,0,20,13.3896,3.61039,0,0,20,0,0,0,0,0,0.282453,37.7546,43.9819,0,0,0,0,28,0,0.035065,0,1.62609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4968,1.71453,0.831595,0.847,0.781425,2861,407,520.843,4646.406,NA,66,56,27,37,468.72,126.55440000000002,20.96548758198043,13.617706848672842
2481,1,-78.6809898241102,35.86707849740685,2481,Wake,2,1,2,103640,0,0,0,2,0,0,0,0,0,0,0,0,0,137,8,16,0,83.3456,53.6544,14.7059,9.29412,0,0,0,0,0,0,0.03323,100,0,0,0,0,0,28,0,0.016555,0,0.796757,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042845,0.003799,0.001747,0.001769,0.781421,2485,741,948.273,4973.71,NA,71,56,41,161,1.12,0.4592,1.6127298139984947,5.753612851875291
2482,32,-78.66291486808593,35.864460208024816,2482,Wake,3,752,1693,82808,0,0,0,1693,0,0,0,0,0,0,0,0,53,79,123,8,47,67.4091,64.5909,84.9773,46.0227,42.2727,4.72727,0,0,0,0,0.61566,25.9125,51.4532,0,0,0,0,28,0,0.068193,0,6.16857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8226,2.44423,1.18552,1.20748,0.781414,1993,369,472.221,3443.684,NA,150,53,65,310,897.2900000000001,583.2385,51.60735404795183,58.30016347544974
2483,29,-78.67582747484,35.86194479301348,2483,Wake,2,420,1123,129043,0,3,0,1126,0,0,0,0,0,0,0,0,8,119,104,11,4,100.518,26.4823,80.3214,34.6786,3.33333,0.666667,0,0,0,0,0.360526,59.0488,38.3412,0,0,0,0,28,0,0.044775,0,4.61845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9218,1.42809,0.654739,0.663755,0.781419,2325,715,915.002,4706.032,NA,219,53,35,246,595.19,208.31650000000002,46.76916460595635,23.115050217331152
2484,17,-78.67261679727065,35.869157441466044,2484,Wake,2,318,780,129043,0,0,0,780,0,0,0,0,0,0,0,0,3,86,68,5,184,43.9976,45.0024,49.8433,23.1567,150.371,33.6288,0,0,0,0,0.335292,18.2654,42.6243,0,0,0,0,28,0,0.066893,0,4.7942,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0972,1.12708,0.518343,0.525102,0.781421,1926,642,821.581,4018.717,NA,227,53,26,346,413.40000000000003,107.48400000000001,27.41640683797441,23.53652186225829
2485,13,-78.64487261306343,35.86612743222924,2485,Wake,2,815,1651,57266,0,0,0,1651,0,0,0,0,0,0,0,0,2,39,28,3,12,31.5433,9.45668,21.6429,9.35714,12,0,0,0,0,0,0.269535,80.5693,19.4307,0,0,0,0,28,0,0.038256,0,3.85477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4757,2.68379,1.22178,1.24112,0.781417,4113,3399,4349.79,13490.905,NA,99,56,28,84,924.5600000000001,258.87680000000006,20.96548758198043,25.17022246688564
2486,12,-78.6457390285268,35.86072961526364,2486,Wake,2,388,870,80733,0,0,0,870,0,0,0,0,0,0,0,0,59,3104,627,96,11,1380.09,1782.91,450.454,272.546,11,0,0,0,0,0,0.332239,62.8647,37.1353,0,0,0,0,28,0,0.066256,0,6.9736,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.034,1.13775,0.517595,0.525879,0.781407,2885,4177,5345.487,13802.757,NA,687,56,47,3897,487.20000000000005,228.984,19.352757767981934,98.5077190278773
2487,9,-78.65033942497563,35.8541223977774,2487,Wake,2,277,624,94893,0,15,0,639,0,0,0,0,0,0,0,0,8,90,214,13,39,63.4987,34.5013,150.293,76.7069,32.3333,6.66667,0,0,0,0,0.291191,87.6754,12.3246,0,0,0,0,28,0,0.041449,0,5.19474,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9547,0.85946,0.391503,0.397511,0.781425,2052,1747,2235.659,6854.598,NA,333,56,47,364,349.44000000000005,164.23680000000002,14.514568325986453,20.972208499406637
2488,6,-78.65744889528969,35.86098156094086,2488,Wake,2,209,442,75918,0,0,0,442,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0.22471,82.1892,17.8108,0,0,0,0,28,0,0.074133,0,2.73463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1421,0.530393,0.257256,0.296817,0.781405,2224,931,1191.444,5099.706,NA,0,56,45,15,247.52,111.384,9.676378883990967,10.817002182212864
2489,11,-78.65228904196236,35.85928626422302,2489,Wake,2,390,629,75918,0,0,0,629,0,0,0,0,0,0,0,0,16,6,15,0,0,16.3211,5.6789,7.82095,7.17905,0,0,0,0,0,0,0.139232,95.704,4.296,0,0,0,0,28,0,0.06958,0,2.88225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7393,0.775845,0.376308,0.433896,0.781421,2178,2892,3700.952,9787.38,NA,29,56,45,37,352.24,158.508,17.740027953983443,15.677795118593778
2490,2,-78.64940651033473,35.94932556274366,2490,Wake,3,163,500,238798,0,0,0,500,0,0,0,0,0,0,0,0,14,26,30,0,3,27.8877,12.1123,12.5124,17.4876,1.2439,1.7561,0,0,0,0,0.754974,0,0,0,0,0,0,12,0,0.251137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78719,0.215119,0.115046,0.106272,0.748399,494,68,90.8606,831.933,NA,69,41,51,73,205,104.55,3.2254596279969894,11.619168853475692
2491,20,-78.63797853941125,35.935439425293275,2491,Wake,3,497,1383,126097,0,0,0,1383,0,0,0,0,0,0,0,0,12,123,42,9,18,98.5768,36.4232,21.0716,29.9284,7.46342,10.5366,0,0,0,0,1.35593,0,0,0,0,0,0,12,0,0.150417,0,0.755514,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69829,1.93112,0.936651,0.954002,0.781447,791,115,147.163,1290.575,NA,125,44,49,204,608.52,298.1748,32.254596279969896,31.61996513733369
2492,14,-78.65346833993902,35.93682653419592,2492,Wake,3,230,619,126098,0,4,0,623,0,0,0,0,0,0,0,0,1,16,14,0,14,7.2,9.8,11.1885,2.81154,5.80488,8.19512,0,0,0,0,0.79623,0,0,0,0,0,0,12,0,0.397509,0,0.049813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.951,0.847183,0.410909,0.41852,0.781453,621,49,62.7037,913.275,NA,41,44,32,45,272.36,87.15520000000001,22.578217395978925,9.964197333487235
2493,3,-78.62773507987019,35.95912482855268,2493,Wake,4,280,864,238799,0,0,0,864,0,0,0,0,0,0,0,0,2,23,37,0,4,11.0734,13.9266,8.66234,28.3377,1.65854,2.34146,0,0,0,0,1.61523,0,0,0,0,0,0,12,0,0.268836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17986,0.311039,0.423494,0.296502,0.773718,428,33,42.6512,633.846,NA,58,41,24,66,354.23999999999995,85.01759999999999,4.838189441995484,9.400360751649577
2494,4,-78.59941024037704,35.946175958164034,2494,Wake,4,264,755,141943,0,0,0,755,0,0,0,0,0,0,0,0,0,31,43,0,12,20.9004,10.0996,17.9578,25.0422,3.73171,8.26829,0,0,0,0,1.65885,0,0,0,0,0,0,12,0,0.276467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99347,0.508102,0.246444,0.25101,0.727347,331,37,50.8698,551.296,NA,48,41,77,86,309.54999999999995,238.35349999999997,6.450919255993979,22.907011905950725
2495,53,-78.6677256934765,35.97644735501275,2495,Wake,4,469,1436,157257,0,2,0,1438,0,0,0,0,0,0,0,0,17,39,87,6,26,22.7193,33.2807,43.1264,49.8736,0,26,0,0,0,0,2.97345,0,0,0,0,0,0,12,0,0.297157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47649,1.07388,2.1361,1.90997,0.781474,377,45,57.5835,591.338,NA,119,48,78,175,689.28,537.6384,85.47468014192022,50.52043970847799
2496,7,-78.65788052871682,35.960523123728215,2496,Wake,4,283,806,157259,0,0,0,806,0,0,0,0,0,0,0,0,0,25,57,7,1,19,6,25,39,1,0,0,0,0,0,2.1535,0,0,0,0,0,0,12,0,0.537852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44878,0.799207,0.501111,0.455582,0.663778,249,27,40.6762,452.062,NA,17,48,49,90,386.88,189.5712,11.289108697989462,18.63433631051336
2497,6,-78.69726881739514,35.98196991367426,2497,Wake,4,159,471,157750,0,0,0,471,0,0,0,0,0,0,0,0,0,16,20,0,6,5.42857,10.5714,11.4581,8.54187,6,0,0,0,0,0,0.968177,0,0,0,0,0,0,12,0,0.193302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949904,0.691054,1.09115,0.941358,0.781471,405,67,85.7357,680.418,NA,30,48,53,42,226.07999999999998,119.8224,9.676378883990967,12.217359424429482
2498,5,-78.7020557887137,35.97179111646128,2498,Wake,3,201,582,192223,0,0,0,582,0,0,0,0,0,0,0,0,14,209,3,0,0,15.5714,207.429,1.71429,1.28571,0,0,0,0,0,0,0.82313,0,0,0,0,0,0,12,0,0.411255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0975,0.414251,0.864755,0.751742,0.781447,543,191,244.418,1157.169,NA,54,45,46,226,261.90000000000003,120.47400000000002,8.063649069992474,16.677289575238504
2499,34,-78.69427401171731,35.95626167772283,2499,Wake,3,455,1414,192224,0,0,0,1414,0,0,0,0,0,0,0,0,11,54,30,4,10,22.4255,42.5745,13.6316,20.3684,0,10,0,0,0,0,1.71781,0,0,0,0,0,0,12,0,0.190717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77726,1.29057,1.56672,1.38953,0.781457,630,48,61.4237,922.366,NA,136,45,43,109,636.3000000000001,273.60900000000004,54.83281367594882,27.127778067106973
2500,17,-78.68167270601191,35.95037743523151,2500,Wake,3,135,419,244994,0,0,0,419,0,0,0,0,0,0,0,0,0,9,22,0,28,4,5,9.77778,12.2222,28,0,0,0,0,0,0.542683,0,0,0,0,0,0,12,0,0.270868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80162,0.281021,0.186117,0.164744,0.781461,552,82,104.932,904.841,NA,41,45,20,59,188.55,37.71,27.41640683797441,6.397053272078823
2501,12,-78.67735371098996,35.93713219554251,2501,Wake,3,274,818,244992,0,0,0,818,0,0,0,0,0,0,0,0,28,33,14,0,7,20.0061,40.9939,5.77778,8.22222,6.97222,0.027778,0,0,0,0,0.759015,0,0,0,0,0,0,12,0,0.108358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6901,0.607025,0.294859,0.299879,0.78145,821,78,99.8145,1239.405,NA,124,45,77,82,368.1,283.437,19.352757767981934,27.782221157178963
2502,3,-78.67186141981573,35.94842661133234,2502,Wake,3,23,73,157257,0,0,0,73,0,0,0,0,0,0,0,0,0,60,2,0,0,22.9167,37.0833,0,2,0,0,0,0,0,0,0.249619,0,0,0,0,0,0,12,0,0.248392,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249794,0.084399,0.044644,0.041694,0.781468,419,100,127.964,778.208,NA,72,48,47,62,35.04,16.468799999999998,4.838189441995484,4.063793307656274
2503,35,-78.68873234302687,35.93422078107178,2503,Wake,3,164,485,192223,0,0,0,485,0,0,0,0,0,0,0,0,3,26,8,0,3,5.74468,23.2553,2.33333,5.66667,1.28571,1.71429,0,0,0,0,0.387698,0,0,0,0,0,0,12,0,0.096846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69713,0.626558,0.304321,0.309528,0.781443,878,99,126.689,1363.188,NA,43,45,58,40,218.25,126.585,56.44554348994731,12.96831466243271
2504,3,-78.6842700398444,35.96342413268624,2504,Wake,3,65,198,244960,0,0,0,198,0,0,0,0,0,0,0,0,0,15,3,0,3,13.6667,1.33333,0,3,0,3,0,0,0,0,0.382025,0,0,0,0,0,0,12,0,0.190887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302885,0.099737,0.129798,0.116939,0.781455,471,44,56.3052,709.22,NA,12,45,52,21,89.10000000000001,46.33200000000001,4.838189441995484,5.807529866270238
2505,3,-78.6659657078742,35.94063925079781,2505,Wake,3,135,409,126097,0,0,0,409,0,0,0,0,0,0,0,0,9,11,17,0,0,6.84211,13.1579,3,14,0,0,0,0,0,0,0.423032,0,0,0,0,0,0,12,0,0.105609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74938,0.586373,0.310172,0.289677,0.781476,675,66,84.4555,1023.493,NA,31,44,65,37,179.96,116.974,4.838189441995484,11.944102478212322
2506,11,-78.6948741664594,35.998148586004554,2506,Wake,4,133,373,157257,0,0,0,373,0,0,0,0,0,0,0,0,4,13,28,0,139,7.85714,9.14286,16.6059,11.3941,139,0,0,0,0,0,1.56296,0,0,0,0,0,0,12,0,0.312239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663624,0.406846,0.680653,0.597527,0.78149,185,91,116.444,456.975,NA,78,48,14,184,179.04,25.0656,17.740027953983443,12.0201802221403
2507,6,-78.61575997449715,35.928851816777616,2507,Wake,4,154,446,158463,0,0,0,446,0,0,0,0,0,0,0,0,0,15,19,2,0,5,10,12.9842,8.01578,0,0,0,0,0,0,0.85039,0,0,0,0,0,0,12,0,0.212336,0,0.356771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52131,0.333579,0.161795,0.164793,0.781447,436,36,46.0684,645.075,NA,20,47,25,36,209.61999999999998,52.404999999999994,9.676378883990967,6.323732264153328
2508,6,-78.61232670687309,35.91921047001413,2508,Wake,4,124,381,158463,0,0,0,381,0,0,0,0,0,0,0,0,0,7,5,0,3,4.33333,2.66667,2.85714,2.14286,2.25,0.75,0,0,0,0,0.506091,0,0,0,0,0,0,12,0,0.101144,0,0.214907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53907,0.235272,0.114114,0.116227,0.781437,467,42,53.7471,699.276,NA,8,47,25,15,179.07,44.7675,9.676378883990967,5.505386109447293
2509,11,-78.62871944449424,35.92317163531065,2509,Wake,3,229,689,158463,0,0,0,689,0,0,0,0,0,0,0,0,21,31,7,5,32,18,34,4,8,16,16,0,0,0,0,0.949522,0,0,0,0,0,0,12,0,0.236638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38249,0.672788,0.326322,0.332367,0.781467,564,76,97.253,905.668,NA,112,47,21,96,323.83,68.0043,17.740027953983443,11.079737012765465
2510,14,-78.59269714235072,35.92935713663874,2510,Wake,3,212,519,158463,0,0,0,519,0,0,0,0,0,0,0,0,0,15,32,11,7,7.19048,7.80952,23.4286,19.5714,5.25,1.75,0,0,0,0,1.2132,4.278,12.0026,0,0,0,0,28,0,0.302705,0,2.3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68319,0.267461,0.129726,0.147622,0.711546,544,54,75.891,908.076,NA,27,47,25,65,243.92999999999998,60.982499999999995,22.578217395978925,8.246643101995838
2511,46,-78.65884276234209,35.922435344963716,2511,Wake,3,476,1321,176303,0,0,0,1321,0,0,0,0,0,0,0,0,73,36,102,1,5,10.4295,98.5705,31.5128,71.4872,2.08333,2.91667,0,0,0,0,1.33286,0,0,0,0,0,0,12,0,0.221838,0,0.449274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08933,1.54733,0.7505,0.764402,0.781457,773,125,159.958,1291.729,NA,120,48,42,217,634.0799999999999,266.31359999999995,74.18557144393075,28.47433264999125
2512,17,-78.67504056344025,35.92260173847744,2512,Wake,3,323,890,176642,0,0,0,890,0,0,0,0,0,0,0,0,33,29,9,0,8,21.9754,40.0246,1.94118,7.05882,2.48387,5.51613,0,0,0,0,1.00637,0,0,0,0,0,0,12,0,0.12524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07109,1.57128,0.762116,0.776234,0.781456,676,60,76.7798,1010.277,NA,28,48,25,79,427.2,106.8,27.41640683797441,13.050775606673858
