Geo_FIPS,total,poverty,non-poverty
370499601023,1014,156,858
370499601024,227,26,201
370499602011,666,60,606
370499602012,1022,177,845
370499602021,589,117,472
370499602022,587,81,506
370499602023,550,218,332
370499603011,577,19,558
370499603012,426,90,336
370499603021,392,98,294
370499603022,901,48,853
370499603023,354,59,295
370499604011,762,48,714
370499604012,1389,177,1212
370499604021,713,47,666
370499604022,510,114,396
370499604023,446,75,371
370499604031,282,0,282
370499604032,937,34,903
370499604033,429,0,429
370499604041,665,39,626
370499604042,664,33,631
370499605011,842,73,769
370499605012,305,0,305
370499605013,595,175,420
370499605021,182,59,123
370499605022,1546,407,1139
370499606001,1055,148,907
370499606002,441,0,441
370499606003,475,199,276
370499606004,503,59,444
370499607001,469,66,403
370499607002,370,32,338
370499608001,149,90,59
370499608002,396,78,318
370499608003,252,36,216
370499608004,168,54,114
370499609001,427,31,396
370499609002,451,266,185
370499609003,113,7,106
370499610021,861,12,849
370499610022,284,74,210
370499610023,240,59,181
370499610024,256,11,245
370499610031,216,14,202
370499610032,1186,83,1103
370499610033,1350,108,1242
370499610041,284,104,180
370499610042,972,0,972
370499610043,540,15,525
370499611011,899,43,856
370499611012,899,236,663
370499611021,723,15,708
370499611022,736,56,680
370499612011,465,26,439
370499612012,442,53,389
370499612013,210,34,176
370499612021,263,93,170
370499613011,546,85,461
370499613012,530,54,476
370499613013,267,22,245
370499613021,674,77,597
370499613022,561,115,446
370499613023,698,74,624
370499613031,423,60,363
370499613032,623,77,546
370499613033,560,79,481
370510002001,114,38,76
370510002002,628,385,243
370510002003,290,109,181
370510005001,568,155,413
370510005002,183,102,81
370510005003,170,63,107
370510006001,563,206,357
370510006002,385,52,333
370510006003,816,93,723
370510006004,189,112,77
370510006005,473,44,429
370510007011,804,119,685
370510007012,502,17,485
370510007013,1062,256,806
370510007021,583,71,512
370510007022,371,29,342
370510008001,428,22,406
370510008002,453,73,380
370510008003,466,90,376
370510009001,374,69,305
370510009002,355,60,295
370510009003,358,13,345
370510009004,413,151,262
370510009005,407,64,343
370510009006,365,15,350
370510010001,511,133,378
370510010002,697,313,384
370510011001,456,86,370
370510011002,406,158,248
370510011003,511,130,381
370510012001,655,236,419
370510012002,251,181,70
370510012003,397,210,187
370510012004,818,184,634
370510012005,427,85,342
370510014011,206,0,206
370510014012,666,126,540
370510014013,683,151,532
370510014021,503,113,390
370510014022,502,237,265
370510015001,614,31,583
370510015002,552,91,461
370510016031,721,119,602
370510016032,320,47,273
370510016033,320,149,171
370510016041,586,221,365
370510016042,988,137,851
370510016043,875,40,835
370510016044,439,138,301
370510016051,748,121,627
370510016052,265,56,209
370510016053,283,31,252
370510016061,701,145,556
370510016062,698,88,610
370510017011,767,101,666
370510017012,405,118,287
370510017021,712,120,592
370510017022,924,132,792
370510017023,481,177,304
370510018001,515,127,388
370510018002,491,90,401
370510019011,348,59,289
370510019012,530,120,410
370510019021,837,193,644
370510019022,939,139,800
370510019031,532,158,374
370510019032,547,114,433
370510019033,253,30,223
370510019034,346,120,226
370510020011,789,120,669
370510020012,693,115,578
370510020021,159,81,78
370510020022,1025,239,786
370510020023,444,71,373
370510020024,525,52,473
370510021001,739,106,633
370510021002,775,230,545
370510021003,431,9,422
370510022001,734,97,637
370510022002,534,140,394
370510023011,614,318,296
370510023012,478,52,426
370510023013,521,169,352
370510023021,263,151,112
370510023022,203,16,187
370510024011,332,142,190
370510024012,299,101,198
370510024021,402,80,322
370510024022,1351,351,1000
370510025011,614,78,536
370510025012,427,71,356
370510025013,602,96,506
370510025014,1440,195,1245
370510025031,876,253,623
370510025032,651,149,502
370510025033,577,60,517
370510025041,589,196,393
370510025042,1288,214,1074
370510025043,971,58,913
370510025051,518,195,323
370510025052,719,173,546
370510025061,482,32,450
370510025062,734,186,548
370510025063,470,102,368
370510026001,618,114,504
370510026002,746,108,638
370510026003,677,89,588
370510027011,518,49,469
370510027012,421,79,342
370510027021,405,81,324
370510027022,627,48,579
370510027023,625,115,510
370510027024,505,12,493
370510028011,708,54,654
370510028012,707,116,591
370510028021,572,115,457
370510028022,552,54,498
370510029001,607,65,542
370510029002,619,50,569
370510029003,199,0,199
370510029004,389,75,314
370510030021,424,60,364
370510030022,614,110,504
370510030031,1067,143,924
370510030032,346,66,280
370510030033,726,121,605
370510030041,829,17,812
370510030042,888,32,856
370510030043,625,94,531
370510031021,227,34,193
370510031022,735,56,679
370510031023,962,59,903
370510031031,606,98,508
370510031032,1067,282,785
370510031033,539,38,501
370510031051,692,90,602
370510031052,834,174,660
370510031061,212,16,196
370510031062,513,98,415
370510032031,316,30,286
370510032032,1142,131,1011
370510032033,291,107,184
370510032034,344,69,275
370510032051,772,68,704
370510032052,762,28,734
370510032053,351,63,288
370510032061,617,34,583
370510032062,740,0,740
370510032063,454,22,432
370510032071,1255,117,1138
370510032072,575,28,547
370510032073,737,22,715
370510032081,632,79,553
370510032082,297,31,266
370510032083,688,63,625
370510032091,435,116,319
370510032092,1096,184,912
370510033021,1099,374,725
370510033022,695,194,501
370510033023,836,91,745
370510033041,458,31,427
370510033042,445,147,298
370510033043,1324,229,1095
370510033044,331,63,268
370510033045,431,43,388
370510033046,178,71,107
370510033071,165,20,145
370510033072,536,64,472
370510033073,414,110,304
370510033074,353,75,278
370510033101,401,53,348
370510033102,296,55,241
370510033103,598,124,474
370510033104,648,113,535
370510033111,452,93,359
370510033112,943,119,824
370510033121,397,74,323
370510033122,1120,243,877
370510033123,694,43,651
370510033124,596,43,553
370510033131,1516,184,1332
370510033132,961,69,892
370510033141,824,177,647
370510033142,755,46,709
370510033143,1189,158,1031
370510033151,763,163,600
370510033152,1016,107,909
370510033153,408,90,318
370510033161,232,56,176
370510033162,690,97,593
370510033171,619,13,606
370510033172,767,50,717
370510033181,753,17,736
370510033182,436,64,372
370510034011,0,0,0
370510034012,457,47,410
370510034013,351,46,305
370510034031,205,11,194
370510034032,324,37,287
370510034033,433,52,381
370510034041,0,0,0
370510034042,0,0,0
370510034081,547,42,505
370510034082,670,6,664
370510034083,622,37,585
370510034091,302,27,275
370510034101,595,62,533
370510034102,0,0,0
370510035011,450,133,317
370510035012,202,46,156
370510035013,715,60,655
370510035021,225,85,140
370510035022,441,27,414
370510036011,719,67,652
370510036012,278,76,202
370510036013,256,110,146
370510036021,266,70,196
370510036022,138,16,122
370510036023,504,172,332
370510037001,780,44,736
370510037002,636,9,627
370510037003,431,108,323
370510037004,815,121,694
370510038001,425,184,241
370510038002,169,13,156
370510038003,317,101,216
370519801001,0,0,0
370519802001,0,0,0
370531101011,548,33,515
370531101021,662,20,642
370531102011,1511,0,1511
370531102012,365,76,289
370531102021,585,0,585
370531102022,719,79,640
370531103011,696,77,619
370531103012,1215,90,1125
370531103021,761,44,717
370531103022,575,101,474
370531104011,817,44,773
370531104012,352,105,247
370531104013,460,8,452
370531104031,321,38,283
370531104032,372,83,289
370531104040,0,0,0
370531104041,909,87,822
370539901000,0,0,0
370559701011,600,26,574
370559701012,769,10,759
370559701013,321,7,314
370559701020,0,0,0
370559701021,700,0,700
370559701022,872,30,842
370559702001,614,0,614
370559702002,581,57,524
370559702003,702,8,694
370559702004,390,38,352
370559703010,0,0,0
370559703011,1019,44,975
370559703012,747,116,631
370559703021,996,64,932
370559703022,292,63,229
370559704000,0,0,0
370559704001,509,33,476
370559704002,645,47,598
370559704003,200,0,200
370559705010,0,0,0
370559705011,516,30,486
370559705021,543,59,484
370559705022,212,6,206
370559705023,436,97,339
370559705024,547,133,414
370559706010,0,0,0
370559706011,577,35,542
370559706012,517,53,464
370559706013,829,116,713
370559706014,837,34,803
370559706020,0,0,0
370559706021,859,33,826
370559901000,0,0,0
370559902000,0,0,0
370570601011,443,132,311
370570601012,343,29,314
370570601013,719,0,719
370570601014,655,77,578
370570601031,746,43,703
370570601032,352,0,352
370570601041,913,75,838
370570601042,715,34,681
370570601043,492,64,428
370570602011,573,0,573
370570602012,580,35,545
370570602013,547,57,490
370570602014,252,8,244
370570602021,960,109,851
370570602031,739,44,695
370570602032,793,90,703
370570602033,1002,79,923
370570603011,663,47,616
370570603012,481,52,429
370570603013,865,94,771
370570603021,459,44,415
370570603022,397,23,374
370570603023,902,80,822
370570603031,772,86,686
370570603032,433,36,397
370570603033,515,107,408
370570603041,1081,118,963
370570603042,325,8,317
370570604001,873,61,812
370570604002,609,117,492
370570604003,600,81,519
370570605001,741,38,703
370570605002,700,184,516
370570605003,201,28,173
370570605004,798,166,632
370570606011,851,106,745
370570606012,652,16,636
370570606021,703,59,644
370570606022,517,48,469
370570607001,800,66,734
370570607002,267,67,200
370570607003,560,34,526
370570607004,560,105,455
370570608001,672,298,374
370570608002,304,159,145
370570608003,641,73,568
370570609001,287,40,247
370570609002,793,255,538
370570609003,224,4,220
370570609004,305,12,293
370570609005,451,0,451
370570610001,401,11,390
370570610002,398,95,303
370570610003,723,211,512
370570610004,507,21,486
370570611011,419,76,343
370570611012,764,30,734
370570611021,259,104,155
370570611022,688,76,612
370570611023,939,210,729
370570612021,587,46,541
370570612022,511,24,487
370570612031,1095,179,916
370570612032,706,91,615
370570612041,922,174,748
370570612042,232,141,91
370570613001,477,116,361
370570613002,416,146,270
370570614001,264,96,168
370570614002,316,86,230
370570614003,474,166,308
370570615011,733,170,563
370570615012,428,142,286
370570615013,634,175,459
370570615021,362,81,281
370570615022,336,29,307
370570615023,372,48,324
370570616001,195,63,132
370570616002,534,148,386
370570616003,409,86,323
370570617011,772,30,742
370570617012,1062,188,874
370570617031,273,66,207
370570617032,723,107,616
370570617033,646,89,557
370570617041,549,74,475
370570617042,956,220,736
370570617051,612,30,582
370570617052,755,52,703
370570618031,1017,216,801
370570618032,507,27,480
370570618051,378,18,360
370570618052,879,175,704
370570618061,337,16,321
370570618062,542,17,525
370570618063,440,0,440
370570618071,445,82,363
370570618072,742,35,707
370570618081,458,89,369
370570618082,662,55,607
370570618083,792,126,666
370570619021,568,37,531
370570619022,859,201,658
370570619023,879,301,578
370570619031,744,129,615
370570619032,580,113,467
370570619041,590,116,474
370570619042,462,0,462
370570620011,567,126,441
370570620012,489,118,371
370570620013,826,123,703
370570620021,248,78,170
370570620022,299,67,232
370570620023,165,20,145
370570620024,805,66,739
370590801011,1117,153,964
370590801012,533,62,471
370590801021,619,54,565
370590801022,499,38,461
370590802001,1217,11,1206
370590802002,447,47,400
370590802003,410,31,379
370590802004,363,0,363
370590803011,1251,12,1239
370590803012,1214,33,1181
370590803021,810,197,613
370590803022,379,77,302
370590804001,850,105,745
370590804002,580,0,580
370590804003,207,0,207
370590804004,330,21,309
370590805001,522,106,416
370590805002,700,75,625
370590805003,410,28,382
370590806001,286,56,230
370590806002,378,37,341
370590806003,788,200,588
370590807011,493,139,354
370590807012,409,95,314
370590807013,468,25,443
370590807021,564,111,453
370590807022,459,111,348
370610901011,561,95,466
370610901012,544,12,532
370610901013,172,105,67
370610901021,407,132,275
370610901022,327,54,273
370610901023,677,104,573
370610901031,214,9,205
370610901032,448,160,288
370610902011,287,13,274
370610902012,291,27,264
370610902021,559,71,488
370610902022,476,110,366
370610903011,223,0,223
370610903012,431,72,359
370610903013,134,18,116
370610903014,393,44,349
370610903021,536,109,427
370610903022,199,47,152
370610903023,139,0,139
370610904011,247,41,206
370610904012,305,19,286
370610904013,391,108,283
370610904021,355,64,291
370610904022,647,118,529
370610904023,212,17,195
370610905031,449,61,388
370610905032,279,16,263
370610905033,458,23,435
370610905034,237,60,177
370610905041,351,0,351
370610905042,261,0,261
370610905051,239,57,182
370610905052,428,25,403
370610905053,404,128,276
370610905061,558,0,558
370610905062,232,11,221
370610906001,517,102,415
370610906002,359,9,350
370610906003,436,51,385
370610907031,598,11,587
370610907032,240,57,183
370610907041,133,0,133
370610907042,322,111,211
370610907043,367,28,339
370610907051,367,16,351
370610907052,186,16,170
370610907053,565,80,485
370610907061,624,191,433
370610907062,502,51,451
370610907063,276,25,251
370610908011,556,196,360
370610908012,334,80,254
370610908013,266,55,211
370610908031,377,160,217
370610908032,323,41,282
370610908041,432,37,395
370610908042,586,166,420
370630001011,563,57,506
370630001012,859,105,754
370630001021,683,108,575
370630001022,376,51,325
370630001023,312,55,257
370630001024,221,9,212
370630002001,394,169,225
370630002002,418,63,355
370630002003,331,8,323
370630003011,684,197,487
370630003012,423,38,385
370630003013,453,13,440
370630003021,470,29,441
370630003022,459,37,422
370630003023,573,138,435
370630004011,457,18,439
370630004012,273,0,273
370630004013,385,58,327
370630004021,761,116,645
370630004022,787,177,610
370630005001,131,122,9
370630005002,340,64,276
370630005003,597,101,496
370630005004,564,226,338
370630006001,250,23,227
370630006002,704,82,622
370630006003,1563,66,1497
370630007001,898,231,667
370630007002,480,19,461
370630007003,481,19,462
370630009001,335,65,270
370630009002,347,74,273
370630010011,416,70,346
370630010012,436,125,311
370630010013,384,94,290
370630010014,275,46,229
370630010021,427,181,246
370630010022,284,39,245
370630010023,487,171,316
370630010024,423,234,189
370630010025,465,161,304
370630011001,510,209,301
370630011002,244,21,223
370630011003,473,203,270
370630013011,417,50,367
370630013012,332,94,238
370630013031,413,66,347
370630013032,305,103,202
370630013041,508,192,316
370630013042,601,127,474
370630014001,521,25,496
370630014002,722,357,365
370630015011,8,5,3
370630015031,0,0,0
370630015041,515,232,283
370630015042,711,245,466
370630015051,883,241,642
370630015052,765,357,408
370630015053,412,147,265
370630016011,434,49,385
370630016012,512,14,498
370630016013,195,0,195
370630016014,596,137,459
370630016015,406,36,370
370630016016,0,0,0
370630016031,213,0,213
370630016032,533,17,516
370630016033,448,15,433
370630016034,727,51,676
370630016035,656,31,625
370630016036,483,0,483
370630016041,614,48,566
370630016042,178,68,110
370630016043,249,13,236
370630016044,529,0,529
370630016045,441,48,393
370630016046,600,9,591
370630016047,297,0,297
370630017051,440,6,434
370630017052,580,100,480
370630017053,380,61,319
370630017054,373,32,341
370630017055,552,98,454
370630017061,963,28,935
370630017062,693,69,624
370630017063,351,31,320
370630017064,495,47,448
370630017081,275,22,253
370630017082,693,14,679
370630017083,494,98,396
370630017084,443,48,395
370630017091,353,82,271
370630017092,433,19,414
370630017093,385,135,250
370630017094,312,135,177
370630017095,780,62,718
370630017096,374,240,134
370630017097,191,29,162
370630017101,493,85,408
370630017102,772,52,720
370630017103,461,41,420
370630017111,851,159,692
370630017112,728,120,608
370630017113,692,33,659
370630017121,395,13,382
370630017122,774,102,672
370630017123,511,84,427
370630017124,464,30,434
370630017131,390,0,390
370630017132,188,0,188
370630017133,440,0,440
370630017134,309,0,309
370630018011,576,155,421
370630018012,372,109,263
370630018013,274,16,258
370630018014,73,0,73
370630018015,348,46,302
370630018016,608,68,540
370630018017,868,177,691
370630018021,557,272,285
370630018022,973,161,812
370630018023,712,66,646
370630018024,223,16,207
370630018061,888,19,869
370630018062,256,48,208
370630018063,406,15,391
370630018064,617,0,617
370630018065,504,54,450
370630018081,768,15,753
370630018082,1412,49,1363
370630018083,626,0,626
370630018084,1400,0,1400
370630018091,503,0,503
370630018092,1125,118,1007
370630018093,299,69,230
370630018094,196,0,196
370630018095,1016,60,956
370630018101,608,114,494
370630018102,211,6,205
370630018103,529,0,529
370630018111,482,0,482
370630018112,350,21,329
370630018113,327,14,313
370630018114,273,0,273
370630018115,416,0,416
370630018116,423,50,373
370630019001,950,37,913
370630019002,283,0,283
370630019003,971,12,959
370630019004,250,41,209
370630020071,469,108,361
370630020072,352,0,352
370630020073,224,17,207
370630020074,658,25,633
370630020075,727,171,556
370630020081,601,0,601
370630020082,322,0,322
370630020083,435,0,435
370630020091,740,177,563
370630020092,721,167,554
370630020093,594,151,443
370630020131,400,24,376
370630020132,341,10,331
370630020133,633,35,598
370630020134,536,39,497
370630020151,834,182,652
370630020152,385,41,344
370630020153,711,16,695
370630020154,375,13,362
370630020191,943,65,878
370630020192,885,174,711
370630020193,705,86,619
370630020201,862,0,862
370630020202,603,0,603
370630020203,613,20,593
370630020204,1095,0,1095
370630020211,782,57,725
370630020212,638,163,475
370630020213,641,41,600
370630020221,739,42,697
370630020222,711,12,699
370630020223,751,102,649
370630020231,583,0,583
370630020232,350,0,350
370630020233,378,34,344
370630020241,629,29,600
370630020242,651,47,604
370630020243,334,31,303
370630020244,443,12,431
370630020245,406,0,406
370630020246,327,15,312
370630020251,895,24,871
370630020252,711,98,613
370630020253,424,0,424
370630020254,469,40,429
370630020261,1048,185,863
370630020262,1300,248,1052
370630020263,622,66,556
370630020291,1290,136,1154
370630020292,514,23,491
370630020293,280,14,266
370630020301,706,31,675
370630020302,872,0,872
370630020311,551,86,465
370630020312,433,98,335
370630020321,324,79,245
370630020322,531,69,462
370630020323,205,18,187
370630020331,581,134,447
370630020332,930,129,801
370630020333,513,16,497
370630020341,890,112,778
370630020342,872,0,872
370630020343,857,171,686
370630020351,803,0,803
370630020352,552,28,524
370630020353,940,0,940
370630020354,903,33,870
370630020361,647,108,539
370630020362,289,59,230
370630020363,654,68,586
370630020371,1577,0,1577
370630020372,1320,42,1278
370630020381,621,12,609
370630020382,745,0,745
370630020383,1069,80,989
370630021001,388,0,388
370630021002,244,21,223
370630021003,337,9,328
370630021004,452,44,408
370630021005,286,14,272
370630021006,382,20,362
370630021007,695,29,666
370630021008,0,0,0
370630022001,731,180,551
370630022002,592,96,496
370630023001,635,196,439
370639801001,0,0,0
370650202001,237,86,151
370650202002,499,113,386
370650202003,338,151,187
370650202004,403,260,143
370650202005,412,35,377
370650203001,356,85,271
370650203002,746,361,385
370650203003,537,101,436
370650203004,408,55,353
370650204001,432,165,267
370650204002,138,30,108
370650204003,254,60,194
370650204004,285,232,53
370650204005,644,70,574
370650206001,285,28,257
370650206002,449,131,318
370650206003,90,36,54
370650207001,331,35,296
370650207002,394,30,364
370650208001,325,53,272
370650208002,353,37,316
370650208003,732,190,542
370650209001,263,64,199
370650209002,524,69,455
370650209003,146,70,76
370650210001,428,28,400
370650210002,351,75,276
370650210003,187,7,180
370650210004,440,104,336
370650211001,558,197,361
370650211002,252,98,154
370650211003,807,115,692
370650212001,987,368,619
370650212002,561,61,500
370650212003,245,113,132
370650212004,463,14,449
370650213001,576,97,479
370650213002,835,95,740
370650213003,483,81,402
370650214001,602,116,486
370650214002,751,152,599
370650215001,445,70,375
370650215002,506,77,429
370650215003,541,50,491
370650216001,390,98,292
370650216002,310,40,270
370650216003,501,64,437
370670001001,519,47,472
370670001002,975,124,851
370670002001,538,178,360
370670003011,330,139,191
370670003012,506,283,223
370670003021,699,174,525
370670004001,261,44,217
370670004002,284,137,147
370670004003,816,383,433
370670005001,178,83,95
370670005002,318,195,123
370670005003,447,234,213
370670006001,681,312,369
370670006002,194,75,119
370670007001,529,223,306
370670007002,460,103,357
370670008011,234,162,72
370670008021,154,67,87
370670008022,431,249,182
370670009001,356,177,179
370670009002,493,190,303
370670009003,207,54,153
370670009004,423,15,408
370670010001,494,122,372
370670010002,518,98,420
370670010003,558,55,503
370670010004,340,15,325
370670011001,547,126,421
370670011002,391,66,325
370670011003,465,152,313
370670012001,815,26,789
370670013001,249,47,202
370670013002,56,4,52
370670013003,417,62,355
370670014001,725,137,588
370670014002,485,218,267
370670015001,665,241,424
370670015002,530,74,456
370670015003,221,81,140
370670016011,568,65,503
370670016012,364,23,341
370670016013,366,68,298
370670016021,542,283,259
370670016022,741,195,546
370670017001,531,167,364
370670017002,211,124,87
370670017003,937,32,905
370670017004,528,148,380
370670018001,592,129,463
370670018002,170,43,127
370670018003,343,29,314
370670018004,451,44,407
370670019011,598,249,349
370670019021,503,159,344
370670019022,353,27,326
370670020011,338,171,167
370670020012,555,149,406
370670020021,549,214,335
370670020022,1050,95,955
370670021001,390,56,334
370670021002,603,64,539
370670022001,374,35,339
370670022002,774,68,706
370670022003,676,27,649
370670025011,331,8,323
370670025012,279,20,259
370670025013,438,3,435
370670025021,648,76,572
370670025022,620,10,610
370670026011,1254,70,1184
370670026012,355,0,355
370670026041,327,103,224
370670026042,530,46,484
370670026043,658,0,658
370670026044,416,0,416
370670026051,1048,204,844
370670026061,657,61,596
370670026062,352,23,329
370670026063,761,29,732
370670027011,1065,209,856
370670027012,697,99,598
370670027013,703,63,640
370670027021,392,13,379
370670027022,521,99,422
370670027023,712,163,549
370670027024,459,99,360
370670027025,384,101,283
370670027041,602,144,458
370670027042,639,109,530
370670027051,852,283,569
370670027052,406,205,201
370670027053,256,50,206
370670028011,544,0,544
370670028012,242,27,215
370670028013,1062,121,941
370670028041,470,50,420
370670028042,441,49,392
370670028043,548,102,446
370670028061,292,32,260
370670028062,1001,216,785
370670028071,990,0,990
370670028072,635,102,533
370670028073,774,66,708
370670028081,993,131,862
370670028082,631,0,631
370670028091,1165,41,1124
370670029011,612,141,471
370670029012,492,64,428
370670029013,682,131,551
370670029031,257,61,196
370670029032,561,89,472
370670029033,491,128,363
370670029041,923,141,782
370670030021,576,110,466
370670030022,554,143,411
370670030023,463,18,445
370670030031,520,14,506
370670030032,698,129,569
370670030041,704,86,618
370670030042,747,67,680
370670031031,521,76,445
370670031032,836,26,810
370670031033,911,46,865
370670031051,574,146,428
370670031052,664,94,570
370670031061,229,21,208
370670031062,461,0,461
370670031063,618,136,482
370670031071,467,30,437
370670031072,1245,137,1108
370670031081,1001,163,838
370670031082,459,56,403
370670032011,513,57,456
370670032012,379,0,379
370670032013,719,106,613
370670032014,303,73,230
370670032021,492,86,406
370670032022,331,107,224
370670032023,1067,171,896
370670033071,761,42,719
370670033072,719,63,656
370670033081,1293,36,1257
370670033082,918,27,891
370670033083,217,13,204
370670033084,634,0,634
370670033091,290,21,269
370670033092,893,124,769
370670033093,829,225,604
370670033101,1082,111,971
370670033102,566,25,541
370670033111,715,32,683
370670033121,616,154,462
370670033122,984,65,919
370670033131,518,74,444
370670033141,639,62,577
370670033142,898,38,860
370670033151,560,45,515
370670033152,629,91,538
370670033153,604,70,534
370670034021,292,75,217
370670034022,803,66,737
370670034031,704,141,563
370670034032,319,143,176
370670034041,615,328,287
370670034042,737,183,554
370670035001,335,138,197
370670035002,380,163,217
370670035003,663,335,328
370670035004,805,83,722
370670035005,597,77,520
370670036001,316,4,312
370670036002,700,88,612
370670036003,633,110,523
370670036004,775,159,616
370670037011,348,179,169
370670037012,735,199,536
370670037013,838,332,506
370670037021,276,0,276
370670037022,704,63,641
370670037023,739,122,617
370670037024,353,13,340
370670037031,846,11,835
370670037032,758,57,701
370670037033,465,65,400
370670037034,553,0,553
370670037035,557,65,492
370670038031,1037,101,936
370670038032,577,119,458
370670038033,500,81,419
370670038041,702,29,673
370670038042,799,92,707
370670038043,487,42,445
370670038044,431,83,348
370670038051,870,379,491
370670038052,698,70,628
370670038053,470,43,427
370670038054,616,13,603
370670038061,574,67,507
370670038062,592,113,479
370670039031,1058,212,846
370670039032,1039,219,820
370670039041,818,63,755
370670039042,690,57,633
370670039043,844,36,808
370670039044,464,9,455
370670039051,1199,112,1087
370670039052,667,40,627
370670039053,489,14,475
370670039061,434,19,415
370670039062,226,0,226
370670039063,694,34,660
370670039081,605,23,582
370670039082,612,12,600
370670039091,559,19,540
370670039092,568,21,547
370670039093,570,74,496
370670040051,633,10,623
370670040052,898,21,877
370670040053,364,0,364
370670040071,719,50,669
370670040072,834,33,801
370670040073,404,0,404
370670040074,841,15,826
370670040091,893,62,831
370670040092,937,100,837
370670040101,1278,27,1251
370670040102,606,19,587
370670040111,766,42,724
370670040112,529,31,498
370670040113,607,130,477
370670040114,428,0,428
370670040121,603,14,589
370670040122,696,39,657
370670040123,407,11,396
370670040124,323,0,323
370670040131,661,54,607
370670040132,663,72,591
370670040141,627,22,605
370670040142,480,34,446
370670040143,420,20,400
370670040151,612,43,569
370670040152,572,23,549
370670040153,685,68,617
370670041021,537,86,451
370670041022,774,41,733
370670041031,907,50,857
370670041032,768,65,703
370670041041,862,66,796
370670041042,295,28,267
370670041043,325,5,320
370690601001,627,30,597
370690601002,597,108,489
370690601003,420,21,399
370690601004,333,45,288
370690602001,971,204,767
370690602002,676,158,518
370690603011,721,116,605
370690603012,490,57,433
370690603013,228,10,218
370690603014,495,11,484
370690603021,393,136,257
370690603022,533,79,454
370690604011,646,101,545
370690604012,531,90,441
370690604031,327,65,262
370690604032,620,247,373
370690604041,294,0,294
370690604042,690,93,597
370690605011,1492,88,1404
370690605012,941,58,883
370690605013,840,6,834
370690605021,1110,35,1075
370690605022,994,26,968
370690605023,1289,228,1061
370690606011,715,0,715
370690606012,395,57,338
370690606021,1282,235,1047
370690606022,557,18,539
370690606023,548,59,489
370690607011,494,39,455
370690607021,286,46,240
370690607022,663,118,545
370690607031,249,0,249
370690607032,173,3,170
370690607033,533,16,517
370690608011,624,73,551
370690608012,1057,97,960
370690608021,662,73,589
370690608022,536,40,496
370690608023,330,15,315
370690608024,367,37,330
370710301031,331,46,285
370710301032,271,33,238
370710301041,564,0,564
370710301042,167,0,167
370710301051,1064,45,1019
370710301061,391,0,391
370710302051,440,29,411
370710302052,657,56,601
370710302053,457,40,417
370710302061,345,42,303
370710302062,414,47,367
370710302071,241,0,241
370710302072,207,23,184
370710302081,214,12,202
370710302091,404,19,385
370710302092,422,29,393
370710303011,372,116,256
370710303012,281,11,270
370710303013,472,78,394
370710303021,273,19,254
370710303022,321,8,313
370710303023,540,156,384
370710304011,496,68,428
370710304012,391,53,338
370710304013,873,83,790
370710304031,384,55,329
370710304032,396,79,317
370710304041,205,35,170
370710304042,401,0,401
370710305011,463,115,348
370710305012,507,28,479
370710305031,347,59,288
370710305032,590,8,582
370710305041,307,65,242
370710305042,319,0,319
370710306011,390,85,305
370710306012,593,62,531
370710306021,623,178,445
370710306022,498,47,451
370710307001,688,110,578
370710307002,297,53,244
370710307003,435,66,369
370710308011,331,75,256
370710308012,288,53,235
370710308021,486,52,434
370710308022,404,139,265
370710308023,346,42,304
370710308024,273,7,266
370710309011,399,17,382
370710309012,234,111,123
370710309013,395,183,212
370710309021,555,107,448
370710309022,344,0,344
370710309023,390,53,337
370710310011,372,59,313
370710310012,300,48,252
370710310013,537,214,323
370710310041,627,145,482
370710310042,730,115,615
370710310051,1013,40,973
370710310061,610,25,585
370710311011,425,45,380
370710311012,340,19,321
370710311013,511,184,327
370710311021,378,35,343
370710311022,566,91,475
370710312021,175,20,155
370710312022,681,98,583
370710312031,680,35,645
370710312041,629,34,595
370710313011,547,68,479
370710313012,804,96,708
370710313031,531,190,341
370710313032,197,18,179
370710313041,646,142,504
370710313042,566,86,480
370710314011,543,91,452
370710314012,456,11,445
370710314021,406,34,372
370710314022,510,36,474
370710315001,770,254,516
370710315002,640,253,387
370710316001,299,47,252
370710316002,359,59,300
370710316003,469,67,402
370710316004,191,33,158
370710317031,333,42,291
370710317032,745,77,668
370710317041,721,44,677
370710317042,565,207,358
370710317043,440,61,379
370710317051,322,8,314
370710317052,358,50,308
370710317061,151,5,146
370710317062,322,64,258
370710318001,252,53,199
370710318002,190,55,135
370710318003,150,39,111
370710318004,566,59,507
370710319011,216,97,119
370710319021,268,95,173
370710319022,500,116,384
370710320001,453,46,407
370710320002,196,76,120
370710320003,340,86,254
370710321001,282,64,218
370710321002,547,142,405
370710321003,190,20,170
370710322011,552,3,549
370710322012,711,169,542
370710322021,780,43,737
370710323011,498,31,467
370710323012,235,20,215
370710323013,553,57,496
370710323021,297,24,273
370710323022,428,40,388
370710323023,393,181,212
370710324031,372,64,308
370710324032,242,17,225
370710324033,314,74,240
370710324041,298,9,289
370710324042,417,0,417
370710324043,479,119,360
370710324051,586,7,579
370710324052,464,0,464
370710324061,379,4,375
370710324062,320,36,284
370710325051,1076,162,914
370710325052,553,82,471
370710325061,818,171,647
370710325062,567,0,567
370710325071,543,22,521
370710325072,768,33,735
370710325081,400,33,367
370710325082,230,14,216
370710325083,255,9,246
370710325091,902,47,855
370710325101,386,7,379
