attraction_taz,attraction_district,observed_trips,emp,pop,raw_estimated_trips,estimated_trips
642,15,0,147,969,151.12268813785914,212.50059290077712
643,15,0,39,726,112.80522589666813,158.6206391688902
644,15,0,104,717,111.79327553759931,157.19768902197305
645,15,0,385,910,143.37862251319706,201.61130448895352
646,15,1252.1648817360401,13,392,60.861052078786024,85.57953680329707
647,15,0,15,236,36.68317289172607,51.581903981634234
648,15,0,12,462,71.70949513294374,100.8340337253996
649,15,967.807353168726,182,172,27.744778690133668,39.013214985799635
650,15,0,1244,340,60.06277461824247,84.4570419896124
651,15,0,102,683,106.50936191456795,149.76773398632432
652,15,0,102,147,23.396093776626127,32.89832824148746
653,10,0,85,612,95.39962681669563,134.14582225117297
654,10,0,7,72,11.2057805117977,15.756965628488178
655,9,0,42,359,55.91515214901427,78.62487843627778
656,10,0,223,584,91.87231874713957,129.185911430631
657,10,1463.7641870677471,384,747,118.09760385813753,166.0624963018266
658,10,0,953,0,5.62428707818318,7.908569874483946
659,10,0,700,16,6.612158823475093,9.297661970258194
660,9,0,65,329,51.39902842940942,72.27454825187924
661,9,414.0880741328001,7,289,44.85424914227041,63.071631760259805
662,9,0,25,444,68.99509956890114,97.01719673134014
663,9,0,536,287,47.66610597737373,67.02551354977959
664,9,0,8,22,3.4585788060706526,4.863267428207931
665,9,0,166,907,141.62097159936678,199.13979034436124
666,9,0,84,785,122.21946281527127,171.8584325906602
667,9,149.23257030546665,117,355,55.73752878054927,78.3751140125705
668,9,0,38,264,41.16064908257015,57.87789009052028
669,9,0,28,355,55.21228056443353,77.63653823205732
670,9,0,25,249,38.75799642170215,54.499409193572994
671,38,569.6379059255123,117,417,65.35137696068433,91.89359005021956
672,38,0,18,308,47.86534674212531,67.30567519302069
673,38,0,193,499,78.51499305582081,110.40355873462349
674,38,652.6776290535927,20,360,55.940377578744275,78.66034907830947
675,38,0,69,520,81.03948996832072,113.95337046238365
676,38,0,374,469,74.93133246145514,105.36440802574275
677,38,323.4454158991575,52,467,72.72087208403602,102.25617757687235
678,38,499.92526403069496,43,293,45.686957364542685,64.24254125853972
679,38,0,25,379,58.91606518650148,82.84460088541775
680,38,0,503,168,29.018964997673976,40.80490721384792
681,38,0,40,189,29.54279735665439,41.541492092237625
682,38,0,219,320,50.91232628645635,71.59017388547531
683,38,856.6173593997955,11,209,32.47289040994621,45.66163129007244
684,38,66.44583702087402,131,574,89.77874486075967,126.2420404763804
685,38,0,41,573,89.09253291187277,125.27712615550065
686,38,0,368,111,19.383702332448543,27.256319279471516
687,38,276.60115468502045,592,566,91.25891604755995,128.3233775586243
688,38,939.423995912075,541,327,53.89809700098314,75.7886040148013
689,38,1375.2387717962265,396,82,15.052149007013302,21.16552205254124
690,38,565.1555219888687,216,312,49.65412475103523,69.82095858392012
691,38,0,194,522,82.08732227186569,115.42677586899451
692,38,0,11,19,3.0110975998548977,4.234043432760878
693,38,262.2790966331959,174,499,78.40286141417812,110.24588525339033
694,38,0,28,76,11.94996375382575,16.803396062636644
695,38,0,86,432,67.49435634616925,94.90693235904794
696,38,0,338,353,56.73167268797114,79.77302568525812
697,38,0,86,0,0.5075432200668977,0.7136799676869038
698,35,615.2076019197702,44,673,104.61644465007494,147.10601557743828
699,35,0,71,1100,170.98729240350923,240.43313060378034
700,35,240.64738190174103,12,534,82.87396398729413,116.53290912395977
701,35,0,40,352,54.81791434636431,77.08200167508913
702,35,0,308,396,63.222291626608616,88.89978480891314
703,35,0,33,268,41.7513890255082,58.70855681350758
704,35,810.3414823412895,216,176,28.56568358170671,40.16752727552867
705,35,0,19,188,29.26380031689094,41.149181466362506
706,35,0,4,302,46.852351022701505,65.88125511661801
707,35,0,13,328,50.9370797638079,71.62498089346582
708,35,0,81,1360,211.36244658660405,297.20650003022416
709,35,1234.5152725577354,598,131,23.84232671129068,33.52579698464249
710,35,0,98,431,67.41011426294311,94.78847567426199
711,35,0,22,88,13.77529857078646,19.37008367007743
712,35,0,82,12,2.344681367726836,3.2969647836785496
713,35,0,67,981,152.51129971894832,214.45318379183612
714,35,0,136,223,35.38146752254957,49.75151592977669
715,35,494.45250874757767,6,213,33.063630352884275,46.49229801305976
716,29,541.4062866270542,128,1661,258.31350715191746,363.22655519459454
717,29,0,76,1201,186.67806953983217,262.4966571703599
718,29,0,369,192,31.94963145894235,44.92585270712714
719,29,0,106,222,35.049355494639585,49.2845178654227
720,29,529.4573763310909,174,1611,250.8318803869231,352.7062941867086
721,29,0,703,487,79.6640975750661,112.01936768199894
722,29,0,204,1628,253.6449854935776,356.66193122852036
723,29,541.756808578968,352,279,45.33970301367229,63.75425087437173
724,29,0,104,190,30.075566006451286,42.2906427019562
725,29,0,725,521,85.06604450508976,119.61529480315627
726,29,1033.2878791093826,516,71,14.054666107330245,19.762915268590483
727,29,0,710,9,5.5857410050205125,7.854368460374693
728,29,0,40,9,1.6316252207784028,2.2943035958371865
729,29,0,144,1709,265.8509130337449,373.8252497953749
730,29,1128.0485258996487,139,1554,241.7867842566592,339.9875666798751
731,29,0,39,552,85.82442616532134,120.68169028903641
732,29,0,298,1033,161.93781192062914,227.70823805619818
733,29,0,129,681,106.3585827441645,149.55571642957867
734,29,141.05521677434444,66,582,90.63563315240694,127.44695068720638
735,29,0,59,964,149.82803124998534,210.68011604408377
736,29,0,17,721,111.90007892186892,157.34787019437516
737,29,0,107,170,26.992029654069466,37.95473979296022
738,29,0,188,221,35.378229985886485,49.746963479916765
739,29,0,4,368,57.0864474725227,80.2718908986315
740,29,0,52,51,8.21505203667818,11.551564162969106
741,34,262.1441680341959,159,1515,235.85739693421166,331.64998125783023
742,34,0,76,616,95.96676009823523,134.94329455705855
743,34,0,56,352,54.91234099195815,77.21477934349599
744,34,0,38,522,81.16666247732573,114.13219360202758
745,34,0,21,920,142.7810370001525,200.77101189360846
746,34,0,34,1289,200.07566152824327,281.33563016680995
747,34,0,42,1146,177.94899920976093,250.2223081399841
748,34,0,37,852,132.3312430610821,186.07707390781962
749,34,111.75620073080063,44,547,85.07862415496176,119.632983629958
750,34,239.66131162643433,22,572,88.82533920280855,124.90141273817639
751,34,0,25,231,35.966879208114555,50.57469034393295
752,34,0,19,398,61.826834475412916,86.93756804549633
753,34,337.4524093568325,25,436,67.75460302952887,95.27287724261122
754,34,0,22,837,129.91678706951487,182.68199580232147
755,34,2019.7142866551876,27,440,68.38665462991425,96.16163419552656
756,34,0,15,415,64.43928296018053,90.61105254194356
757,34,0,21,257,39.97488629967596,56.21053426520018
758,34,0,54,996,154.76050908072634,217.61590097762226
759,34,0,62,988,153.567225864151,215.9379703230968
760,34,0,3,82,12.732794524614572,17.9041705722976
761,34,0,2,579,89.79274036776698,126.26172020530561
762,34,0,218,201,32.454038597944276,45.63512288635737
763,34,457.2612558603287,23,710,110.22980617232976,154.9992225230255
764,34,0,73,451,70.3638139776334,98.94180928919853
765,34,0,353,755,119.15514877167173,167.5495590580172
766,34,0,123,304,47.864773334148765,67.3048688975763
767,34,0,3,548,84.99171794304907,119.51078079075651
768,34,0,108,478,74.75704808525133,105.11933871329862
769,34,0,16,222,34.518205613174224,48.537643480634074
770,34,517.263245806098,20,772,119.82594935641598,168.49280274784823
771,34,0,97,1343,208.82081808603184,293.6325987850821
772,34,0,4,197,30.570833943440512,42.987061827051086
773,34,0,36,626,97.28131415846596,136.79174974695252
774,34,0,37,553,85.96768490204364,120.88313301657665
775,34,330.8124070763588,43,889,138.10394954777652,194.1943431688434
776,34,0,76,555,86.5079739855217,121.64285845550064
777,34,799.4632253050804,43,294,45.842019431964225,64.46058119463083
778,11,421.3205514252186,71,543,84.61772084971523,118.98488620103011
779,11,0,18,1375,213.3165726809013,299.9542870022388
780,11,0,134,962,149.96053201636343,210.86643149255875
781,11,0,2,272,42.188685669356275,59.32345982533374
782,11,936.7344919666648,33,512,79.58653347636232,111.9103012197393
783,11,0,115,625,97.59248365366402,137.2292995486203
784,11,0,90,1816,282.1238643189697,396.70739832625077
785,11,0,34,53,8.418946195228177,11.83826915819361
786,11,0,5,80,12.434473720470736,17.484687908666228
787,11,0,83,537,83.75816842938141,117.7762298357886
788,11,0,30,419,65.14805621011088,91.60769135043944
789,11,0,42,572,88.94337250980085,125.06738482368498
790,11,771.253540314734,26,183,28.529801637230577,40.117072015834935
791,11,0,14,39,6.130043944334409,8.619737967409435
792,11,0,345,397,63.595715311965904,89.42487310319513
793,11,0,417,377,60.91939386870753,85.66157388920374
794,11,654.0003849864006,0,86,13.33533779825186,18.751434503835764
795,11,0,14,104,16.20907832673407,22.792333813331815
796,11,0,3,83,12.887856592036105,18.12221050838871
797,11,0,16,215,33.43277114122349,47.01136392799628
798,11,0,49,284,44.32680874984658,62.32997345937227
799,11,2378.2032725065947,1686,2319,369.53914212998666,519.6260586036658
800,11,0,390,885,139.5315791544068,196.20179910805285
801,11,0,93,609,94.98165393722795,133.55809127710305
802,11,0,379,623,98.84039917111933,138.9840512051514
803,11,0,29,363,56.458678769155405,79.38915632506166
804,11,2347.844328522682,56,969,150.58563659104416,211.74541991171304
805,11,0,37,1036,160.8626634666442,226.1964221485845
806,11,0,36,830,128.91397591245874,181.27189670953967
807,11,0,50,1029,159.85395064423847,224.7780244515273
808,11,0,67,1157,179.8022235851382,252.82821254387213
809,11,0,38,1007,156.37176517676937,219.88156260621767
810,11,469.7585510611534,11,364,56.507510860283865,79.45782138419504
811,11,578.8755097389221,24,430,66.81832895965006,93.95633902178912
812,11,0,1,336,52.106756318984786,73.26971713088957
813,11,0,25,261,40.618741230760556,57.11588842666636
814,11,0,157,4686,727.5474093971943,1023.0380213942003
815,11,0,74,1073,166.81832157917668,234.57094814214656
816,11,0,25,259,40.308617095917484,56.67980855448413
817,11,0,30,166,25.917353152462972,36.44358751938772
818,11,1822.9934119582176,73,963,149.75559249745842,210.57825656784865
819,11,0,89,1242,193.11233595366005,271.54417640567624
820,11,0,554,270,45.13628080750074,63.46820951318839
821,11,0,973,1022,164.21575328998244,230.91135664511054
822,11,0,1410,1459,234.55690451097428,329.8212987852897
823,11,0,149,58,9.872948047541577,13.882808330323524
824,11,0,92,1199,186.46237205058296,262.19335496658465
825,11,0,4268,1242,217.7753954497015,306.2240436726945
826,11,5608.004036903381,608,1174,185.631079685446,261.0244363704282
827,11,0,30,475,73.83153198571674,103.81792777154179
874,42,0,1059,1490,237.29234406332694,333.66772670343863
875,42,2212.3528301417828,188,305,48.403443649295276,68.06231811157029
876,42,439.03496649861336,298,1555,242.8802111146695,341.5250846957594
877,43,0,91,1103,171.57051191276616,241.25322249756232
878,43,717.8868136703968,135,568,88.87197911762891,124.96699527693539
879,42,0,152,1077,167.8988997461328,236.0903990199945
880,42,1033.7394336611032,95,1930,299.83044833177263,421.6054440620149
881,42,2326.6545720994473,111,2087,324.2696195625472,455.97049169672664
882,42,2265.5104378163815,262,1064,166.53227605811054,234.16872632110724
883,42,0,131,887,138.31317196369957,194.48854047289893
884,42,0,135,1055,164.3872059519156,231.15244415330767
885,42,0,175,135,21.96617053808963,30.887647120500425
886,42,0,141,481,75.41698924405323,106.04731246266113
887,42,1436.736004859209,188,15,3.4354440970506355,4.830736645147376
888,42,0,421,508,81.25613136232684,114.25799993424133
889,42,0,3,171,26.53331852513103,37.3097248844067
890,42,71.02765026688576,143,463,72.63767536116485,102.13919082157193
891,42,6965.920444846153,22,815,126.50542158624113,177.88511720831696
892,42,0,11,200,31.077331803152415,43.69927186525243
893,42,0,19,470,72.99130332976331,102.63644344405651
894,33,527.6688443720341,35,847,131.5441293932752,184.97027701881322
895,33,0,85,1436,223.17077037203902,313.8107295902505
896,33,0,11,230,35.72919382579841,50.24046994798584
897,33,0,62,48,7.808882487909731,10.980430397450053
898,33,512.1735833883286,69,893,138.87764111655264,195.28226662436902
899,33,0,39,724,112.49510176182507,158.18455929670793
900,33,848.4188455939293,21,164,25.55411402947337,35.93282020872663
901,23,0,299,3524,548.2033235330181,770.8540174634373
902,23,1908.6296581476927,121,2115,328.67037410384626,462.1585959500321
903,23,629.6645213365555,130,2796,434.32075700605697,610.7184798665593
904,23,0,82,1777,276.02923036673303,388.13745198449396
905,23,0,311,944,148.2140095696577,208.41056559966964
906,33,81.38513201475143,13,362,56.20919005614003,79.03833872056367
907,23,0,77,841,130.86162693342982,184.0105787818345
908,23,124.18833807110786,29,564,87.62615432088359,123.21518347937548
909,23,0,73,323,50.51586934767714,71.03269746953599
910,23,0,479,2807,438.08612095470943,616.0131320556862
911,23,0,119,239,37.76213229035064,53.09907863455221
912,33,0,43,1542,239.35947957403772,336.5744214363405
913,33,0,92,482,75.28286970934361,105.85872078925621
914,33,51.83209127187729,84,606,94.46335274681682,132.82928403035086
915,33,867.6506113409996,33,407,63.305016397101326,89.01610793017237
916,33,0,183,413,65.1206386040728,91.56913818803342
917,33,0,193,1953,303.97523908673014,427.43362581110256
918,23,0,137,784,122.37718901137933,172.0802186811668
919,33,0,71,669,104.15554134482842,146.45791814851043
920,33,0,34,518,80.52280754624113,113.22683944056139
921,33,0,25,161,25.11253448860723,35.31189481755501
922,33,0,11,270,41.93167652265974,58.96206739163037
923,33,0,42,593,92.19967592565304,129.64622348159833
924,33,0,30,499,77.55302160383354,109.05088623772853
925,33,139.30393689870834,34,579,89.98159365895467,126.52727554211934
926,33,527.062201499939,45,1056,164.0111181378718,230.6236097046102
927,33,0,13,603,93.57914830472954,131.58596331852203
928,42,0,25,409,63.56792720914748,89.38579896815116
929,42,612.180970788002,74,983,152.8627355112387,214.94735389394637
930,42,212.57604286074638,56,674,104.84232670169186,147.42363876483455
931,42,0,238,31,6.211520443275922,8.734305836376649
932,42,0,13,525,81.48430704584995,114.57884830341517
933,42,0,21,345,53.62034823277089,75.39804864121818
934,42,292.7841928601265,15,413,64.12915882533747,90.17497266976135
935,42,0,63,957,148.76620343943307,209.18703090854768
936,42,0,4,133,20.646861628462382,29.032505917219815
937,42,0,9,71,11.062521775075396,15.555522900947922
938,42,0,28,1059,164.3759760291929,231.13665324020124
939,42,0,115,171,27.19430504428792,38.23916856325476
940,42,0,204,745,116.72517996036376,164.13266766006714
941,42,0,61,0,0.3600015863265204,0.506214860801176
942,42,2700.453213274479,16,351,54.521212310552016,76.66479523638772
943,42,0,452,725,115.08755161863762,161.82992279855125
944,42,0,104,418,65.42971737856087,92.00374813073009
945,42,0,708,73,15.497909989299409,21.7923271616551
946,42,0,142,893,139.30846268707455,195.88806473647534
947,42,0,289,186,30.547125826443946,42.953724748546136
948,42,0,178,492,77.34103360362585,108.75280011785425
949,42,0,710,1213,192.28047018054653,270.37445151407536
950,42,0,944,285,49.76386130517362,69.97526422197245
951,42,1275.871704697609,1314,313,56.289215372334134,79.1508660144324
952,42,0,431,132,23.011810665326493,32.357970006736934
953,42,0,911,854,137.79942271148875,193.7661339167269
954,42,4800.372176155448,355,707,111.72397286613736,157.1002393341946
955,42,0,17,58,9.093928221392385,12.787392565966881
956,42,0,883,39,11.25859113314992,15.831225082757335
957,42,5132.770885080099,2595,46,22.447676683641685,31.564715154929775
958,42,0,346,134,22.820293245452277,32.088668515507685
959,42,0,26,210,32.71647745761197,46.004150290294994
960,42,0,2157,790,135.22892542213103,190.15163893408032
961,42,0,1617,1351,219.031845956819,307.9907967724633
962,42,0,146,590,92.34826291974842,129.85515851796964
963,42,0,121,765,119.33658308477636,167.8046822270288
964,42,0,12,110,17.12764740056404,24.08397622132764
965,42,2623.9791726768017,157,655,102.49221562099385,144.11903901092174
966,23,0,147,1401,218.1095012639615,306.6938452921381
967,23,1200.2429093718529,353,2822,439.66844213198095,618.2381069583489
968,23,932.8767234683037,176,571,89.57913359922775,125.96135786050137
969,23,0,119,729,113.74254532690195,159.93864731919786
970,23,221.39176747202873,221,2017,314.0644580314975,441.62054264064585
971,23,368.5624488890171,297,182,29.974090879554733,42.147953838385106
972,23,0,528,293,48.549265059106006,68.26736433212284
973,42,514.0598213672638,752,2064,324.4861595009552,456.27497850718106
974,42,1182.5820816755295,324,1478,231.09387522230142,324.95177332790485
975,42,343.02521765232086,147,346,54.519020134243924,76.66171271601335
976,42,698.1480457186699,226,1048,163.83882302677986,230.381337589734
977,42,745.8049908876419,422,855,135.06857042294848,189.92615636213313
978,42,0,280,633,99.80675497572277,140.34288874279503
979,42,0,67,128,20.24335620838047,28.46511830611629
980,23,0,237,511,80.63541114026226,113.38517655583571
981,32,284.75964719057083,46,1679,260.6206878068366,366.47078849364937
982,23,0,244,1590,247.98869354554395,348.70835782807524
983,23,377.945417791605,78,509,79.38692221483039,111.62961860386025
984,23,0,994,464,77.81505464110883,109.41934299605322
985,23,0,411,468,74.99463201196936,105.4534164478425
986,23,0,77,865,134.58311655154662,189.24353724802125
987,23,0,189,29,5.612214706301716,7.891594354698394
988,23,0,244,875,137.11931533914768,192.80980352292906
989,23,0,48,708,110.06722367122707,154.77060775772898
990,23,0,94,44,7.3774875094112815,10.373825989899332
991,23,0,718,37,9.974692215620365,14.025875505129306
992,23,0,342,1059,166.22909894897205,233.74241498268597
993,23,0,118,372,58.37948559206495,82.09009153039487
994,23,0,684,131,24.349869931357578,34.23947695232939
995,23,0,565,115,21.16657867600885,29.763304066095507
996,23,722.6982228159904,258,56,10.206105435806554,14.351276324163068
997,23,0,61,1157,179.7668135930405,252.77842091821958
998,23,484.9580585807562,90,388,60.69523204102026,85.34636958814067
999,23,0,128,664,103.71662593264881,145.84073891175433
1000,23,0,234,1017,159.07911225950926,223.68848840511288
1001,23,0,250,24,5.19690595552057,7.307609535044003
1002,23,0,374,863,136.02578702553922,191.27214284564144
1003,23,0,94,457,71.4181213545045,100.42431959552921
1004,23,631.3033150434494,3143,1227,208.8100909200615,293.61751482146997
1005,23,8.370766997337341,7,184,28.572732063009425,40.1774384706929
1006,23,0,338,516,82.00678967768106,115.31353526810962
1007,23,0,273,2054,320.1086411242742,450.11954769833926
1008,23,1120.6379340291023,56,329,51.34591344126289,72.19986081340039
1009,23,0,158,499,78.30843476858428,110.11310758498345
1010,23,0,245,1933,301.18088433647944,423.50435451160257
1011,23,1107.4208315610886,85,1290,200.5317085284952,281.976898920948
1012,23,0,727,384,63.834344599038936,89.76042076722456
1013,23,0,64,1150,178.6990841171386,251.27703717840802
1014,23,0,21,583,90.5251202790958,127.2915534309032
1015,23,0,50,97,15.33610380736948,21.564804014609468
1016,23,0,81,849,132.12573013420055,185.78809268766514
1017,23,0,25,851,132.10536100946518,185.75945072042336
1018,23,0,294,909,142.68650889896054,200.63809156379833
1019,23,0,57,837,130.1233453567514,182.9724469519615
1020,23,0,28,760,118.0124178701545,165.9427123489583
1021,23,0,22,412,64.01540841536323,90.01502296359821
1022,23,301.0011217594147,62,1447,224.74071481063476,316.01830098891793
1023,23,147.42629419267178,82,1523,236.64346524166356,332.75530821735106
1024,32,0,56,1509,234.3191529986721,329.4869854009143
1025,23,0,0,0,0,0
1026,23,0,100,744,115.95634469658225,163.0515728793314
1027,23,238.27849389612675,103,931,144.9706563004578,203.84993674119588
1028,23,0,288,3143,489.05975752656815,687.6895171656935
1029,32,1684.1379159539938,88,2330,361.8139636429386,508.7633282685323
1030,23,0,24,228,35.49579134050035,49.91227193138419
1031,23,0,39,1252,194.3678733603946,273.3096455528159
1032,23,0,1291,1626,259.74997159376613,365.24643420372956
1033,23,0,643,1663,261.66298894181233,367.9364162686228
1034,23,0,282,1786,278.60512204344985,391.7595322643998
1035,23,733.3961143642664,97,791,123.22655686934546,173.27455406278744
1036,23,0,1088,1139,183.0367066935076,257.37636865944523
1037,23,624.4660153612494,320,1012,158.8113451424685,223.31196869234427
1038,23,1161.3109212070704,80,1293,200.9673864040117,282.5895257078442
1039,23,0,30,112,17.544001511700177,24.66943097046759
1040,23,547.67352578789,112,1878,291.86754913679636,410.4084436579593
1041,23,0,198,539,84.7469840794302,119.16664919964516
1042,23,0,134,38,6.6831817188666856,9.397530544369816
1043,23,0,139,116,18.807531304494354,26.44613858085382
1044,23,0,552,175,30.393581071755847,42.73781837598174
1045,23,0,6,22,3.4467754753714224,4.846670219657073
1046,23,0,26,57,8.991981142117389,12.64404006835463
1047,23,0,7,296,45.939683614221146,64.59791131289761
1048,23,0,450,2,2.9658735421698568,4.170451796125328
1049,23,0,18,33,5.2232782012036685,7.34469276796447
1050,23,0,8,99,15.398357997528713,21.652342507223675
1051,32,0,137,38,6.700886714915531,9.422426357196104
1052,23,0,58,636,98.96177147037282,139.1547184019231
1053,42,0,147,392,61.65187523563445,86.69154977620458
1054,42,188.59131532907486,112,1051,163.63121937918834,230.08941651060837
1055,42,0,180,758,118.59934686845293,166.7680203266413
1056,42,0,126,248,39.19900255459175,55.11952828930023
1057,42,1941.0476278550923,58,416,64.8481166376355,91.18593246187811
1058,42,0,187,375,59.25188670345299,83.31681503367282
1059,42,0,115,408,63.9440150231913,89.91463341684866
1060,42,0,19,209,32.52010373274313,45.72802012427588
1061,42,0,46,220,34.38513143881961,48.350521736714725
1062,42,0,35,318,49.5162957272841,69.62715082661413
1063,42,0,78,6,1.3907023017991764,1.955530750030152
1064,42,0,24,249,38.75209475635254,54.49111058929757
1065,42,0,347,613,97.10092520571632,136.5380965074265
1066,42,0,281,181,29.72460216653936,41.79713623388714
1067,42,146.13350400328636,31,339,52.74899248173784,74.17279506742578
1068,43,0,435,787,124.60107148782923,175.20732256351803
1069,43,941.8426559567451,111,493,77.10068409262317,108.41483356749161
1070,43,0,196,333,52.792394859895126,74.23382515632491
1071,43,0,164,375,59.11614840041184,83.12594713533794
1072,43,2756.100713431835,101,317,49.75074357293716,69.95681877270133
1073,43,0,228,589,92.67713741099533,130.3176041324637
1074,43,0,617,651,104.58673341213066,147.0642372332547
1075,43,0,430,730,115.73302531805376,162.73755318494742
1076,43,0,48,303,47.2670863655061,66.464433640828
1077,43,2488.5075984597206,36,61,9.671246065299671,13.599185855473374
1078,43,0,395,575,91.49184658047957,128.65091194118477
1079,32,0,29,506,78.63255441043466,110.5688671860909
1080,32,0,38,1462,226.925005853567,319.08973352767435
1081,32,0,17,1234,191.4469195091155,269.2023574091164
1082,32,111.39702832698822,34,602,93.54802120964992,131.54219407221493
1083,32,0,19,51,8.020297080140882,11.277710221879943
1084,32,676.724175453186,77,1236,192.11114356493545,270.13635353782433
1085,32,0,104,2266,351.9844179735543,494.9415500271079
1086,32,0,465,2690,419.86123575149543,590.3862790731699
1087,32,286.0865141451359,338,1199,187.91418172658828,264.2348116183402
1088,32,510.7509829699993,165,1569,244.26615856707215,343.47392943240294
1089,32,0,101,934,145.42403917202319,204.4874593409184
1090,32,0,49,485,75.49428430157477,106.1560006136861
1091,32,0,42,1017,157.94599251238316,222.0951563842305
1092,32,0,73,1570,243.87826742232912,342.9284977751546
1093,32,1155.64665697515,84,691,107.64362847764714,151.3626785980955
1094,32,0,150,72,12.049718656792658,16.943666039874543
1095,32,372.5650058686733,254,372,59.1821120796126,83.21870171185323
1096,32,1896.834413036704,103,809,126.05308407503075,177.24906453808003
1097,32,500.2629024684429,154,855,133.48692410925165,187.70213041631814
1098,32,0,34,862,133.86415873924858,188.23257745590448
1099,32,268.451980561018,74,962,149.6064320953865,210.368515236033
1100,32,0,85,1206,187.50649486508638,263.6615442892944
1101,32,611.141974940896,76,1019,158.4567732691131,222.81338880177728
1102,32,0,75,489,76.2679758703509,107.2439240692117
1103,33,189.8299316763878,61,1246,193.56733759355694,272.18397523032866
1104,33,737.4173757135868,58,636,98.96177147037282,139.1547184019231
1105,33,592.0270922780037,22,571,88.67027713538701,124.68337280208524
1106,33,810.8298644423485,108,1141,177.56319878572785,249.67981634170684
1107,33,260.79620096087456,129,681,106.3585827441645,149.55571642957867
1108,33,186.6814277768135,443,417,67.27531986465885,94.59893504400945
1109,33,1125.3790624439716,16,826,128.17569433578032,180.23376487966667
1110,4,0,100,712,110.99435853909318,156.07429492441574
1111,4,0,74,413,64.47735708096475,90.66459032201165
1112,4,931.4989670999348,65,671,104.43025548757379,146.8442063950401
1113,4,0,4,70,10.877951380905788,15.295989943479665
1114,4,0,81,582,90.72415813265117,127.57142975133783
1115,4,0,85,1533,238.21179091192775,334.9606033910885
1116,6,0,627,126,23.23816466932185,32.67625682817436
1117,5,0,41,841,130.6491669808437,183.7118290279191
1118,5,0,50,493,76.74068250629664,107.90861870669042
1119,4,0,85,961,149.51628834681074,210.2417599469716
1120,4,0,14,417,64.74350542967397,91.03883380985035
1121,5,1224.2196717262268,385,583,92.6733264663557,130.31224538715944
1122,6,0,128,428,67.12197802116697,94.38331399425154
1123,6,0,281,0,1.65836796324184,2.3319078013955807
1124,6,0,397,247,40.643291796915904,57.1504101118504
1125,6,0,420,83,15.348851042825597,21.58272849124265
1126,6,0,130,365,57.3648711043096,80.66339522906223
1127,4,0,325,384,61.461875128493666,86.42438184850205
1128,4,0,70,744,115.77929473609379,162.80261475106852
1129,6,0,295,12,3.6017360871948503,5.064567494344951
1130,6,0,157,242,38.451581775900614,54.06854540529185
1131,6,0,138,425,66.7158084723985,93.81218022873246
1132,4,0,5,320,49.649369901638714,69.81427257053348
1133,4,0,467,472,75.94537354123395,106.79029803163101
1134,4,0,291,847,133.05495572277667,187.0947197133231
1135,4,0,57,538,83.75978719771295,117.77850606071854
1136,4,0,53,577,89.78360116575428,126.24886915117024
1137,6,0,642,2799,437.80759586732444,615.6214850638523
1138,4,0,470,889,140.62396065206215,197.73784719445163
1139,7,0,207,1421,221.56484253336907,311.5525602704862
1140,7,0,114,107,17.264431063960178,24.27631404914807
1141,7,0,212,1919,298.8152604360407,420.1779414652379
1142,7,0,64,284,44.41533373009081,62.454452523503704
1143,7,0,6,297,46.088844016293066,64.80765264471329
1144,7,0,31,222,34.60673059341845,48.6621225447655
1145,7,333.60976807773113,28,321,49.9401702721014,70.22318040495946
1146,7,0,103,423,66.19912605031892,93.08564920691023
1147,7,0,15,220,34.20217981298154,48.09326500417641
1148,7,0,0,7,1.0854344719507327,1.5262795526377948
1149,1,0,41,269,41.953664415726664,58.992985583802145
1150,1,0,43,348,54.21537107272702,76.23473774355095
1151,1,0,56,305,47.62442382314609,66.96690234721366
1152,1,1004.5417155474424,22,810,125.73011124913346,176.7949175278614
1153,1,0,17,119,18.552714334105914,26.087828667524807
1154,1,0,63,1038,161.32623090057726,226.84826573192785
1155,1,0,87,903,140.53449176706104,197.61204086223788
1156,1,0,5,247,38.329838979866786,53.89735723588219
1157,1,383.7364034578204,104,701,109.31228245885478,153.7090500445152
1158,1,0,27,292,45.43746865152731,63.89172365404173
1159,1,69.2526683807373,31,392,60.967282055079096,85.72891168025481
1160,1,0,67,654,101.80600367210697,143.154124690042
1161,1,0,36,599,93.09463833808456,130.90467147249248
1162,1,0,59,448,69.81600446047419,98.17150902106918
1163,1,126.77858689427376,131,890,138.77835816596416,195.14266028117225
1164,1,0,24,518,80.46379089274498,113.1438533978071
1165,1,0,26,386,60.00740132380183,84.37917904233099
1166,2,0,42,627,97.47178621798517,137.0595813086962
1167,2,0,92,301,47.216635506046096,66.39349235676465
1168,2,0,227,585,92.05098747595957,129.4371457838238
1169,2,0,120,109,17.609965190900933,24.762185546982867
1170,4,0,3,66,10.25180144587004,14.415531594839782
1171,2,0,27,659,102.34524739523002,143.91238019948042
1172,2,0,34,448,69.6684628267338,97.96404391418343
1173,2,0,30,214,33.36033238869657,46.90950445176117
1174,2,144.56536868214607,115,271,42.70051178644125,60.043162172366124
1175,2,0,110,437,68.41130665166769,96.19629854211381
1176,2,419.8441747277975,41,618,96.07032594584176,135.08892327960075
1177,2,0,61,139,21.913628957919645,30.813765977465962
1178,2,54.09332621097565,111,499,78.03105649715238,109.72307318403831
1179,2,456.8878158926964,56,636,98.9499681396736,139.13812119337226
1180,2,298.39068791270256,61,766,119.13754523122098,167.52480590659414
1181,2,0,9,353,54.79002478794777,77.04278487864194
