attraction_taz,attraction_district,observed_trips,emp,pop,raw_estimated_trips,estimated_trips
124,16,0,48,525,81.69086533308648,114.8692994530552
125,16,441.535529255867,73,424,66.177138157252,93.05473101473846
126,16,0,83,450,70.26776856370802,98.80675539586171
127,16,0,165,1094,170.61167654184388,239.90495978912406
128,16,0,136,228,36.15677785965724,50.84171561023226
129,16,0,90,146,23.17021172500921,32.58070505409119
130,16,339.1007639169693,79,186,29.307776103024775,41.211017850706014
131,16,0,124,202,32.05434412250199,45.073094020558145
132,16,0,177,136,22.133035936210394,31.122284265142397
133,16,0,3,283,43.90027007634275,61.730197726611415
134,16,0,273,250,40.376671495828234,56.77550298997054
135,16,0,28,323,50.25029440694446,70.65926027714168
136,16,0,69,136,21.495656078451965,30.226035003396056
137,16,0,422,81,15.05053023868176,21.16324582761128
138,16,685.9805006831884,102,0,0.6019698656607391,0.8464576360937696
139,16,0,64,277,43.32989925814008,60.928172970865916
140,16,0,35,179,27.96266835569098,39.319599709949344
141,16,0,576,262,44.025620905820006,61.90645931851891
142,16,0,595,957,151.9058894054283,213.601888383076
143,16,0,285,0,1.6819746246403005,2.3651022184972974
144,16,0,576,0,3.399359241378291,4.779996062647169
145,16,0,111,509,79.5816771713677,111.90347254494942
146,16,0,132,77,12.718799017607251,17.884490843372387
147,16,344.0660158395767,7,301,46.71499395132881,65.68811099335316
148,16,0,130,257,40.61816782278401,57.115082131221975
149,16,0,144,107,17.44148102444863,24.525272177410944
150,16,0,169,157,25.34212602926567,35.63473408885235
151,16,0,156,110,17.977487210908613,25.27897523698943
152,16,0,1060,424,72.0020818573221,101.245453434587
153,16,0,2,170,26.372354792359882,37.08338634404016
154,16,0,156,91,15.03130792989948,21.136216451258274
155,16,0,0,1,0.15506206742153325,0.21803993609111352
156,16,0,232,0,1.3691863611107007,1.9252761918995545
157,16,0,98,548,85.5523761512625,120.29914819692227
158,16,0,384,1334,209.11903743457756,294.05193878731023
159,16,0,9,157,24.397859573327256,34.30695740478369
160,16,0,301,105,18.057918349495132,25.392073176471083
161,16,206.4834924042225,144,584,91.40608718451999,128.53032169287212
162,16,0,715,0,4.219690724974789,5.933502056931816
163,16,0,220,680,106.74057222355793,150.0928494825516
164,16,0,194,1118,174.5043144550995,245.37857777929815
165,16,0,1030,2419,381.17385640279247,535.9861678080956
166,16,0,242,618,97.2565606811144,136.756942738962
167,16,0,61,237,37.1097115652299,52.18167971439508
168,16,132.58192312717438,50,403,62.78509643835866,88.28502445849021
169,16,0,97,473,73.91681942929789,103.93785438581332
170,16,0,364,4,2.7684544569460257,3.8928517006206516
171,16,0,231,0,1.3632846957610856,1.9169775876241253
172,16,0,8,44,6.869944289344384,9.660146022212428
173,16,0,0,4,0.620248269686133,0.8721597443644541
174,16,0,55,787,122.3584386549755,172.05385293885496
175,16,0,409,1525,238.88343394583077,335.90503168759864
176,16,0,30,36,5.75928438766365,8.09839582754296
177,16,0,671,4,4.5802657192778575,6.440523213177389
178,16,0,92,0,0.5429532121645881,0.7634715933394783
179,16,0,343,21,5.2805746307701735,7.42525992438557
180,16,0,152,339,53.46309398904126,75.1769261847527
181,16,0,212,446,70.40883512412223,99.00511560302762
182,16,0,85,255,40.04246874720826,56.30556506664542
183,16,0,51,701,108.99949419532518,153.2692240179175
184,16,0,194,21,4.401226493677526,6.188767887346632
185,16,0,81,11,2.183717634955688,3.0706262433120073
186,16,0,41,454,70.6401468887103,99.33037376065813
187,16,0,93,5,1.3241652146218694,1.861969878070475
188,16,0,56,153,24.054989575073034,33.824832061364404
189,16,0,0,81,12.560027461144193,17.661234823380195
190,16,0,29,122,19.088720520565897,26.8415317271033
191,16,432.74818804860115,42,244,38.08301439553795,53.55028578579973
192,16,0,237,1071,167.4701688963209,235.4875407668593
193,16,0,40,200,31.248480098291253,43.939931389239874
194,17,0,199,0,1.1744314045734028,1.6514222508103937
195,17,0,812,19,7.7383315448965835,10.881225457379598
196,17,0,354,41,8.446734298046605,11.877343293237562
197,17,0,524,0,3.0924726431983065,4.348468640324856
198,17,0,398,73,13.668393730918732,19.219759836272072
199,17,0,406,2,2.7062002667867926,3.8053132080064476
200,17,0,392,3,2.7786390193137147,3.9071726842415533
201,17,0,862,2,5.3973596662112735,7.589476757602123
202,17,0,385,156,26.461823677360996,37.20919267625392
203,17,0,204,1,1.3590017987430114,1.9109552082786527
204,17,0,876,2,5.479982981105884,7.70565721745813
205,17,0,91,0,0.5370515468149731,0.7551729890640494
206,17,0,89,117,18.66751010443513,26.249248303173474
207,17,0,94,402,62.88970764632019,88.43212311051799
208,17,0,149,0,0.8793481370926483,1.2364920370389378
209,17,0,315,147,24.653148496094143,34.665930952153865
210,17,0,311,525,83.24300332003524,117.05183237749306
211,17,1251.263186454773,907,2,5.662934606943952,7.962913949996432
212,17,0,278,0,1.6406629671929946,2.3070119885692932
213,17,0,230,28,5.699120918214401,8.013797193899874
214,17,0,82,109,17.38570190761556,24.44683858451656
215,17,0,131,337,53.02903488185628,74.56657562278649
216,17,0,141,9,2.2276934210895267,3.1324626276555265
217,17,0,313,72,13.011690108779916,18.296338536769486
218,17,0,131,276,43.57024876914275,61.26613952122855
219,17,0,496,0,2.927226013409084,4.116107720612841
220,17,0,117,0,0.6904948459049655,0.9709367002252064
221,17,0,43,0,0.25377161003344884,0.3568399838434519
222,16,0,32,171,26.704466820269868,37.55038440839415
223,16,0,0,170,26.360551461660652,37.0667891354893
224,16,0,5,216,33.52291488979925,47.138119217057664
225,16,0,169,270,42.86413964789893,60.27324686714818
226,16,0,63,153,24.09630123252034,33.88292229129241
227,16,0,20,268,41.67466737596321,58.60067495792701
228,16,85.25684612989426,11,251,38.985497241650606,54.81930860589922
229,16,0,9,192,29.82503193308092,41.93835516797266
230,16,0,0,11,1.7056827416368658,2.398439297002249
231,16,0,36,71,11.221866739515002,15.77958521638451
232,16,0,52,196,30.6990518128005,43.16735489618057
233,16,0,42,250,39.013386800067146,54.85852540234641
234,16,0,6,128,19.883354622053947,27.95890344531511
235,16,0,146,68,11.405863725708064,16.038311878408372
236,16,0,102,253,39.83267292330866,56.0105614671455
237,16,0,126,372,58.42669891486187,82.15648036459831
238,16,0,81,323,50.56308267047406,71.09908630373943
239,16,49.01163965463638,10,182,28.280312924215202,39.76625441133696
240,16,0,51,438,68.21817046346195,95.92472082595464
241,16,0,71,570,88.80439667009664,124.87196447549022
242,16,138.14598688483238,158,167,26.827828384635236,37.72384880273376
243,16,0,14,317,49.23729868752065,69.23484020073899
244,16,0,108,10,2.188000531973762,3.0766486226574794
245,16,0,153,236,37.49760270997296,52.72711137164345
246,16,0,3,47,7.3056221648609085,10.272772809108625
247,16,0,124,513,80.27864709059884,112.88351414489448
248,16,0,147,709,110.80655060826048,155.81020951708754
249,16,0,261,420,66.6664029732935,93.74270887415467
250,16,172.930937692523,27,370,57.53230991040691,80.89883866914859
251,16,0,110,1036,161.2934850371661,226.8022202606908
252,16,0,151,152,24.460585715864934,34.395159531439056
253,16,0,50,307,47.89913796589146,67.35319059374332
254,16,198.3563151359558,198,328,52.028887853486694,73.1602226844202
255,16,0,4,409,63.44399223680556,89.21152827836717
256,16,0,61,302,47.18874594762956,66.35427556031746
257,16,0,37,135,21.15174071984275,29.74243973049121
258,16,0,59,208,32.6011082793062,45.84192435920193
259,16,141.99224811792374,66,427,66.60101270206928,93.65076059308379
260,16,0,70,664,103.37432934237113,145.3594198637794
261,16,0,53,225,35.20175343337458,49.498811647098286
262,16,0,25,192,29.91945857867476,42.071132836379526
263,16,0,24,305,47.435570531958405,66.70134701039993
264,16,0,116,15,3.010524191878349,4.233237137316481
265,16,0,0,67,10.389158517242727,14.608675718104607
266,16,0,33,444,69.04231289169806,97.08358556554357
267,16,0,4,100,15.529813403551785,21.83718802621307
268,16,160.9013014435768,253,88,15.138583266547544,21.28706125770156
269,16,0,24,471,73.17587372393292,102.89597640152478
270,16,0,57,335,52.2821875111417,73.5163990342225
271,16,0,53,362,56.445256670124635,79.37028289158084
272,16,0,64,0,0.3777065823753657,0.5311106736274633
273,16,0,134,16,3.271816235592954,4.600651950365318
274,16,0,22,3,0.5950228399561317,0.8366891023327812
275,16,0,166,313,49.51410355097601,69.62406830623978
276,16,0,14,108,16.829326596420202,23.664493557696268
277,16,0,5,81,12.589535787892268,17.70272784475734
278,16,0,73,0,0.4308215705219015,0.6057981121063253
279,16,0,118,108,17.44309979278017,24.527548402340898
280,16,0,36,388,60.376542112141045,84.8982449572675
281,16,0,31,281,43.75539257128891,61.526478774141204
282,16,0,77,63,10.223338479476958,14.375508502948197
283,16,0,7,263,40.82263538931055,57.40259342189086
284,16,693.8476234674454,1811,250,49.45343280353624,69.53875636558051
285,16,0,1186,0,6.999375104643495,9.842144670658927
286,16,0,641,525,85.19055288540822,119.79037178838466
287,16,0,235,0,1.3868913571595458,1.9501720047258415
288,16,0,21,0,0.12393497234191687,0.1742706897840114
289,16,0,21,95,14.854831377387576,20.8880646184398
290,16,0,90,65,10.610184263865019,14.919470230711001
291,16,0,64,0,0.3777065823753657,0.5311106736274633
292,16,0,58,0,0.3422965902776752,0.4813190479748886
293,16,0,130,28,5.108954383252892,7.183936766356963
294,16,0,149,291,46.00240975675882,64.68611343955298
295,16,0,293,229,37.238401386968334,52.36263641756573
296,16,588.4879745990038,12,191,29.68767486170823,41.74521104470784
297,16,0,20,209,32.52600539809275,45.73631872855131
298,16,0,62,253,39.59660630932405,55.67861729612834
299,16,0,538,540,86.90861236572087,122.20621458938216
300,16,0,552,1126,177.857607189634,250.09379759863074
301,16,0,2242,2220,357.46932338964086,502.6541289077842
302,16,0,108,558,87.16201347897399,122.56253360058771
303,16,0,199,270,43.041189608387384,60.52220499541106
304,16,136.69940769672394,170,2120,329.73486604308505,463.6554272399837
305,16,0,76,984,153.02960090935946,215.18199103858834
306,16,0,26,118,18.450767254830918,25.94447616991256
307,16,0,286,4,2.3081245596760485,3.2455605671371806
308,16,0,948,212,38.46793704480015,54.09154330442287
309,16,0,185,1214,189.33715793942014,266.23572420556616
310,16,0,32,79,12.43875661748881,17.4907102880117
311,16,0,1631,2,9.935740320065277,13.971103445407111
316,16,0,99,501,78.27036064780006,110.05956980491538
317,16,0,207,1901,295.9946348957051,416.21172959422074
318,16,0,0,9,1.3955586067937993,1.962359424820022
319,16,294.72940969467163,1181,26,11.001480530855284,15.469689987650733
320,16,0,72,913,141.99658746103214,199.66796115901755
321,16,0,4034,157,48.15206260552799,67.70883961338586
322,16,0,638,315,52.6098137308374,73.97708939642453
323,16,0,161,932,145.468014958157,204.54929572526189
324,16,0,398,1051,165.31909566917824,232.4628173333811
325,16,1018.9638850092888,440,862,136.26023487119232,191.60181079172872
326,16,0,1058,1974,312.3364830299994,439.1907571672621
327,10,0,94,280,43.97213542089313,61.83125090740213
328,10,0,340,417,66.6674483336485,93.74417880364024
329,10,0,66,518,80.71166083742881,113.49239477737513
330,10,0,0,10,1.5506206742153326,2.1803993609111356
331,10,0,64,1501,233.12586978209677,327.8090547463889
332,10,1300.9065477102995,86,1201,186.73708619332834,262.57964321311425
333,10,0,117,282,44.41799785877734,62.45819867791922
334,10,0,107,1273,198.02549002002064,278.45278930145844
335,10,0,30,439,68.24929755854154,95.9684900722617
336,10,0,373,426,68.2577618969796,95.98039216954943
337,10,542.8128106445074,537,938,148.6174135341415,208.97781054936993
338,10,0,149,1021,159.1977189744781,223.85526678606587
339,10,0,71,1384,215.02491955122468,302.3564724536566
340,10,0,166,1223,190.62058490457127,268.0404101491531
341,10,104.01801490783691,96,766,119.34410351845752,167.81525705623417
342,10,0,90,1021,158.8495207188508,223.36564913381554
343,10,0,92,728,113.4281382950408,159.49654506767013
344,10,0,20,121,18.880543464997825,26.54880435253332
345,10,0,37,606,94.18597447538491,132.43924962940568
346,10,0,21,532,82.6169548405976,116.17151669025641
347,10,331.98580557107925,56,1366,212.14527735739287,298.30727453988516
348,10,0,67,1073,166.7770099217294,234.51285791221858
349,10,0,95,411,64.2911679184636,90.40278113961344
350,10,0,126,583,91.14479514080539,128.16290687982325
351,10,0,114,1268,197.29149134036027,277.42067985093087
352,10,0,700,173,30.956903408655815,43.529931936563024
353,10,0,74,802,124.79650130794118,175.4821254614548
354,10,0,5,212,32.90266662011312,46.26595947269322
355,10,0,8,171,26.562826851879105,37.35121790578385
356,10,0,7,231,35.86064923182148,50.42531546697523
357,10,0,273,441,69.99352637334108,98.42113078337321
358,10,0,66,310,48.45875081374991,68.14008807042353
359,10,338.13351517915726,753,382,63.677663763285864,89.5401046062035
360,10,0,73,712,110.83501357465357,155.85023260897916
361,10,0,650,970,154.24628787613707,216.89283078740908
362,10,0,590,106,19.91856170295543,28.008409748161217
363,10,471.79120233654976,458,513,82.24980331737028,115.6552479728878
364,10,0,1065,669,110.02179670234581,154.70673079828697
365,10,0,27,197,30.70657224648166,43.17792972538596
366,15,672.6711504161358,230,3358,522.0558054319201,734.086784377308
367,15,0,61,1186,184.26361354826494,259.1015790648618
368,15,0,142,359,56.50531868397577,79.45473886382068
369,10,0,326,1094,171.5618446631319,241.2410350774681
370,10,258.20123532414436,87,784,122.08210574389858,171.66528846739533
371,10,449.53162708878517,79,828,128.8576233876491,181.1926568212009
372,10,0,500,792,125.75999007266188,176.83693152187647
373,10,0,108,1108,172.44615056081727,242.48449845070016
374,10,0,124,1630,253.48297640045146,356.4341227586683
375,15,0,69,220,34.52086974186076,48.54138963504959
376,15,0,540,7,4.272333760742881,6.007525861369516
377,15,364.2771037220955,595,206,35.454276771856826,49.85389637864971
378,15,0,427,184,31.051431509847763,43.66285226637312
379,15,0,713,2,4.518011529118625,6.352984720563185
380,15,0,131,185,29.45960063378323,41.424505336937216
381,10,0,39,241,37.6001231972245,52.87127016470009
382,10,0,401,1805,282.25359950106315,396.889824958907
383,10,0,76,981,152.56441470709484,214.52787123031496
384,10,0,77,1422,220.95268810534066,310.69178165077153
385,10,0,32,406,63.14405266433018,88.78976938980583
386,10,0,52,557,86.676458151974,121.87977182507254
387,10,0,103,982,152.878821738956,214.9699734818427
388,10,0,236,927,145.13532952227047,204.0814913654635
389,10,0,35,369,57.4244611657823,80.74718756726092
390,10,0,3026,829,146.40489324038634,205.86668355698166
391,10,0,545,1515,238.1354397591631,334.8532425081459
392,10,0,57,636,98.95586980502321,139.14641979764767
393,10,0,283,64,11.594143608919198,16.303060919777703
394,10,0,204,273,43.53588413740005,61.21781782506154
395,10,0,671,0,3.960017449591725,5.568363468812935
396,10,0,239,2356,366.73672886369036,515.6854558524911
397,10,236.59098747372627,45,2127,330.0825923463339,464.14438125819277
398,10,0,348,730,115.24908875938532,162.05706763436223
399,10,0,17,112,17.46727986215518,24.56154911488701
400,10,0,143,1440,224.13331523200284,315.1642083825899
401,10,0,541,1421,223.53599876014053,314.3242940984795
402,10,0,27,515,80.01630968652924,112.51462940236007
403,10,0,35,472,73.39585411020023,103.20530098464563
404,10,0,109,227,35.84237082779609,50.39961335870454
405,10,279.1412895321846,230,892,139.67274717041914,196.400301976622
406,10,0,27,265,41.250792831145915,58.00464537958167
407,10,0,60,398,62.06880275474714,87.27781082078893
408,10,0,110,1176,183.00217447618078,257.3278113134468
409,10,215.21809351444244,184,1685,262.36549002961266,368.9242355002052
410,10,0,200,6,2.1107054744522173,2.967960471632504
411,10,0,24,275,42.783708509312405,60.160148927666526
412,10,0,737,463,76.14326457883622,107.06856176117684
413,10,0,110,636,99.26865806855281,139.58624582424542
414,10,0,476,0,2.8091927064167823,3.950135635104258
415,10,0,131,31,5.580042250867107,7.846355178905734
416,10,0,498,119,21.39141536727077,30.079457324006206
417,10,0,6,81,12.595437453241884,17.71102644903277
418,10,244.88262003660202,17,113,17.622341929576713,24.779589050978124
419,10,219.43342766165733,73,741,115.33181352987803,162.17339075562145
420,10,0,24,164,25.571819025522217,35.957716021552926
421,10,0,191,1939,301.79256681212945,424.3644694972761
422,14,0,141,1376,214.1975395863255,301.19305526420777
423,10,0,650,355,58.883116411894115,82.79827009137423
424,14,0,156,1712,266.3869192202049,374.5789528549534
425,16,0,166,0,0.9796764480361048,1.3775683097212328
426,14,0,30,470,73.05622164860907,102.72772809108622
427,14,0,285,413,65.72260846973354,92.41559582412721
428,14,0,170,543,85.20198571932711,119.8064480242976
429,12,0,35,614,95.41466768405795,134.16697190958374
430,12,0,67,245,38.38561809669986,53.97579082877657
431,12,116.60544377565384,10,328,50.91937476775906,71.60008508063953
432,12,0,18,48,7.549209212526667,10.615291809331172
433,12,0,40,155,24.27068706432226,34.12813426513977
434,12,0,61,383,59.74877340877375,84.01551038369766
435,11,0,0,0,0,0
436,14,0,178,1127,175.80544641629945,247.20815953571133
437,14,0,126,2326,361.4179786565378,508.2065154866341
438,10,0,77,910,141.56090958551562,199.05533437212137
439,10,385.62157994508743,300,3565,554.5667699626506,779.8019534474485
440,14,346.01717914640903,302,2700,420.4498849737235,591.2140059371861
441,14,0,160,751,117.39587908950989,165.07576868849495
442,14,0,88,1093,170.00218624250198,239.0479273238249
443,14,0,100,1482,230.39215045367376,323.96504571457314
444,14,0,414,475,76.09777147996894,107.00459181330658
445,14,0,568,882,140.11688938437368,197.02483086080585
446,14,0,686,2,4.358666564679018,6.128922405126599
447,14,166.47204703092575,93,95,15.279751282559863,21.485564126270695
448,14,0,24,97,15.182660508279488,21.349040303448312
449,14,194.24389931559563,119,231,36.521635750978376,51.354759145823294
450,14,0,43,1268,196.8724731005376,276.83147894737544
451,14,586.6938981562853,630,1516,238.7921433813019,335.77666380764845
452,14,0,504,1214,191.21978918594738,268.8829789694281
453,14,0,450,3369,525.0598545504723,738.3109166149046
454,14,0,234,1440,224.67036677881782,315.9193813716539
455,14,0,377,596,94.64192002003871,133.08037572214045
456,14,486.8466584086418,134,2000,310.9149579999149,437.19188515513457
457,14,0,230,1841,286.8266491534542,403.3202013270887
458,14,0,63,286,44.71955619958426,62.882233791410506
459,14,0,297,1772,276.5227780797926,388.8314522232556
460,14,0,30,401,62.35693899652329,87.68297250079941
461,12,0,3,89,13.818228996565304,19.430450124935394
462,12,0,3,122,18.935277221475904,26.625768015942143
463,12,0,17,214,33.28361073915157,46.801622596180586
464,12,528.1531939506531,11,84,13.09013198225456,18.40663927868326
465,12,0,99,1109,172.54809764009227,242.6278509483124
466,12,0,24,255,39.68246716088174,55.799350205844256
467,12,0,177,326,51.59482874630171,72.54987212245396
468,12,0,3,32,4.979691153537909,7.002173767741921
469,12,0,23,25,4.012289988579478,5.641866300612707
470,12,0,67,361,56.372817917597715,79.26842341534574
471,12,0,3,14,2.188573939950311,3.077454918101877
472,15,0,102,1059,164.81269926506445,231.750749956583
473,15,587.0924823582172,237,640,100.63841783764006,141.51232831158939
474,15,0,31,372,57.866040706648434,81.36811295843253
475,15,0,58,608,94.62003358256989,133.04960019137192
476,15,0,498,0,2.9390293441083144,4.132704929163699
477,15,0,76,669,104.1850496715765,146.49941116988757
478,15,0,28,499,77.54121827313432,109.03428902917769
479,15,0,268,180,29.49281844957283,41.47121444221545
480,15,0,98,835,130.05518950124255,182.87660985507188
481,15,0,93,319,50.01365438498331,70.32650981068014
482,15,0,47,148,23.226564249818832,32.65994494242997
483,15,0,109,751,117.09489415667952,164.65253987044804
484,15,1015.568612113595,249,989,154.82589935195054,217.70784925869316
485,15,0,103,836,130.23975989541213,183.1361428125401
486,15,0,160,360,56.766610727690384,79.82215367686953
487,15,0,242,1545,240.99909718087574,338.87996349542425
488,15,0,632,0,3.7298525009567363,5.2447179020712
489,16,496.3242255151272,192,2,1.4432438819691638,2.029411893064617
490,15,0,399,1119,175.86921791919212,247.29783159185226
491,15,250.45219042897224,630,1327,209.4854126386321,294.567115886428
492,15,0,48,329,51.298700118465966,72.13347197919695
493,15,0,441,259,42.763709881357364,60.13202793306264
494,15,211.93518859148026,302,2374,369.89965099430367,520.1329867714832
495,15,0,535,3002,468.6537173614869,658.9956414328775
496,15,0,125,1020,158.9010169386658,223.43806034736446
497,15,0,506,1257,197.89926141577254,278.27529342989686
498,15,0,460,2543,397.037603513782,558.2929154463992
499,15,52.50547409057617,100,1877,291.6416670851794,410.090820470563
500,15,0,33,504,78.34603693699006,110.16598173101039
501,15,0,1788,2810,446.2765870996202,627.5301248604964
502,15,524.187347844243,155,2745,426.5601332012991,599.8059082327982
503,15,0,227,1429,222.92337237973365,313.4628518447237
504,15,0,184,2154,335.08959965031175,471.1849655269375
505,18,0,8,102,15.863544199793312,22.306462315497015
506,15,0,324,929,145.96480020787968,205.24784841388353
507,7,0,15,148,23.03771095863115,32.39438960561624
508,7,537.1323658823967,15,100,15.594731722397551,21.92847267324279
509,7,0,49,388,60.45326376168604,85.00612681284808
510,7,0,71,557,86.7885897936167,122.03744530630571
511,15,0,147,169,27.073034200632538,38.06864402788627
512,15,0,283,948,148.6690112095546,209.0503644243221
513,15,0,344,341,54.90633787101043,77.20633807781734
514,15,538.9780211299658,777,456,75.2938967208701,105.8742263795562
515,15,0,405,0,2.390174466594111,3.3609347315487907
516,15,0,904,113,22.857119094685295,32.14045104328375
517,15,0,221,1203,187.84393515036945,264.13603466247946
518,15,0,726,579,94.06554608088831,132.26990970071628
519,15,0,3527,0,20.81517368809242,29.269177279438484
520,15,0,242,298,47.63669910622376,66.98416318980567
521,15,0,549,2295,359.10745900935746,504.95758707631614
522,15,0,180,2249,349.79688939395896,491.8655650384915
523,15,0,28,444,69.01280456494999,97.04209254416644
524,15,0,57,0,0.33639492492806006,0.47302044369945945
525,15,0,148,875,136.55275546558462,192.01313751248784
526,15,0,31,100,15.689158367991393,22.061250341649657
527,18,0,0,269,41.71169613639245,58.652742808509544
528,15,0,174,3733,579.8735874554167,815.3870385720516
529,15,1263.6238369494677,202,2438,379.2334567743203,533.2576822537715
530,18,0,10,49,7.65705795715128,10.766942911218855
531,15,0,1299,483,82.56124185375056,116.09317608579026
532,15,0,63,388,60.53588707658065,85.12230727270409
533,15,866.2740263044834,305,2150,335.1834528879291,471.31693689990004
534,15,0,308,994,155.9494079446855,219.28766659139905
535,15,0,109,0,0.6432815231080447,0.9045478660217733
536,15,43.885595202445984,125,1353,210.53668539003638,296.04535906570527
537,15,0,247,1635,254.9841915755618,358.54505076500163
538,15,0,839,2,5.261621363170126,7.398608859267252
539,15,1519.7464264333248,184,2877,447.1994743960803,628.8278393208126
540,15,0,4230,884,162.03891202950723,227.85039958960957
541,15,0,914,50,13.147225500624852,18.486921112297882
542,37,0,907,61,14.811596584814414,20.82727017937213
543,37,0,264,42,8.070646484002781,11.348508844540056
544,15,0,30,293,45.61023571499769,64.13465940295914
545,14,0,18,43,6.773898875419001,9.525092128875606
546,15,462.7883911728859,74,1067,165.8879491746475,233.2627085255999
547,15,0,460,47,10.002683229635004,14.06523496297973
548,14,0,64,626,97.44656078825518,137.02411066666454
549,14,0,140,13,2.8420400254260447,3.9963237677445522
550,14,0,177,0,1.0445947668818707,1.468852956750953
551,15,0,221,0,1.3042680422649346,1.833991544869834
552,18,0,14,4,0.7028715845807443,0.9883402042204618
553,37,0,137,639,99.89318923525701,140.46442794795536
554,37,0,451,1,2.8167131400979386,3.960710464309644
555,37,0,42,103,16.21926288910176,22.806654796952717
556,15,0,567,5,4.1215545903394215,5.7955083046238745
557,37,0,798,3,5.174715151257441,7.276406020065773
558,15,0,981,32,10.751519865461466,15.118208749111593
559,37,0,289,7,2.791015757989493,3.924576188236808
560,15,717.0093986019492,842,0,4.969202224375905,6.987424799911313
561,37,0,334,0,1.9711562267714398,2.771733827993324
562,37,0,591,465,75.59174557263549,106.29304540914642
563,37,0,1495,0,8.822989697674558,12.406413391766524
564,37,0,2760,0,16.288596364937646,22.904147800184354
565,37,0,812,0,4.792152263887452,6.73846667164844
566,37,329.33107021450996,946,0,5.582975420735874,7.850479644555941
567,37,0,728,3,4.761598576784385,6.6955037207857355
568,37,355.41692078113556,8871,0,52.353673316435454,73.61691852733166
569,37,0,363,0,2.1423045219102774,3.0123933519807684
570,37,546.4644301533699,3171,0,18.714180823629448,26.31487415738572
571,37,0,0,0,0,0
572,37,0,32,687,106.71649360978103,150.05899143140874
573,37,0,313,0,1.8472212544295228,2.5974631382093123
574,37,0,1828,154,34.667802642012504,48.7479987735159
575,37,0,2293,0,13.532518646667398,19.028699603558955
576,37,0,856,0,5.051825539270516,7.103605259767321
577,37,0,50,444,69.14264120264151,97.22466183822587
578,37,166.1060145497322,2947,0,17.392207785315666,24.455986799689597
579,37,0,919,0,5.423630456296267,7.626417329119356
580,14,0,457,2097,327.86221644772934,461.02220813693623
581,14,0,61,243,38.040083969759095,53.48991933094176
582,14,0,1570,1680,269.76988786707153,379.3359013454944
583,14,0,0,10,1.5506206742153326,2.1803993609111356
584,14,0,1486,4,9.390122979214155,13.203885697652117
585,14,0,2185,0,12.89513878890897,18.132450341812614
586,14,1170.2344642877579,2572,3,15.644269481474607,21.99813000467702
587,14,0,580,566,91.18809606336457,128.22379430731914
588,37,0,1200,0,7.081998419538107,9.958325130514936
589,37,0,400,0,2.360666139846036,3.319441710171646
590,37,0,563,0,3.322637591833295,4.67211420706659
591,37,0,0,0,0,0
592,37,0,349,0,2.0596812070156663,2.896212892124761
593,37,0,104,3,1.0789593986245691,1.5171746529179686
594,14,0,15,508,78.86005523038313,110.88876659841712
595,14,0,30,1781,276.34259203823916,388.5780843065361
596,37,0,2198,0,12.971860438453966,18.24033219739319
597,37,0,1168,0,6.893145128350424,9.692769793701205
598,15,0,95,0,0.5606582082134335,0.7883674061657658
599,15,0,461,129,22.723674423550346,31.95280832672647
600,15,0,182,1360,211.95851478691517,298.0446590620425
601,15,0,145,177,28.301727409305574,39.796366308064314
602,15,0,221,778,121.9425564962178,171.4690618237562
603,15,0,333,0,1.9652545614218246,2.7634352237178947
604,15,329.61107897758484,345,567,89.95626677362657,126.49166223868443
605,15,0,313,523,82.94468251589142,116.63234971386169
606,15,0,598,0,3.5291958790698232,4.96256535670661
607,15,0,660,1590,250.44378633098384,352.1605772066538
608,15,0,1066,0,6.291175262689685,8.846312157607434
609,15,0,135,81,13.35675228334223,18.781546400563126
610,15,0,246,1,1.6068717434268451,2.2594965878466753
611,15,0,116,1997,310.34354182135723,436.38839046990347
612,15,0,3430,1123,194.3774138635616,273.3230608950424
613,15,0,142,667,104.26443544980802,146.61103917988368
614,15,0,625,0,3.6885408435094305,5.186627672143195
615,15,0,131,1457,226.69855039397353,318.77130404483364
616,15,0,802,237,41.48284558929468,58.33094548248806
617,15,0,214,1079,168.57492713265202,237.04099235725337
618,15,0,1117,1961,310.6688744091468,436.845855650328
619,15,0,175,71,12.0421982231115,16.933091210669154
620,15,0,12,146,22.709881827739235,31.933413920607727
621,15,712.2904865294695,109,455,71.19652219990567,100.11271878747843
622,15,0,209,1383,215.68428730205002,303.2836399075747
623,15,0,209,331,52.55899237459706,73.90562713972326
624,15,0,15,133,20.71177994730815,29.12379056424954
625,15,0,12,0,0.07081998419538107,0.09958325130514938
626,15,0,1099,9,7.8814888260207825,11.082525523516617
627,15,0,437,605,96.3915785478094,135.5406514034862
628,15,0,482,896,141.78021510820827,199.36370999839457
629,15,0,1,48,7.448880901583211,10.474215536648877
630,15,0,371,679,107.47666162392828,151.1278987920503
631,15,0,0,8,1.240496539372266,1.7443194887289082
632,15,0,408,570,90.79325789291691,127.66859411630979
633,15,0,61,22,3.771367069600252,5.303093454805674
634,15,0,425,5,3.283518110694079,4.617106497512942
635,15,0,21,198,30.8262243218055,43.346178035824494
636,15,0,30,394,61.271504524572556,86.15669294816162
637,15,0,104,586,91.48014470537845,128.63445739403716
638,15,0,19,381,59.19077932924685,83.23088913194741
639,15,0,237,127,21.0915772503935,29.657841096848124
640,15,0,709,812,130.0946794791621,182.93213853726343
641,15,0,65,238,37.288380294049894,52.432914067587916
