orig_taz,dest_taz,purpose,attraction_district,attraction_taz,observed_trips,distance,estimated,category
1277,3274,IX,5,1277,2.9854331016540527,61.1444,0.01584538178,Non-freeway
1277,3277,IX,5,1277,25.2120463848114,62.5697,0.21474608086,Freeway
1277,3289,IX,5,1277,5.214696764945984,65.6209,0.14568059023,Non-freeway
1277,3295,IX,5,1277,47.00372338294983,62.9891,0.08559972309000001,Non-freeway
1277,3297,IX,5,1277,3.474365234375,64.7006,0.03477056367,Non-freeway
1277,3298,IX,5,1277,53.474841952323914,63.7042,0.2122611523,Freeway
1277,3299,IX,5,1277,1.979630708694458,63.0024,0.04309384939,Non-freeway
1277,3302,IX,5,1277,2.289555311203003,56.9536,0.02693118449,Non-freeway
1277,3305,IX,5,1277,4.554845333099365,50.4766,0.4899025982,Freeway
1277,3308,IX,5,1277,10.39820408821106,26.0726,2.5185142428,Freeway
1277,3309,IX,5,1277,68.39504730701447,26.5016,1.648544786,Non-freeway
1277,3311,IX,5,1277,2.5459418296813965,27.4317,0.5029589492000001,Non-freeway
1277,3313,IX,5,1277,55.36277747154236,29.9259,6.8651889839999996,Freeway
1277,3318,IX,5,1277,135.18743681907654,14.8793,2.2225551437,Non-freeway
1277,3321,IX,5,1277,29.108972549438477,22.2986,2.076893255,Non-freeway
1277,3322,IX,5,1277,3.0294265747070313,23.0947,1.1452317728,Non-freeway
1277,3323,IX,5,1277,829.089951723814,23.4812,25.94935116,Freeway
1277,3328,IX,5,1277,55.43739175796509,24.8214,0.4965005548,Non-freeway
1302,3235,IX,6,1302,96.05820053815842,27.9081,0.10646347218999999,Non-freeway
1302,3243,IX,6,1302,1.5008649826049805,46.002,0.0058324731,Non-freeway
1302,3245,IX,6,1302,4.9370808601379395,41.2676,0.01633268103,Non-freeway
1302,3252,IX,6,1302,160.25491893291473,36.1732,0.18643416427,Freeway
1302,3260,IX,6,1302,5.244146823883057,61.693600000000004,0.0040975863,Non-freeway
1302,3263,IX,6,1302,2.6520135402679443,61.8447,0.0053894284,Non-freeway
1302,3273,IX,6,1302,37.18268984556198,60.8394,0.026424386430000002,Freeway
1302,3277,IX,6,1302,63.352073192596436,62.8269,0.02553986375,Freeway
1302,3282,IX,6,1302,2.3503220081329346,72.4395,0.0019567685,Non-freeway
1302,3283,IX,6,1302,3.0724942684173584,73.6908,0.00101576003,Non-freeway
1302,3289,IX,6,1302,20.71137833595276,65.8781,0.017229752,Non-freeway
1302,3295,IX,6,1302,119.96182227134705,63.2463,0.01011291342,Non-freeway
1302,3297,IX,6,1302,1.7386860847473145,64.9578,0.00410958145,Non-freeway
1302,3298,IX,6,1302,11.552172303199768,63.9614,0.02524970846,Freeway
1302,3299,IX,6,1302,6.196117877960205,63.2596,0.0050933593,Non-freeway
1302,3302,IX,6,1302,2.949483871459961,53.852,0.00318678713,Non-freeway
1302,3305,IX,6,1302,16.51696503162384,47.3749,0.05826782613,Freeway
1302,3306,IX,6,1302,40.26381826400757,30.7124,0.03475546821,Non-freeway
1302,3308,IX,6,1302,112.06464958190918,25.4144,0.437857357,Freeway
1302,3309,IX,6,1302,441.67824947834015,24.9454,0.2939851629,Non-freeway
1302,3311,IX,6,1302,109.71303153038025,25.8755,0.08995351756,Non-freeway
1302,3313,IX,6,1302,199.69260835647583,28.3697,1.2201518443,Freeway
1302,3318,IX,6,1302,368.7401725053787,13.8303,0.5054181122,Non-freeway
1302,3321,IX,6,1302,2472.854212000966,21.2496,0.45751265370000005,Non-freeway
1302,3322,IX,6,1302,138.57086181640625,22.0457,0.1813867778,Non-freeway
1302,3323,IX,6,1302,26.854812622070312,24.0567,2.92573013,Freeway
1302,3328,IX,6,1302,45.07193040847778,25.3969,0.05508896687,Non-freeway
1328,3235,IX,5,1328,25.339170813560486,25.8224,1.2832469725,Non-freeway
1328,3237,IX,5,1328,1.1677653789520264,38.0867,0.24968423417,Non-freeway
1328,3252,IX,5,1328,115.12702918052673,34.1186,2.0515936323,Freeway
1328,3273,IX,5,1328,13.26645040512085,62.097,0.21203404665,Freeway
1328,3277,IX,5,1328,6.876580715179443,64.0845,0.20494019847,Freeway
1328,3289,IX,5,1328,11.683509826660156,67.1357,0.13835662006,Non-freeway
1328,3295,IX,5,1328,13.137370586395264,64.5039,0.08121493742,Non-freeway
1328,3298,IX,5,1328,20.364009976387024,65.219,0.2025998854,Freeway
1328,3308,IX,5,1328,1.3113703727722168,27.9782,1.8865471996,Freeway
1328,3309,IX,5,1328,22.139196634292603,28.4071,1.197717553,Non-freeway
1328,3311,IX,5,1328,3.7983527183532715,29.3372,0.3642465045,Non-freeway
1328,3313,IX,5,1328,25.877628326416016,31.8314,5.215371939,Freeway
1328,3318,IX,5,1328,142.62121319770813,15.7883,2.2709788726,Non-freeway
1328,3322,IX,5,1328,26.39670753479004,24.0037,1.5438594171,Non-freeway
1328,3323,IX,5,1328,524.2219882756472,21.9711,34.12970484,Freeway
1328,3328,IX,5,1328,5.135163068771362,23.3113,0.6674951879000001,Non-freeway
1339,3235,IX,5,1339,2.339365601539612,28.3162,1.592688558,Non-freeway
1339,3252,IX,5,1339,14.08465188741684,32.2283,4.139346422,Freeway
1339,3257,IX,5,1339,5.022250175476074,43.5296,0.45982984629999996,Non-freeway
1339,3273,IX,5,1339,3.843693733215332,59.5067,0.421625428,Freeway
1339,3298,IX,5,1339,7.189065217971802,62.6286,0.4021672083,Freeway
1339,3308,IX,5,1339,1.2593897581100464,28.8146,3.078155329,Freeway
1339,3311,IX,5,1339,1.6361443996429443,30.2477,0.53282525569999994,Non-freeway
1339,3318,IX,5,1339,6.6763036251068115,19.3596,2.0820673155,Non-freeway
1339,3322,IX,5,1339,1.4537898302078247,26.2546,1.9188432325,Non-freeway
1339,3323,IX,5,1339,91.27848508954048,24.4649,42.17926575,Freeway
1350,3235,IX,5,1350,2.8022234439849854,30.8366,0.5255348058,Non-freeway
1350,3252,IX,5,1350,42.886732280254364,34.7487,1.4257493154,Freeway
1350,3273,IX,5,1350,3.048312187194824,58.9462,0.19214445944,Freeway
1350,3277,IX,5,1350,4.9557390213012695,60.9337,0.18559136319,Freeway
1350,3295,IX,5,1350,11.694206237792969,61.353,0.07538873586,Non-freeway
1350,3298,IX,5,1350,2.3985629081726074,62.0681,0.1833477325,Freeway
1350,3305,IX,5,1350,1.346725583076477,48.8405,0.4233618411,Freeway
1350,3309,IX,5,1350,29.230708956718445,27.5753,1.1128860722,Non-freeway
1350,3313,IX,5,1350,6.526689052581787,30.9996,4.607250562,Freeway
1350,3318,IX,5,1350,27.949092864990234,17.6173,1.3469028091,Non-freeway
1350,3321,IX,5,1350,19.7362220287323,25.0366,1.2611828615,Non-freeway
1350,3322,IX,5,1350,8.951481819152832,25.8327,0.6266554014,Non-freeway
1350,3323,IX,5,1350,139.94147223979235,26.9852,14.395395323999999,Freeway
1350,3328,IX,5,1350,2.4375598430633545,28.3254,0.2720673874,Non-freeway
1356,3235,IX,5,1356,8.349873661994934,31.8119,0.0106655619,Non-freeway
1356,3245,IX,5,1356,1.1019004583358765,40.0929,0.0026052427,Non-freeway
1356,3252,IX,5,1356,17.09047281742096,35.724,0.02918332302,Freeway
1356,3273,IX,5,1356,2.8824949264526367,59.3379,0.0041019996,Freeway
1356,3277,IX,5,1356,5.020266056060791,61.3254,0.00396235124,Freeway
1356,3298,IX,5,1356,7.033920049667358,62.4599,0.00391461457,Freeway
1356,3308,IX,5,1356,21.53123927116394,25.2665,0.05261797297,Freeway
1356,3309,IX,5,1356,21.282831847667694,25.6954,0.03581448782,Non-freeway
1356,3311,IX,5,1356,6.137215256690979,26.6255,0.0109755429,Non-freeway
1356,3313,IX,5,1356,10.306699872016907,29.1197,0.14333189561,Freeway
1356,3318,IX,5,1356,24.11317753791809,15.7374,0.04477716895,Non-freeway
1356,3321,IX,5,1356,111.77186819911003,23.1567,0.04099021254,Non-freeway
1356,3322,IX,5,1356,12.593053817749023,23.9528,0.01626571535,Non-freeway
1362,3235,IX,7,1362,3.3144785165786743,30.649,0.1739064354,Non-freeway
1362,3252,IX,7,1362,12.972841411828995,38.8137,0.4527161971,Freeway
1362,3273,IX,7,1362,4.397460460662842,63.8398,0.06426599952,Freeway
1362,3277,IX,7,1362,6.291587829589844,65.8273,0.0621249838,Freeway
1362,3283,IX,7,1362,1.5309104919433594,74.7788,0.00246286287,Non-freeway
1362,3295,IX,7,1362,4.549207448959351,64.3342,0.02447708804,Non-freeway
1362,3305,IX,7,1362,1.349359393119812,44.1724,0.2637615892,Freeway
1362,3309,IX,7,1362,10.573828935623169,23.8104,1.0902212232,Non-freeway
1362,3318,IX,7,1362,8.82815146446228,15.8253,1.105525895,Non-freeway
1362,3321,IX,7,1362,50.002181351184845,23.2446,1.0134933994,Non-freeway
1371,3235,IX,7,1371,2.5508230924606323,29.9045,0.7642438866,Non-freeway
1371,3252,IX,7,1371,14.551840126514435,38.0692,1.9785570108,Freeway
1371,3273,IX,7,1371,5.23956036567688,61.6832,0.2805682003,Freeway
1371,3277,IX,7,1371,3.7636783123016357,63.6706,0.2711991088,Freeway
1371,3289,IX,7,1371,1.5387704372406006,66.7218,0.1827088142,Non-freeway
1371,3295,IX,7,1371,3.1275203227996826,64.09,0.10720417635,Non-freeway
1371,3305,IX,7,1371,0.697241485118866,46.0582,0.7434240325,Freeway
1371,3309,IX,7,1371,45.173437774181366,24.5267,4.1500126139999995,Non-freeway
1371,3313,IX,7,1371,5.00958514213562,27.951,16.439233995,Freeway
1371,3318,IX,7,1371,10.529434442520142,14.2472,5.5816586390000005,Non-freeway
1371,3321,IX,7,1371,148.33512503653765,21.6665,5.049121256,Non-freeway
1371,3322,IX,7,1371,4.1087822914123535,22.4627,2.0016717288000003,Non-freeway
1371,3328,IX,7,1371,19.042113304138184,27.3933,0.393779964,Non-freeway
1375,3235,IX,1,1375,3.2368266582489014,17.9489,1.3611263835,Non-freeway
1375,3252,IX,1,1375,24.48246905207634,43.4307,0.4816876445,Freeway
1375,3257,IX,1,1375,1.7667933702468872,54.7321,0.05181421854,Non-freeway
1375,3273,IX,1,1375,5.493300676345825,74.8994,0.02284486413,Freeway
1375,3289,IX,1,1375,3.5414040088653564,83.0354,0.0142073089,Non-freeway
1375,3295,IX,1,1375,1.6376960277557373,80.4036,0.0082624899,Non-freeway
1375,3319,IX,1,1375,15.486571162939072,11.1602,0.503075183,Non-freeway
1375,3322,IX,1,1375,42.705528259277344,7.18946,4.62443449132,Non-freeway
1375,3323,IX,1,1375,272.6556967757642,6.30337,69.39198323,Freeway
1375,3328,IX,1,1375,4.172404795885086,8.97362,1.4336340337,Non-freeway
1421,3254,IX,27,1421,1.3645920753479004,34.9841,0.029238946000000002,Non-freeway
1421,3257,IX,27,1421,10.465032160282135,31.0292,0.1987537009,Non-freeway
1421,3260,IX,27,1421,0.6817576885223389,37.2374,0.0385293634,Non-freeway
1421,3263,IX,27,1421,1.0432820320129395,37.3885,0.05068227439,Non-freeway
1421,3273,IX,27,1421,4.88339364528656,29.1124,0.46200522019999996,Freeway
1421,3277,IX,27,1421,7.242957949638367,31.0998,0.4426598284,Freeway
1421,3289,IX,27,1421,2.1783697605133057,37.2237,0.36826816001,Non-freeway
1421,3295,IX,27,1421,6.679060459136963,34.5919,0.22818275227,Non-freeway
1421,3298,IX,27,1421,12.579792976379395,35.307,0.44743243889999995,Freeway
1421,3305,IX,27,1421,3.9307318925857544,31.4932,0.3776872449,Freeway
1421,3308,IX,27,1421,4.2390066385269165,29.0944,0.5821811772,Freeway
1421,3313,IX,27,1421,2.3456051349639893,45.992,0.18429603681,Freeway
1421,3323,IX,27,1421,24.711243480443954,48.8528,0.3057493691,Freeway
1424,3235,IX,27,1424,0.8902298808097839,52.9537,0.020302969639999998,Non-freeway
1424,3237,IX,27,1424,1.4227585792541504,58.0718,0.0078135933,Non-freeway
1424,3253,IX,27,1424,6.1824756264686584,33.1964,0.03865167285,Non-freeway
1424,3257,IX,27,1424,28.048096865415573,31.3352,0.4096415194,Non-freeway
1424,3273,IX,27,1424,20.360742688179016,29.1222,0.9733416044,Freeway
1424,3277,IX,27,1424,27.055248498916626,31.1096,0.9328845266,Freeway
1424,3282,IX,27,1424,2.627072334289551,43.4904,0.09335908193,Non-freeway
1424,3289,IX,27,1424,9.805364906787872,36.929,0.8567602816,Non-freeway
1424,3295,IX,27,1424,13.452341973781586,34.2972,0.5315593488,Non-freeway
1424,3298,IX,27,1424,15.967305421829224,35.0123,1.0376346702,Freeway
1424,3299,IX,27,1424,3.9369893074035645,34.3105,0.26048351176,Non-freeway
1424,3301,IX,27,1424,2.6184840202331543,37.6731,0.13125253595,Non-freeway
1424,3305,IX,27,1424,7.978956639766693,31.1985,0.8886376421000001,Freeway
1424,3308,IX,27,1424,19.507429838180542,29.6431,1.3399789342,Freeway
1424,3313,IX,27,1424,2.346928834915161,46.5407,0.423701131,Freeway
1424,3318,IX,27,1424,1.6022815704345703,42.2772,0.02809885222,Non-freeway
1424,3323,IX,27,1424,29.060922868549824,49.1024,0.6471460326,Freeway
1435,3235,IX,27,1435,4.465303301811218,53.366,0.08478039996,Non-freeway
1435,3253,IX,27,1435,24.961261749267578,33.4975,0.15384581574,Non-freeway
1435,3257,IX,27,1435,61.52734616398811,31.4414,1.6744723023,Non-freeway
1435,3273,IX,27,1435,53.79365921020508,28.9052,4.404029985,Freeway
1435,3274,IX,27,1435,3.086512565612793,29.4673,0.3885658597,Non-freeway
1435,3275,IX,27,1435,3.2327449321746826,32.0933,0.1306672714,Non-freeway
1435,3277,IX,27,1435,50.01850837469101,30.8926,4.219945966,Freeway
1435,3289,IX,27,1435,27.188083291053772,35.9406,4.039536699,Non-freeway
1435,3295,IX,27,1435,35.67125087976456,33.3088,2.5130729174,Non-freeway
1435,3297,IX,27,1435,2.5255510807037354,35.0203,0.9949328241000001,Non-freeway
1435,3298,IX,27,1435,64.29844790697098,34.024,4.861255506,Freeway
1435,3299,IX,27,1435,3.6898250579833984,33.3221,1.2297995302,Non-freeway
1435,3301,IX,27,1435,4.928545951843262,36.6847,0.61851598154,Non-freeway
1435,3305,IX,27,1435,14.674261629581451,31.2183,3.929252118,Freeway
1435,3308,IX,27,1435,68.13274544477463,29.7763,5.878250736,Freeway
1435,3313,IX,27,1435,2.8017196655273437,46.6739,1.857846166,Freeway
1435,3318,IX,27,1435,7.334342360496521,42.6894,0.11729037222,Non-freeway
1435,3323,IX,27,1435,131.57410883903503,49.5146,2.707643182,Freeway
1438,3235,IX,27,1438,3.2902777194976807,53.1398,0.0126387852,Non-freeway
1438,3253,IX,27,1438,0.3109249472618103,32.9546,0.02453105144,Non-freeway
1438,3257,IX,27,1438,6.151573181152344,30.8985,0.2690477649,Non-freeway
1438,3273,IX,27,1438,76.71867418289185,29.1033,0.6208375315,Freeway
1438,3275,IX,27,1438,0.8815234899520874,32.2914,0.01843894578,Non-freeway
1438,3277,IX,27,1438,59.69676101207733,31.0908,0.5948510019000001,Freeway
1438,3289,IX,27,1438,10.064289689064026,36.6326,0.4947937846,Non-freeway
1438,3295,IX,27,1438,31.284144580364227,34.0008,0.3065557472,Non-freeway
1438,3298,IX,27,1438,12.523951411247253,34.716,0.6012702575,Freeway
1438,3299,IX,27,1438,3.173870325088501,34.0141,0.15033001981,Non-freeway
1438,3301,IX,27,1438,28.086780548095703,37.3767,0.07582081548,Non-freeway
1438,3305,IX,27,1438,14.868661642074585,31.9468,0.4680816449,Freeway
1438,3306,IX,27,1438,1.386242389678955,35.8137,0.05790550192,Non-freeway
1438,3308,IX,27,1438,13.053319215774536,30.5037,0.7036445835,Freeway
1438,3313,IX,27,1438,10.712627649307251,47.4014,0.22358897089,Freeway
1438,3323,IX,27,1438,47.649730160832405,49.2884,0.402259314,Freeway
1442,3235,IX,26,1442,4.904444843530655,52.1647,0.164960935,Non-freeway
1442,3253,IX,26,1442,0.6116926074028015,32.4837,0.31326161973,Non-freeway
1442,3257,IX,26,1442,19.77567169070244,30.8687,3.127286175,Non-freeway
1442,3261,IX,26,1442,1.165676474571228,38.1139,0.2818523473,Non-freeway
1442,3263,IX,26,1442,0.6201480031013489,37.228,0.7970967186,Non-freeway
1442,3273,IX,26,1442,34.758665293455124,30.4434,6.742371406,Freeway
1442,3277,IX,26,1442,24.65744149684906,32.4309,6.462183058,Freeway
1442,3289,IX,26,1442,15.741770088672638,37.8126,5.000014198,Non-freeway
1442,3295,IX,26,1442,4.2490376234054565,35.1808,3.086028699,Non-freeway
1442,3298,IX,26,1442,20.615556955337524,35.8959,6.133410104,Freeway
1442,3299,IX,26,1442,5.736968040466309,35.1941,1.516264436,Non-freeway
1442,3305,IX,26,1442,12.530716180801392,32.0821,5.1870775170000005,Freeway
1442,3306,IX,26,1442,1.2056478261947632,34.4966,0.7469998402,Non-freeway
1442,3308,IX,26,1442,17.314285278320313,29.1866,9.003128976000001,Freeway
1442,3311,IX,26,1442,2.2182297706604004,43.5901,0.2038337469,Non-freeway
1442,3313,IX,26,1442,1.8078465461730957,46.0843,2.850114773,Freeway
1442,3318,IX,26,1442,1.2067128419876099,41.4881,0.22871601379,Non-freeway
1442,3322,IX,26,1442,3.3337204456329346,50.103,0.19093413205999998,Non-freeway
1442,3323,IX,26,1442,73.85510879009962,48.3133,5.213286665,Freeway
1445,3235,IX,26,1445,4.252972602844238,53.4344,0.13224035881,Non-freeway
1445,3253,IX,26,1445,0.9296513795852661,33.2492,0.25598968014,Non-freeway
1445,3254,IX,26,1445,0.5669640898704529,33.57,0.5319490148,Non-freeway
1445,3257,IX,26,1445,11.240529656410217,29.6151,3.629319299,Non-freeway
1445,3260,IX,26,1445,2.4163620471954346,35.8233,0.7000315371,Non-freeway
1445,3261,IX,26,1445,5.04128110408783,36.8604,0.3254607545,Non-freeway
1445,3263,IX,26,1445,1.2973575592041016,35.9744,0.9208493418,Non-freeway
1445,3273,IX,26,1445,45.333122968673706,29.1898,7.740136593,Freeway
1445,3275,IX,26,1445,1.079028844833374,32.378,0.2319806002,Non-freeway
1445,3277,IX,26,1445,27.724719524383545,31.1773,7.412006799,Freeway
1445,3289,IX,26,1445,6.360216856002808,37.2036,5.1656257960000005,Non-freeway
1445,3295,IX,26,1445,5.07049161195755,34.5718,3.1924754440000003,Non-freeway
1445,3297,IX,26,1445,1.0666003227233887,36.2833,1.2677580177,Non-freeway
1445,3298,IX,26,1445,12.953150033950806,35.2869,6.315583988,Freeway
1445,3299,IX,26,1445,1.0972541570663452,34.585,1.5675145121,Non-freeway
1445,3305,IX,26,1445,1.8934952020645142,32.5395,4.853025572,Freeway
1445,3306,IX,26,1445,2.3616297245025635,36.4064,0.5780284811,Non-freeway
1445,3308,IX,26,1445,14.938804030418396,31.0964,7.086437749,Freeway
1445,3318,IX,26,1445,3.452126979827881,42.7579,0.18292134415,Non-freeway
1445,3323,IX,26,1445,49.814695954322815,49.5831,4.226504135,Freeway
1448,3235,IX,26,1448,1.292461633682251,53.8893,0.10206332808,Non-freeway
1448,3253,IX,26,1448,0.5333434343338013,33.7854,0.21937069029999998,Non-freeway
1448,3254,IX,26,1448,1.520951747894287,33.3832,0.4739023526,Non-freeway
1448,3257,IX,26,1448,35.26520001888275,29.4283,3.2345571730000002,Non-freeway
1448,3273,IX,26,1448,22.436686158180237,28.3116,7.009733937,Freeway
1448,3277,IX,26,1448,18.410328149795532,30.299,6.7111364600000005,Freeway
1448,3289,IX,26,1448,4.580674231052399,36.5734,5.371386287,Non-freeway
1448,3295,IX,26,1448,13.579050064086914,33.9416,3.337305593,Non-freeway
1448,3297,IX,26,1448,6.078095078468323,35.6531,1.3220390088,Non-freeway
1448,3298,IX,26,1448,7.944262593984604,34.6567,6.483582182,Freeway
1448,3305,IX,26,1448,2.7070102095603943,34.5653,3.7571212650000003,Freeway
1448,3308,IX,26,1448,11.11490273475647,33.9932,5.772617765,Freeway
1448,3311,IX,26,1448,1.8846395015716553,48.3966,0.12920393298,Non-freeway
1448,3313,IX,26,1448,2.4022719860076904,50.8908,1.8456317575999999,Freeway
1448,3323,IX,26,1448,41.565126933157444,50.0379,3.283746586,Freeway
1450,3235,IX,26,1450,1.2887204885482788,54.1468,0.023628740829999998,Non-freeway
1450,3257,IX,26,1450,9.466007947921753,29.6832,0.6573370457000001,Non-freeway
1450,3273,IX,26,1450,36.54522639513016,28.5207,1.5814624291,Freeway
1450,3277,IX,26,1450,26.39094614982605,30.5082,1.5143024467,Freeway
1450,3289,IX,26,1450,2.9091769456863403,36.0646,1.2615594162000001,Non-freeway
1450,3295,IX,26,1450,3.0721057653427124,33.4327,0.7842839430999999,Non-freeway
1450,3298,IX,26,1450,33.687729477882385,34.1479,1.5206855529999999,Freeway
1450,3301,IX,26,1450,1.6722544431686401,36.8087,0.19319099191,Non-freeway
1450,3305,IX,26,1450,0.8084924221038818,32.7374,0.9540427336999999,Freeway
1450,3308,IX,26,1450,20.65096950531006,32.608,1.390028164,Freeway
1450,3313,IX,26,1450,1.784349799156189,49.5056,0.4438211196,Freeway
1450,3323,IX,26,1450,62.65297955274582,50.2954,0.7600685656,Freeway
1454,3257,IX,27,1454,2.0674679279327393,30.4352,1.2292142775,Non-freeway
1454,3273,IX,27,1454,0.8442494869232178,28.4157,3.379731305,Freeway
1454,3277,IX,27,1454,11.913703918457031,30.4032,3.23573448,Freeway
1454,3295,IX,27,1454,7.446394085884094,33.299,1.6915265256999998,Non-freeway
1454,3298,IX,27,1454,2.0120339393615723,34.0142,3.268530565,Freeway
1454,3299,IX,27,1454,1.6598149538040161,33.3123,0.8276299688000001,Non-freeway
1454,3305,IX,27,1454,4.872323989868164,32.0135,2.308767513,Freeway
1454,3308,IX,27,1454,3.5324796438217163,31.8841,3.374049167,Freeway
1454,3323,IX,27,1454,5.452077515423298,49.4622,1.7426233915999998,Freeway
1457,3235,IX,26,1457,0.915938675403595,54.7335,0.02045094694,Non-freeway
1457,3253,IX,26,1457,1.2230949401855469,34.4738,0.0350961572,Non-freeway
1457,3257,IX,26,1457,16.358394384384155,31.0861,0.4620147952,Non-freeway
1457,3263,IX,26,1457,1.68097722530365,37.4453,0.11828701742,Non-freeway
1457,3273,IX,26,1457,14.870442271232605,29.3099,1.4360871483,Freeway
1457,3274,IX,26,1457,2.3712925910949707,29.872,0.12866271329999998,Non-freeway
1457,3277,IX,26,1457,14.850191712379456,31.2973,1.3748189197,Freeway
1457,3283,IX,26,1457,1.5381743907928467,42.7805,0.07642248735,Non-freeway
1457,3289,IX,26,1457,6.61956787109375,34.9677,1.3833366519999999,Non-freeway
1457,3295,IX,26,1457,10.787996709346771,32.3359,0.8665639229000001,Non-freeway
1457,3298,IX,26,1457,24.328940331935883,33.0511,1.6392440707,Freeway
1457,3301,IX,26,1457,28.696399688720703,35.7118,0.21152844378,Non-freeway
1457,3305,IX,26,1457,6.015633225440979,31.8084,1.002122997,Freeway
1457,3308,IX,26,1457,12.089001595973969,31.6386,1.4896760946,Freeway
1457,3323,IX,26,1457,22.580447375774384,50.8821,0.6583590081,Freeway
1461,3243,IX,27,1461,1.3191190958023071,58.8938,0.00272123208,Non-freeway
1461,3253,IX,27,1461,0.7579419612884521,33.9018,0.026869279790000002,Non-freeway
1461,3257,IX,27,1461,20.996517181396484,31.1377,0.3129653595,Non-freeway
1461,3263,IX,27,1461,1.2654526233673096,37.497,0.08010983271,Non-freeway
1461,3273,IX,27,1461,2.413012742996216,28.3321,0.9473176721,Freeway
1461,3274,IX,27,1461,3.1377463340759277,28.8942,0.08471288095,Non-freeway
1461,3277,IX,27,1461,14.7426278591156,30.3196,0.90700546419999994,Freeway
1461,3289,IX,27,1461,7.332329034805298,35.5508,0.8215029165,Non-freeway
1461,3295,IX,27,1461,17.259777426719666,32.919,0.5123833824,Non-freeway
1461,3298,IX,27,1461,12.088959336280823,33.6342,0.9828395572,Freeway
1461,3305,IX,27,1461,4.6817909479141235,31.6458,0.6952721781000001,Freeway
1461,3308,IX,27,1461,6.06944477558136,31.5164,1.0174614233,Freeway
1461,3323,IX,27,1461,17.315603017807007,49.9189,0.45658205620000003,Freeway
1462,3253,IX,26,1462,1.1908376216888428,35.3563,0.0049220183700000005,Non-freeway
1462,3260,IX,26,1462,0.9847580790519714,37.5961,0.014503080409999999,Non-freeway
1462,3273,IX,26,1462,13.632022261619568,29.1641,0.243399766,Freeway
1462,3277,IX,26,1462,24.8648943901062,31.1516,0.2329596695,Freeway
1462,3289,IX,26,1462,13.285436809062958,34.822,0.23514729936,Non-freeway
1462,3295,IX,26,1462,4.877861261367798,32.1902,0.14752404518,Non-freeway
1462,3297,IX,26,1462,2.355975866317749,33.9017,0.05817835519,Non-freeway
1462,3298,IX,26,1462,7.704356908798218,32.9053,0.2777555792,Freeway
1462,3305,IX,26,1462,1.3091493844985962,31.9815,0.1627044749,Freeway
1462,3308,IX,26,1462,2.8588645458221436,31.5542,0.24875101824,Freeway
1462,3323,IX,26,1462,9.124640882015228,51.0552,0.10477272492999999,Freeway
1462,3328,IX,26,1462,1.496493935585022,52.3954,0.00165276513,Non-freeway
1471,3253,IX,26,1471,1.4314408600330353,34.2664,0.020345836069999998,Non-freeway
1471,3257,IX,26,1471,17.17051923274994,31.4132,0.22110468,Non-freeway
1471,3273,IX,26,1471,19.808475136756897,30.2907,0.6866142734,Freeway
1471,3277,IX,26,1471,14.814375102519989,32.2781,0.6576864842,Freeway
1471,3289,IX,26,1471,9.183192372322083,35.9485,0.6567672098,Non-freeway
1471,3295,IX,26,1471,2.209366798400879,33.3167,0.4099860284,Non-freeway
1471,3298,IX,26,1471,10.682002484798431,34.0318,0.7842490925,Freeway
1471,3301,IX,26,1471,3.1538138389587402,36.6926,0.10049402136,Non-freeway
1471,3305,IX,26,1471,11.304534673690796,30.6217,0.669113224,Freeway
1471,3308,IX,26,1471,20.328852891921997,30.5588,0.9344437621999999,Freeway
1471,3323,IX,26,1471,39.821864783763885,49.8013,0.4292036032,Freeway
1481,3235,IX,26,1481,1.7393017411231995,53.1617,0.02702255741,Non-freeway
1481,3257,IX,26,1481,17.730518221855164,31.7703,0.451835506,Non-freeway
1481,3273,IX,26,1481,11.364015340805054,31.6958,1.1010280631,Freeway
1481,3277,IX,26,1481,15.01652079820633,33.6832,1.0557927052,Freeway
1481,3283,IX,26,1481,1.3466941118240356,45.1664,0.057876640900000005,Non-freeway
1481,3289,IX,26,1481,18.60552489757538,37.3536,1.0377504092,Non-freeway
1481,3295,IX,26,1481,8.040310442447662,34.7218,0.6433496862,Non-freeway
1481,3298,IX,26,1481,2.064894199371338,35.437,1.2591778705999999,Freeway
1481,3305,IX,26,1481,6.226341128349304,31.1543,1.1160064633,Freeway
1481,3308,IX,26,1481,12.084092855453491,28.9673,1.8156950291,Freeway
1481,3318,IX,26,1481,4.894143104553223,42.4852,0.03742857551,Non-freeway
1481,3323,IX,26,1481,16.753147028386593,49.3104,0.8581165706,Freeway
1495,3235,IX,26,1495,12.37390685081482,51.7149,0.05944802524,Non-freeway
1495,3245,IX,26,1495,0.758823037147522,52.1041,0.03136722913,Non-freeway
1495,3253,IX,26,1495,0.39454662799835205,31.8923,0.10564951085,Non-freeway
1495,3257,IX,26,1495,11.884565591812134,31.2323,0.9839092938,Non-freeway
1495,3263,IX,26,1495,1.6913832426071167,37.5916,0.2509667962,Non-freeway
1495,3273,IX,26,1495,42.513176679611206,30.807,2.1250792486,Freeway
1495,3277,IX,26,1495,18.15194195508957,32.7945,2.0370585252,Freeway
1495,3289,IX,26,1495,2.001152813434601,38.3918,1.4548306717000001,Non-freeway
1495,3295,IX,26,1495,10.231913447380066,35.76,0.8952804560000001,Non-freeway
1495,3298,IX,26,1495,19.34001535177231,36.4751,1.7981614991,Freeway
1495,3299,IX,26,1495,2.116128921508789,35.7733,0.44053547037,Non-freeway
