ProjID
910
1000
111
113.05
113.1
123.11
147.01
147.02
15
15.407
201
202
203
203001
211
220
221
223
23
23.1
230
240
346
35
36
373
379
43
437
44
440.01
45.3
428.1
438
479
48
48.1
480.1
50.11
51
626
638
646
650
69.11
690
70
70.3
70.31
70.6
73
75.1
75.2
75.3
77.3
87
89.3
900
CHTBRT
CHTNSBRT
DCHCPNR
147.03
69.22
69.31
69.41
485.11
116.11
434.1
