TAZ,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighEarn,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,ParkCostW,ParkCostO,ParkCostU,ADT,PCTCV,PCTAUTOEE,PCTCVEE
1768,Internal,61,195,39722,42,23.3,15,0,0,0,195,31,77,2,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0
1769,Internal,0,0,39722,42,23.3,15,0,0,0,0,0,116,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,0,0
1770,Internal,188,452,54025,43,29,10,0,0,0,452,0,7,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,Internal,123,378,59604,42,38.4,6.9,0,0,0,378,0,6,5,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,Internal,555,1501,59604,42,38.4,6.9,0,0,0,1501,5,73,6,19,36,5,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0
1773,Internal,256,733,39722,42,23.3,15,0,0,0,733,6,11,18,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,Internal,33,98,59604,42,38.4,6.9,0,0,0,98,0,173,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0
1775,Internal,575,1417,41648,42,29.2,9,0,10,0,1427,0,110,51,10,6,41,0,0,0,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,0
1776,Internal,334,757,39722,42,23.3,15,0,3,0,760,308,82,136,46,132,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,Internal,23,59,73921,42,31.1,8.6,0,0,0,59,0,7,2,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,Internal,74,180,73921,42,31.1,8.6,0,0,0,180,19,45,55,4,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,Internal,374,931,73921,42,31.1,8.6,0,0,0,931,6,17,40,0,184,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,Internal,512,1562,61146,46,34.2,2.8,0,0,0,1562,17,137,36,10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0
1781,Internal,167,525,61146,46,34.2,2.8,0,0,0,525,0,33,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,Internal,693,1964,61146,46,34.2,2.8,0,0,0,1964,1,18,26,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,Internal,187,521,61146,46,34.2,2.8,0,0,0,521,6,17,4,3,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,Internal,937,2914,61146,46,34.2,2.8,0,7,0,2921,17,30,16,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,Internal,341,864,73921,42,31.1,8.6,0,0,0,864,19,35,44,14,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,Internal,14,34,56495,42,31.2,7,0,0,0,34,624,21,10,0,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,Internal,0,0,56495,42,31.2,7,0,0,0,0,772,18,75,0,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,Internal,132,332,56495,42,31.2,7,0,0,0,332,0,9,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,Internal,88,181,56495,42,31.2,7,0,0,0,181,128,76,248,10,16,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,Internal,20,43,56495,42,31.2,7,0,0,0,43,52,7,19,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,Internal,152,380,56495,42,31.2,7,0,0,0,380,60,10,14,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,Internal,37,81,56495,42,31.2,7,0,0,0,81,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,Internal,762,2178,56495,42,31.2,7,0,6,0,2184,1,63,11,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,Internal,120,290,39000,46,34.5,17.2,0,0,0,290,10,148,50,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0
1795,Internal,46,148,39000,46,34.5,17.2,0,0,0,148,0,10,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,Internal,241,692,39000,46,34.5,17.2,0,0,0,692,0,7,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,Internal,62,165,52124,46,30.5,2.9,0,0,0,165,0,7,46,30,249,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,Internal,846,2667,52124,46,30.5,2.9,0,0,0,2667,97,65,66,17,0,56,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,Internal,784,2200,54940,46,21,9.1,0,9,0,2209,24,79,12,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,Internal,43,123,54940,46,21,9.1,0,0,0,123,10,5,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,Internal,441,1108,52124,46,30.5,2.9,0,0,0,1108,23,41,5,0,0,31,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,Internal,49,120,63379,48,20.3,8.1,0,0,0,120,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,Internal,39,107,63379,48,20.3,8.1,0,0,0,107,0,8,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,Internal,159,480,63379,48,20.3,8.1,0,0,0,480,0,311,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,Internal,409,1188,73580,42,28.6,8.8,0,0,0,1188,0,34,6,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,Internal,187,495,52566,42,28.7,17.9,0,0,0,495,16,10,134,6,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,Internal,440,809,63379,48,20.3,8.1,0,0,0,809,6,0,4,10,68,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,Internal,566,1002,63379,48,20.3,8.1,0,0,0,1002,6,45,385,41,1252,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,Internal,371,1056,63379,48,20.3,8.1,0,0,0,1056,4,7,0,0,3,46,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,Internal,223,593,88583,48,15.1,28.5,0,0,0,593,15,27,65,21,153,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,Internal,11,24,88583,48,15.1,28.5,0,0,0,24,0,10,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,Internal,112,290,88583,48,15.1,28.5,0,0,0,290,0,20,35,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,Internal,141,344,52566,42,28.7,17.9,0,0,0,344,622,137,233,7,262,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,Internal,218,666,52566,42,28.7,17.9,0,0,0,666,106,34,53,6,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,Internal,2,5,39722,42,23.3,15,0,0,0,5,97,52,152,20,526,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,Internal,117,315,50053,48,26.2,10.1,0,0,0,315,21,28,10,0,7,22,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,Internal,590,1623,88583,48,15.1,28.5,0,5,0,1628,5,27,58,15,207,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,Internal,562,1279,60913,48,27.3,15,0,0,98,1377,37,249,474,177,95,28,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0
1819,Internal,197,479,50053,48,26.2,10.1,0,0,0,479,56,44,109,17,43,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,Internal,217,602,50053,48,26.2,10.1,0,4,0,606,2,27,31,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,Internal,179,478,50053,48,26.2,10.1,0,0,0,478,0,11,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,Internal,80,250,50053,48,26.2,10.1,0,0,0,250,145,59,117,1,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,Internal,150,397,50053,48,26.2,10.1,0,0,0,397,3,11,19,31,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,Internal,112,327,50053,48,26.2,10.1,0,6,0,333,3,15,4,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,Internal,180,398,60913,48,27.3,15,0,0,0,398,32,89,127,77,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,Internal,291,761,89309,53,21.6,18.4,0,5,0,766,7,28,14,0,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,Internal,361,984,89309,53,21.6,18.4,0,0,0,984,19,50,42,2,8,44,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,Internal,204,625,89309,53,21.6,18.4,0,0,0,625,0,58,5,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0
1829,Internal,164,477,89309,53,21.6,18.4,0,0,0,477,0,18,13,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,Internal,51,121,89309,53,21.6,18.4,0,0,0,121,0,20,1,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,Internal,323,813,74545,47,23.7,10.7,0,0,0,813,0,20,10,6,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,Internal,265,795,86027,47,29.5,9.9,0,0,0,795,37,25,2,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,Internal,146,402,67868,47,14.5,14.3,0,0,0,402,0,13,24,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,Internal,376,1009,67868,47,14.5,14.3,0,0,0,1009,1,8,13,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,Internal,809,2258,74545,47,23.7,10.7,0,0,0,2258,0,134,21,25,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,Internal,406,1114,86027,47,29.5,9.9,0,0,0,1114,10,39,8,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,Internal,338,1015,86027,47,29.5,9.9,0,0,0,1015,6,35,17,0,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,Internal,56,158,86027,47,29.5,9.9,0,0,0,158,0,3,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,Internal,188,513,67868,47,14.5,14.3,0,0,0,513,1,12,18,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,Internal,315,850,105362,51,29.8,12.4,0,0,0,850,2,9,16,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,Internal,154,423,105362,51,29.8,12.4,0,0,0,423,0,63,5,0,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,Internal,185,521,69191,51,22.2,12.6,0,0,0,521,14,8,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,Internal,416,1141,69191,51,22.2,12.6,0,0,2,1143,35,45,15,0,82,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,Internal,290,782,69191,51,22.2,12.6,0,0,0,782,22,31,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,Internal,85,250,69191,51,22.2,12.6,0,0,0,250,0,4,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,Internal,386,1135,105362,51,29.8,12.4,0,0,0,1135,16,36,13,1,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,Internal,270,745,69191,51,22.2,12.6,0,0,1,746,2,23,17,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,Internal,162,488,78214,44,25.4,13.7,0,0,0,488,0,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,Internal,149,424,78214,44,25.4,13.7,0,0,0,424,0,13,15,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,Internal,143,456,78214,44,25.4,13.7,0,0,0,456,4,21,3,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,Internal,142,430,78214,44,25.4,13.7,0,0,0,430,66,25,21,0,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,Internal,146,373,78214,44,25.4,13.7,0,0,0,373,0,19,2,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,Internal,309,739,78214,44,25.4,13.7,0,0,0,739,5,23,34,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,Internal,176,520,112917,48,13.2,24.8,0,0,0,520,1,4,29,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,Internal,154,387,105875,58,15.5,19.5,0,6,0,393,6,37,4,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,Internal,235,641,112917,48,13.2,24.8,0,0,0,641,0,34,57,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,Internal,323,854,147798,48,30.1,13.4,0,0,0,854,59,42,72,7,225,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,Internal,277,762,112917,48,13.2,24.8,0,0,0,762,0,26,16,2,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,Internal,76,186,78782,58,23.7,8.8,0,0,0,186,0,6,0,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,Internal,378,1127,132375,49,22.4,13.8,0,0,0,1127,6,71,42,10,10,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,Internal,378,1011,132375,49,22.4,13.8,0,0,0,1011,66,28,4,0,0,23,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,Internal,372,1111,132375,49,22.4,13.8,0,0,0,1111,7,43,7,0,0,56,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,Internal,136,338,147798,48,30.1,13.4,0,0,0,338,0,140,0,0,27,45,0,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0
1864,Internal,299,713,98875,50,14.1,52.4,0,0,0,713,35,57,166,24,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,Internal,349,882,91389,49,17.4,23.8,0,0,0,882,3,10,16,26,9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,Internal,112,300,158095,50,19.8,14.3,0,0,0,300,29,15,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,Internal,244,478,91389,49,17.4,23.8,0,0,0,478,7,198,374,26,103,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,Internal,336,1000,166875,50,26,10.5,0,0,0,1000,2,20,18,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,Internal,348,1068,166875,50,26,10.5,0,0,0,1068,0,20,37,25,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,Internal,150,418,158095,50,19.8,14.3,0,0,0,418,29,28,23,0,56,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,Internal,460,1409,158095,50,19.8,14.3,0,0,0,1409,0,31,72,0,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,Internal,81,262,158095,50,19.8,14.3,0,0,0,262,0,80,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0
1873,Internal,0,0,91389,49,17.4,23.8,0,0,0,0,23,0,79,96,314,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,Internal,338,692,55481,58,20.9,7.6,0,0,0,692,38,242,482,195,1977,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,Internal,133,252,55481,58,20.9,7.6,0,0,0,252,0,25,84,3,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,Internal,1175,2015,55481,58,20.9,7.6,0,0,0,2015,44,26,90,51,343,13,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,Internal,330,971,55481,58,20.9,7.6,0,0,0,971,32,82,15,17,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,Internal,0,0,55481,58,20.9,7.6,0,0,0,0,8,80,105,18,269,12,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0
1879,Internal,449,1221,66364,58,16,7.6,0,0,0,1221,0,42,4,0,13,45,0,0,0,0,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
1880,Internal,20,32,55481,58,20.9,7.6,0,0,0,32,37,26,198,0,801,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,Internal,150,446,148542,58,18.5,15.3,0,0,0,446,5,4,12,60,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,Internal,667,1664,126406,49,21.6,16.6,0,0,0,1664,82,173,311,12,22,45,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,Internal,250,731,148542,58,18.5,15.3,0,0,0,731,1,39,13,39,0,80,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,Internal,47,110,148542,58,18.5,15.3,0,0,0,110,0,50,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,Internal,348,684,55481,58,20.9,7.6,0,0,0,684,9,50,21,0,0,58,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,Internal,0,0,55481,58,20.9,7.6,0,0,0,0,89,803,396,21,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,Internal,273,683,78782,58,23.7,8.8,0,0,0,683,5,20,28,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,Internal,469,1263,105875,58,15.5,19.5,0,0,0,1263,7,194,46,2,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,Internal,386,1022,78782,58,23.7,8.8,0,13,0,1035,21,46,15,25,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,Internal,529,969,66364,58,16,7.6,0,0,0,969,0,194,18,0,4,54,0,0,0,0,191,0,0,0,0,0,0,0,1858,0,0,0,0,0,0,0
1891,Internal,70,169,66364,58,16,7.6,0,0,0,169,0,0,5,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,Internal,428,845,66364,58,16,7.6,0,0,0,845,12,167,249,0,5,54,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,Internal,358,617,66364,58,16,7.6,0,0,0,617,155,1421,729,41,49,57,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,Internal,83,205,35591,50,39.3,8.3,0,0,0,205,46,18,26,0,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,Internal,229,449,35591,50,39.3,8.3,0,0,0,449,828,287,613,33,927,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,Internal,306,651,35591,50,39.3,8.3,0,0,0,651,9,138,9,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,882,0,0,0,0,0,0,0
1897,Internal,60,143,35591,50,39.3,8.3,0,0,0,143,126,76,154,10,30,42,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,Internal,23,51,68667,50,17,20.5,0,0,0,51,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,Internal,273,644,68667,50,17,20.5,0,5,0,649,127,111,47,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,Internal,117,256,68667,50,17,20.5,0,0,0,256,22,21,30,0,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,Internal,155,440,100313,50,26,9.9,0,3,0,443,3,15,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,Internal,167,443,100313,50,26,9.9,0,0,0,443,7,14,40,32,179,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,Internal,718,1987,100313,50,26,9.9,0,0,0,1987,6,31,66,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,Internal,288,1219,100313,50,26,9.9,0,0,0,1219,0,19,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,Internal,342,893,104300,58,27,11.9,0,0,0,893,7,74,55,20,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Internal,233,670,56818,50,4.4,24.3,0,0,0,670,45,32,40,2,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,Internal,182,513,56818,50,4.4,24.3,0,0,0,513,29,82,32,0,79,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,Internal,480,1263,65568,44,23.7,20.2,0,0,0,1263,0,31,29,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,Internal,253,767,65568,44,23.7,20.2,0,0,3,770,23,49,276,68,1164,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,Internal,172,516,65568,44,23.7,20.2,0,0,0,516,5,13,10,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,Internal,446,1221,65568,44,23.7,20.2,0,0,0,1221,0,86,6,20,89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,Internal,176,420,65568,44,23.7,20.2,0,0,0,420,58,165,21,7,42,36,0,0,0,0,0,0,0,0,0,0,0,0,2114,0,0,0,0,0,0,0
1913,Internal,357,920,80094,45,31.6,16.5,0,0,0,920,378,35,374,108,237,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,Internal,109,247,42589,45,28.4,13.9,0,0,0,247,9,180,116,29,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,Internal,270,599,42589,45,28.4,13.9,0,0,0,599,13,40,285,41,189,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,Internal,0,0,42589,45,28.4,13.9,0,0,0,0,0,103,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0
1917,Internal,224,591,42589,45,28.4,13.9,0,6,0,597,3,42,92,24,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,Internal,293,727,42589,45,28.4,13.9,0,0,0,727,18,31,13,0,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,Internal,94,185,42589,45,28.4,13.9,0,0,0,185,26,74,158,37,76,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,Internal,256,684,72075,45,24.2,15,0,0,0,684,26,76,21,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0
1921,Internal,201,509,72075,45,24.2,15,0,0,0,509,29,34,54,34,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,Internal,120,321,72075,45,24.2,15,0,0,0,321,7,12,15,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,Internal,266,790,72075,45,24.2,15,0,0,0,790,8,98,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,Internal,536,1073,72075,45,24.2,15,0,0,0,1073,28,27,206,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,Internal,24,76,72075,45,24.2,15,0,0,0,76,135,20,66,4,98,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,Internal,123,329,67997,45,26.3,11.2,0,0,0,329,18,10,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,Internal,163,461,67997,45,26.3,11.2,0,0,0,461,3,21,13,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,Internal,259,693,67997,45,26.3,11.2,0,0,0,693,1,13,21,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,Internal,216,568,67997,45,26.3,11.2,0,0,0,568,18,183,62,15,56,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,Internal,345,824,67997,45,26.3,11.2,0,0,33,857,5,10,70,16,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
