TAZ,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighEarn,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,ParkCostW,ParkCostO,ParkCostU,ADT,PCTCV,PCTAUTOEE,PCTCVEE
1,Internal,352,834,76534,48,18.3,11.3,0,0,0,834,37,33,66,0,13,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Internal,391,954,76534,48,18.3,11.3,0,0,0,954,8,119,10,0,0,45,0,0,0,0,0,19,0,0,0,0,0,0,640,0,0,0,0,0,0,0
3,Internal,502,1235,108533,48,27.9,13.8,0,0,0,1235,9,52,75,2,18,34,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Internal,616,1474,61929,50,19.9,18,0,0,0,1474,17,37,60,0,22,39,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Internal,177,354,105691,50,26.3,13.9,0,0,0,354,0,8,89,19,11,39,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Internal,1253,2850,105691,50,26.3,13.9,0,0,0,2850,0,192,35,0,0,43,0,0,0,0,0,243,0,0,0,0,0,0,1126,0,0,0,0,0,0,0
7,Internal,178,362,105691,50,26.3,13.9,0,0,0,362,4,19,24,0,13,39,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Internal,121,319,73598,48,21.7,13.3,0,0,0,319,7,4,9,0,0,41,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Internal,235,592,73598,48,21.7,13.3,0,0,0,592,44,25,21,0,14,58,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Internal,128,319,73598,48,21.7,13.3,0,0,0,319,0,13,27,12,0,41,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Internal,99,257,104082,31,17,39.6,0,0,0,257,2,4,34,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Internal,357,927,100221,43,16.6,16.4,0,0,0,927,14,32,6,11,3,37,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Internal,465,1312,104082,31,17,39.6,0,0,0,1312,4,18,100,0,0,50,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Internal,1485,2546,104082,31,17,39.6,0,0,36,2582,6,31,159,109,204,22,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Internal,37,84,56905,31,10,62.9,0,0,0,84,0,3,4,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Internal,169,394,79000,40,11,39.7,0,0,0,394,0,88,3,0,0,35,0,0,0,0,0,25,0,0,0,0,0,0,540,0,0,0,0,0,0,0
17,Internal,104,246,79000,40,11,39.7,0,0,0,246,1,13,76,4,89,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Internal,1271,3227,100714,40,21.7,26.9,0,0,0,3227,89,119,180,0,5,27,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Internal,410,996,100714,40,21.7,26.9,0,0,0,996,288,67,163,45,367,20,0,0,0,0,0,106,0,0,0,0,0,0,4,0,0,0,0,0,0,0
20,Internal,144,355,100183,49,22.7,14.3,0,0,0,355,3,21,12,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Internal,500,1272,100183,49,22.7,14.3,0,0,0,1272,9,56,40,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
22,Internal,189,443,100183,49,22.7,14.3,0,6,0,449,64,6,15,4,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Internal,62,135,100183,49,22.7,14.3,0,0,0,135,2,3,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Internal,265,648,100183,49,22.7,14.3,0,0,0,648,50,33,25,4,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Internal,89,237,69427,49,20.9,17.8,0,0,0,237,11,66,11,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0
26,Internal,345,780,69427,49,20.9,17.8,0,6,0,786,8,36,39,0,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Internal,79,188,69427,49,20.9,17.8,0,0,0,188,3,16,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Internal,346,821,69427,49,20.9,17.8,0,0,0,821,9,13,23,6,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Internal,86,205,69427,49,20.9,17.8,0,0,0,205,10,4,8,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Internal,153,402,51616,49,24.7,18.3,0,0,0,402,31,16,67,0,41,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Internal,247,594,51616,49,24.7,18.3,0,0,0,594,12,22,0,0,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Internal,84,199,100221,43,16.6,16.4,0,0,0,199,156,3,59,2,33,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Internal,1694,3549,82833,33,13.9,42.3,0,0,0,3549,7,24,70,10,7,36,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Internal,161,445,82833,33,13.9,42.3,0,0,0,445,28,21,9,0,6,41,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Internal,111,266,82833,33,13.9,42.3,0,0,0,266,0,32,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Internal,278,681,82833,33,13.9,42.3,0,4,0,685,5,37,11,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Internal,90,208,100221,43,16.6,16.4,0,0,0,208,31,17,13,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Internal,157,374,100221,43,16.6,16.4,0,0,0,374,74,24,32,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
39,Internal,123,273,100221,43,16.6,16.4,0,0,0,273,17,17,38,4,35,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Internal,175,437,82833,33,13.9,42.3,0,0,0,437,13,32,29,0,8,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Internal,971,1827,82833,33,13.9,42.3,0,0,66,1893,29,84,533,23,63,27,0,0,0,0,0,119,0,0,0,0,0,0,148,0,0,0,0,0,0,0
42,Internal,57,143,82833,33,13.9,42.3,0,0,0,143,14,6,42,0,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Internal,0,0,82833,33,13.9,42.3,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Internal,38,85,100221,43,16.6,16.4,0,0,0,85,3,8,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Internal,81,196,66667,43,28,25.3,0,0,0,196,2,9,7,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Internal,78,160,66667,43,28,25.3,0,0,0,160,304,4,5,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Internal,1,2,66667,43,28,25.3,0,0,0,2,138,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Internal,73,191,66667,43,28,25.3,0,0,0,191,0,11,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Internal,73,178,66667,43,28,25.3,0,0,0,178,505,13,8,2,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Internal,174,465,66667,43,28,25.3,0,0,0,465,47,29,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Internal,42,99,66667,43,28,25.3,0,0,0,99,5,5,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Internal,41,117,66667,43,28,25.3,0,0,0,117,2,8,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Internal,147,323,50238,43,17.7,16.5,0,0,0,323,22,36,21,12,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Internal,63,164,50238,43,17.7,16.5,0,0,0,164,4,14,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Internal,120,316,50238,43,17.7,16.5,0,0,0,316,25,56,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0
56,Internal,149,320,47692,45,16.2,24.2,0,0,0,320,11,121,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1311,0,0,0,0,0,0,0
57,Internal,744,1516,47692,45,16.2,24.2,0,3,86,1605,17,67,325,84,77,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Internal,103,220,47692,45,16.2,24.2,0,0,0,220,25,3,5,15,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Internal,103,218,47692,45,16.2,24.2,0,0,0,218,1,4,36,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Internal,53,124,47692,45,16.2,24.2,0,0,0,124,7,6,2,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Internal,36,88,47692,45,16.2,24.2,0,0,0,88,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Internal,75,188,52083,45,19.3,16.9,0,14,78,280,5,55,80,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Internal,38,84,52083,45,19.3,16.9,0,0,0,84,2,0,13,0,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Internal,80,190,52083,45,19.3,16.9,0,0,0,190,0,6,5,0,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Internal,445,1037,52083,45,19.3,16.9,0,0,0,1037,53,41,193,31,416,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Internal,63,153,52083,45,19.3,16.9,0,18,0,171,2,0,73,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Internal,398,891,52083,45,19.3,16.9,0,0,0,891,6,26,12,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Internal,98,220,52083,45,19.3,16.9,0,0,0,220,0,8,4,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Internal,52,124,103671,45,21.7,25.6,0,0,0,124,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Internal,359,908,103671,45,21.7,25.6,0,0,131,1039,68,109,614,136,180,32,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0
71,Internal,277,616,71410,45,11.8,24.6,0,0,47,663,42,295,91,36,77,40,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0
72,Internal,165,360,71410,45,11.8,24.6,0,0,0,360,0,9,7,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Internal,359,897,71410,45,11.8,24.6,0,0,0,897,3,16,29,7,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Internal,65,191,103671,45,21.7,25.6,0,0,0,191,10,9,5,5,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Internal,196,488,103671,45,21.7,25.6,0,0,0,488,16,34,11,2,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Internal,58,129,103671,45,21.7,25.6,0,0,0,129,0,3,7,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Internal,200,534,103671,45,21.7,25.6,0,0,0,534,12,39,12,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Internal,179,282,103971,54,12.4,40.1,0,0,0,282,2,145,11,82,0,34,0,0,0,0,0,6,0,0,0,0,0,0,515,0,0,0,0,0,0,0
79,Internal,793,1427,49632,54,7.4,22.6,0,0,0,1427,0,8,19,0,4,58,0,0,0,0,0,705,0,4,0,0,0,0,0,0,0,0,0,0,0,0
80,Internal,175,395,97464,54,21,18.6,0,0,0,395,1,3,14,0,4,58,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0
81,Internal,0,0,77485,72,9.3,3.6,0,0,0,0,195,427,49,10,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Internal,394,915,77485,72,9.3,3.6,0,0,0,915,55,39,14,0,0,69,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
83,Internal,0,0,77485,72,9.3,3.6,0,0,0,0,0,236,327,180,28,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Internal,292,533,77485,72,9.3,3.6,0,6,0,539,17,17,57,79,66,74,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
85,Internal,0,0,58190,50,22,12,0,0,0,0,37,225,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Internal,657,1114,32196,43,0,0,0,0,0,1114,16,16,302,0,310,15,0,0,0,0,0,19,983,0,0,0,0,0,0,267,200,74,0,0,0,0
87,Internal,258,625,38250,47,23,10.8,0,0,0,625,25,52,96,0,17,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Internal,44,140,38250,47,23,10.8,0,4,0,144,80,45,87,20,194,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Internal,51,121,38250,47,23,10.8,0,0,0,121,0,0,13,7,27,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Internal,204,462,38250,47,23,10.8,0,12,0,474,0,14,22,0,15,17,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0
91,Internal,357,1008,47411,47,28.4,10.3,0,2,15,1025,112,87,35,11,31,33,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0
92,Internal,275,775,47411,47,28.4,10.3,0,0,6,781,52,27,20,0,0,38,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0
93,Internal,42,111,49205,55,19.2,11.1,0,0,188,299,2,48,2590,0,36,62,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0
94,Internal,198,436,49205,55,19.2,11.1,0,0,0,436,58,66,147,36,35,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Internal,331,629,49205,55,19.2,11.1,0,0,0,629,0,4,103,0,3,55,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0
96,Internal,34,79,31173,55,18.3,5.7,0,0,0,79,0,38,12,0,0,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Internal,79,185,31173,55,18.3,5.7,0,0,0,185,0,82,6,10,10,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Internal,188,426,31173,55,18.3,5.7,0,0,0,426,0,94,7,0,2,55,0,0,0,0,0,0,4,0,0,0,0,0,492,0,0,0,0,0,0,0
99,Internal,60,150,49205,55,19.2,11.1,0,19,11,180,21,52,217,9,17,28,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0
100,Internal,224,504,31173,55,18.3,5.7,0,0,2,506,3,113,5,23,0,55,0,0,0,0,0,0,4,11,0,0,0,0,585,0,0,0,0,0,0,0
101,Internal,438,1348,31173,55,18.3,5.7,0,0,0,1348,0,15,9,0,11,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Internal,87,233,49205,55,19.2,11.1,0,0,0,233,0,20,52,0,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Internal,141,308,31004,54,24.6,5.5,0,0,0,308,4,2,7,0,9,40,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Internal,249,480,31004,54,24.6,5.5,0,60,0,540,14,18,33,67,26,79,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
105,Internal,4,11,31004,54,24.6,5.5,0,0,0,11,566,160,103,9,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Internal,1,2,31004,54,24.6,5.5,0,0,0,2,52,26,58,5,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Internal,77,189,46174,54,14.5,6.3,0,0,0,189,13,22,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Internal,163,381,46174,54,14.5,6.3,0,13,3,397,53,20,19,12,8,14,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0
109,Internal,97,283,46174,54,14.5,6.3,0,180,0,463,0,64,3,3,14,27,0,0,0,0,0,0,3,0,0,0,0,0,433,0,0,0,0,0,0,0
110,Internal,0,0,46174,54,14.5,6.3,0,0,0,0,2,29,83,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Internal,162,364,72031,54,18.2,8.6,0,0,0,364,45,7,11,0,0,73,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Internal,49,108,72031,54,18.2,8.6,0,0,0,108,5,32,8,3,4,41,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
113,Internal,106,244,72031,54,18.2,8.6,0,0,17,261,0,5,33,0,4,40,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0
114,Internal,179,385,72031,54,18.2,8.6,0,0,0,385,24,4,30,0,0,40,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Internal,69,146,35135,52,24.2,8.2,0,0,0,146,2,0,0,0,2,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Internal,0,0,35135,52,24.2,8.2,0,0,0,0,68,57,208,107,758,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Internal,197,415,35135,52,24.2,8.2,0,5,0,420,25,47,141,5,12,35,0,0,0,0,0,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0
118,Internal,238,534,35135,52,24.2,8.2,0,0,0,534,5,5,46,10,143,4,0,0,0,0,0,0,57,4,0,0,0,0,0,0,0,0,0,0,0,0
119,Internal,296,718,43869,52,14.9,10,0,0,0,718,14,37,53,14,72,28,0,0,0,0,0,0,43,11,0,0,0,0,135,0,0,0,0,0,0,0
120,Internal,345,743,65000,52,19.4,10.4,0,4,0,747,14,39,84,27,11,28,0,0,0,0,0,0,165,4,0,0,0,0,0,267,200,74,0,0,0,0
121,Internal,173,366,91806,57,25.3,3.9,0,0,0,366,0,14,0,0,2,31,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0
122,Internal,185,391,91806,57,25.3,3.9,0,0,0,391,3,17,28,0,21,34,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0
123,Internal,143,347,93529,57,24.6,8.2,0,0,0,347,0,0,11,0,0,34,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
124,Internal,240,525,93529,57,24.6,8.2,0,0,0,525,4,23,16,0,5,42,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Internal,177,424,93529,57,24.6,8.2,0,0,0,424,3,20,3,40,7,34,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0
126,Internal,187,450,59107,57,18.6,8.7,0,0,0,450,75,7,1,0,0,34,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Internal,541,1088,59107,57,18.6,8.7,0,6,0,1094,14,123,22,6,0,34,0,0,0,0,0,0,119,11,0,0,0,0,350,0,0,0,0,0,0,0
128,Internal,108,228,87031,52,12.6,13.7,0,0,0,228,14,29,90,3,0,18,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0
129,Internal,70,146,87031,52,12.6,13.7,0,0,0,146,0,5,6,21,58,14,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0
130,Internal,103,186,87031,52,12.6,13.7,0,0,0,186,9,13,17,11,29,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Internal,88,202,87031,52,12.6,13.7,0,0,0,202,29,11,61,17,6,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Internal,51,136,87031,52,12.6,13.7,0,0,0,136,46,27,38,24,42,38,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
133,Internal,132,283,83750,52,23.7,14.2,0,0,0,283,0,3,0,0,0,40,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Internal,103,226,83750,52,23.7,14.2,0,24,0,250,6,247,20,0,0,66,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Internal,137,323,83750,52,23.7,14.2,0,0,0,323,0,11,17,0,0,40,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Internal,61,136,101797,52,23.4,9.2,0,0,0,136,0,50,18,0,1,40,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Internal,35,81,101797,52,23.4,9.2,0,0,0,81,179,15,49,55,124,34,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Internal,0,0,101797,52,23.4,9.2,0,0,0,0,79,8,7,0,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Internal,135,277,101797,52,23.4,9.2,0,0,0,277,0,42,22,0,0,30,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Internal,86,179,101797,52,23.4,9.2,0,0,0,179,0,5,25,0,5,42,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Internal,163,262,48250,56,7.4,6.1,0,0,0,262,0,154,195,95,132,22,0,0,0,0,0,0,3,0,0,0,0,0,0,267,200,74,0,0,0,0
142,Internal,548,957,48250,56,7.4,6.1,0,0,0,957,4,17,126,144,304,22,0,0,0,0,0,0,1015,0,0,0,0,0,0,267,200,74,0,0,0,0
143,Internal,0,0,48250,56,7.4,6.1,0,0,0,0,1,1,41,0,242,20,0,0,0,0,0,0,0,0,0,0,0,0,0,267,200,74,0,0,0,0
144,Internal,0,0,30625,43,10.1,0,0,0,0,0,0,32,194,27,323,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Internal,270,509,48250,56,7.4,6.1,0,0,0,509,8,34,37,5,27,22,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Internal,32,77,48250,56,7.4,6.1,0,0,0,77,55,21,51,5,0,40,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
147,Internal,165,301,48250,56,7.4,6.1,0,0,0,301,0,2,5,0,0,22,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Internal,135,257,48250,56,7.4,6.1,0,0,0,257,33,93,4,0,0,22,0,0,0,0,0,0,68,0,0,0,0,0,513,0,0,0,0,0,0,0
149,Internal,54,107,48250,56,7.4,6.1,0,0,0,107,28,19,32,0,65,24,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0
150,Internal,79,157,48250,56,7.4,6.1,0,0,0,157,13,7,127,0,22,12,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Internal,40,110,48250,56,7.4,6.1,0,0,0,110,5,27,47,0,77,40,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Internal,232,424,48250,56,7.4,6.1,0,0,0,424,20,159,425,37,419,17,0,0,0,0,0,0,10,4,0,0,0,0,0,267,200,74,0,0,0,0
153,Internal,101,170,48250,56,7.4,6.1,0,0,0,170,0,0,2,0,0,22,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0
154,Internal,0,0,16250,47,0,0,0,3,88,91,0,19,117,7,13,27,0,0,0,0,0,0,77,0,0,0,0,0,0,267,200,74,0,0,0,0
155,Internal,0,0,16250,47,0,0,0,1,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Internal,0,0,16250,47,0,0,0,0,0,0,0,0,232,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Internal,279,500,16250,47,0,0,48,0,0,548,30,64,4,0,0,8,0,0,48,0,0,0,6,0,0,0,12,0,0,267,200,74,0,0,0,0
158,Internal,338,726,16250,47,0,0,608,0,0,1334,48,254,25,49,8,17,0,0,608,0,0,0,13,0,0,0,9,0,0,267,200,74,0,0,0,0
159,Internal,51,83,16250,47,0,0,74,0,0,157,0,9,0,0,0,26,0,0,74,0,0,0,31,0,0,0,18,0,0,267,200,74,0,0,0,0
160,Internal,0,0,16250,47,0,0,0,0,105,105,0,56,230,13,2,30,0,0,0,0,0,0,0,0,0,0,20,0,0,267,200,74,0,0,0,0
161,Internal,295,578,60469,47,18.4,5.1,0,6,0,584,26,3,86,21,8,50,0,0,0,0,0,0,92,7,0,0,13,0,0,0,0,0,0,0,0,0
162,Internal,0,0,60469,47,18.4,5.1,0,0,0,0,6,671,3,0,35,26,0,0,0,0,0,0,4,0,0,0,0,0,0,267,200,74,0,0,0,0
163,Internal,280,680,28837,47,12.2,2.2,0,0,0,680,81,44,82,0,13,22,0,0,0,0,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0
164,Internal,411,1090,35711,47,34.6,4.9,0,28,0,1118,14,77,97,5,1,38,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,0,0,0
165,Internal,1030,2291,42831,54,20.2,11.7,0,128,0,2419,28,115,546,29,312,26,0,0,0,0,0,69,74,22,0,0,0,0,7,0,0,0,0,0,0,0
