Person_ID,On_campus,Graduate,Have_car,Have_parking_permit,Start_PlaceID,Start_PlaceType,End_PlaceID,End_PlaceType,TAZ_o,TAZ_d,Origin_PA,Destination_PA,TAZ_P,TAZ_A,Trip_Purpose,UHC,UHO,UCO,UC1,UOO,UCC,Campus_TAZ_A,Campus_TAZ_P,Purpose,Primary_Mode,Bicycle,Bus,Car,Carpool,Walk,Other,distance_miles,distance_zonetozone,Weight,Bicycle_W,Bus_W,Car_W,Carpool_W,Walk_W,Other_W
1055,1,0,Yes,Yes,1055008,North Carolina State University,1055009,North Carolina State University,3055,3058,P,A,3055,3058,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.4986291186912743,0.512701,63.6818,0,0,0,0,63.6818,0
1056,0,1,Yes,Yes,1056000,Home,1056001,North Carolina State University,2426,3056,P,A,2426,3056,UHC,1,0,0,0,0,0,NCSU_Main,NA,Attend Classes / Study / Research,Car,0,0,1,0,0,0,1.6048684221283689,8.572081,52.304878,0,0,52.304878,0,0,0
1056,0,1,Yes,Yes,1056001,North Carolina State University,1056002,Home,3056,2426,A,P,2426,3056,UHC,1,0,0,0,0,0,NCSU_Main,NA,Go home,Car,0,0,1,0,0,0,1.5990346804722408,8.310018,52.304878,0,0,52.304878,0,0,0
1057,1,0,No,No,1057000,Home,1057001,North Carolina State University,3056,3031,P,A,3056,3031,UHC,1,0,0,0,0,0,NCSU_Centennial,NCSU_Main,Dining / Shopping,Bus,0,1,0,0,0,0,1.0511480484953766,1.930305,63.6818,0,63.6818,0,0,0,0
1057,1,0,No,No,1057001,North Carolina State University,1057002,North Carolina State University,3031,3031,P,A,3031,3031,UC1,0,0,0,1,0,0,NCSU_Centennial,NCSU_Centennial,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.10502759458464304,0.435284,63.6818,0,0,0,0,63.6818,0
1057,1,0,No,No,1057002,North Carolina State University,1057003,North Carolina State University,3031,3056,P,A,3031,3056,UCC,0,0,0,0,0,1,NCSU_Main,NCSU_Centennial,Go home,Bus,0,1,0,0,0,0,0.9310273241507389,1.99226,63.6818,0,63.6818,0,0,0,0
1057,1,0,No,No,1057003,North Carolina State University,1057004,North Carolina State University,3056,3054,P,A,3056,3054,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Dining / Shopping,Walk,0,0,0,0,1,0,0.06688969737648721,0.437193,63.6818,0,0,0,0,63.6818,0
1057,1,0,No,No,1057004,North Carolina State University,1057005,North Carolina State University,3054,3031,P,A,3054,3031,UCC,0,0,0,0,0,1,NCSU_Centennial,NCSU_Main,Attend Classes / Study / Research,Bus,0,1,0,0,0,0,0.8451320060850398,1.449376,63.6818,0,63.6818,0,0,0,0
1057,1,0,No,No,1057005,North Carolina State University,1057006,Home,3031,3056,A,P,3056,3031,UHC,1,0,0,0,0,0,NCSU_Centennial,NCSU_Main,Go home,Bus,0,1,0,0,0,0,0.9312948970823923,1.99226,63.6818,0,63.6818,0,0,0,0
1057,1,0,No,No,1057006,Home,1057007,Home,3056,3056,P,P,3056,3056,99,0,0,0,0,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.02075121741425071,0.289656,63.6818,0,0,0,0,63.6818,0
1057,1,0,No,No,1057007,Home,1057008,Other,3056,1498,P,A,3056,1498,UHO,0,1,0,0,0,0,NA,NCSU_Main,Recreational / Social / Community Service / Personal,Walk,0,0,0,0,1,0,0.2554744142512449,0.429811,63.6818,0,0,0,0,63.6818,0
1057,1,0,No,No,1057008,Other,1057009,Home,1498,3056,A,P,3056,1498,UHO,0,1,0,0,0,0,NA,NCSU_Main,Go home,Carpool,0,0,0,1,0,0,0.2557815660705925,0.429811,63.6818,0,0,0,63.6818,0,0
1059,1,0,Yes,Yes,1059000,Home,1059001,North Carolina State University,3058,3060,P,A,3058,3060,UHC,1,0,0,0,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.10354723400520001,0.306576,63.6818,0,0,0,0,63.6818,0
1059,1,0,Yes,Yes,1059001,North Carolina State University,1059002,North Carolina State University,3060,3040,P,A,3060,3040,UCC,0,0,0,0,0,1,NCSU_Centennial,NCSU_Main,Attend Classes / Study / Research,Carpool,0,0,0,1,0,0,0.38470777789566174,2.07777,63.6818,0,0,0,63.6818,0,0
1059,1,0,Yes,Yes,1059002,North Carolina State University,1059003,North Carolina State University,3040,3058,P,A,3040,3058,UCC,0,0,0,0,0,1,NCSU_Main,NCSU_Centennial,Go home,Bus,0,1,0,0,0,0,0.31883912871574455,2.064489,63.6818,0,63.6818,0,0,0,0
1059,1,0,Yes,Yes,1059003,North Carolina State University,1059004,North Carolina State University,3058,3056,P,A,3058,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Carpool,0,0,0,1,0,0,0.588078272821867,1.018723,63.6818,0,0,0,63.6818,0,0
1059,1,0,Yes,Yes,1059004,North Carolina State University,1059005,North Carolina State University,3056,3056,P,A,3056,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Recreational / Social / Community Service / Personal,Walk,0,0,0,0,1,0,0.09017834256169467,0.289656,63.6818,0,0,0,0,63.6818,0
1059,1,0,Yes,Yes,1059005,North Carolina State University,1059006,North Carolina State University,3056,3056,P,A,3056,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Recreational / Social / Community Service / Personal,Walk,0,0,0,0,1,0,0.010693402694927122,0.289656,63.6818,0,0,0,0,63.6818,0
1059,1,0,Yes,Yes,1059006,North Carolina State University,1059007,Home,3056,3058,A,P,3058,3056,UHC,1,0,0,0,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.6710935602588725,1.018723,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061000,North Carolina State University,1061001,North Carolina State University,3058,3058,P,A,3058,3058,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Dining / Shopping,Walk,0,0,0,0,1,0,0.017703347156791865,0.228685,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061001,North Carolina State University,1061002,North Carolina State University,3058,3056,P,A,3058,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.79546449456535,1.018723,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061002,North Carolina State University,1061003,North Carolina State University,3056,3056,P,A,3056,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Work,Walk,0,0,0,0,1,0,0.1523272798039797,0.289656,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061003,North Carolina State University,1061004,North Carolina State University,3056,3056,P,A,3056,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.14525852189799493,0.289656,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061004,North Carolina State University,1061005,North Carolina State University,3056,3055,P,A,3056,3055,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Dining / Shopping,Walk,0,0,0,0,1,0,0.2374319005877524,0.464153,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061005,North Carolina State University,1061006,North Carolina State University,3055,3056,P,A,3055,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.10175881896450692,0.464153,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061006,North Carolina State University,1061007,North Carolina State University,3056,3058,P,A,3056,3058,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.6091934227299549,1.018723,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061007,North Carolina State University,1061008,North Carolina State University,3058,1486,P,A,3058,1486,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Recreational / Social / Community Service / Personal,Walk,0,0,0,0,1,0,0.27282617132519393,0.300585,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061008,North Carolina State University,1061009,Home,1486,3058,A,P,3058,1486,UHC,1,0,0,0,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.19640268033094588,0.300585,63.6818,0,0,0,0,63.6818,0
1061,1,0,Yes,No,1061009,Home,1061010,North Carolina State University,3058,1503,P,A,3058,1503,UHC,1,0,0,0,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.0376742883968265,0.43583,63.6818,0,0,0,0,63.6818,0
1062,0,1,Yes,Yes,1062000,Home,1062001,Other,2095,2415,P,A,2095,2415,UHO,0,1,0,0,0,0,NA,NA,Other-- Work Out,Car,0,0,1,0,0,0,8.097202006396003,13.446518,66.4210526,0,0,66.4210526,0,0,0
1062,0,1,Yes,Yes,1062001,Other,1062002,Off-campus Workplace,2415,2454,P,A,2415,2454,UOO,0,0,0,0,1,0,NA,NA,Work,Car,0,0,1,0,0,0,2.4896205133203013,2.834492,66.4210526,0,0,66.4210526,0,0,0
1062,0,1,Yes,Yes,1062002,Off-campus Workplace,1062003,Other,2454,1663,P,A,2454,1663,UOO,0,0,0,0,1,0,NA,NA,Dining / Shopping,Car,0,0,1,0,0,0,1.105700901255915,2.363309,66.4210526,0,0,66.4210526,0,0,0
1062,0,1,Yes,Yes,1062003,Other,1062004,North Carolina State University,1663,3041,A,P,3041,1663,UCO,0,0,1,0,0,0,NA,NCSU_Centennial,Attend Classes / Study / Research,Car,0,0,1,0,0,0,2.8981144537131382,9.013537,66.4210526,0,0,66.4210526,0,0,0
1062,0,1,Yes,Yes,1062004,North Carolina State University,1062005,Off-campus Workplace,3041,2455,P,A,3041,2455,UCO,0,0,1,0,0,0,NA,NCSU_Centennial,Work,Car,0,0,1,0,0,0,4.084871169431127,12.2016,66.4210526,0,0,66.4210526,0,0,0
1062,0,1,Yes,Yes,1062005,Off-campus Workplace,1062006,Other,2455,2190,P,A,2455,2190,UOO,0,0,0,0,1,0,NA,NA,Other-- Pick Up Kids,Car,0,0,1,0,0,0,8.621035161565986,15.763611,66.4210526,0,0,66.4210526,0,0,0
1062,0,1,Yes,Yes,1062006,Other,1062007,Home,2190,2386,A,P,2386,2190,UHO,0,1,0,0,0,0,NA,NA,Go home,Car,0,0,1,0,0,0,0.09718846346584993,0.990757,66.4210526,0,0,66.4210526,0,0,0
1063,1,0,No,No,1063000,Home,1063001,North Carolina State University,3052,3056,P,A,3052,3056,UHC,1,0,0,0,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.49803107224101434,0.93293,63.6818,0,0,0,0,63.6818,0
1063,1,0,No,No,1063001,North Carolina State University,1063002,North Carolina State University,3056,3056,P,A,3056,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Dining / Shopping,Walk,0,0,0,0,1,0,0.11809202867511213,0.289656,63.6818,0,0,0,0,63.6818,0
1063,1,0,No,No,1063002,North Carolina State University,1063003,North Carolina State University,3056,3052,P,A,3056,3052,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.3668088014208579,0.984796,63.6818,0,0,0,0,63.6818,0
1063,1,0,No,No,1063003,North Carolina State University,1063004,North Carolina State University,3052,3052,P,A,3052,3052,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Dining / Shopping,Walk,0,0,0,0,1,0,0.0905765256191651,0.198796,63.6818,0,0,0,0,63.6818,0
1063,1,0,No,No,1063004,North Carolina State University,1063005,North Carolina State University,3052,3052,P,A,3052,3052,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.10432389401560979,0.198796,63.6818,0,0,0,0,63.6818,0
1065,0,1,Yes,Yes,1065000,Home,1065001,North Carolina State University,1625,3040,P,A,1625,3040,UHC,1,0,0,0,0,0,NCSU_Centennial,NA,Attend Classes / Study / Research,Car,0,0,1,0,0,0,2.040786728365538,3.802234,52.304878,0,0,52.304878,0,0,0
1065,0,1,Yes,Yes,1065001,North Carolina State University,1065002,North Carolina State University,3040,1648,P,A,3040,1648,UC1,0,0,0,1,0,0,NA,NCSU_Centennial,Attend Classes / Study / Research,Carpool,0,0,0,1,0,0,0.5148931481817635,2.150293,52.304878,0,0,0,52.304878,0,0
1065,0,1,Yes,Yes,1065002,North Carolina State University,1065003,Other,1648,3044,P,A,1648,3044,UCO,0,0,1,0,0,0,NA,NA,Dining / Shopping,Carpool,0,0,0,1,0,0,0.15923735067637013,0.671882,52.304878,0,0,0,52.304878,0,0
1065,0,1,Yes,Yes,1065003,Other,1065004,Home,3044,1625,A,P,1625,3044,UHO,0,1,0,0,0,0,NA,NA,Go home,Car,0,0,1,0,0,0,1.7776876251365439,2.295959,52.304878,0,0,52.304878,0,0,0
1066,0,1,Yes,Yes,1066000,Home,1066001,North Carolina State University,1889,3031,P,A,1889,3031,UHC,1,0,0,0,0,0,NCSU_Centennial,NA,Attend Classes / Study / Research,Car,0,0,1,0,0,0,1.616229649783631,3.476464,52.304878,0,0,52.304878,0,0,0
1066,0,1,Yes,Yes,1066001,North Carolina State University,1066002,North Carolina State University,3031,1486,P,A,3031,1486,UCC,0,0,0,0,0,1,NCSU_Main,NCSU_Centennial,Recreational / Social / Community Service / Personal,Bus,0,1,0,0,0,0,0.5182368936783486,1.467898,52.304878,0,52.304878,0,0,0,0
1066,0,1,Yes,Yes,1066002,North Carolina State University,1066003,North Carolina State University,1486,3031,P,A,1486,3031,UCC,0,0,0,0,0,1,NCSU_Centennial,NCSU_Main,Attend Classes / Study / Research,Bus,0,1,0,0,0,0,0.5053361325583918,1.467898,52.304878,0,52.304878,0,0,0,0
1066,0,1,Yes,Yes,1066003,North Carolina State University,1066004,Home,3031,1889,A,P,1889,3031,UHC,1,0,0,0,0,0,NCSU_Centennial,NA,Go home,Car,0,0,1,0,0,0,1.685992181090972,3.476464,52.304878,0,0,52.304878,0,0,0
1067,0,1,No,No,1067000,Home,1067001,Off-campus Workplace,1608,NA,P,A,1608,NA,UHO,0,1,0,0,0,0,NA,NA,Work,Carpool,0,0,0,1,0,0,50.422283686575476,NA,66.4210526,0,0,0,66.4210526,0,0
1067,0,1,No,No,1067001,Off-campus Workplace,1067002,Home,NA,1608,A,P,1608,NA,UHO,0,1,0,0,0,0,NA,NA,Go home,Car,0,0,1,0,0,0,50.57736679539802,NA,66.4210526,0,0,66.4210526,0,0,0
1068,0,1,Yes,No,1068000,Home,1068001,North Carolina State University,1670,3031,P,A,1670,3031,UHC,1,0,0,0,0,0,NCSU_Centennial,NA,Work,Car,0,0,1,0,0,0,2.0640929913569637,6.607231,52.304878,0,0,52.304878,0,0,0
1068,0,1,Yes,No,1068001,North Carolina State University,1068002,North Carolina State University,3031,3040,P,A,3031,3040,UC1,0,0,0,1,0,0,NCSU_Centennial,NCSU_Centennial,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.12575275390283722,1.060966,52.304878,0,0,0,0,52.304878,0
1068,0,1,Yes,No,1068002,North Carolina State University,1068003,Other,3040,1572,P,A,3040,1572,UCO,0,0,1,0,0,0,NA,NCSU_Centennial,Recreational / Social / Community Service / Personal,Car,0,0,1,0,0,0,1.9360791789058671,2.32352,52.304878,0,0,52.304878,0,0,0
1068,0,1,Yes,No,1068003,Other,1068004,Off-campus Workplace,1572,1622,P,A,1572,1622,UOO,0,0,0,0,1,0,NA,NA,Work,Car,0,0,1,0,0,0,5.734589654946727,6.279452,52.304878,0,0,52.304878,0,0,0
1068,0,1,Yes,No,1068004,Off-campus Workplace,1068005,Other,1622,1670,P,A,1622,1670,UOO,0,0,0,0,1,0,NA,NA,Dining / Shopping,Car,0,0,1,0,0,0,1.7288997955665035,4.047934,52.304878,0,0,52.304878,0,0,0
1068,0,1,Yes,No,1068005,Other,1068006,Home,1670,1670,A,P,1670,1670,UHO,0,1,0,0,0,0,NA,NA,Go home,Car,0,0,1,0,0,0,0.10093057260416231,0.606606,52.304878,0,0,52.304878,0,0,0
1069,0,1,Yes,No,1069000,Other,1069001,Home,1652,1651,A,P,1651,1652,UHO,0,1,0,0,0,0,NCSU_Main,NA,Go home,Car,0,0,1,0,0,0,0.3436423561791496,1.566017,52.304878,0,0,52.304878,0,0,0
1069,0,1,Yes,No,1069001,Home,1069002,North Carolina State University,1651,3031,P,A,1651,3031,UHC,1,0,0,0,0,0,NCSU_Centennial,NA,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.3284464867131169,0.80863,52.304878,0,0,0,0,52.304878,0
1069,0,1,Yes,No,1069002,North Carolina State University,1069003,North Carolina State University,3031,3036,P,A,3031,3036,UC1,0,0,0,1,0,0,NCSU_Centennial,NCSU_Centennial,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.13929918090386795,0.500467,52.304878,0,0,0,0,52.304878,0
1069,0,1,Yes,No,1069003,North Carolina State University,1069004,North Carolina State University,3036,3040,P,A,3036,3040,UC1,0,0,0,1,0,0,NCSU_Centennial,NCSU_Centennial,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.22354007790537875,1.110423,52.304878,0,0,0,0,52.304878,0
1069,0,1,Yes,No,1069004,North Carolina State University,1069005,North Carolina State University,3040,3036,P,A,3040,3036,UC1,0,0,0,1,0,0,NCSU_Centennial,NCSU_Centennial,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.22354007790537875,1.110423,52.304878,0,0,0,0,52.304878,0
1069,0,1,Yes,No,1069005,North Carolina State University,1069006,Home,3036,1651,A,P,1651,3036,UHC,1,0,0,0,0,0,NCSU_Centennial,NA,Go home,Walk,0,0,0,0,1,0,0.44995602371538435,0.627365,52.304878,0,0,0,0,52.304878,0
1070,1,0,Yes,Yes,1070000,North Carolina State University,1070001,North Carolina State University,3054,3056,P,A,3054,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.1422293468977904,0.437193,63.6818,0,0,0,0,63.6818,0
1070,1,0,Yes,Yes,1070001,North Carolina State University,1070002,North Carolina State University,3056,3031,P,A,3056,3031,UCC,0,0,0,0,0,1,NCSU_Centennial,NCSU_Main,Attend Classes / Study / Research,Bus,0,1,0,0,0,0,0.9808405699509269,1.930305,63.6818,0,63.6818,0,0,0,0
1070,1,0,Yes,Yes,1070002,North Carolina State University,1070003,Off-campus Workplace,3031,2125,P,A,3031,2125,UCO,0,0,1,0,0,0,NA,NCSU_Centennial,Work,Car,0,0,1,0,0,0,11.915118943582426,12.725436,63.6818,0,0,63.6818,0,0,0
1070,1,0,Yes,Yes,1070003,Off-campus Workplace,1070004,Home,2125,2125,A,P,2125,2125,UHO,0,1,0,0,0,0,NA,NA,Go home,Car,0,0,1,0,0,0,0.05540120368097448,0.299416,63.6818,0,0,63.6818,0,0,0
1070,1,0,Yes,Yes,1070004,Home,1070005,North Carolina State University,2125,3054,P,A,2125,3054,UHC,1,0,0,0,0,0,NCSU_Main,NA,Other-- Go to Dorm,Car,0,0,1,0,0,0,12.676472537949538,12.07875,63.6818,0,0,63.6818,0,0,0
1071,1,0,No,No,1071000,North Carolina State University,1071001,North Carolina State University,3052,3056,P,A,3052,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.6433796200289742,0.93293,63.6818,0,0,0,0,63.6818,0
1071,1,0,No,No,1071001,North Carolina State University,1071002,North Carolina State University,3056,3055,P,A,3056,3055,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Dining / Shopping,Walk,0,0,0,0,1,0,0.46383438394677284,0.464153,63.6818,0,0,0,0,63.6818,0
1071,1,0,No,No,1071002,North Carolina State University,1071003,North Carolina State University,3055,3056,P,A,3055,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.2931785142775989,0.464153,63.6818,0,0,0,0,63.6818,0
1071,1,0,No,No,1071003,North Carolina State University,1071004,North Carolina State University,3056,3052,P,A,3056,3052,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.442726011541022,0.984796,63.6818,0,0,0,0,63.6818,0
1072,1,0,No,No,1072000,Home,1072001,North Carolina State University,3058,3040,P,A,3058,3040,UHC,1,0,0,0,0,0,NCSU_Centennial,NCSU_Main,Attend Classes / Study / Research,Bus,0,1,0,0,0,0,0.2878486394647283,2.226698,63.6818,0,63.6818,0,0,0,0
1072,1,0,No,No,1072001,North Carolina State University,1072002,North Carolina State University,3040,3056,P,A,3040,3056,UCC,0,0,0,0,0,1,NCSU_Main,NCSU_Centennial,Attend Classes / Study / Research,Bus,0,1,0,0,0,0,0.6039651230662415,2.431451,63.6818,0,63.6818,0,0,0,0
1072,1,0,No,No,1072002,North Carolina State University,1072003,North Carolina State University,3056,3055,P,A,3056,3055,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Dining / Shopping,Walk,0,0,0,0,1,0,0.27243671155589855,0.464153,63.6818,0,0,0,0,63.6818,0
1072,1,0,No,No,1072003,North Carolina State University,1072004,Home,3055,3058,A,P,3058,3055,UHC,1,0,0,0,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.5053572579814017,0.512701,63.6818,0,0,0,0,63.6818,0
1072,1,0,No,No,1072004,Home,1072005,North Carolina State University,3058,3052,P,A,3058,3052,UHC,1,0,0,0,0,0,NCSU_Main,NCSU_Main,Dining / Shopping,Walk,0,0,0,0,1,0,0.4505137413013535,0.307577,63.6818,0,0,0,0,63.6818,0
1072,1,0,No,No,1072005,North Carolina State University,1072006,Home,3052,3058,A,P,3058,3052,UHC,1,0,0,0,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.4503498795521367,0.307577,63.6818,0,0,0,0,63.6818,0
1075,0,1,Yes,Yes,1075000,Home,1075001,North Carolina State University,1809,3040,P,A,1809,3040,UHC,1,0,0,0,0,0,NCSU_Centennial,NA,Attend Classes / Study / Research,Car,0,0,1,0,0,0,6.413552254020619,10.940743,52.304878,0,0,52.304878,0,0,0
1075,0,1,Yes,Yes,1075001,North Carolina State University,1075002,Other,3040,1574,P,A,3040,1574,UCO,0,0,1,0,0,0,NA,NCSU_Centennial,Dining / Shopping,Car,0,0,1,0,0,0,0.8899859784607674,1.552021,52.304878,0,0,52.304878,0,0,0
1075,0,1,Yes,Yes,1075002,Other,1075003,North Carolina State University,1574,3040,A,P,3040,1574,UCO,0,0,1,0,0,0,NA,NCSU_Centennial,Attend Classes / Study / Research,Car,0,0,1,0,0,0,0.8754648498088548,1.544871,52.304878,0,0,52.304878,0,0,0
1075,0,1,Yes,Yes,1075003,North Carolina State University,1075004,North Carolina State University,3040,1486,P,A,3040,1486,UCC,0,0,0,0,0,1,NCSU_Main,NCSU_Centennial,Work,Car,0,0,1,0,0,0,0.22451027523573552,2.015713,52.304878,0,0,52.304878,0,0,0
1075,0,1,Yes,Yes,1075004,North Carolina State University,1075005,Other,1486,1653,P,A,1486,1653,UCO,0,0,1,0,0,0,NCSU_Main,NCSU_Main,Dining / Shopping,Car,0,0,1,0,0,0,1.1486586145639854,1.208988,52.304878,0,0,52.304878,0,0,0
1075,0,1,Yes,Yes,1075005,Other,1075006,Home,1653,1809,A,P,1809,1653,UHO,0,1,0,0,0,0,NCSU_Main,NA,Go home,Car,0,0,1,0,0,0,7.443662917566448,14.684569,52.304878,0,0,52.304878,0,0,0
1077,1,0,No,No,1077000,North Carolina State University,1077001,North Carolina State University,3052,3055,P,A,3052,3055,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.26599079038651574,0.478774,63.6818,0,0,0,0,63.6818,0
1077,1,0,No,No,1077001,North Carolina State University,1077002,North Carolina State University,3055,3052,P,A,3055,3052,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.28029264631363776,0.478774,63.6818,0,0,0,0,63.6818,0
1077,1,0,No,No,1077002,North Carolina State University,1077003,North Carolina State University,3052,1486,P,A,3052,1486,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Recreational / Social / Community Service / Personal,Walk,0,0,0,0,1,0,0.04843856065291307,0.085704,63.6818,0,0,0,0,63.6818,0
1077,1,0,No,No,1077003,North Carolina State University,1077004,North Carolina State University,1486,1486,P,A,1486,1486,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.0415912721189959,0.193731,63.6818,0,0,0,0,63.6818,0
1077,1,0,No,No,1077004,North Carolina State University,1077005,North Carolina State University,1486,1486,P,A,1486,1486,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.007049216914509233,0.193731,63.6818,0,0,0,0,63.6818,0
1077,1,0,No,No,1077005,North Carolina State University,1077006,North Carolina State University,1486,1486,P,A,1486,1486,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.0013585225851633826,0.193731,63.6818,0,0,0,0,63.6818,0
1077,1,0,No,No,1077006,North Carolina State University,1077007,North Carolina State University,1486,3056,P,A,1486,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.574760049409205,0.904519,63.6818,0,0,0,0,63.6818,0
1077,1,0,No,No,1077007,North Carolina State University,1077008,North Carolina State University,3056,3052,P,A,3056,3052,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Go home,Walk,0,0,0,0,1,0,0.5746379282657379,0.984796,63.6818,0,0,0,0,63.6818,0
1077,1,0,No,No,1077008,North Carolina State University,1077009,Other,3052,1430,P,A,3052,1430,UCO,0,0,1,0,0,0,NA,NCSU_Main,Recreational / Social / Community Service / Personal,Carpool,0,0,0,1,0,0,2.4872576514949185,2.917004,63.6818,0,0,0,63.6818,0,0
1077,1,0,No,No,1077009,Other,1077010,North Carolina State University,1430,3052,A,P,3052,1430,UCO,0,0,1,0,0,0,NA,NCSU_Main,Go home,Carpool,0,0,0,1,0,0,2.466385803572154,3.395583,63.6818,0,0,0,63.6818,0,0
1078,0,0,Yes,Yes,NA,NA,NA,NA,NA,NA,A,A,NA,NA,UC1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.3768,NA,NA,NA,NA,NA,NA
1080,0,1,No,No,1080000,Home,1080001,North Carolina State University,3045,3040,P,A,3045,3040,UHC,1,0,0,0,0,0,NCSU_Centennial,NA,Attend Classes / Study / Research,Bus,0,1,0,0,0,0,0.45783710625235224,1.297087,52.304878,0,52.304878,0,0,0,0
1080,0,1,No,No,1080001,North Carolina State University,1080002,Home,3040,3045,A,P,3045,3040,UHC,1,0,0,0,0,0,NCSU_Centennial,NA,Attend Classes / Study / Research,Bus,0,1,0,0,0,0,0.38601378424038146,1.297087,52.304878,0,52.304878,0,0,0,0
1084,1,0,No,No,1084000,North Carolina State University,1084001,North Carolina State University,3058,3056,P,A,3058,3056,UC1,0,0,0,1,0,0,NCSU_Main,NCSU_Main,Attend Classes / Study / Research,Walk,0,0,0,0,1,0,0.5607586665897061,1.018723,63.6818,0,0,0,0,63.6818,0
