taz,airport_productions,lat,lng,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighEarn,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,CollegeOn,CollegeOff,TraumaLevel,ParkCostW,ParkCostO,ParkCostU,ADT,PCTCV,PCTAUTOEE,PCTCVEE,employment,workers,high_earners,observed_productions,estimated_productions
2,0,35.814056204867114,-79.16745555844535,Internal,391,954,76534,48,18.3,11.3,0,0,0,954,8,119,10,0,0,45,0,0,0,0,0,19,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,137,457.91999999999996,206.064,0,23.765608494098167
17,3,35.82577147769806,-79.07438104342549,Internal,104,246,79000,40,11,39.7,0,0,0,246,1,13,76,4,89,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,98.4,10.824,4.997038791827065,9.698235277627798
19,0,35.847986828105945,-79.07183871660615,Internal,410,996,100714,40,21.7,26.9,0,0,0,996,288,67,163,45,367,20,0,0,0,0,0,106,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,930,398.40000000000003,79.68,0,31.580554344348425
32,11,35.72342820040376,-78.98794283384133,Internal,84,199,100221,43,16.6,16.4,0,0,0,199,156,3,59,2,33,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,85.57,36.7951,18.322475570032573,13.257102242326429
34,4,35.85228544553287,-78.96345208098654,Internal,161,445,82833,33,13.9,42.3,0,0,0,445,28,21,9,0,6,41,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,146.85,60.208499999999994,6.6627183891027535,10.876131479450317
35,9,35.85736766459666,-78.92305778623368,Internal,111,266,82833,33,13.9,42.3,0,0,0,266,0,32,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,87.78,34.2342,14.991116375481194,8.336865792089254
36,26,35.80097256360916,-78.94531969065444,Internal,278,681,82833,33,13.9,42.3,0,4,0,685,5,37,11,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,224.73000000000002,74.16090000000001,43.307669529167896,11.732600609651257
37,4,35.76392653792819,-78.95160435531282,Internal,90,208,100221,43,16.6,16.4,0,0,0,208,31,17,13,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,89.44,44.72,6.6627183891027535,9.612741751479968
38,3,35.76678150628602,-78.99181803943917,Internal,157,374,100221,43,16.6,16.4,0,0,0,374,74,24,32,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,144,160.82,56.28699999999999,4.997038791827065,12.346746213496676
51,0,35.55008089947895,-78.98631523370263,Internal,42,99,66667,43,28,25.3,0,0,0,99,5,5,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42.57,21.285,0,6.715435611251662
65,3,35.73334341027196,-79.1666702045343,Internal,445,1037,52083,45,19.3,16.9,0,0,0,1037,53,41,193,31,416,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,466.65000000000003,88.66350000000001,4.997038791827065,27.929314960485222
81,49,35.87160937700552,-78.83840055914955,Internal,0,0,77485,72,9.3,3.6,0,0,0,0,195,427,49,10,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,81.61830026650873,20.080142002576668
82,21,35.86940652695624,-78.85406560000698,Internal,394,915,77485,72,9.3,3.6,0,0,0,915,55,39,14,0,0,69,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,658.8,454.57199999999995,34.979271542789455,42.326180817694265
83,342,35.88260827039738,-78.8447640423045,Internal,0,0,77485,72,9.3,3.6,0,0,0,0,0,236,327,180,28,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,0,333.1359194551377,21.89813291061843
84,54,35.87956943639691,-78.85192369303213,Internal,292,533,77485,72,9.3,3.6,0,6,0,539,17,17,57,79,66,74,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,383.76,283.9824,89.94669825288717,31.981664579915062
85,3,35.8919228069504,-78.85860433835938,Internal,0,0,58190,50,22,12,0,0,0,0,37,225,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,4.997038791827065,10.61328690826164
86,10,36.00932617499954,-78.94515834961189,Internal,657,1114,32196,43,2.5,2.5,0,0,0,1114,16,16,302,0,310,15,0,0,0,0,0,19,983,0,0,0,0,0,0,0,0,0,267,200,74,0,0,0,0,644,479.02,71.853,16.656795972756882,24.63492332652134
111,0,36.013303137770656,-78.89457280623637,Internal,162,364,72031,54,18.2,8.6,0,0,0,364,45,7,11,0,0,73,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,196.56,143.4888,0,17.289467699219614
127,0,36.0068388773652,-78.90911410468007,Internal,541,1088,59107,57,18.6,8.7,0,6,0,1094,14,123,22,6,0,34,0,0,0,0,0,0,119,11,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,165,620.16,210.8544,0,24.75656528313626
141,0,36.00883759206885,-78.92636965403676,Internal,163,262,48250,56,7.4,6.1,0,0,0,262,0,154,195,95,132,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,267,200,74,0,0,0,0,576,146.72000000000003,32.278400000000005,0,20.06918360321942
142,9,36.008424555633425,-78.9236540433232,Internal,548,957,48250,56,7.4,6.1,0,0,0,957,4,17,126,144,304,22,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0,267,200,74,0,0,0,0,595,535.9200000000001,117.90240000000001,14.991116375481194,27.107042266593204
143,3,36.00692226323203,-78.92092942823402,Internal,0,0,48250,56,7.4,6.1,0,0,0,0,1,1,41,0,242,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,200,74,0,0,0,0,285,0,0,4.997038791827065,11.123211187346525
144,5,36.01704677025153,-78.9441457894919,Internal,0,0,30625,43,10.1,2.5,0,0,0,0,0,32,194,27,323,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,8.328397986378441,17.5748618488118
152,3,36.00967307676691,-78.92082578353596,Internal,232,424,48250,56,7.4,6.1,0,0,0,424,20,159,425,37,419,17,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,267,200,74,0,0,0,0,1060,237.44000000000003,40.36480000000001,4.997038791827065,31.42464274780273
157,0,36.00270217555309,-78.92361038861303,Internal,279,500,16250,47,2.5,2.5,48,0,0,548,30,64,4,0,0,8,0,0,48,0,0,0,6,0,0,0,12,0,0,0,0,0,267,200,74,0,0,0,0,98,235,18.8,0,8.43007998135674
165,1,35.97717524000527,-78.92876176627585,Internal,1030,2291,42831,54,20.2,11.7,0,128,0,2419,28,115,546,29,312,26,0,0,0,0,0,69,74,22,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1030,1237.14,321.6564,1.6656795972756884,52.49640566636035
167,0,35.97934777687089,-78.93929728020339,Internal,100,231,44250,54,20.9,3.5,0,6,0,237,4,22,25,4,6,48,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,124.74000000000001,59.8752,0,10.78386377278209
177,0,35.99962731006927,-78.91168636572758,Internal,4,4,29267,52,13.6,17.7,0,0,0,4,20,280,239,12,120,14,0,0,0,0,0,0,182,4,0,0,0,0,0,0,0,0,268,150,0,0,0,0,0,671,2.08,0.2912,0,19.703573383370927
275,0,35.98878413226948,-78.89264782514894,Internal,205,313,21810,39,21.6,15.3,0,0,0,313,7,128,22,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,122.07000000000001,15.869100000000001,0,9.71119613806387
316,10,36.002968909277605,-78.93256198884926,Internal,135,261,58190,47,22,12,240,0,0,501,9,44,40,0,6,74,0,0,240,0,0,6,3,0,0,0,0,0,0,0,0,0,267,200,74,0,0,0,0,99,122.66999999999999,90.77579999999999,16.656795972756882,14.014199265406882
317,2,36.01290504507791,-78.94531000549867,Internal,915,1825,27697,43,26.8,6.4,0,7,69,1901,0,52,155,0,0,32,0,0,0,0,0,25,486,25,0,0,0,0,0,0,0,0,267,200,74,0,0,0,0,207,784.75,251.12,3.3313591945513767,28.79926606956728
319,2,36.01079556314111,-78.93539969415238,Internal,16,26,27697,43,26.8,6.4,0,0,0,26,4,473,618,86,0,23,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,267,200,74,0,0,0,0,1181,11.18,2.5714,3.3313591945513767,31.186793054552442
323,0,36.0069326376012,-78.9532280799126,Internal,406,932,30625,43,10.1,2.5,0,0,0,932,14,86,58,3,0,31,0,0,0,0,0,25,362,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,400.76,124.23559999999999,0,17.974392503498777
324,2,36.012971000043095,-78.95093259443001,Internal,529,1015,30625,43,10.1,2.5,36,0,0,1051,11,29,49,256,53,20,0,0,0,0,0,19,493,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,436.45,87.29,3.3313591945513767,20.373848791983843
325,3,36.00698415969887,-78.94988195069874,Internal,405,836,30625,43,10.1,2.5,0,0,26,862,20,2,348,0,70,17,0,0,0,0,0,19,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,359.48,61.11160000000001,4.997038791827065,19.282072198809303
331,0,36.08694929780716,-78.89401094380186,Internal,568,1501,79500,51,25.8,15.8,0,0,0,1501,0,33,23,0,8,16,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,765.51,122.4816,0,15.68830147686039
334,0,36.10219852652888,-78.89859828793907,Internal,554,1273,75288,51,17.2,19.8,0,0,0,1273,19,23,56,4,5,2,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,649.23,12.9846,0,8.180229021456157
346,0,36.07442815900354,-78.9759085203185,Internal,212,532,90993,46,15.6,27.2,0,0,0,532,0,13,3,5,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,244.72,63.6272,0,10.18697571534621
363,5,36.03042439847041,-78.9139213675099,Internal,285,513,47090,44,30.6,8.3,0,0,0,513,11,11,80,4,352,28,0,0,0,0,0,0,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,225.72,63.201600000000006,8.328397986378441,19.84264866727633
364,0,36.0340501146079,-78.92086578076446,Internal,266,669,47090,44,30.6,8.3,0,0,0,669,22,91,310,37,605,10,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,294.36,29.436000000000003,0,30.690969989778463
375,0,36.03412749014159,-78.98295513261895,Internal,101,220,67054,45,11.2,29.2,0,0,0,220,2,21,9,8,29,25,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,99,24.75,0,8.246919774666214
376,2,36.0264531129243,-78.95776478623755,Internal,5,7,67054,45,11.2,29.2,0,0,0,7,44,120,22,183,171,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,3.15,0.315,3.3313591945513767,16.801061205859554
379,0,36.030998225593386,-78.96892536740225,Internal,1,2,67054,45,11.2,29.2,0,0,0,2,441,87,166,13,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0.9,0.513,0,20.65187911090349
390,0,36.04636610453034,-78.89593031829078,Internal,381,706,32297,41,34.4,6.9,0,0,123,829,31,511,2022,127,335,37,0,0,0,0,0,0,1,25,0,0,0,0,1589,0,0,0,0,0,0,0,0,0,0,3026,289.46,107.10019999999999,0,80.169078689533265
398,4,36.06615596875887,-78.92675958091664,Internal,210,522,56989,57,17.5,16.3,0,0,208,730,154,55,23,17,99,28,0,0,0,0,0,0,7,14,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,348,297.53999999999996,83.3112,6.6627183891027535,18.95785494575752
437,23,35.9914271592953,-78.80899809011974,Internal,808,2312,85227,53,26,6.2,0,13,1,2326,21,61,31,8,5,12,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1225.3600000000001,147.0432,38.31063073734083,18.960883995862435
442,3,35.97460696712512,-78.83165529694442,Internal,443,1093,46250,53,32.4,5.5,0,0,0,1093,29,34,21,0,4,12,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,579.2900000000001,69.51480000000001,4.997038791827065,12.127373132086419
444,0,35.949613139285965,-78.84196936186777,Internal,176,463,47888,54,21.9,3.9,0,12,0,475,56,65,67,24,202,82,0,0,0,0,0,0,0,14,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,414,250.02,205.0164,0,29.825916901504876
445,14,35.935925768936485,-78.84550794839821,Internal,482,882,47888,54,21.9,3.9,0,0,0,882,113,208,236,3,8,39,0,0,0,0,0,0,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,476.28000000000003,185.74920000000003,23.31951436185964,31.751314618610714
446,9,35.92567896125485,-78.84919176415382,Internal,1,2,47888,54,21.9,3.9,0,0,0,2,112,521,35,0,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,1.08,0.5508000000000001,14.991116375481194,20.056193353329867
449,10,35.95943137006801,-78.8492407893671,Internal,88,231,47888,54,21.9,3.9,0,0,0,231,14,23,63,17,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,124.74000000000001,17.463600000000003,16.656795972756882,8.792392361234288
450,6,35.94405396026715,-78.86391248443874,Internal,675,1268,47888,54,21.9,3.9,0,0,0,1268,8,22,13,0,0,56,0,0,0,0,0,0,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,684.72,383.44320000000005,9.99407758365413,35.38859394581147
451,107,35.93266814826797,-78.82972496010143,Internal,609,1510,71058,54,31.5,11.6,0,0,6,1516,163,252,187,10,18,53,0,0,0,0,0,0,4,18,0,0,0,0,665,0,0,0,0,0,0,0,0,0,0,630,815.4000000000001,432.1620000000001,178.22771690849865,52.16750631283323
452,67,35.9343848437775,-78.82000703738805,Internal,535,1214,71058,54,31.5,11.6,0,0,0,1214,211,49,98,6,140,60,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,655.5600000000001,393.336,111.60053301747112,46.37371884108714
453,0,35.95011366839256,-78.81191721756004,Internal,1468,3369,102321,55,27.9,5.8,0,0,0,3369,131,137,86,6,90,39,0,0,0,0,0,0,21,83,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,450,1852.95,722.6505000000001,0,70.62436894619479
454,35,35.968322545367556,-78.79187316042203,Internal,532,1440,102321,55,27.9,5.8,0,0,0,1440,34,52,35,14,99,17,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,792.0000000000001,134.64000000000004,58.298785904649094,20.396850539868826
455,39,35.96089224386166,-78.83876593082213,Internal,254,596,102321,55,27.9,5.8,0,0,0,596,235,30,84,0,28,46,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,327.8,150.788,64.96150429375184,24.815090218019378
459,75,35.932546807143325,-78.79224371326417,Internal,741,1772,77917,50,3.5,49.2,0,0,0,1772,221,17,59,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,886,549.32,124.92596979567662,53.83810449494226
460,37,35.92719874936992,-78.76921745368844,Internal,177,401,77917,50,3.5,49.2,0,0,0,401,0,15,15,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,200.5,90.22500000000001,61.63014509920047,12.441863214909699
461,2,35.947796732822546,-78.78226219647786,Internal,40,89,77917,50,3.5,49.2,0,0,0,89,0,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44.5,20.025000000000002,3.3313591945513767,6.418533196104671
462,0,35.95207927952589,-78.76808793520873,Internal,45,122,77917,50,3.5,49.2,0,0,0,122,0,3,0,0,0,45,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,27.45,0,6.992302002070164
463,34,35.97228642537463,-78.76545531024476,Internal,84,214,77917,50,3.5,49.2,0,0,0,214,5,9,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,107,48.15,56.6331063073734,8.902288576984791
464,1,35.950803048361514,-78.75294022534975,Internal,35,84,85430,50,19.2,11.1,0,0,0,84,5,6,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,18.900000000000002,1.6656795972756884,6.508963495172362
465,80,35.927743162836684,-78.75562118922524,Internal,484,1109,85430,50,19.2,11.1,0,0,0,1109,54,14,25,0,6,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,554.5,160.80499999999998,133.25436778205506,19.425723907389205
466,6,35.94763420250035,-78.73652247327088,Internal,121,255,85430,50,19.2,11.1,0,0,0,255,0,24,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,127.5,57.375,9.99407758365413,9.770347196871574
467,3,35.9979835962436,-78.74945895602355,Internal,130,326,85430,50,19.2,11.1,0,0,0,326,11,139,25,0,2,33,0,0,0,0,0,0,0,4,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,177,163,53.79,4.997038791827065,12.88542037650279
468,0,35.97122887170998,-78.74352968208555,Internal,14,32,85430,50,19.2,11.1,0,0,0,32,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7.2,0,5.4274779858006355
470,18,35.96837716973798,-78.72710380499139,Internal,139,361,85430,50,19.2,11.1,0,0,0,361,2,40,22,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,180.5,110.105,29.98223275096239,14.798408355657802
471,0,35.980382246186004,-78.71281085209672,Internal,6,14,85430,50,19.2,11.1,0,0,0,14,0,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3.15,0,5.11451318254673
476,0,35.920799249057865,-78.95622846295734,Internal,0,0,84760,57,22.6,13.4,0,0,0,0,39,30,61,47,321,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,15.84555342408915
490,0,35.957836037022574,-78.90084259074641,Internal,467,1119,32419,34,20.7,31.4,0,0,0,1119,4,303,47,33,12,9,0,0,0,0,0,0,4,33,0,0,0,0,1679,0,0,0,0,0,0,0,0,0,0,399,380.46000000000004,34.2414,0,16.296675051851857
496,10,35.92205982220138,-78.89495643591684,Internal,419,1015,85966,50,24.5,4,0,5,0,1020,35,23,31,0,36,31,0,0,0,0,0,31,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,507.5,157.325,16.656795972756882,19.73324214394525
502,0,35.926919116753524,-78.9368149676786,Internal,1490,2745,50238,60,8.3,27.1,0,0,0,2745,52,70,33,0,0,42,0,0,0,0,0,206,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1647,691.74,0,61.69541887524254
511,68,35.89402210129074,-78.96414452148215,Internal,57,169,123160,58,28.5,8.6,0,0,0,169,0,6,8,41,92,11,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,98.02,10.7822,113.2662126147468,8.896862821885186
513,4,35.910831065834785,-78.96574659046861,Internal,218,341,62909,54,2.7,20.1,0,0,0,341,34,22,238,10,40,73,0,0,0,0,0,69,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,184.14000000000001,134.4222,6.6627183891027535,22.818788279502705
514,0,35.91184853231331,-78.95541766349247,Internal,298,456,62574,57,15.3,6.7,0,0,0,456,8,54,396,33,286,13,0,0,0,0,0,12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,259.91999999999996,33.78959999999999,0,24.642256763011456
515,0,35.903828993399365,-78.95451070729638,Internal,0,0,62574,57,15.3,6.7,0,0,0,0,15,8,161,44,177,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,13.783685686919835
517,81,35.89875282089382,-78.95478003249816,Internal,658,1203,62574,57,15.3,6.7,0,0,0,1203,46,64,32,9,70,33,0,0,0,0,0,187,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,685.7099999999999,226.28429999999997,134.92004737933075,27.190469584845147
518,48,35.909602978907984,-78.94334707202675,Internal,313,579,62574,57,15.3,6.7,0,0,0,579,33,54,457,39,143,35,0,0,0,0,0,75,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,330.03,115.51049999999998,79.95262066923304,29.826558900750108
521,64,35.91370729340508,-78.92625292512376,Internal,1282,2295,54110,56,25,11.2,0,0,0,2295,13,132,361,11,32,27,0,0,0,0,0,112,13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,1285.2,347.004,106.60349422564406,43.79107942920245
522,21,35.92065501307903,-78.91997820770473,Internal,1018,2243,73065,56,17.2,17.4,0,6,0,2249,78,19,77,4,2,27,0,0,0,0,0,87,18,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1256.0800000000002,339.14160000000004,34.979271542789455,35.00255133829761
526,0,35.905240984392954,-78.92086704182302,Internal,63,100,90284,57,37.7,11.7,0,0,0,100,3,18,10,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,56.99999999999999,5.699999999999999,0,5.9323424789403685
527,2,35.87132692119591,-78.92963687634618,Internal,114,269,149261,58,22.1,9.2,0,0,0,269,0,0,0,0,0,41,0,0,0,0,0,44,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.01999999999998,63.96819999999999,3.3313591945513767,9.747743541602258
528,46,35.88582588917264,-78.92386117968171,Internal,1350,3733,149261,58,22.1,9.2,0,0,0,3733,0,88,86,0,0,55,0,0,0,0,0,143,13,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2165.14,1190.827,76.62126147468166,100.68373838991747
529,39,35.88636702890413,-78.9472730715447,Internal,901,2414,123160,58,28.5,8.6,0,13,11,2438,16,96,57,30,3,28,0,0,0,0,0,162,6,22,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,202,1400.12,392.0336,64.96150429375184,39.577548051788654
530,1,35.8737262668923,-78.95711125769529,Internal,21,49,123160,58,28.5,8.6,0,0,0,49,1,8,1,0,0,41,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28.419999999999998,11.652199999999999,1.6656795972756884,5.9267172444602
531,0,35.90210519922949,-78.93546622209983,Internal,251,483,62574,57,15.3,6.7,0,0,0,483,1,22,478,70,728,13,0,0,0,0,0,12,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,275.31,35.7903,0,36.36992544896278
533,18,35.89780678267,-78.91436773047906,Internal,884,2150,68750,54,19.5,14.9,0,0,0,2150,50,111,61,68,15,37,0,0,0,0,0,106,10,29,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,305,1161,429.57,29.98223275096239,44.761757069073006
534,8,35.89044519430328,-78.90705092887991,Internal,387,994,82303,54,15.8,17.1,0,0,0,994,8,106,152,3,39,34,0,0,0,0,0,25,0,4,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,308,536.76,182.4984,13.325436778205507,25.73574678745674
535,2,35.88579883624658,-78.89720643046186,Internal,0,0,55727,56,28.3,7.9,0,0,0,0,9,18,52,17,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,3.3313591945513767,7.221181921305671
536,40,35.87952840367949,-78.90651254446772,Internal,511,1353,83583,54,22.8,11.5,0,0,0,1353,30,86,6,0,3,37,0,0,0,0,0,44,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,730.62,270.3294,66.62718389102753,28.465686542173813
537,25,35.90570532902011,-78.9079662471219,Internal,959,1635,42163,56,8.9,9.8,0,0,0,1635,10,97,54,8,78,44,0,0,0,0,0,193,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,915.6000000000001,402.8640000000001,41.64198993189221,41.41214796571165
539,32,35.914989574166526,-78.9105259729621,Internal,1314,2875,55727,56,28.3,7.9,0,2,0,2877,5,61,118,0,0,80,0,0,0,0,0,168,46,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,1610.0000000000002,1288.0000000000002,53.30174711282203,108.4145134442873
541,41,35.91556588303661,-78.88992048901764,Internal,22,50,76667,56,6.9,17.9,0,0,0,50,293,79,354,83,105,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,28.000000000000004,15.400000000000004,68.29286348830323,26.258570694242092
542,13,35.92041911046829,-78.88496441609095,Internal,26,61,76667,56,6.9,17.9,0,0,0,61,658,38,129,0,82,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,34.160000000000004,23.5704,21.653834764583948,26.73474613324987
543,6,35.934001608314865,-78.87938824363991,Internal,16,42,76667,56,6.9,17.9,0,0,0,42,59,141,26,20,18,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,23.520000000000003,22.108800000000002,9.99407758365413,12.366091419595257
544,0,35.93841092181164,-78.883394920566,Internal,111,293,76667,56,6.9,17.9,0,0,0,293,0,16,6,8,0,38,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,164.08,62.35040000000001,0,10.287846250766162
546,14,35.94868817883395,-78.87557919764616,Internal,444,1067,76667,56,6.9,17.9,0,0,0,1067,7,43,17,7,0,34,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,597.5200000000001,203.15680000000006,23.31951436185964,22.144204745767922
551,70,35.905133863630745,-78.89754253524012,Internal,0,0,55727,56,28.3,7.9,0,0,0,0,0,0,106,73,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,116.59757180929819,9.70429145424076
552,0,35.87349856056798,-78.9005514330816,Internal,1,4,55727,56,28.3,7.9,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.24,0,0,5.114972942476801
