ProjID
A10
A111
A118b
A119
A127a
A127b1
A130c
A137b1
A138c1
A13c
A14a
A16
A160a
A160d
A160e
A163a2
A163a3
A164a2
A165a2a
A174c
A187b1
A187b3
A193a2
A201a
A20b2
A21
A217a1
A218e
A219a1
A220a
A220b
A220c
A222c1
A222c2
A228a1
A231a
A236a
A236b
A240c
A28b
A2b1
A2b2
A404
A412
A414a
A414b
A426a
A440a1
A440b
A448
A450
A46a
A480a2
A480b
A486
A49a
A557
A615
A634
A640
A641
A644
A645
A647
A648
A651
A664
A681
A682
A683a
A684
A686
A689
A697
A705a
A705b
A731
A744
A745
A754
A755a
A784
A81a
A82a
A833
A90c
A927
A930
A933
F10
F11-1a
F17b
F3
F43
F44a
F44b
F44b1
F44b2
F5
F6
F83
F89
F90
Hrnt4b2
Jhns13a
Jhns1b
A1
A101
A104b
A113
A114a
A114b
A118c
A120a
A120b
A124a
A127b3
A134
A136b
A137a
A137b2
A138a
A138b
A139
A13d
A142a2
A142a3
A143a1
A148a1
A148a2
A149b2
A150
A155c
A157a
A157a1
A157a2
A161
A162
A164c2
A165b
A166
A168b
A169d1
A173a
A187b2
A190
A193b
A195
A2
A200
A202
A205
A207a2
A218a
A218b
A218c
A218d
A219a2
A221
A222b
A223a
A224a
A228a2
A231b
A237a
A237b
A27d
A3
A300
A301
A36c
A37
A38
A39
A402a1
A402a2
A403a
A403b
A406a
A406c
A407a
A407b1
A407b2
A407b3
A413
A417
A427a
A427b
A432
A433
A434
A440c
A444
A449
A480a1
A480a3
A480a4
A49b
A530
A531a
A543b
A545
A560a
A560b
A562
A564
A577
A579
A589a
A59a
A59b
A59c
A606
A613
A616b2
A619a
A622
A623c
A623d1
A623d4
A639a
A639b
A643
A64a
A64b
A652
A667
A672
A678
A679b
A683b
A687
A688
A695b
A703
A708
A712
A716
A725
A732
A737
A749
A750
A758
A75b1
A75b2
A75c
A774
A775
A779
A77b2
A799
A79a
A79b
A800
A80b
A82c
A85b1
A85b2
A86b
A90c1
A90d
A929
A94
A96b
A98
A98a
A98b
A98c2
F110a
F110b
F110c
F11-1b
F11-1c
F11-1d
F11-1e1
F11-1e2
F112a
F112b
F13
F13a
F14
F15a
F15a1
F15a2
F15a3
F15b
F17a
F41b
F43b
F44c
F44d
F45
F46
F81a
F86
F86a
F87
Frnk1
Frnk11
Frnk13
Frnk25
Frnk26
Frnk27
Grnv1
Grnv132
Grnv94
Hrnt3c1
Hrnt4a
Jhns10b
Jhns13b
Jhns2a
Jhns2b
Jhns4a1
A102
A117
A118a
A125a1
A125a2
A125a4
A125b
A126a
A126b
A127c
A130b
A131b
A131c
A133
A135a
A135b
A135c
A136a
A136c
A136d
A136e
A137c
A138d
A140b
A143a
A143b
A144
A149b1
A163b
A163c
A167a
A168a
A173b
A179a2
A181b
A192
A193a1
A201b
A203
A217a2
A217b
A218f
A219b
A228b
A228c
A229
A233a
A233b
A234
A240a
A240b
A401a
A402e
A402g
A403c
A406b
A41
A410
A415
A416
A418b1
A418c
A426b
A427c
A42a
A445a
A445b
A446
A457
A51
A511
A52
A534b
A535a
A535b
A535c
A538
A547
A551
A554
A563
A56c
A56d
A56e
A572
A576
A596
A601
A605
A608a
A611
A612
A617a
A619b
A619c
A623a
A65
A66a
A670
A676
A680a
A695a2
A698
A699
A700
A701
A722
A723
A726
A728
A729
A73a
A741
A748
A752
A755b
A756
A760
A772
A77a
A780
A794
A798
A98c
F40
F41
F42b
F7b
Frnk10
Frnk15
Frnk28
Frnk3
Frnk4a
Frnk4b
Frnk6
Grnv113
Grnv18
Grnv2
Grnv20a
Grnv20b
Grnv20c
Grnv21
Grnv22a
Grnv22b
Grnv23
Grnv3
Grnv48
Grnv4a
Grnv4b
Grnv81
Grnv81a
Grnv97
Hrnt2a
Hrnt2b
Hrnt3a1
Hrnt3a2
Hrnt3b
Hrnt3c2
Hrnt4b1
Hrnt4b3
Hrnt5
Jhns10a
Jhns13c
Jhns16
Jhns3
Jhns4a2
Jhns7a
Jhns7b
LR-PNR
MPORAIL
N540PNR
RDUC_PnR
R-PNR
WalkTrnsfe
WT_PnR
WTIpnr1
WTIpnr2
WTIpnr6
WTIpnr9
Rail_BRT
Rail_BRT2
Rail_BRT3
Clayton_RTP_PnR
NewBern PNR
PNR
BRT_PNR
CaryPNR
909
910
1000
106
106.2
111
113.05
113.1
123.11
14.1
147.01
147.02
15
15.407
201
202
203
203001
211
220
221
223
23
23.1
230
240
242
28.11
304
343
346
35
36
364
373
379
382
40
43
434
437
44
45.3
479
48
48.1
480.1
481
50.11
501
502
51
57
626
638
646
650
69.11
690
70
70.3
70.31
70.6
73
75.1
75.3
77.1
77.3
80
81
83.11
83.12
87
89.3
900
92
CHTBRT
CHTNSBRT
DCHCPNR
147.03
69.22
69.31
69.41
DOBRT
53.1
