TAZ,MPO,COUNTY,D_Minority,C_Race,C_Hispanic,ZeroCar,LowIncome,Senior,LEP,AllZones
510,DCHC,Durham,0,0,0,0,0,0,0,1
511,DCHC,Durham,0,0,0,0,0,0,1,1
512,DCHC,Durham,0,0,0,0,0,0,0,1
513,DCHC,Durham,0,0,0,0,0,0,0,1
514,DCHC,Durham,1,0,0,1,0,0,0,1
515,DCHC,Durham,0,0,0,0,0,0,0,1
516,DCHC,Durham,0,0,0,0,0,0,0,1
517,DCHC,Durham,0,0,0,0,0,0,0,1
518,DCHC,Durham,1,0,0,1,0,0,0,1
519,DCHC,Durham,0,0,0,0,0,0,0,1
520,DCHC,Durham,0,0,0,0,0,0,0,1
521,DCHC,Durham,1,0,0,0,0,0,0,1
522,DCHC,Durham,0,0,0,0,0,0,0,1
523,DCHC,Durham,1,0,0,0,0,0,0,1
524,DCHC,Durham,1,0,0,0,0,0,0,1
525,DCHC,Durham,1,0,0,0,0,0,0,1
526,DCHC,Durham,0,0,0,0,0,0,0,1
527,DCHC,Durham,0,0,0,0,0,0,0,1
528,DCHC,Durham,0,0,0,0,0,0,0,1
529,DCHC,Durham,0,0,0,0,0,0,0,1
530,DCHC,Durham,0,0,0,0,0,0,1,1
531,DCHC,Durham,1,0,0,0,0,0,0,1
532,DCHC,Durham,0,0,0,0,0,0,0,1
533,DCHC,Durham,0,0,0,0,0,0,0,1
534,DCHC,Durham,0,0,0,0,0,1,0,1
535,DCHC,Durham,1,0,0,1,0,0,0,1
536,DCHC,Durham,0,0,0,0,0,0,0,1
537,DCHC,Durham,0,0,0,0,0,1,0,1
538,DCHC,Durham,1,0,0,1,0,0,0,1
539,DCHC,Durham,1,0,0,0,0,0,0,1
540,DCHC,Durham,0,0,0,0,0,0,0,1
541,DCHC,Durham,0,0,0,0,0,0,0,1
542,DCHC,Durham,0,0,0,0,0,0,0,1
543,DCHC,Durham,0,0,0,0,0,0,0,1
544,DCHC,Durham,0,0,0,0,0,0,0,1
545,DCHC,Durham,0,0,0,0,0,0,0,1
546,DCHC,Durham,0,0,0,0,0,0,0,1
547,DCHC,Durham,0,0,0,0,0,0,0,1
548,DCHC,Durham,0,0,0,0,0,0,0,1
549,DCHC,Durham,0,0,0,0,0,0,0,1
550,DCHC,Durham,0,0,0,0,0,0,0,1
551,DCHC,Durham,1,0,0,1,0,0,0,1
552,DCHC,Durham,1,0,0,1,0,0,0,1
553,DCHC,Durham,1,0,0,1,0,0,0,1
554,DCHC,Durham,0,0,0,0,0,0,0,1
555,DCHC,Durham,1,0,0,1,0,0,0,1
556,DCHC,Durham,1,0,0,1,0,0,0,1
557,DCHC,Durham,1,0,0,1,0,0,0,1
558,DCHC,Durham,1,0,0,1,0,0,0,1
559,DCHC,Durham,0,0,0,0,0,0,0,1
560,DCHC,Durham,1,0,0,1,0,0,0,1
561,DCHC,Durham,0,0,0,0,0,0,0,1
562,DCHC,Durham,0,0,0,0,0,0,0,1
563,DCHC,Durham,0,0,0,0,0,0,0,1
564,DCHC,Durham,0,0,0,0,0,0,0,1
565,DCHC,Durham,0,0,0,0,0,0,0,1
566,DCHC,Durham,0,0,0,0,0,0,0,1
567,DCHC,Durham,0,0,0,0,0,0,0,1
568,DCHC,Durham,0,0,0,0,0,0,0,1
569,DCHC,Durham,0,0,0,0,0,0,0,1
570,DCHC,Durham,0,0,0,0,0,0,0,1
571,DCHC,Durham,0,0,0,0,0,0,0,1
572,DCHC,Durham,0,0,0,0,0,0,0,1
573,DCHC,Durham,0,0,0,0,0,0,0,1
574,DCHC,Durham,0,0,0,1,0,0,1,1
575,DCHC,Durham,0,0,0,0,0,0,0,1
576,DCHC,Durham,0,0,0,0,0,0,0,1
577,DCHC,Durham,0,0,0,1,0,0,1,1
578,DCHC,Durham,0,0,0,0,0,0,0,1
579,DCHC,Durham,1,0,0,1,0,0,0,1
580,DCHC,Durham,0,0,0,0,0,0,0,1
581,DCHC,Durham,0,0,0,0,0,1,0,1
582,DCHC,Durham,0,0,0,0,0,1,0,1
583,DCHC,Durham,0,0,0,0,0,0,0,1
584,DCHC,Durham,0,0,0,0,0,1,0,1
585,DCHC,Durham,0,0,0,0,0,1,0,1
586,DCHC,Durham,0,0,0,0,0,1,0,1
587,DCHC,Durham,0,0,0,0,0,0,0,1
588,DCHC,Durham,0,0,0,1,0,0,1,1
589,DCHC,Durham,0,0,0,1,0,0,1,1
590,DCHC,Durham,0,0,0,1,0,0,1,1
591,DCHC,Durham,0,0,0,1,0,0,1,1
592,DCHC,Durham,0,0,0,1,0,0,1,1
593,DCHC,Durham,0,0,0,1,0,0,1,1
594,DCHC,Durham,0,0,0,0,0,0,0,1
595,DCHC,Durham,0,0,0,0,0,0,0,1
596,DCHC,Durham,0,0,0,1,0,0,1,1
597,DCHC,Durham,0,0,0,1,0,0,1,1
598,DCHC,Durham,0,0,0,1,0,1,0,1
599,DCHC,Durham,0,0,0,1,0,1,0,1
600,DCHC,Durham,1,0,0,1,1,0,1,1
601,DCHC,Durham,1,0,0,1,1,0,1,1
602,DCHC,Durham,0,0,0,0,0,0,0,1
603,DCHC,Durham,0,0,0,1,0,1,0,1
604,DCHC,Durham,0,0,0,1,0,1,0,1
605,DCHC,Durham,1,0,0,1,1,0,1,1
606,DCHC,Durham,1,0,0,1,1,0,1,1
607,DCHC,Durham,0,0,0,0,0,0,0,1
608,DCHC,Durham,1,0,0,1,1,0,1,1
609,DCHC,Durham,0,0,0,0,0,0,0,1
610,DCHC,Durham,1,0,0,1,1,0,1,1
611,DCHC,Durham,0,0,0,0,0,0,1,1
612,DCHC,Durham,1,0,0,0,0,0,1,1
613,DCHC,Durham,0,0,0,0,0,0,0,1
614,DCHC,Durham,1,0,0,0,0,0,0,1
615,DCHC,Durham,1,0,0,1,1,0,1,1
616,DCHC,Durham,1,0,0,0,0,0,0,1
617,DCHC,Durham,0,0,0,0,0,0,0,1
618,DCHC,Durham,0,0,0,1,0,1,0,1
619,DCHC,Durham,0,0,0,0,0,0,0,1
620,DCHC,Durham,0,0,0,0,0,0,0,1
621,DCHC,Durham,0,0,0,0,0,0,0,1
622,DCHC,Durham,0,0,0,0,0,0,0,1
623,DCHC,Durham,0,0,0,0,0,0,0,1
624,DCHC,Durham,0,0,0,0,0,0,0,1
625,DCHC,Durham,0,0,0,1,0,0,0,1
626,DCHC,Durham,0,0,0,1,0,0,0,1
627,DCHC,Durham,0,0,0,1,0,0,0,1
628,DCHC,Durham,0,0,0,0,0,1,0,1
629,DCHC,Durham,0,0,0,1,0,1,0,1
630,DCHC,Durham,0,0,0,0,0,1,0,1
631,DCHC,Durham,0,0,0,0,0,1,0,1
632,DCHC,Durham,0,0,0,1,0,1,0,1
633,DCHC,Durham,0,0,0,0,0,0,0,1
634,DCHC,Durham,1,0,0,0,0,0,0,1
635,DCHC,Durham,0,0,0,1,0,1,0,1
636,DCHC,Durham,0,0,0,1,0,1,0,1
637,DCHC,Durham,0,0,0,0,0,0,0,1
638,DCHC,Durham,0,0,0,0,0,0,0,1
639,DCHC,Durham,0,0,0,0,0,1,0,1
640,DCHC,Durham,0,0,0,0,0,0,1,1
641,DCHC,Durham,1,0,0,0,0,0,0,1
642,DCHC,Durham,1,0,0,0,0,0,0,1
643,DCHC,Durham,0,0,0,0,0,0,0,1
644,DCHC,Durham,0,0,0,0,0,0,1,1
645,DCHC,Durham,0,0,0,0,0,0,0,1
646,DCHC,Durham,0,0,0,0,0,0,1,1
647,DCHC,Durham,0,0,0,0,0,1,0,1
648,DCHC,Durham,0,0,0,0,0,1,0,1
649,DCHC,Durham,0,0,0,0,0,1,0,1
650,DCHC,Durham,1,0,0,0,0,0,0,1
651,DCHC,Durham,1,0,0,0,0,0,0,1
652,DCHC,Durham,1,0,0,0,0,0,0,1
653,DCHC,Durham,0,0,0,0,1,1,0,1
654,DCHC,Durham,0,0,0,0,1,1,0,1
655,DCHC,Durham,0,0,0,0,0,0,0,1
656,DCHC,Durham,0,0,0,0,0,1,0,1
657,DCHC,Durham,0,0,0,0,0,1,0,1
658,DCHC,Durham,0,0,0,0,0,0,0,1
659,DCHC,Durham,0,0,0,0,0,0,0,1
660,DCHC,Durham,0,0,0,0,1,0,0,1
661,DCHC,Durham,0,0,0,0,0,0,0,1
662,DCHC,Durham,0,0,0,0,1,0,0,1
663,DCHC,Durham,0,0,0,0,0,0,0,1
664,DCHC,Durham,0,0,0,0,0,0,0,1
665,DCHC,Durham,0,0,0,1,0,1,0,1
666,DCHC,Durham,0,0,0,0,0,1,0,1
667,DCHC,Durham,0,0,0,0,0,1,0,1
668,DCHC,Durham,0,0,0,0,0,1,0,1
669,DCHC,Durham,0,0,0,0,0,1,0,1
670,DCHC,Durham,0,0,0,0,0,1,0,1
671,None,Franklin,0,0,0,0,0,0,0,1
672,None,Franklin,0,0,0,0,0,0,0,1
673,None,Franklin,0,0,0,0,0,0,0,1
674,None,Franklin,0,0,0,0,0,0,0,1
675,None,Franklin,0,0,0,0,0,0,0,1
676,None,Franklin,0,0,0,0,0,0,0,1
677,None,Franklin,0,0,0,0,0,0,0,1
678,None,Franklin,0,0,0,0,0,0,0,1
679,None,Franklin,0,0,0,0,0,0,0,1
680,None,Franklin,0,0,0,0,0,0,0,1
681,None,Franklin,0,0,0,0,0,0,0,1
682,None,Franklin,0,0,0,0,0,0,0,1
683,None,Franklin,0,0,0,0,0,0,0,1
684,None,Franklin,0,0,0,0,0,0,0,1
685,None,Franklin,0,0,0,0,0,0,0,1
686,None,Franklin,0,0,0,0,0,0,0,1
687,None,Franklin,0,0,0,0,0,0,0,1
688,None,Franklin,0,0,0,0,0,0,0,1
689,None,Franklin,0,0,0,0,0,0,0,1
690,None,Franklin,0,0,0,0,0,0,0,1
691,None,Franklin,0,0,0,0,0,0,0,1
692,None,Franklin,0,0,0,0,0,0,0,1
693,None,Franklin,0,0,0,0,0,0,0,1
694,None,Franklin,0,0,0,0,0,0,0,1
695,None,Franklin,0,0,0,0,0,0,0,1
696,None,Franklin,0,0,0,0,0,0,0,1
697,None,Franklin,0,0,0,0,0,0,0,1
698,CAMPO,Franklin,0,0,0,0,0,0,0,1
699,CAMPO,Franklin,0,0,0,0,0,0,0,1
700,CAMPO,Franklin,0,0,0,1,0,1,0,1
701,CAMPO,Franklin,0,0,0,1,0,1,0,1
702,CAMPO,Franklin,0,0,0,0,0,0,0,1
703,CAMPO,Franklin,0,0,0,0,0,0,0,1
704,CAMPO,Franklin,0,1,0,0,1,1,0,1
705,CAMPO,Franklin,0,1,0,0,1,1,0,1
706,CAMPO,Franklin,0,1,0,1,1,0,0,1
707,CAMPO,Franklin,0,1,0,0,0,1,0,1
708,CAMPO,Franklin,0,1,0,1,1,0,0,1
709,CAMPO,Franklin,0,1,0,1,1,0,0,1
710,CAMPO,Franklin,0,1,0,0,0,1,0,1
711,CAMPO,Franklin,0,1,0,0,0,1,0,1
712,CAMPO,Franklin,0,1,0,0,1,1,0,1
713,CAMPO,Franklin,0,1,0,0,1,1,0,1
714,CAMPO,Franklin,0,1,0,0,1,1,0,1
715,CAMPO,Franklin,0,1,0,0,1,1,0,1
716,CAMPO,Franklin,0,0,0,0,0,0,1,1
717,CAMPO,Franklin,0,0,0,0,0,1,0,1
718,CAMPO,Franklin,0,0,0,0,0,1,0,1
719,CAMPO,Franklin,0,0,0,0,0,1,0,1
720,CAMPO,Franklin,0,0,0,0,0,1,0,1
721,CAMPO,Franklin,0,0,0,0,0,0,1,1
722,CAMPO,Franklin,0,1,1,0,0,0,0,1
723,CAMPO,Franklin,0,0,0,0,0,0,0,1
724,CAMPO,Franklin,0,1,1,0,0,0,0,1
725,CAMPO,Franklin,0,0,1,0,0,0,0,1
726,CAMPO,Franklin,0,1,1,0,0,0,0,1
727,CAMPO,Franklin,0,1,1,0,0,0,0,1
728,CAMPO,Franklin,0,0,1,0,0,0,0,1
729,CAMPO,Franklin,0,0,0,0,0,0,0,1
730,CAMPO,Franklin,0,0,0,0,0,0,0,1
731,CAMPO,Franklin,0,0,1,0,0,0,0,1
732,CAMPO,Franklin,0,0,1,0,0,0,0,1
733,CAMPO,Franklin,0,0,1,0,0,0,0,1
734,CAMPO,Franklin,0,0,0,0,0,0,0,1
735,CAMPO,Franklin,0,0,0,0,0,0,0,1
736,CAMPO,Franklin,0,0,0,0,0,0,0,1
737,CAMPO,Franklin,0,0,1,0,0,0,0,1
738,CAMPO,Franklin,0,0,0,0,0,0,0,1
739,CAMPO,Franklin,0,0,1,0,0,0,0,1
740,CAMPO,Franklin,0,0,1,0,0,0,0,1
741,CAMPO,Franklin,0,0,0,1,0,1,0,1
742,CAMPO,Franklin,0,0,0,0,0,1,0,1
743,CAMPO,Franklin,0,0,0,0,0,1,0,1
744,CAMPO,Franklin,0,0,0,0,0,1,0,1
745,CAMPO,Franklin,0,0,0,0,0,0,0,1
746,CAMPO,Franklin,0,0,0,0,0,0,0,1
747,CAMPO,Franklin,0,0,0,0,0,0,0,1
748,CAMPO,Franklin,0,0,0,0,0,0,0,1
749,CAMPO,Franklin,0,0,0,0,0,0,0,1
750,CAMPO,Franklin,0,0,0,1,1,1,0,1
751,CAMPO,Franklin,0,0,0,1,1,1,0,1
752,CAMPO,Franklin,0,0,0,0,0,0,0,1
753,CAMPO,Franklin,0,0,0,0,0,0,0,1
754,None,Franklin,0,0,0,0,0,0,0,1
755,None,Franklin,0,0,0,0,0,0,0,1
756,None,Franklin,0,0,0,0,0,0,0,1
757,None,Franklin,0,0,0,0,0,0,0,1
758,None,Franklin,0,0,0,0,0,0,0,1
759,None,Franklin,0,0,0,0,0,0,0,1
760,None,Franklin,0,0,0,0,0,0,0,1
761,CAMPO,Franklin,0,1,1,0,0,0,1,1
762,CAMPO,Franklin,0,1,1,0,0,0,1,1
763,CAMPO,Franklin,0,1,1,0,0,0,1,1
764,CAMPO,Franklin,0,0,0,1,1,0,0,1
765,CAMPO,Franklin,0,0,0,1,1,0,0,1
766,CAMPO,Franklin,0,0,0,1,1,0,0,1
767,CAMPO,Franklin,0,0,0,1,1,0,0,1
768,CAMPO,Franklin,0,0,0,1,1,0,0,1
769,CAMPO,Franklin,0,0,0,1,1,0,0,1
770,CAMPO,Franklin,0,0,1,0,1,0,0,1
771,CAMPO,Franklin,0,0,0,0,1,0,0,1
772,CAMPO,Franklin,0,0,0,0,0,0,0,1
773,CAMPO,Franklin,0,0,1,0,1,0,0,1
774,CAMPO,Franklin,0,0,0,0,0,0,0,1
775,CAMPO,Franklin,0,0,1,0,1,1,0,1
776,CAMPO,Franklin,0,0,0,0,0,0,0,1
777,CAMPO,Franklin,0,0,0,0,0,0,0,1
778,None,Granville,0,0,0,0,0,0,0,1
779,CAMPO,Granville,0,0,1,0,1,0,1,1
780,CAMPO,Granville,0,0,0,1,0,0,0,1
781,CAMPO,Granville,0,0,0,1,0,0,0,1
782,CAMPO,Granville,0,0,0,1,0,0,0,1
783,CAMPO,Granville,0,0,1,0,1,0,1,1
784,CAMPO,Granville,0,0,0,0,0,0,0,1
785,CAMPO,Granville,0,0,0,1,0,0,0,1
786,CAMPO,Granville,0,0,0,1,0,0,0,1
787,CAMPO,Granville,0,1,0,0,0,1,0,1
788,CAMPO,Granville,0,1,0,0,0,1,0,1
789,CAMPO,Granville,0,1,0,0,0,1,0,1
790,CAMPO,Granville,0,1,0,0,0,1,0,1
791,CAMPO,Granville,0,1,0,0,0,1,0,1
792,CAMPO,Granville,0,0,0,1,0,1,0,1
793,CAMPO,Granville,0,0,0,1,0,1,0,1
794,CAMPO,Granville,0,1,0,0,0,1,0,1
795,CAMPO,Granville,0,1,0,0,0,1,0,1
796,CAMPO,Granville,0,0,0,1,0,1,0,1
797,CAMPO,Granville,0,0,0,1,0,1,0,1
798,CAMPO,Granville,0,1,0,1,1,1,0,1
799,CAMPO,Granville,0,1,0,0,0,0,0,1
800,CAMPO,Granville,0,1,0,1,1,1,0,1
801,CAMPO,Granville,0,0,0,0,1,0,0,1
802,CAMPO,Granville,0,1,0,0,0,1,0,1
803,CAMPO,Granville,0,1,0,0,0,1,0,1
804,CAMPO,Granville,0,0,1,1,1,1,0,1
805,CAMPO,Granville,0,0,0,1,0,0,0,1
806,CAMPO,Granville,0,0,1,1,1,1,0,1
807,CAMPO,Granville,0,0,0,0,0,0,0,1
808,CAMPO,Granville,0,0,0,1,0,0,0,1
809,CAMPO,Granville,0,0,0,0,0,0,0,1
810,CAMPO,Granville,0,1,0,1,1,1,0,1
811,None,Granville,0,0,0,0,0,0,0,1
812,None,Granville,0,0,0,0,0,0,0,1
813,None,Granville,0,0,0,0,0,0,0,1
814,None,Granville,0,0,0,0,0,0,0,1
815,None,Granville,0,0,0,0,0,0,0,1
816,None,Granville,0,0,0,0,0,0,0,1
817,None,Granville,0,0,0,0,0,0,0,1
818,None,Granville,0,0,0,0,0,0,0,1
819,None,Granville,0,0,0,0,0,0,0,1
820,None,Granville,0,0,0,0,0,0,0,1
821,None,Granville,0,0,0,0,0,0,0,1
822,None,Granville,0,0,0,0,0,0,0,1
823,None,Granville,0,0,0,0,0,0,0,1
824,None,Granville,0,0,0,0,0,0,0,1
825,None,Granville,0,0,0,0,0,0,0,1
826,None,Granville,0,0,0,0,0,0,0,1
827,None,Granville,0,0,0,0,0,0,0,1
828,CAMPO,Harnett,0,0,1,0,0,0,0,1
829,None,Johnston,0,0,0,0,0,0,0,1
830,None,Johnston,0,0,0,0,0,0,0,1
831,None,Johnston,0,0,0,0,0,0,0,1
832,CAMPO,Johnston,0,0,0,0,0,1,0,1
833,CAMPO,Johnston,0,0,0,0,0,1,0,1
834,CAMPO,Johnston,0,0,1,0,0,0,1,1
835,CAMPO,Johnston,0,0,1,0,0,0,1,1
836,CAMPO,Johnston,0,0,1,0,0,0,0,1
837,CAMPO,Johnston,0,0,0,1,0,0,0,1
838,CAMPO,Johnston,0,1,0,0,0,0,0,1
839,None,Johnston,0,0,0,0,0,0,0,1
840,None,Johnston,0,0,0,0,0,0,0,1
841,None,Johnston,0,0,0,0,0,0,0,1
842,None,Johnston,0,0,0,0,0,0,0,1
843,None,Johnston,0,0,0,0,0,0,0,1
844,None,Johnston,0,0,0,0,0,0,0,1
845,None,Johnston,0,0,0,0,0,0,0,1
846,None,Johnston,0,0,0,0,0,0,0,1
847,None,Johnston,0,0,0,0,0,0,0,1
848,None,Johnston,0,0,0,0,0,0,0,1
849,None,Johnston,0,0,0,0,0,0,0,1
850,None,Johnston,0,0,0,0,0,0,0,1
851,None,Johnston,0,0,0,0,0,0,0,1
852,None,Johnston,0,0,0,0,0,0,0,1
853,None,Johnston,0,0,0,0,0,0,0,1
854,None,Johnston,0,0,0,0,0,0,0,1
855,None,Johnston,0,0,0,0,0,0,0,1
856,None,Johnston,0,0,0,0,0,0,0,1
857,None,Johnston,0,0,0,0,0,0,0,1
858,CAMPO,Harnett,0,1,1,1,1,1,0,1
859,CAMPO,Harnett,0,1,0,1,1,0,0,1
860,CAMPO,Harnett,0,0,0,0,0,0,1,1
861,CAMPO,Harnett,0,1,1,1,1,1,0,1
862,CAMPO,Harnett,0,0,0,0,0,0,1,1
863,CAMPO,Harnett,0,0,0,0,0,0,1,1
864,CAMPO,Harnett,0,1,1,1,1,1,0,1
865,CAMPO,Harnett,0,1,1,1,1,1,0,1
866,None,Harnett,0,0,0,0,0,0,0,1
867,None,Harnett,0,0,0,0,0,0,0,1
868,None,Harnett,0,0,0,0,0,0,0,1
869,None,Harnett,0,0,0,0,0,0,0,1
870,CAMPO,Harnett,0,0,0,0,0,1,0,1
871,CAMPO,Harnett,0,1,0,1,1,0,0,1
872,CAMPO,Harnett,0,1,1,1,1,1,0,1
873,CAMPO,Harnett,0,0,0,0,0,0,1,1
874,None,Johnston,0,0,0,0,0,0,0,1
875,None,Johnston,0,0,0,0,0,0,0,1
876,None,Johnston,0,0,0,0,0,0,0,1
877,None,Johnston,0,0,0,0,0,0,0,1
878,None,Johnston,0,0,0,0,0,0,0,1
879,None,Johnston,0,0,0,0,0,0,0,1
880,None,Johnston,0,0,0,0,0,0,0,1
881,None,Johnston,0,0,0,0,0,0,0,1
882,None,Johnston,0,0,0,0,0,0,0,1
883,None,Johnston,0,0,0,0,0,0,0,1
884,None,Johnston,0,0,0,0,0,0,0,1
885,None,Johnston,0,0,0,0,0,0,0,1
886,None,Johnston,0,0,0,0,0,0,0,1
887,None,Johnston,0,0,0,0,0,0,0,1
888,None,Johnston,0,0,0,0,0,0,0,1
889,None,Johnston,0,0,0,0,0,0,0,1
890,None,Johnston,0,0,0,0,0,0,0,1
891,None,Johnston,0,0,0,0,0,0,0,1
892,None,Johnston,0,0,0,0,0,0,0,1
893,None,Johnston,0,0,0,0,0,0,0,1
894,CAMPO,Johnston,0,0,0,0,1,1,0,1
895,CAMPO,Johnston,0,0,0,0,0,0,0,1
896,CAMPO,Johnston,0,0,0,0,0,0,0,1
897,CAMPO,Johnston,0,0,0,0,0,0,0,1
898,CAMPO,Johnston,0,0,0,0,1,1,0,1
899,CAMPO,Johnston,0,1,1,0,1,1,0,1
900,CAMPO,Johnston,0,0,0,0,0,0,0,1
901,CAMPO,Johnston,0,0,0,0,0,0,0,1
902,CAMPO,Johnston,0,1,1,0,1,0,1,1
903,CAMPO,Johnston,0,0,0,0,0,0,0,1
904,CAMPO,Johnston,0,0,0,1,0,0,0,1
905,CAMPO,Johnston,0,0,0,0,1,1,0,1
906,CAMPO,Johnston,0,0,0,0,1,1,0,1
907,CAMPO,Johnston,0,0,0,0,1,1,0,1
908,CAMPO,Johnston,0,0,1,0,1,0,1,1
909,CAMPO,Johnston,0,0,1,0,1,0,1,1
910,CAMPO,Johnston,0,0,0,0,0,0,0,1
911,CAMPO,Johnston,0,0,0,0,1,1,0,1
912,CAMPO,Johnston,0,0,1,0,1,0,0,1
913,CAMPO,Johnston,0,0,1,0,0,0,1,1
914,CAMPO,Johnston,0,0,1,0,0,0,1,1
915,CAMPO,Johnston,0,0,0,0,0,1,0,1
916,CAMPO,Johnston,0,0,0,0,0,1,0,1
917,CAMPO,Johnston,0,0,0,0,0,0,0,1
918,CAMPO,Johnston,0,0,1,0,1,0,1,1
919,CAMPO,Johnston,0,0,1,0,0,0,1,1
920,CAMPO,Johnston,0,1,0,0,1,1,0,1
921,CAMPO,Johnston,0,1,0,0,1,1,0,1
922,CAMPO,Johnston,0,0,0,0,0,0,0,1
923,CAMPO,Johnston,0,0,0,0,0,0,0,1
924,CAMPO,Johnston,0,0,0,0,0,0,0,1
925,CAMPO,Johnston,0,0,0,0,0,0,0,1
926,CAMPO,Johnston,0,1,1,0,0,1,1,1
927,CAMPO,Johnston,0,1,1,0,0,1,1,1
928,None,Johnston,0,0,0,0,0,0,0,1
929,None,Johnston,0,0,0,0,0,0,0,1
930,None,Johnston,0,0,0,0,0,0,0,1
931,None,Johnston,0,0,0,0,0,0,0,1
932,None,Johnston,0,0,0,0,0,0,0,1
933,None,Johnston,0,0,0,0,0,0,0,1
934,None,Johnston,0,0,0,0,0,0,0,1
935,None,Johnston,0,0,0,0,0,0,0,1
936,None,Johnston,0,0,0,0,0,0,0,1
937,None,Johnston,0,0,0,0,0,0,0,1
938,None,Johnston,0,0,0,0,0,0,0,1
939,None,Johnston,0,0,0,0,0,0,0,1
940,None,Johnston,0,0,0,0,0,0,0,1
941,None,Johnston,0,0,0,0,0,0,0,1
942,None,Johnston,0,0,0,0,0,0,0,1
943,None,Johnston,0,0,0,0,0,0,0,1
944,None,Johnston,0,0,0,0,0,0,0,1
945,None,Johnston,0,0,0,0,0,0,0,1
946,None,Johnston,0,0,0,0,0,0,0,1
947,None,Johnston,0,0,0,0,0,0,0,1
948,None,Johnston,0,0,0,0,0,0,0,1
949,None,Johnston,0,0,0,0,0,0,0,1
950,None,Johnston,0,0,0,0,0,0,0,1
951,None,Johnston,0,0,0,0,0,0,0,1
952,None,Johnston,0,0,0,0,0,0,0,1
953,None,Johnston,0,0,0,0,0,0,0,1
954,None,Johnston,0,0,0,0,0,0,0,1
955,None,Johnston,0,0,0,0,0,0,0,1
956,None,Johnston,0,0,0,0,0,0,0,1
957,None,Johnston,0,0,0,0,0,0,0,1
958,None,Johnston,0,0,0,0,0,0,0,1
959,None,Johnston,0,0,0,0,0,0,0,1
960,None,Johnston,0,0,0,0,0,0,0,1
961,None,Johnston,0,0,0,0,0,0,0,1
962,None,Johnston,0,0,0,0,0,0,0,1
963,None,Johnston,0,0,0,0,0,0,0,1
964,None,Johnston,0,0,0,0,0,0,0,1
965,None,Johnston,0,0,0,0,0,0,0,1
966,CAMPO,Johnston,0,0,1,0,1,0,0,1
967,CAMPO,Johnston,0,0,0,0,0,0,0,1
968,None,Johnston,0,0,0,0,0,0,0,1
969,CAMPO,Johnston,0,0,0,0,0,0,0,1
970,None,Johnston,0,0,0,0,0,0,0,1
971,None,Johnston,0,0,0,0,0,0,0,1
972,CAMPO,Johnston,0,0,0,0,0,0,0,1
973,None,Johnston,0,0,0,0,0,0,0,1
974,None,Johnston,0,0,0,0,0,0,0,1
975,None,Johnston,0,0,0,0,0,0,0,1
976,None,Johnston,0,0,0,0,0,0,0,1
977,None,Johnston,0,0,0,0,0,0,0,1
978,None,Johnston,0,0,0,0,0,0,0,1
979,None,Johnston,0,0,0,0,0,0,0,1
980,None,Johnston,0,0,0,0,0,0,0,1
981,CAMPO,Johnston,0,1,0,0,0,0,0,1
982,None,Johnston,0,0,0,0,0,0,0,1
983,CAMPO,Johnston,0,0,0,1,0,0,0,1
984,CAMPO,Johnston,0,0,1,0,1,1,1,1
985,CAMPO,Johnston,0,0,0,0,0,1,0,1
986,CAMPO,Johnston,0,0,0,0,0,0,0,1
987,CAMPO,Johnston,0,0,1,0,1,1,1,1
988,CAMPO,Johnston,0,0,1,0,1,0,1,1
989,CAMPO,Johnston,0,0,0,0,0,0,0,1
990,CAMPO,Johnston,0,0,1,0,1,1,1,1
991,CAMPO,Johnston,0,0,1,0,1,1,1,1
992,CAMPO,Johnston,0,0,0,0,0,0,0,1
993,CAMPO,Johnston,0,0,0,0,0,0,0,1
994,CAMPO,Johnston,0,0,1,0,1,1,1,1
995,CAMPO,Johnston,0,0,1,0,1,0,1,1
996,CAMPO,Johnston,0,0,1,0,1,0,1,1
997,CAMPO,Johnston,0,0,0,0,0,0,0,1
998,CAMPO,Johnston,0,0,0,0,0,0,0,1
999,CAMPO,Johnston,0,0,0,0,0,0,0,1
1000,CAMPO,Johnston,0,0,0,0,1,1,0,1
1001,CAMPO,Johnston,0,0,0,0,0,1,0,1
1002,CAMPO,Johnston,0,0,0,0,0,1,0,1
1003,CAMPO,Johnston,0,0,0,0,0,1,0,1
1004,CAMPO,Johnston,0,0,1,0,0,0,1,1
1005,CAMPO,Johnston,0,1,0,0,0,0,0,1
1006,CAMPO,Johnston,0,1,0,0,0,0,0,1
1007,CAMPO,Johnston,0,0,0,0,0,0,0,1
1008,CAMPO,Johnston,0,0,0,0,0,0,0,1
1009,CAMPO,Johnston,0,0,1,0,0,0,1,1
1010,CAMPO,Johnston,0,0,1,0,0,0,1,1
1011,CAMPO,Johnston,0,0,0,0,0,0,0,1
1012,CAMPO,Johnston,0,0,1,0,0,0,1,1
1013,CAMPO,Johnston,0,0,0,0,0,1,0,1
1014,CAMPO,Johnston,0,0,1,1,0,1,0,1
1015,CAMPO,Johnston,0,0,1,0,0,0,1,1
1016,CAMPO,Johnston,0,0,1,1,0,1,0,1
1017,CAMPO,Johnston,0,0,1,1,1,0,0,1
1018,CAMPO,Johnston,0,1,0,0,0,0,0,1
1019,CAMPO,Johnston,0,0,1,0,0,0,0,1
1020,CAMPO,Johnston,0,1,1,0,1,1,1,1
1021,CAMPO,Johnston,0,0,1,0,0,0,1,1
1022,CAMPO,Johnston,0,0,0,0,0,0,0,1
