route,access,mode,tod,On,Off,DriveAccessOn,WalkAccessOn,DirectTransferOn,WalkTransferOn,DirectTransferOff,WalkTransferOff,EgressOff,rts_name
197,pnr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 1A-3 OB:Hillndal-Mdlnd
197,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 1A-3 OB:Hillndal-Mdlnd
197,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 1A-3 OB:Hillndal-Mdlnd
197,w,eb,AM,6.54553,6.54554,,6.54553,0,0,6.54554,0,0,DATA 1A-3 OB:Hillndal-Mdlnd
197,w,eb,MD,1.40902,1.40902,,1.40902,0,0,1.40902,0,0,DATA 1A-3 OB:Hillndal-Mdlnd
197,w,eb,NT,0,0,,0,0,0,0,0,0,DATA 1A-3 OB:Hillndal-Mdlnd
197,w,eb,PM,3.2044,3.2044,,0,3.2044,0,0,0,3.2044,DATA 1A-3 OB:Hillndal-Mdlnd
197,w,lb,AM,107.245,107.245,,50.2222,56.8752,0.147785,49.9456,0,57.2997,DATA 1A-3 OB:Hillndal-Mdlnd
197,w,lb,MD,282.844,282.844,,153.989,116.333,12.5217,160.79,0,122.054,DATA 1A-3 OB:Hillndal-Mdlnd
197,w,lb,NT,55.1957,55.1958,,34.6531,19.7361,0.806445,22.414,0,32.7818,DATA 1A-3 OB:Hillndal-Mdlnd
197,w,lb,PM,217.695,217.695,,125.803,90.8114,1.08044,106.686,0,111.009,DATA 1A-3 OB:Hillndal-Mdlnd
198,knr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,knr,lb,AM,11.522,11.522,11.522,0,0,0,4.96825,0,6.55375,DATA 3-1A IB:Mdlnd-Hillndal
198,knr,lb,MD,13.8848,13.8848,13.8848,0,0,0,0,0,13.8848,DATA 3-1A IB:Mdlnd-Hillndal
198,knr,lb,NT,14.0076,14.0076,14.0076,0,0,0,0.738027,0,13.2695,DATA 3-1A IB:Mdlnd-Hillndal
198,knr,lb,PM,0,0,,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,pnr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,pnr,eb,PM,0,0,,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,pnr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,pnr,lb,MD,1.66056,1.66056,0,0,0,1.66056,0,0,1.66056,DATA 3-1A IB:Mdlnd-Hillndal
198,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,w,eb,AM,11.6928,11.6928,,5.66432,6.02845,0,7.0109,0,4.68187,DATA 3-1A IB:Mdlnd-Hillndal
198,w,eb,MD,2.07139,2.07139,,0,2.07139,0,0.347945,0,1.72344,DATA 3-1A IB:Mdlnd-Hillndal
198,w,eb,NT,0,0,,0,0,0,0,0,0,DATA 3-1A IB:Mdlnd-Hillndal
198,w,eb,PM,12.5864,12.5864,,0,11.3046,1.28176,2.42384,0,10.1625,DATA 3-1A IB:Mdlnd-Hillndal
198,w,lb,AM,284.807,284.807,,213.957,63.0036,7.84644,179.29,0,105.518,DATA 3-1A IB:Mdlnd-Hillndal
198,w,lb,MD,760.616,760.616,,585.329,160.163,15.1238,285.895,9.79656,464.925,DATA 3-1A IB:Mdlnd-Hillndal
198,w,lb,NT,199.438,199.439,,160.349,30.7106,8.37857,75.8815,0,123.557,DATA 3-1A IB:Mdlnd-Hillndal
198,w,lb,PM,405.501,405.501,,302.33,93.5772,9.59416,208.787,4.36667,192.348,DATA 3-1A IB:Mdlnd-Hillndal
199,knr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,knr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,knr,lb,MD,9.68011,9.68011,9.68011,0,0,0,0,0,9.68011,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,knr,lb,NT,2.00191,2.00191,2.00191,0,0,0,0,0,2.00191,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,knr,lb,PM,0,0,,0,0,0,0,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,pnr,eb,AM,36.9272,36.9272,0,0,36.9272,0,23.8571,0,13.0701,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,pnr,eb,PM,0.400838,0.400838,,0.400838,0,0,0.400838,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,pnr,lb,AM,8.44191,8.44191,0,0,8.44191,0,6.86531,0,1.5766,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,pnr,lb,MD,8.85261,8.85261,0,0,8.85261,0,8.85261,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,w,eb,AM,14.4634,14.4634,,3.66598,10.7974,0,6.08926,0,8.37417,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,w,eb,MD,11.7859,11.7859,,2.758,8.05318,0.974714,11.7859,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,w,eb,NT,10.1569,10.1569,,3.24514,4.53971,2.37206,10.1569,0,0,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,w,eb,PM,57.0204,57.0204,,2.96648,52.1313,1.92264,48.1722,5.64375,3.2044,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,w,lb,AM,187.988,187.988,,79.2855,103.4,5.3025,51.2586,0,136.729,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,w,lb,MD,296.572,296.572,,162.216,118.009,16.3469,79.0744,2.15211,215.345,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,w,lb,NT,68.8006,68.8007,,35.8446,29.3276,3.62848,7.38864,2.94889,58.4631,DATA 6-5 IB:Cnstitutn-StrtsSPt
199,w,lb,PM,227.773,227.773,,21.7342,143.999,62.0396,49.5518,3.172,175.049,DATA 6-5 IB:Cnstitutn-StrtsSPt
200,knr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,knr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,knr,lb,MD,9.68011,9.68011,9.68011,0,0,0,0,0,9.68011,DATA 6B-5 IB:Sparger-StrtsSPt
200,knr,lb,NT,2.00191,2.00191,2.00191,0,0,0,0,0,2.00191,DATA 6B-5 IB:Sparger-StrtsSPt
200,knr,lb,PM,0,0,,0,0,0,0,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,pnr,eb,AM,36.9272,36.9272,0,0,36.9272,0,23.8571,0,13.0701,DATA 6B-5 IB:Sparger-StrtsSPt
200,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,pnr,eb,PM,0.400838,0.400838,,0.400838,0,0,0.400838,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,pnr,lb,AM,8.44191,8.44191,0,0,8.44191,0,6.86531,0,1.5766,DATA 6B-5 IB:Sparger-StrtsSPt
200,pnr,lb,MD,8.85261,8.85261,0,0,8.85261,0,8.85261,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,w,eb,AM,14.4634,14.4634,,3.66598,10.7974,0,6.08926,0,8.37417,DATA 6B-5 IB:Sparger-StrtsSPt
200,w,eb,MD,11.7859,11.7859,,2.758,8.05318,0.974714,11.7859,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,w,eb,NT,10.1569,10.1569,,3.24514,4.53971,2.37206,10.1569,0,0,DATA 6B-5 IB:Sparger-StrtsSPt
200,w,eb,PM,57.0204,57.0204,,2.96648,52.1313,1.92264,48.1722,5.64375,3.2044,DATA 6B-5 IB:Sparger-StrtsSPt
200,w,lb,AM,179.031,179.031,,77.926,95.8029,5.3025,51.2586,0,127.773,DATA 6B-5 IB:Sparger-StrtsSPt
200,w,lb,MD,298.877,298.877,,168.123,114.408,16.3469,85.4319,2.15211,211.293,DATA 6B-5 IB:Sparger-StrtsSPt
200,w,lb,NT,72.0036,72.0036,,39.0476,29.3276,3.62848,7.38864,2.94889,61.6661,DATA 6B-5 IB:Sparger-StrtsSPt
200,w,lb,PM,229.026,229.026,,22.9872,143.999,62.0396,50.8047,3.172,175.049,DATA 6B-5 IB:Sparger-StrtsSPt
201,knr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,knr,lb,AM,1.26899,1.26899,1.26899,0,0,0,0,0,1.26899,DATA 7 IB:MLKRxb-Downtown
201,knr,lb,MD,6.9637,6.9637,6.9637,0,0,0,0,0,6.9637,DATA 7 IB:MLKRxb-Downtown
201,knr,lb,NT,18.299,18.299,18.299,0,0,0,0,0,18.299,DATA 7 IB:MLKRxb-Downtown
201,knr,lb,PM,1.28656,1.28656,,1.28656,0,0,0,0,1.28656,DATA 7 IB:MLKRxb-Downtown
201,pnr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,pnr,eb,PM,0,0,,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,pnr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,pnr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,w,eb,AM,1.40008,1.40008,,0,1.40008,0,0,0,1.40008,DATA 7 IB:MLKRxb-Downtown
201,w,eb,MD,2.14507,2.14507,,0,2.14507,0,0,0,2.14507,DATA 7 IB:MLKRxb-Downtown
201,w,eb,NT,0,0,,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,w,eb,PM,0,0,,0,0,0,0,0,0,DATA 7 IB:MLKRxb-Downtown
201,w,lb,AM,43.3436,43.3437,,41.9226,1.42101,0,13.2828,10.9178,19.1431,DATA 7 IB:MLKRxb-Downtown
201,w,lb,MD,55.1246,55.1246,,52.2013,2.9233,0,36.6704,0,18.4542,DATA 7 IB:MLKRxb-Downtown
201,w,lb,NT,10.2311,10.2311,,10.2311,0,0,10.2311,0,0,DATA 7 IB:MLKRxb-Downtown
201,w,lb,PM,67.5986,67.5986,,60.7035,6.89513,0,54.8785,0,12.7202,DATA 7 IB:MLKRxb-Downtown
202,knr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,knr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,knr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,knr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,knr,lb,PM,1.13706,1.13706,,1.13706,0,0,0,0,1.13706,DATA 11 IB:Bennett-Downtown
202,pnr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,pnr,eb,PM,0,0,,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,pnr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,pnr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,w,eb,AM,8.1927,8.1927,,8.1927,0,0,8.1927,0,0,DATA 11 IB:Bennett-Downtown
202,w,eb,MD,8.14064,8.14064,,8.14064,0,0,8.14064,0,0,DATA 11 IB:Bennett-Downtown
202,w,eb,NT,0,0,,0,0,0,0,0,0,DATA 11 IB:Bennett-Downtown
202,w,eb,PM,4.6115,4.6115,,4.6115,0,0,4.6115,0,0,DATA 11 IB:Bennett-Downtown
202,w,lb,AM,19.1094,19.1094,,19.1094,0,0,12.2626,0,6.84677,DATA 11 IB:Bennett-Downtown
202,w,lb,MD,108.974,108.974,,106.272,2.70111,0,79.613,4.5925,24.768,DATA 11 IB:Bennett-Downtown
202,w,lb,NT,14.5808,14.5808,,14.5808,0,0,3.68094,8.37857,2.52127,DATA 11 IB:Bennett-Downtown
202,w,lb,PM,34.4992,34.4992,,33.0035,1.49577,0,20.1915,7.36189,6.94583,DATA 11 IB:Bennett-Downtown
203,knr,eb,AM,3.2044,3.2044,1.6022,0,0,1.6022,3.2044,0,0,DATA 14-12 IB:SPT-Downtown
203,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,knr,lb,AM,2.4938,2.4938,2.4938,0,0,0,0,0,2.4938,DATA 14-12 IB:SPT-Downtown
203,knr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,knr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,knr,lb,PM,0,0,,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,pnr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,pnr,eb,PM,0,0,,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,pnr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,pnr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,w,eb,AM,1.04384,1.04384,,0.521918,0.521918,0,1.04384,0,0,DATA 14-12 IB:SPT-Downtown
203,w,eb,MD,24.7224,24.7224,,12.2349,12.4875,0,12.2349,0,12.4875,DATA 14-12 IB:SPT-Downtown
203,w,eb,NT,6.80957,6.80957,,0,6.80957,0,0,0,6.80957,DATA 14-12 IB:SPT-Downtown
203,w,eb,PM,0,0,,0,0,0,0,0,0,DATA 14-12 IB:SPT-Downtown
203,w,lb,AM,65.1668,65.1669,,31.5663,33.6005,0,44.2071,2.30067,18.6591,DATA 14-12 IB:SPT-Downtown
203,w,lb,MD,105.006,105.006,,64.9701,37.1678,2.8683,67.3125,6.00785,31.6859,DATA 14-12 IB:SPT-Downtown
203,w,lb,NT,10.4881,10.4881,,3.96356,6.5245,0,10.4881,0,0,DATA 14-12 IB:SPT-Downtown
203,w,lb,PM,39.572,39.5719,,28.7302,8.73962,2.10213,39.5719,0,0,DATA 14-12 IB:SPT-Downtown
204,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,knr,lb,MD,9.68011,9.68011,9.68011,0,0,0,0,0,9.68011,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,knr,lb,NT,2.00191,2.00191,2.00191,0,0,0,0,0,2.00191,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,pnr,lb,MD,8.85261,8.85261,0,0,8.85261,0,8.85261,0,0,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,w,eb,MD,11.7859,11.7859,,2.758,8.05318,0.974714,11.7859,0,0,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,w,eb,NT,10.1569,10.1569,,3.24514,4.53971,2.37206,10.1569,0,0,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,w,lb,MD,298.877,298.877,,168.123,114.408,16.3469,85.4319,2.15211,211.293,DATA 6B-5 IBmd:Sparger-StrtsSPt
204,w,lb,NT,72.0036,72.0036,,39.0476,29.3276,3.62848,7.38864,2.94889,61.6661,DATA 6B-5 IBmd:Sparger-StrtsSPt
205,knr,eb,AM,0.709903,0.709903,0.709903,0,0,0,0.709903,0,0,DATA 10B IB:Pickett-Downtown
205,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,knr,lb,AM,3.27061,3.27061,3.27061,0,0,0,1.46875,0,1.80186,DATA 10B IB:Pickett-Downtown
205,knr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,knr,lb,NT,2.73618,2.73618,2.73618,0,0,0,0,0,2.73618,DATA 10B IB:Pickett-Downtown
205,knr,lb,PM,0,0,,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,pnr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,pnr,eb,PM,0,0,,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,pnr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,pnr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,w,eb,AM,2.60953,2.60953,,2.60953,0,0,2.60953,0,0,DATA 10B IB:Pickett-Downtown
205,w,eb,MD,0,0,,0,0,0,0,0,0,DATA 10B IB:Pickett-Downtown
205,w,eb,NT,1.77904,1.77904,,1.77904,0,0,1.77904,0,0,DATA 10B IB:Pickett-Downtown
205,w,eb,PM,9.11738,9.11738,,9.11738,0,0,9.11738,0,0,DATA 10B IB:Pickett-Downtown
205,w,lb,AM,123.495,123.495,,109.645,13.8506,0,109.614,6.555,7.32666,DATA 10B IB:Pickett-Downtown
205,w,lb,MD,217.358,217.358,,209.391,7.96675,0,160.162,13.4293,43.7668,DATA 10B IB:Pickett-Downtown
205,w,lb,NT,86.8979,86.8979,,82.4684,4.42944,0,69.5688,2.73618,14.5929,DATA 10B IB:Pickett-Downtown
205,w,lb,PM,119.256,119.256,,115.283,3.97255,0,55.1992,25.5852,38.4717,DATA 10B IB:Pickett-Downtown
206,knr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,knr,lb,AM,12.3519,12.3519,12.3519,0,0,0,0,0,12.3519,DATA 9B IB:N High-Downtown
206,knr,lb,MD,25.0856,25.0856,25.0856,0,0,0,0,0,25.0856,DATA 9B IB:N High-Downtown
206,knr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,knr,lb,PM,0,0,,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,pnr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,pnr,eb,PM,0,0,,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,pnr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,pnr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,w,eb,AM,1.87917,1.87916,,1.87917,0,0,1.87916,0,0,DATA 9B IB:N High-Downtown
206,w,eb,MD,0,0,,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,w,eb,NT,0,0,,0,0,0,0,0,0,DATA 9B IB:N High-Downtown
206,w,eb,PM,4.65527,4.65526,,3.61143,0,1.04384,4.65526,0,0,DATA 9B IB:N High-Downtown
206,w,lb,AM,100.698,100.698,,88.7839,11.914,0,97.1003,3.59769,0,DATA 9B IB:N High-Downtown
206,w,lb,MD,158.686,158.686,,158.686,0,0,123.696,3.64976,31.3403,DATA 9B IB:N High-Downtown
206,w,lb,NT,26.3063,26.3062,,26.3063,0,0,26.3062,0,0,DATA 9B IB:N High-Downtown
206,w,lb,PM,103.787,103.787,,102.151,0,1.63571,67.853,3.57827,32.3559,DATA 9B IB:N High-Downtown
207,knr,eb,AM,3.2044,3.2044,1.6022,0,0,1.6022,3.2044,0,0,DATA 12 IB:Extra Headway
207,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,knr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,knr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,knr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,knr,lb,PM,0,0,,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,pnr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,pnr,eb,PM,0,0,,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,pnr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,pnr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,w,eb,AM,0.521918,0.521918,,0.521918,0,0,0.521918,0,0,DATA 12 IB:Extra Headway
207,w,eb,MD,0,0,,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,w,eb,NT,0,0,,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,w,eb,PM,0,0,,0,0,0,0,0,0,DATA 12 IB:Extra Headway
207,w,lb,AM,26.3994,26.3994,,16.8733,6.65782,2.8683,23.5311,0,2.8683,DATA 12 IB:Extra Headway
207,w,lb,MD,71.2761,71.2761,,18.1623,23.2842,29.8296,55.4259,1.7255,14.1247,DATA 12 IB:Extra Headway
207,w,lb,NT,9.5378,9.53779,,3.0133,6.5245,0,9.53779,0,0,DATA 12 IB:Extra Headway
207,w,lb,PM,7.89106,7.89106,,5.54356,2.34749,0,7.89106,0,0,DATA 12 IB:Extra Headway
208,knr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,knr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,knr,eb,PM,0,0,,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,knr,lb,AM,0.21521,0.21521,0.21521,0,0,0,0,0,0.21521,DATA 16A IB:MSprng-Downtown
208,knr,lb,MD,1.16439,1.16439,1.16439,0,0,0,0,0,1.16439,DATA 16A IB:MSprng-Downtown
208,knr,lb,NT,3.64044,3.64044,3.64044,0,0,0,0.369013,0,3.27143,DATA 16A IB:MSprng-Downtown
208,knr,lb,PM,0,0,,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,pnr,eb,AM,0,0,0,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,pnr,eb,MD,0,0,0,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,pnr,eb,NT,0,0,0,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,pnr,eb,PM,7.11617,7.11617,,0,7.11617,0,7.11617,0,0,DATA 16A IB:MSprng-Downtown
208,pnr,lb,AM,0,0,0,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,pnr,lb,MD,0,0,0,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,pnr,lb,NT,0,0,0,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,pnr,lb,PM,0,0,,0,0,0,0,0,0,DATA 16A IB:MSprng-Downtown
208,w,eb,AM,4.26958,4.26958,,2.923,1.34658,0,4.26958,0,0,DATA 16A IB:MSprng-Downtown
