route,access,mode,tod,On,Off,DriveAccessOn,WalkAccessOn,DirectTransferOn,WalkTransferOn,DirectTransferOff,WalkTransferOff,EgressOff,rts_name
25,w,lb,NT,74.994,74.994,,54.0705,19.2556,1.668,16.0859,0,58.9082,CHT J OB:RckCrkApts-JonesFerry
25,w,lb,PM,333.483,333.484,,236.495,82.3941,14.5943,72.504,5.24003,255.74,CHT J OB:RckCrkApts-JonesFerry
26,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,knr,lb,AM,48.9891,48.9891,46.8468,0,2.14225,0,0,0,48.9891,CHT J IB:JonesFerry-RockCrkApt
26,knr,lb,MD,1.80241,1.80241,1.80241,0,0,0,0,0,1.80241,CHT J IB:JonesFerry-RockCrkApt
26,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,knr,lb,PM,4.88179,4.88179,,4.88179,0,0,0,0,4.88179,CHT J IB:JonesFerry-RockCrkApt
26,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,pnr,lb,PM,12.49,12.49,,12.49,0,0,0,12.49,0,CHT J IB:JonesFerry-RockCrkApt
26,w,eb,AM,33.5871,33.5872,,33.5871,0,0,7.31833,26.2688,0,CHT J IB:JonesFerry-RockCrkApt
26,w,eb,MD,15.4221,15.4221,,11.4428,0,3.9793,1.60983,9.83295,3.9793,CHT J IB:JonesFerry-RockCrkApt
26,w,eb,NT,0,0,,0,0,0,0,0,0,CHT J IB:JonesFerry-RockCrkApt
26,w,eb,PM,18.4802,18.4802,,16.6595,1.82067,0,0,16.6595,1.82067,CHT J IB:JonesFerry-RockCrkApt
26,w,lb,AM,209.503,209.503,,204.1,0,5.40333,145.321,8.46182,55.7197,CHT J IB:JonesFerry-RockCrkApt
26,w,lb,MD,559.297,559.297,,488.94,45.3555,25.0016,132.595,3.44757,423.254,CHT J IB:JonesFerry-RockCrkApt
26,w,lb,NT,60.9037,60.9036,,53.056,7.84768,0,9.74489,0,51.1587,CHT J IB:JonesFerry-RockCrkApt
26,w,lb,PM,390.247,390.246,,351.602,0,38.6441,103.896,15.0235,271.327,CHT J IB:JonesFerry-RockCrkApt
27,knr,eb,AM,5.74365,5.74365,5.74365,0,0,0,0,0,5.74365,CHT JFX IB:JonesFerryPNR-UNC
27,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT JFX IB:JonesFerryPNR-UNC
27,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT JFX IB:JonesFerryPNR-UNC
27,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT JFX IB:JonesFerryPNR-UNC
27,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT JFX IB:JonesFerryPNR-UNC
27,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT JFX IB:JonesFerryPNR-UNC
27,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT JFX IB:JonesFerryPNR-UNC
27,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT JFX IB:JonesFerryPNR-UNC
27,w,eb,AM,45.3074,45.3075,,45.3074,0,0,30.1142,0,15.1933,CHT JFX IB:JonesFerryPNR-UNC
27,w,eb,PM,69.5895,69.5896,,62.3289,7.26068,0,40.1576,5.91492,23.5171,CHT JFX IB:JonesFerryPNR-UNC
27,w,lb,AM,0,0,,0,0,0,0,0,0,CHT JFX IB:JonesFerryPNR-UNC
27,w,lb,PM,0,0,,0,0,0,0,0,0,CHT JFX IB:JonesFerryPNR-UNC
28,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,w,eb,AM,0,0,,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,w,eb,PM,22.071,22.0709,,0,5.37608,16.6949,0,0,22.0709,CHT JFX OB:UNC-JonesFerryPNR
28,w,lb,AM,0,0,,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
28,w,lb,PM,0,0,,0,0,0,0,0,0,CHT JFX OB:UNC-JonesFerryPNR
29,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,knr,lb,AM,6.52507,6.52507,6.52507,0,0,0,0,0,6.52507,CHT N OB:FamilyPract-EstsPrkApt
29,knr,lb,MD,4.6592,4.6592,4.6592,0,0,0,0,0,4.6592,CHT N OB:FamilyPract-EstsPrkApt
29,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,knr,lb,PM,0.404342,0.404342,,0.404342,0,0,0,0,0.404342,CHT N OB:FamilyPract-EstsPrkApt
29,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,pnr,eb,PM,4.88441,4.88441,,3.25627,1.62814,0,4.88441,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,pnr,lb,AM,0.528636,0.528636,0,0,0,0.528636,0.528636,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,w,eb,AM,3.18444,3.18444,,3.0754,0.109042,0,1.03926,2.14518,0,CHT N OB:FamilyPract-EstsPrkApt
29,w,eb,MD,1.34915,1.34916,,1.34915,0,0,0.832714,0.51644,0,CHT N OB:FamilyPract-EstsPrkApt
29,w,eb,NT,4.67182,4.67182,,0,4.67182,0,4.67182,0,0,CHT N OB:FamilyPract-EstsPrkApt
29,w,eb,PM,68.6501,68.6502,,54.4422,14.208,0,49.7091,18.9411,0,CHT N OB:FamilyPract-EstsPrkApt
29,w,lb,AM,20.5116,20.5116,,13.3733,7.13839,0,7.37681,0.558555,12.5763,CHT N OB:FamilyPract-EstsPrkApt
29,w,lb,MD,100.452,100.453,,51.8345,48.6179,0,41.0702,12.1306,47.2517,CHT N OB:FamilyPract-EstsPrkApt
29,w,lb,NT,26.0072,26.0072,,15.0538,10.9534,0,9.84224,1.081,15.084,CHT N OB:FamilyPract-EstsPrkApt
29,w,lb,PM,125.396,125.396,,95.3964,29.9995,0,53.7539,15.2975,56.3444,CHT N OB:FamilyPract-EstsPrkApt
30,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,knr,lb,MD,0.764917,0.764917,0.764917,0,0,0,0,0,0.764917,CHT N IB:EstsParkApt-FamilyPract
30,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,pnr,lb,AM,2.09223,2.09223,0,0,2.09223,0,0,0,2.09223,CHT N IB:EstsParkApt-FamilyPract
30,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,w,eb,AM,9.56268,9.56268,,8.51884,1.04384,0,8.51884,0,1.04384,CHT N IB:EstsParkApt-FamilyPract
30,w,eb,MD,0,0,,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,w,eb,NT,0,0,,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,w,eb,PM,0,0,,0,0,0,0,0,0,CHT N IB:EstsParkApt-FamilyPract
30,w,lb,AM,35.0202,35.0202,,32.5139,2.50628,0,10.1193,0,24.9009,CHT N IB:EstsParkApt-FamilyPract
30,w,lb,MD,54.0854,54.0855,,24.7895,16.4471,12.8488,9.68498,0,44.4005,CHT N IB:EstsParkApt-FamilyPract
30,w,lb,NT,6.99935,6.99935,,6.99935,0,0,5.37371,0,1.62564,CHT N IB:EstsParkApt-FamilyPract
30,w,lb,PM,45.185,45.185,,44.2933,0.891728,0,12.5231,0.139409,32.5225,CHT N IB:EstsParkApt-FamilyPract
31,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,knr,lb,AM,5.9626,5.9626,5.9626,0,0,0,3.30767,0,2.65494,CHT NS OB:Eubanks-SVillage
31,knr,lb,MD,32.0383,32.0383,32.0383,0,0,0,17.0652,0,14.9731,CHT NS OB:Eubanks-SVillage
31,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,pnr,lb,AM,11.8147,11.8148,11.8147,0,0,0,0,0,11.8148,CHT NS OB:Eubanks-SVillage
31,pnr,lb,MD,5.18053,5.18053,5.18053,0,0,0,0,0,5.18053,CHT NS OB:Eubanks-SVillage
31,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,pnr,lb,PM,4.21923,4.21923,,4.21923,0,0,0,0,4.21923,CHT NS OB:Eubanks-SVillage
31,w,eb,AM,40.7231,40.7231,,39.3569,1.36622,0,40.7231,0,0,CHT NS OB:Eubanks-SVillage
31,w,eb,MD,0,0,,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,w,eb,NT,0,0,,0,0,0,0,0,0,CHT NS OB:Eubanks-SVillage
31,w,eb,PM,39.7961,39.7961,,36.1174,3.67868,0,36.1174,0,3.67868,CHT NS OB:Eubanks-SVillage
31,w,lb,AM,228.657,228.657,,189.775,38.8822,0,79.3712,1.22111,148.065,CHT NS OB:Eubanks-SVillage
31,w,lb,MD,595.713,595.713,,548.222,47.4906,0,194.552,16.4928,384.668,CHT NS OB:Eubanks-SVillage
31,w,lb,NT,66.752,66.752,,56.2531,10.4988,0,8.45032,2.16349,56.1381,CHT NS OB:Eubanks-SVillage
31,w,lb,PM,340.195,340.195,,320.525,19.6699,0,98.1165,10.2269,231.851,CHT NS OB:Eubanks-SVillage
32,knr,eb,AM,4.17534,4.17534,0,0,4.17534,0,0,0,4.17534,CHT NS IB:SVillage-Eubanks
32,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT NS IB:SVillage-Eubanks
32,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT NS IB:SVillage-Eubanks
32,knr,lb,AM,20.6923,20.6923,10.746,0,9.94628,0,0,0,20.6923,CHT NS IB:SVillage-Eubanks
32,knr,lb,MD,4.38811,4.38811,4.38811,0,0,0,0,0,4.38811,CHT NS IB:SVillage-Eubanks
32,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT NS IB:SVillage-Eubanks
32,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT NS IB:SVillage-Eubanks
32,pnr,eb,AM,8.14068,8.14068,0,0,8.14068,0,0,0,8.14068,CHT NS IB:SVillage-Eubanks
32,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT NS IB:SVillage-Eubanks
32,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT NS IB:SVillage-Eubanks
32,pnr,eb,PM,3.25627,3.25627,,0,3.25627,0,3.25627,0,0,CHT NS IB:SVillage-Eubanks
32,pnr,lb,AM,92.8978,92.8978,91.8405,0,0,1.05727,8.05727,0,84.8405,CHT NS IB:SVillage-Eubanks
32,pnr,lb,MD,133.51,133.51,133.51,0,0,0,0,0,133.51,CHT NS IB:SVillage-Eubanks
32,pnr,lb,NT,16.1733,16.1733,16.1733,0,0,0,0,0,16.1733,CHT NS IB:SVillage-Eubanks
32,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT NS IB:SVillage-Eubanks
32,w,eb,AM,25.6411,25.6411,,15.3691,8.8803,1.39178,9.15161,6.43554,10.054,CHT NS IB:SVillage-Eubanks
32,w,eb,MD,1.10255,1.10255,,0,0,1.10255,0,0,1.10255,CHT NS IB:SVillage-Eubanks
32,w,eb,NT,6.65795,6.65794,,0,5.52302,1.13493,4.67182,0,1.98612,CHT NS IB:SVillage-Eubanks
32,w,eb,PM,149.617,149.617,,112.91,32.5841,4.12278,98.3246,37.3223,13.9701,CHT NS IB:SVillage-Eubanks
32,w,lb,AM,256.843,256.843,,188.754,68.089,0,82.8076,1.67567,172.36,CHT NS IB:SVillage-Eubanks
32,w,lb,MD,443.178,443.178,,383.051,59.9889,0.138724,122.988,24.3069,295.883,CHT NS IB:SVillage-Eubanks
32,w,lb,NT,68.3422,68.3422,,46.5821,17.1004,4.65955,31.1481,2.67086,34.5233,CHT NS IB:SVillage-Eubanks
32,w,lb,PM,598.252,598.252,,445.516,140.798,11.9391,198.995,16.889,382.368,CHT NS IB:SVillage-Eubanks
33,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT NU OB: PRLot-UNCHosp
33,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT NU OB: PRLot-UNCHosp
33,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT NU OB: PRLot-UNCHosp
33,knr,lb,AM,4.79539,4.79539,4.79539,0,0,0,0,0,4.79539,CHT NU OB: PRLot-UNCHosp
33,knr,lb,MD,8.3387,8.3387,8.3387,0,0,0,0,0,8.3387,CHT NU OB: PRLot-UNCHosp
33,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT NU OB: PRLot-UNCHosp
33,knr,lb,PM,0.551376,0.551376,,0.551376,0,0,0,0,0.551376,CHT NU OB: PRLot-UNCHosp
33,pnr,eb,AM,0.410818,0.410818,0,0,0,0.410818,0,0.410818,0,CHT NU OB: PRLot-UNCHosp
33,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT NU OB: PRLot-UNCHosp
33,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT NU OB: PRLot-UNCHosp
33,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT NU OB: PRLot-UNCHosp
33,pnr,lb,AM,35.3885,35.3885,35.3885,0,0,0,18.4422,0,16.9463,CHT NU OB: PRLot-UNCHosp
33,pnr,lb,MD,339.754,339.754,334.337,0,5.41712,0,0,0,339.754,CHT NU OB: PRLot-UNCHosp
33,pnr,lb,NT,20.624,20.624,20.624,0,0,0,0,0,20.624,CHT NU OB: PRLot-UNCHosp
33,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT NU OB: PRLot-UNCHosp
33,w,eb,AM,10.9599,10.9599,,5.89021,5.06974,0,4.16249,6.79746,0,CHT NU OB: PRLot-UNCHosp
33,w,eb,MD,34.9446,34.9446,,34.408,0.536611,0,31.4417,3.50292,0,CHT NU OB: PRLot-UNCHosp
33,w,eb,NT,13.9346,13.9346,,13.9346,0,0,13.9346,0,0,CHT NU OB: PRLot-UNCHosp
33,w,eb,PM,41.0078,41.0078,,40.6545,0.353333,0,40.6544,0.353333,0,CHT NU OB: PRLot-UNCHosp
33,w,lb,AM,45.6928,45.6928,,32.3786,13.3143,0,16.0187,0,29.6741,CHT NU OB: PRLot-UNCHosp
33,w,lb,MD,401.348,401.348,,375.313,26.0346,0,265.906,4.80082,130.641,CHT NU OB: PRLot-UNCHosp
33,w,lb,NT,88.4363,88.4364,,83.2803,5.15601,0,82.7828,0.497506,5.15601,CHT NU OB: PRLot-UNCHosp
33,w,lb,PM,144.525,144.525,,129.873,14.6524,0,99.5698,3.38155,41.5739,CHT NU OB: PRLot-UNCHosp
34,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,knr,lb,MD,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT NU IB:UNCHosp-PR Lot
34,w,eb,AM,0.919671,0.919671,,0,0.919671,0,0,0,0.919671,CHT NU IB:UNCHosp-PR Lot
34,w,eb,MD,16.6046,16.6046,,16.6046,0,0,16.6046,0,0,CHT NU IB:UNCHosp-PR Lot
34,w,eb,NT,2.52568,2.52568,,1.67448,0.851196,0,1.67448,0,0.851196,CHT NU IB:UNCHosp-PR Lot
34,w,eb,PM,6.17504,6.17504,,6.17504,0,0,6.17504,0,0,CHT NU IB:UNCHosp-PR Lot
34,w,lb,AM,4.44649,4.44649,,1.41243,3.03406,0,1.41243,0,3.03406,CHT NU IB:UNCHosp-PR Lot
34,w,lb,MD,105.522,105.522,,67.1438,38.239,0.138724,45.9431,0,59.5785,CHT NU IB:UNCHosp-PR Lot
34,w,lb,NT,22.6486,22.6486,,14.0038,8.64481,0,8.80418,0,13.8444,CHT NU IB:UNCHosp-PR Lot
34,w,lb,PM,40.8304,40.8304,,34.2222,6.60824,0,31.9983,0,8.83214,CHT NU IB:UNCHosp-PR Lot
35,knr,eb,AM,4.17534,4.17534,0,0,0,4.17534,4.17534,0,0,CHT S OB:FridayCntr-UNCHosp
35,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT S OB:FridayCntr-UNCHosp
35,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT S OB:FridayCntr-UNCHosp
35,knr,lb,AM,2.29287,2.29287,2.29287,0,0,0,0,0,2.29287,CHT S OB:FridayCntr-UNCHosp
35,knr,lb,MD,0,0,0,0,0,0,0,0,0,CHT S OB:FridayCntr-UNCHosp
35,knr,lb,NT,2.80686,2.80686,2.80686,0,0,0,0,0,2.80686,CHT S OB:FridayCntr-UNCHosp
35,knr,lb,PM,2.76743,2.76743,,2.76743,0,0,0,0,2.76743,CHT S OB:FridayCntr-UNCHosp
35,pnr,eb,AM,1.05712,1.05712,0,0,1.05712,0,0,0,1.05712,CHT S OB:FridayCntr-UNCHosp
35,pnr,eb,MD,8.73585,8.73585,8.73585,0,0,0,0,8.73585,0,CHT S OB:FridayCntr-UNCHosp
35,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT S OB:FridayCntr-UNCHosp
35,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT S OB:FridayCntr-UNCHosp
35,pnr,lb,AM,446.845,446.845,429.122,0,17.7231,0,26.0855,0,420.76,CHT S OB:FridayCntr-UNCHosp
35,pnr,lb,MD,39.931,39.931,39.931,0,0,0,0,0,39.931,CHT S OB:FridayCntr-UNCHosp
35,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT S OB:FridayCntr-UNCHosp
35,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT S OB:FridayCntr-UNCHosp
35,w,eb,AM,8.32497,8.32497,,8.32497,0,0,8.32497,0,0,CHT S OB:FridayCntr-UNCHosp
35,w,eb,MD,32.5246,32.5246,,32.5246,0,0,23.3277,9.19688,0,CHT S OB:FridayCntr-UNCHosp
35,w,eb,NT,13.7434,13.7434,,10.3386,3.40478,0,13.7434,0,0,CHT S OB:FridayCntr-UNCHosp
35,w,eb,PM,126.989,126.989,,126.989,0,0,126.989,0,0,CHT S OB:FridayCntr-UNCHosp
35,w,lb,AM,127.538,127.538,,127.538,0,0,25.0548,3.32937,99.1535,CHT S OB:FridayCntr-UNCHosp
35,w,lb,MD,326.71,326.709,,324.624,0,2.08587,169.156,10.8684,146.685,CHT S OB:FridayCntr-UNCHosp
35,w,lb,NT,42.7798,42.7798,,42.7798,0,0,39.0813,0.369117,3.32937,CHT S OB:FridayCntr-UNCHosp
35,w,lb,PM,285.131,285.131,,285.131,0,0,225.551,10.0925,49.4875,CHT S OB:FridayCntr-UNCHosp
36,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,knr,lb,MD,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,knr,lb,PM,1.66468,1.66468,,1.66468,0,0,0,0,1.66468,CHT S IB:UNCHosp-FridayCntr
36,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT S IB:UNCHosp-FridayCntr
36,pnr,lb,PM,4.6942,4.6942,,4.6942,0,0,0,0,4.6942,CHT S IB:UNCHosp-FridayCntr
36,w,eb,AM,24.388,24.388,,22.2429,2.14507,0,22.2429,0,2.14507,CHT S IB:UNCHosp-FridayCntr
36,w,eb,MD,6.63015,6.63016,,6.16979,0.460364,0,6.63016,0,0,CHT S IB:UNCHosp-FridayCntr
36,w,eb,NT,8.14068,8.14068,,8.14068,0,0,8.14068,0,0,CHT S IB:UNCHosp-FridayCntr
36,w,eb,PM,33.1745,33.1745,,22.3305,10.844,0,22.3305,0,10.844,CHT S IB:UNCHosp-FridayCntr
36,w,lb,AM,39.22,39.22,,19.3692,19.8509,0,1.23288,0,37.9871,CHT S IB:UNCHosp-FridayCntr
36,w,lb,MD,118.407,118.406,,32.402,75.7886,10.2161,2.22132,2.08587,114.099,CHT S IB:UNCHosp-FridayCntr
36,w,lb,NT,24.4613,24.4613,,1.01011,23.4512,0,1.02527,0,23.4361,CHT S IB:UNCHosp-FridayCntr
36,w,lb,PM,86.8003,86.8002,,51.4841,35.3162,0,3.2834,0,83.5168,CHT S IB:UNCHosp-FridayCntr
37,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,knr,lb,AM,0.573532,0.573532,0.573532,0,0,0,0,0,0.573532,CHT T OB:ECHHS-UNC Hosp
37,knr,lb,MD,3.05638,3.05638,3.05638,0,0,0,1.909,0,1.14738,CHT T OB:ECHHS-UNC Hosp
37,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
37,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT T OB:ECHHS-UNC Hosp
