term,estimated_as,estimate,std.error,statistic,p.value
N_HB_OD_Long_lb,N_HB_OD_Long_lb,0.07661,0.013577294,5.642175988,0
N_HB_OD_Short_lb,N_HB_OD_Short_lb,0.67523,0.017430559,38.73838532,0
N_HB_OMED_All_lb,N_HB_OMED_All_lb,0.47031,0.025053295,18.7722741,0
N_HB_OME_All_lb,N_HB_OME_All_lb,0.0806,0.013302999,6.058775732,0
N_HB_OD_Short_walkbike,N_HB_OD_Short_walkbike,0.00303,0.001865734,1.621826275,0.10487
N_HB_OD_Short_sov,N_HB_OD_Short_sov,0.00546,0.002589201,2.106956163,0.03514
r_sq,NA,0.03949,NA,NA,NA
