term,estimated_as,estimate,std.error,statistic,p.value
W_HB_O_All_walkbike,W_HB_O_All_walkbike,0.13367779012210784,0.008298789286545013,16.108107521038306,0
W_HB_O_All_lb,W_HB_O_All_lb,0.17373761088813747,0.029582298302072048,5.8730261291418415,0
W_HB_W_All_hov2,W_HB_W_All_hov,-0.0021580652945610984,0.005010596843909278,-0.43070024625596726,0.66671
W_HB_W_All_hov3,W_HB_W_All_hov,-0.0021580652945610984,0.005010596843909278,-0.43070024625596726,0.66671
W_HB_EK12_All_walkbike,W_HB_EK12_All_walkbike,-0.029045260365283664,0.06763551213126823,-0.4294380193190834,0.66763
r_sq,NA,0.019201639660241347,NA,NA,NA
