term,estimated_as,estimate,std.error,statistic,p.value
W_HB_O_All_hov2,W_HB_O_All_hov,0.06625,0.00664366,9.972116032,0
W_HB_O_All_hov3,W_HB_O_All_hov,0.06625,0.00664366,9.972116032,0
W_HB_W_All_hov3,W_HB_W_All_hov3,0.3338,0.018189169,18.35148849,0
r_sq,NA,0.08371,NA,NA,NA
