"TAZ","access_nearby_sov","access_transit","access_walk","N_sov","N_hov2","N_hov3","N_walkbike","N_t","N_auto_pay","W_sov","W_hov2","W_hov3","W_walkbike","W_t","W_auto_pay"
875,6.94245,0.00,0.00,65.492,46.368,26.2396,0.00,0.00,0.579846,101.05,28.7925,24.4228,15.4218,0.00,0.490523
876,6.36082,0.00,0.00,62.6038,54.8139,31.0027,0.00,0.00,0.862329,73.855,27.0014,19.8991,32.9934,0.00,0.34146
877,5.7461,0.00,0.00,38.2864,34.5753,18.7207,0.00,0.00,0.54194,39.1189,12.0859,10.1597,8.10034,0.00,0.168033
878,6.69914,0.00,0.00,55.5249,41.196,24.0968,0.00,0.00,0.784146,68.5069,19.3687,16.8244,8.81148,0.00,0.31969
879,6.61808,0.00,0.00,79.1913,62.4894,34.694,0.00,0.00,0.70566,93.8545,29.4013,22.9886,26.1151,0.00,0.456229
880,6.3275,0.00,0.00,58.4883,57.4614,33.0145,0.00,0.00,0.954435,50.0443,16.6015,13.049,15.705,0.00,0.238203
881,6.79584,0.00,0.00,72.5179,68.4337,40.102,0.00,0.00,1.05376,63.0015,22.0866,16.1669,26.2617,0.00,0.305709
882,6.80982,0.00,0.00,51.7877,42.8934,25.4076,0.00,0.00,0.765635,55.8746,19.463,15.3955,19.1837,0.00,0.257983
883,6.37202,0.00,0.00,26.2971,23.1108,13.4962,0.00,0.00,0.431505,22.0717,8.77901,6.62444,10.9349,0.00,0.098872
884,6.54206,0.00,0.00,59.2225,47.7072,27.627,0.00,0.00,0.653071,58.8164,19.9418,15.4484,20.1011,0.00,0.278316
885,7.28437,0.00,0.00,72.4177,43.9211,26.5298,0.00,0.00,0.464849,115.437,31.9602,27.8647,13.2423,0.00,0.575538
886,7.24433,0.00,0.00,39.6003,43.7635,49.3251,0.00,0.00,0.636813,134.61,35.741,17.3547,15.5805,0.00,0.123819
887,6.91465,0.00,0.00,57.1305,35.0404,19.7984,0.00,0.00,0.260387,89.3558,24.6707,21.5294,10.0552,0.00,0.430014
888,6.45591,0.00,0.00,55.809,53.1706,57.9597,0.00,0.00,0.757051,173.681,47.58,24.9386,21.4094,0.00,0.177962
889,6.42143,0.00,0.00,8.25696,9.69793,5.50767,0.00,0.00,0.135323,6.01694,1.85651,1.54405,1.29264,0.00,0.0285531
890,6.56574,0.00,0.00,72.6345,61.5115,60.3264,0.00,0.00,0.718713,194.756,51.6121,26.8163,23.5142,0.00,0.267945
891,5.73418,0.00,0.00,29.565,26.071,14.5827,0.00,0.00,0.251985,20.194,6.33897,5.11943,5.08784,0.00,0.0910826
892,5.44073,0.00,0.00,20.598,13.5729,7.55287,0.00,0.00,0.106158,17.158,5.30549,4.18208,4.50529,0.00,0.0782989
893,6.07505,0.00,0.00,34.0858,25.4098,14.649,0.00,0.00,0.239215,22.9896,6.75836,5.81323,3.63591,0.00,0.107373
894,5.56341,0.00,0.00,42.7853,35.4699,18.7691,0.00,0.00,0.273397,36.0497,15.4243,8.99253,29.3889,0.00,0.163104
895,5.88276,0.00,0.00,70.2969,60.8976,32.4948,0.00,0.00,0.449494,61.4449,20.1376,15.5894,19.4666,0.00,0.276353
896,5.95308,0.00,0.00,19.1555,17.9655,9.84613,0.00,0.00,0.27788,16.5048,8.3132,4.15684,19.3459,0.00,0.0765157
897,5.98447,0.00,0.00,4.36978,6.24553,3.16725,0.00,0.00,0.158388,6.80702,4.47188,2.76825,9.4251,0.00,0.024142
898,6.04673,0.00,0.00,50.8101,42.0062,23.5807,0.00,0.00,0.423502,40.0042,16.0354,10.5038,25.6147,0.00,0.188429
899,5.98081,0.00,0.00,34.8692,29.6953,16.8714,0.00,0.00,0.30611,24.8244,13.1165,6.67455,30.6208,0.00,0.115562
900,5.98638,0.00,0.00,5.2429,8.29912,4.36146,0.00,0.00,0.133973,6.11252,2.82957,1.97348,4.47043,0.00,0.0252815
901,6.83725,0.00,0.00,204.741,194.482,103.712,0.00,0.00,1.20167,291.799,88.0368,70.8485,66.941,0.00,1.37265
902,6.86515,0.00,0.00,82.9446,86.6673,51.8419,0.00,0.00,0.820288,62.2583,19.2549,16.4354,12.0836,0.00,0.29776
903,6.35031,0.00,0.00,77.376,83.147,48.0881,0.00,0.00,0.989871,72.5191,22.8699,19.1335,16.2198,0.00,0.328689
904,7.13837,0.00,0.00,97.6034,109.942,101.713,0.00,0.00,1.10865,242.124,61.4819,32.1697,16.944,0.00,0.290679
905,6.99371,0.00,0.023335,141.616,116.333,65.4212,127.542,0.00,1.15307,163.804,49.4312,40.3605,35.5798,0.00,0.787763
906,6.15662,0.00,0.00,8.84744,12.8159,7.18594,0.00,0.00,0.217735,10.3978,3.36333,2.90517,2.18497,0.00,0.04745
907,6.92545,0.00,0.00,79.7561,66.2533,39.4505,0.00,0.00,0.555323,61.0942,18.271,15.3844,11.3751,0.00,0.297551
908,6.72077,0.00,0.00,69.6615,53.8831,32.1673,0.00,0.00,0.441966,57.5281,16.3412,14.0019,8.19973,0.00,0.282494
909,6.7273,0.00,0.00,45.7745,37.3359,22.6673,0.00,0.00,0.445045,32.3862,10.7739,9.15127,7.89307,0.00,0.149778
910,6.91358,0.00,0.00,150.495,175.914,162.778,0.00,0.00,2.55445,346.485,94.5677,59.0519,42.3828,0.00,0.817441
911,6.82337,0.00,0.00,87.2438,64.2959,36.093,0.00,0.00,0.606597,122.972,34.1746,29.6994,14.667,0.00,0.609837
912,6.31716,0.00,0.00,31.1829,42.2026,23.6957,0.00,0.00,0.530691,33.5994,14.3411,8.93445,25.2051,0.00,0.155337
913,6.51032,0.00,0.00,28.8397,43.0101,47.6369,0.00,0.00,0.825278,173.24,43.4554,22.3435,8.42878,0.00,0.165636
914,6.45872,0.00,0.00,26.9798,26.9932,15.5624,0.00,0.00,0.369822,26.0743,8.75084,7.40831,6.58038,0.00,0.118419
915,6.34951,0.00,0.00,9.79485,15.7675,8.63743,0.00,0.00,0.289941,17.0693,6.40306,4.90401,7.37243,0.00,0.0765274
916,6.5845,0.00,0.00,87.1019,94.4995,110.214,0.00,0.00,1.50821,266.962,67.6251,36.1166,14.5781,0.00,0.303915
917,6.65785,0.00,0.00,123.971,123.763,113.054,0.00,0.00,1.25392,292.276,75.7521,44.3664,21.8925,0.00,0.498474
918,6.59791,0.00,0.00,93.0419,93.6042,95.5998,0.00,0.00,1.17475,258.833,65.4484,35.6472,14.3053,0.00,0.337033
919,6.62102,0.00,0.00,15.72,24.5653,14.1006,0.00,0.00,0.478546,27.725,9.36063,8.06883,6.62608,0.00,0.126772
920,6.40758,0.00,0.00,18.3516,21.3783,12.2196,0.00,0.00,0.278365,19.5973,6.82202,5.24404,7.2174,0.00,0.0910458
921,6.40874,0.00,0.00,11.9949,12.6958,7.21573,0.00,0.00,0.170626,10.384,3.51864,3.0136,2.56944,0.00,0.0467605
922,5.81865,0.00,0.00,5.51596,8.88792,4.70359,0.00,0.00,0.158559,9.2653,3.2205,2.56257,3.11222,0.00,0.0412666
923,6.16065,0.00,0.00,24.4735,25.3046,14.2953,0.00,0.00,0.360525,23.4441,10.7506,6.33317,20.8007,0.00,0.107946
924,6.06129,0.00,0.00,46.3534,34.2167,19.2749,0.00,0.00,0.39306,40.4731,13.0233,9.98388,12.6684,0.00,0.192509
925,6.0905,0.00,0.00,16.4229,19.8224,11.1013,0.00,0.00,0.275426,19.9792,6.51742,5.3681,5.18334,0.00,0.0915857
926,5.93084,0.00,0.00,19.6458,28.9267,15.9542,0.00,0.00,0.341484,20.5442,9.45312,5.85596,17.3681,0.00,0.0932361
927,5.88817,0.00,0.00,13.1183,19.3784,10.4154,0.00,0.00,0.237554,14.9666,4.70032,3.90164,3.42299,0.00,0.0696449
928,6.28922,0.00,0.00,29.4264,23.4245,13.6666,0.00,0.00,0.256293,20.3128,6.61371,5.29809,5.75958,0.00,0.0955546
929,6.42292,0.00,0.00,25.3067,30.4616,17.7146,0.00,0.00,0.426499,22.3399,10.5661,6.40336,20.2547,0.00,0.101246
930,6.418,0.00,0.00,71.9088,53.6761,30.4658,0.00,0.00,0.434363,71.3461,20.4236,17.4577,10.6137,0.00,0.347974
931,7.20247,0.00,0.00,50.705,29.9926,18.8568,0.00,0.00,0.378587,51.6551,16.8569,14.8605,10.1138,0.00,0.239383
932,6.62375,0.00,0.00,13.034,17.4339,9.96809,0.00,0.00,0.265911,11.2991,4.00903,3.1057,4.2552,0.00,0.0528098
933,6.34603,0.00,0.00,26.1705,20.5449,12.0162,0.00,0.00,0.293243,17.2832,5.35772,4.46055,3.75879,0.00,0.0816135
934,6.31628,0.00,0.00,15.3036,16.0459,8.97171,0.00,0.00,0.228019,12.7147,4.08633,3.27102,3.49281,0.00,0.0599347
935,7.25089,0.00,0.666108,65.1382,51.4888,30.5776,75.3014,0.00,0.650354,47.719,15.2986,11.985,13.9174,0.00,0.235874
936,6.82069,0.00,0.00,8.25569,10.119,5.80571,0.00,0.00,0.151306,7.32139,2.28447,1.93421,1.51066,0.00,0.0351416
937,6.78885,0.00,0.00,8.14972,8.7241,5.01485,0.00,0.00,0.142873,8.61498,2.69306,2.31548,1.66695,0.00,0.0408294
938,7.83574,0.00,1.13261,29.7442,38.1193,23.3058,38.5793,0.00,0.52556,22.8475,9.44635,6.04132,15.8564,0.00,0.115444
939,7.89437,0.00,1.13553,58.6259,67.9872,86.8524,45.1061,0.00,1.09695,204.771,51.3511,25.6426,11.2748,0.00,0.192566
940,7.34548,0.00,0.00,74.6815,54.4932,33.848,0.00,0.00,0.53787,76.8167,23.7423,20.4818,14.1479,0.00,0.378701
941,7.22887,0.00,0.184322,27.4713,38.4666,51.206,13.8631,0.00,0.680413,162.104,39.5265,18.8876,4.93891,0.00,0.108544
942,6.90966,0.00,0.00,16.6016,17.0504,10.0274,0.00,0.00,0.231097,11.4698,3.78509,2.9929,3.49538,0.00,0.0556323
943,8.00271,0.00,1.31939,124.172,95.2393,55.6156,119.267,0.00,1.23317,144.947,43.5493,36.4558,28.0808,0.00,0.744944
944,8.0292,0.00,1.42791,73.5263,51.3312,32.5384,77.3268,0.00,0.526165,53.815,17.2278,13.8301,14.5219,0.00,0.273929
945,7.80738,0.00,0.00,73.026,46.2193,29.2638,0.00,0.00,0.690861,83.135,27.9009,24.6013,17.6589,0.00,0.388682
946,7.95594,0.00,1.08039,95.9971,72.4832,44.5007,98.7962,0.00,0.942694,97.3019,29.7397,23.7358,23.6912,0.00,0.51397
947,7.83891,0.00,0.00,104.82,66.3291,39.2825,0.00,0.00,0.613735,189.326,53.4985,45.7136,26.799,0.00,0.953638
948,7.8014,0.00,1.03446,74.3753,53.5072,33.4933,73.8734,0.00,0.873815,71.5865,22.4783,18.3162,17.4111,0.00,0.369601
949,8.55941,0.00,1.14346,174.326,148.077,114.549,123.107,0.00,2.75879,341.551,92.5048,67.5343,33.6891,0.00,1.19131
950,7.75542,0.00,0.370663,86.089,54.5384,33.3096,73.5095,0.00,0.716011,113.831,36.8986,32.2056,22.9306,0.00,0.537975
951,8.52925,0.00,0.398001,153.324,122.195,108.144,108.96,0.00,1.5259,500.937,133.824,102.932,45.2924,0.00,1.89651
952,7.85234,0.00,0.0953889,73.8578,64.9274,70.1189,49.6232,0.00,0.997314,174.874,48.5054,29.5494,15.7145,0.00,0.249359
953,8.88223,0.00,0.268334,114.44,82.4454,50.5224,89.6768,0.00,1.28525,156.985,49.1148,40.5971,36.0024,0.00,0.772716
954,8.49847,0.00,0.00,101.748,90.855,97.2838,0.00,0.00,1.4456,203.107,53.2973,33.8238,14.7267,0.00,0.438298
955,7.87717,0.00,0.00,4.23935,6.18634,3.5765,0.00,0.00,0.128345,5.48611,2.04258,1.8172,1.47793,0.00,0.023681
956,8.51786,0.00,0.00,128.767,89.3841,53.3419,0.00,0.00,1.45123,258.645,72.9775,63.7586,31.7554,0.00,1.29793
957,8.81162,0.00,0.20496,166.409,124.029,68.6097,105.764,0.00,1.91035,503.853,142.393,123.759,64.479,0.00,2.52034
958,8.84178,0.00,0.435814,98.3803,66.4158,41.7042,66.821,0.00,1.17684,104.062,31.0125,26.7491,16.9982,0.00,0.514018
959,8.13468,0.00,0.272818,17.8577,17.6038,10.5832,11.0826,0.00,0.317733,16.3986,5.40337,4.65812,3.66331,0.00,0.0771303
960,8.64267,0.00,1.17899,186.62,158.652,90.6863,115.653,0.00,3.2359,261.167,82.9251,72.8191,47.9,0.00,1.26434
961,8.80688,0.00,1.59041,184.441,157.694,91.2346,132.382,0.00,3.31055,238.084,78.8982,68.8497,51.1947,0.00,1.16771
962,7.7937,0.00,0.905124,52.6704,42.1581,25.6014,43.1082,0.00,0.705877,43.5389,13.977,12.1231,8.77684,0.00,0.207393
963,7.12376,0.00,0.00,52.0127,37.5341,22.8621,0.00,0.00,0.431639,52.7153,16.0197,13.5628,10.0649,0.00,0.254786
964,7.14957,0.00,0.255415,9.3444,8.28574,4.89601,7.46163,0.00,0.139579,7.49292,2.30615,1.99455,1.34396,0.00,0.035979
965,7.62463,0.00,0.664616,74.4191,63.8743,60.698,68.6056,0.00,0.856288,155.037,40.9135,23.4304,14.0283,0.00,0.25367
966,6.57323,0.00,0.00,52.4353,52.9532,31.2662,0.00,0.00,0.673596,45.8694,16.5063,13.1285,16.5902,0.00,0.209925
967,6.94595,0.00,0.00,120.994,123.158,73.5454,0.00,0.00,1.30832,138.347,43.1299,36.3606,29.0323,0.00,0.659935
968,6.78127,0.00,0.00,70.2181,68.131,68.1995,0.00,0.00,0.914592,199,52.3264,27.9414,20.2605,0.00,0.276365
969,6.81161,0.00,0.00,55.8319,62.6853,65.396,0.00,0.00,0.889522,179.276,45.3765,24.259,9.70422,0.00,0.208955
970,6.67194,0.00,0.00,74.2507,72.3518,42.0407,0.00,0.00,0.777337,86.2226,27.3171,22.9804,19.1331,0.00,0.410108
971,7.19601,0.00,0.00,98.5976,67.777,39.703,0.00,0.00,0.672827,155.066,45.1099,39.4304,21.485,0.00,0.761736
972,7.27805,0.00,0.00,95.0106,68.7684,42.0404,0.00,0.00,0.983472,119.351,38.2397,33.5086,22.7564,0.00,0.564158
973,6.91397,0.00,0.00,83.2374,74.2117,44.0735,0.00,0.00,1.13848,112.758,35.0344,30.52,20.1002,0.00,0.539982
974,6.72927,0.00,0.00,90.1979,79.5877,48.6518,0.00,0.00,0.99007,167.159,48.2992,33.5941,26.1554,0.00,0.500351
975,7.11417,0.00,0.00,51.9792,42.3003,25.7155,0.00,0.00,0.833668,48.3565,15.4023,13.2865,9.76327,0.00,0.227447
976,7.46615,0.00,0.00,98.1739,70.7752,41.4038,0.00,0.00,0.67636,126.651,38.9367,32.0586,28.1089,0.00,0.61903
977,7.21694,0.00,0.00,108.684,78.7542,44.6499,0.00,0.00,0.853794,163.997,48.1575,41.703,24.8802,0.00,0.793669
978,7.15176,0.00,0.00,56.2155,42.0437,25.4697,0.00,0.00,0.810351,58.9105,17.7651,15.4283,9.6621,0.00,0.282848
979,7.12148,0.00,0.00,61.1456,36.8171,22.461,0.00,0.00,0.341374,65.9892,18.5883,16.251,8.00926,0.00,0.327225
980,6.88115,0.00,0.00,58.4162,42.3306,25.8402,0.00,0.00,0.513248,52.1638,18.202,15.609,13.8448,0.00,0.236739
981,6.5377,0.00,0.00,50.9624,52.6035,31.1661,0.00,0.00,0.590571,39.2245,14.476,10.3555,18.8577,0.00,0.18994
982,6.71817,0.00,0.00,69.8904,67.716,49.8859,0.00,0.00,0.900608,168.029,48.2011,29.3617,28.2703,0.00,0.36435
983,6.64164,0.00,0.00,27.8821,27.3857,16.0859,0.00,0.00,0.423601,25.0104,12.21,7.23939,24.2067,0.00,0.115186
984,8.26657,0.00,1.37193,188.931,163.223,99.8069,142.423,0.00,3.58597,274.946,81.5597,70.7341,42.8975,0.00,1.37704
985,8.24039,0.00,1.22802,191.167,149.973,90.9789,154.345,0.00,2.04255,267.882,76.0223,65.2213,37.757,0.00,1.3622
986,7.70923,0.00,0.123685,64.9245,87.6937,53.1492,57.1276,0.00,0.941495,45.153,15.5086,12.47,14.3634,0.00,0.218565
987,8.3821,0.00,1.48326,170.192,183.824,199.33,134.343,0.00,2.7902,337.288,86.0618,47.5669,24.5936,0.00,0.540333
988,8.51637,0.00,1.43946,163.601,139.907,87.4403,140.021,0.00,1.92569,168.297,49.8501,41.1604,33.1689,0.00,0.868247
989,8.20086,0.00,1.26698,87.3824,85.7411,52.8043,79.8963,0.00,0.874765,44.5303,14.7626,11.223,15.2347,0.00,0.225758
990,8.58953,0.00,1.48683,76.454,57.9685,38.099,56.5084,0.00,0.784065,45.5796,13.6044,11.8338,7.15032,0.00,0.228233
991,9.00312,0.00,0.808974,247.94,207.305,119.668,159.227,0.00,2.70329,463.074,128.216,111.847,52.932,0.00,2.37639
992,8.13815,0.00,1.23246,147.511,179.709,168.611,129.51,0.00,2.78711,309.492,83.394,47.2599,35.933,0.00,0.53827
993,8.30687,0.00,1.17631,113.648,168.191,159.972,97.2443,0.00,2.36415,270.277,72.5284,36.4624,32.5888,0.00,0.289773
994,8.21667,2.0164,0.00,180.311,164.885,99.3578,0.00,1.22696,2.34404,345.846,95.8439,83.7901,39.071,1.84449,1.76931
995,8.41918,1.29754,0.00,179.995,159.689,103.898,0.00,1.032,2.11015,355.737,95.4627,73.7137,32.0777,1.05519,1.36596
996,9.08127,0.00,0.52706,189.465,159.71,101.659,117.446,0.00,2.82318,197.669,54.1173,47.2392,21.3511,0.00,1.01815
997,7.30701,0.00,0.00,45.5905,71.2436,43.0955,0.00,0.00,0.721003,33.6623,11.5577,9.20145,10.9906,0.00,0.163573
998,7.74163,0.00,0.00,85.588,76.3733,48.0754,0.00,0.00,0.779488,57.9833,17.3365,14.6342,10.6576,0.00,0.290162
999,7.59439,0.00,0.318442,75.4798,65.9354,41.0358,67.1317,0.00,0.732829,60.4952,19.1669,16.1019,13.4762,0.00,0.296318
1000,7.57177,0.00,0.00,106.579,111.151,68.2011,0.00,0.00,1.10097,74.1464,24.3218,20.837,16.796,0.00,0.352896
1001,7.14478,0.00,0.00,16.8157,18.0955,10.8488,0.00,0.00,0.513322,26.7856,11.2972,10.1279,9.33263,0.00,0.105792
1002,7.33995,0.00,0.00,143.025,126.651,110.371,0.00,0.00,1.35406,374.833,97.6259,66.2986,27.7397,0.00,1.03424
1003,7.89147,0.00,0.884903,74.2682,71.6601,44.696,58.7616,0.00,1.43301,61.6749,18.6385,15.8687,11.2646,0.00,0.307155
1004,7.29596,0.00,0.00,129.885,111.799,66.3856,0.00,0.00,1.86705,218.516,81.9917,71.3608,65.3639,0.00,0.969877
1005,7.71289,0.00,0.00,18.6673,24.7224,14.8174,0.00,0.00,0.281174,12.6559,5.84181,3.32148,11.8021,0.00,0.0612857
1006,7.62245,0.00,0.00,160.457,117.753,69.0798,0.00,0.00,0.940946,285.002,79.13,68.9873,33.1154,0.00,1.43113
1007,7.9078,0.00,0.236053,179.899,168.351,101.736,148.596,0.00,1.4886,255.41,72.3014,61.4554,37.5931,0.00,1.31478
1008,7.52197,0.00,0.00,57.8546,51.5705,32.0378,0.00,0.00,0.93994,47.405,14.5109,12.0213,10.1512,0.00,0.232849
1009,7.72633,0.00,0.49255,104.691,85.7123,53.253,90.0595,0.00,0.816061,81.9017,26.6063,22.4018,19.3805,0.00,0.397592
1010,7.65148,0.00,0.104711,94.524,99.2445,60.8255,83.9861,0.00,1.16093,81.2088,26.478,21.309,22.7578,0.00,0.402522
1011,7.4657,0.00,0.00,90.4083,118.146,71.6243,0.00,0.00,1.58487,58.3077,19.013,15.8088,14.6203,0.00,0.283203
1012,7.76885,0.00,0.00,145.063,139.324,82.4876,0.00,0.00,1.76121,151.958,49.1218,43.1315,29.4838,0.00,0.71821
1013,7.31339,0.00,0.00,68.2372,76.2776,45.9794,0.00,0.00,0.790389,45.8883,15.4989,12.81,12.8395,0.00,0.215329
1014,6.83887,0.00,0.00,19.3638,28.3019,16.4813,0.00,0.00,0.46278,23.1923,7.67105,6.17447,6.71839,0.00,0.111226
1015,7.42517,0.00,0.00,61.2945,55.1284,34.226,0.00,0.00,1.10587,46.0549,13.2444,11.5705,6.12018,0.00,0.227641
1016,7.44717,0.00,0.00,74.3723,78.8254,48.2361,0.00,0.00,0.933201,53.4541,18.7202,14.9159,18.182,0.00,0.251966
1017,7.28936,0.00,0.00,84.5805,71.0586,43.566,0.00,0.00,0.594929,59.9377,17.3999,14.7488,9.7921,0.00,0.300401
1018,8.2213,0.00,1.14817,166.903,167.941,102.138,150.986,0.00,2.66425,134.087,47.4355,36.0604,52.4342,0.00,0.660119
1019,7.71494,0.00,0.324312,127.677,110.38,66.1734,113.596,0.00,0.915183,104.51,33.1937,25.9645,29.9346,0.00,0.525528
1020,7.11251,0.00,0.00,43.6274,46.7418,28.0045,0.00,0.00,0.589942,34.0768,11.0562,9.05731,8.89866,0.00,0.165529
1021,8.00971,0.00,0.669098,48.5318,69.5728,42.3266,34.4994,0.00,0.700413,25.5319,8.52487,7.02432,7.02086,0.00,0.124106
1022,6.7927,0.00,0.00,69.315,64.426,38.3144,0.00,0.00,0.705457,57.8468,20.3225,15.0582,23.612,0.00,0.280931
1023,6.76201,0.00,0.00,44.1913,52.4159,30.9079,0.00,0.00,0.741036,44.6937,15.6421,12.0024,16.7568,0.00,0.215889
1024,6.78915,0.00,0.00,81.1472,73.0042,42.7975,0.00,0.00,0.671015,62.8645,22.9078,16.0147,30.8372,0.00,0.308525
1025,7.41247,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1026,7.4017,0.00,0.00,87.2758,117.844,87.2549,0.00,0.00,1.595,159.74,41.9628,23.521,14.5852,0.00,0.250259
1027,7.44343,0.00,0.00,77.7466,82.1682,51.0059,0.00,0.00,0.755158,52.0702,16.3533,13.9969,10.4508,0.00,0.251802
1028,7.08207,0.00,0.00,152.546,170.855,147.251,0.00,0.00,1.98401,308.168,82.9614,51.0728,32.0404,0.00,0.647002
1029,6.91662,0.00,0.00,50.3884,70.2413,40.9826,0.00,0.00,0.882934,54.3724,21.2642,14.7276,30.6597,0.00,0.26254
1030,7.48786,0.00,0.00,26.5853,28.8781,17.4388,0.00,0.00,0.363554,24.5493,7.43679,6.36868,4.39344,0.00,0.119112
1031,6.92019,0.00,0.00,80.2747,77.0102,46.4457,0.00,0.00,0.644115,46.3224,13.8879,11.6987,8.67162,0.00,0.226609
1032,7.94169,0.00,0.00,245.131,238.863,133.55,0.00,0.00,2.73605,602.012,165.859,143.339,71.7991,0.00,3.06464
1033,7.66776,0.00,0.00,210.784,201.13,122.611,0.00,0.00,2.62618,280.289,83.3424,70.5625,49.9382,0.00,1.39124
1034,7.6175,0.00,0.00,135.92,176.037,164.871,0.00,0.00,2.14795,302.422,78.7455,45.8747,22.1514,0.00,0.504565
1035,7.91212,0.00,0.00,126.066,119.472,75.4069,0.00,0.00,0.845852,77.396,22.915,18.9796,15.0267,0.00,0.390745
1036,8.32328,0.720019,0.00,268.1,262.365,155.649,0.00,2.84414,3.36761,530.455,150.674,127.193,82.0888,10.9022,2.70893
1037,7.65019,0.00,0.00,219.724,187.824,109.397,0.00,0.00,1.38227,337.121,93.2967,80.4026,41.7888,0.00,1.70362
1038,7.78423,0.00,0.00,93.1419,87.0715,55.1553,0.00,0.00,0.84809,67.88,20.0243,16.9779,11.6815,0.00,0.340427
1039,7.70428,0.00,0.00,139.158,94.8895,59.9849,0.00,0.00,0.389317,105.425,28.7616,24.9979,11.5672,0.00,0.531972
1040,7.1685,0.00,0.00,108.894,101.21,61.6943,0.00,0.00,0.929799,85.4351,28.6003,21.7724,29.6517,0.00,0.419658
1041,7.58237,0.00,0.00,162.785,170.129,166.521,0.00,0.00,2.47695,343.503,86.3495,51.1021,18.6182,0.00,0.652766
1042,7.27682,0.00,0.00,134.988,92.9362,50.9537,0.00,0.00,0.497075,187.663,51.4057,44.7891,20.6026,0.00,0.938762
1043,7.59918,0.00,0.25762,109.435,120.928,125.774,75.7959,0.00,1.93875,291.968,73.1391,40.1839,14.102,0.00,0.404825
1044,7.85371,1.69119,0.00,166.292,135.78,81.8557,0.00,1.04987,1.95851,374.884,102.892,89.299,42.6995,2.90064,1.91353
1045,7.68676,0.400146,0.00,5.97053,11.6346,6.93495,0.00,0.13284,0.142908,4.32392,1.51654,1.34073,1.02587,0.0550675,0.0197321
1046,7.56755,0.00,0.00,26.5688,26.4538,16.4314,0.00,0.00,0.298218,15.3496,4.17298,3.54249,1.94236,0.00,0.0779977
1047,7.36991,0.00,0.00,20.5445,40.6249,23.8681,0.00,0.00,0.402929,12.9353,4.3532,3.44265,4.11234,0.00,0.0624219
1048,8.60849,1.0516,0.173538,211.856,165.945,104.184,144.385,1.01228,1.94961,300.637,83.9519,72.6593,37.6344,2.65079,1.53549
1049,7.64049,0.00,0.00,78.6057,49.5151,32.1451,0.00,0.00,0.270287,60.1834,16.4015,14.3096,6.38551,0.00,0.307707
1050,7.5024,0.00,0.00,20.9441,29.2207,17.5343,0.00,0.00,0.260209,9.89866,3.13552,2.65948,2.12099,0.00,0.0477595
1051,7.02642,0.00,0.00,63.044,91.3324,119.923,0.00,0.00,1.57898,288.349,72.5814,36.2864,17.7018,0.00,0.279817
1052,7.50105,0.00,0.00,106.171,91.3355,56.3449,0.00,0.00,0.689638,101.466,27.9663,24.119,12.2975,0.00,0.520721
1053,6.22161,0.00,0.00,21.8103,27.5105,30.0888,0.00,0.00,0.616534,113.344,30.4364,16.0669,12.0066,0.00,0.123347
1054,6.39263,0.00,0.00,30.2856,30.7835,18.1235,0.00,0.00,0.505005,34.9811,13.9372,9.38926,21.2859,0.00,0.166649
1055,7.07135,0.00,0.00,72.9103,52.5776,30.4673,0.00,0.00,0.470651,87.0507,25.3906,21.9669,12.9596,0.00,0.419162
1056,7.40548,0.00,0.00,18.9558,18.0808,11.0718,0.00,0.00,0.356338,16.0836,6.04448,5.30714,4.67283,0.00,0.0695276
1057,6.40634,0.00,0.00,32.1103,26.6193,15.2554,0.00,0.00,0.569543,29.4462,8.99011,7.57816,5.81338,0.00,0.135863
1058,6.69004,0.00,0.82327,48.7205,50.716,54.7564,51.0184,0.00,0.959509,147.649,40.0864,21.5834,18.3668,0.00,0.192686
1059,6.32138,0.00,0.00,30.9684,24.2628,13.9515,0.00,0.00,0.371699,29.6619,9.0776,7.80024,5.39605,0.00,0.134533
1060,6.27948,0.00,0.00,7.63814,8.92027,4.88555,0.00,0.00,0.163243,8.77942,3.24778,2.47104,3.74354,0.00,0.0385043
1061,6.86059,0.00,0.533441,40.485,28.3892,16.7234,37.9791,0.00,0.489209,30.12,9.28023,7.53702,7.08144,0.00,0.141454
1062,7.14631,0.00,0.430712,49.5454,32.1492,19.1315,51.3528,0.00,0.245994,36.233,11.3337,8.92982,9.79984,0.00,0.171566
1063,7.01696,0.00,0.00,15.5835,12.7738,7.60773,0.00,0.00,0.321723,20.9793,6.71959,5.93487,3.83885,0.00,0.0961423
1064,6.88641,0.00,0.00,15.2125,14.6152,8.37915,0.00,0.00,0.279436,14.4238,4.79643,3.90182,4.09271,0.00,0.0660562
1065,7.37348,0.00,0.148072,95.9286,77.2763,60.9083,84.7005,0.00,0.907804,220.556,59.1461,40.3745,23.523,0.00,0.63474
1066,7.40866,0.00,0.928625,80.0459,53.5607,30.2616,67.9825,0.00,0.718536,97.6442,28.6312,24.7053,15.0378,0.00,0.46023
1067,7.90953,0.00,0.993071,46.1784,34.2258,21.2131,44.3933,0.00,0.502425,25.8321,8.41221,6.36424,8.59483,0.00,0.125857
1068,7.15974,0.00,0.00,83.8432,74.8269,65.8822,0.00,0.00,0.995562,176.137,47.6959,30.346,18.0819,0.00,0.35717
