"TAZ","Type","HH","HH_POP","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","Industry","Office","Service_RateLow","Service_RateHigh","Retail","PctHighEarn","StudGQ_NCSU","StudGQ_UNC","StudGQ_DUKE","StudGQ_NCCU","StudOff_NCSU","StudOff_UNC","StudOff_DUKE","StudOff_NCCU","BuildingS_NCSU","BuildingS_UNC","BuildingS_DUKE","BuildingS_NCCU","K12","CollegeOn","CollegeOff","Hospital","TraumaLevel","ParkDistrict","ParkCostW","ParkCostU","ParkCostO","EmpSpaces","StudSpaces","OtherSpaces","AWDT","PCTCV","PCTAUTOEE","PCTCVEE","TotalEmp","Density","AreaType","ATSmoothed","walkability_attr","gs_home_attr","gs_work_attr","gs_other_attr","gs_total_attr","GSIndex","ApproachDensity","walk_attr_dens","IndEmpDensity","ApproachDensity_z","IndEmpDensity_z","walk_attr_dens_z","GSIndex_z","Walkability","wHH","wK12","wStudGQ_NCSU","wStudGQ_UNC","wStudGQ_DUKE","wStudGQ_NCCU","wCollegeOn","wRetail","wTotalEmp","PctNearBusStop","access_general_sov_attr","access_nearby_sov_attr","access_walk_attr","access_employment_sov_attr","access_hospital_sov_attr","access_general_sov","access_nearby_sov","access_walk","access_employment_sov","access_hospital_sov","access_transit_attr","access_transit"
49,"Internal",73,178,66667,43,28.0000,25.3000,505,13,8,2,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,9,118.786,"Rural",,1786.10,474.5,795,1024.90,2294.40,0.637634,0.610599,233.493,51.3921,-0.276818,-0.180448,-0.358241,1.62067,0.131387,9.59128,0.00,0.00,0.00,0.00,0.00,0.00,0.262775,1.18249,0.00,1786.10,315.7,0.361994,530,0.00,10.4838,6.1292,0.00,10.7986,0.00,315.7,0.00
50,"Internal",174,465,66667,43,28.0000,25.3000,47,29,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,61.2478,"Rural",,693,1131.00,150,618.4,1899.40,0.533201,0.281967,178.523,4.41748,-0.279635,-0.246315,-0.358972,0.509028,0.116154,20.2109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.116154,0.00,693,153.8,0.758776,100,0.00,10.5496,6.1756,0.00,10.8434,0.00,153.8,0.00
51,"Internal",42,99,66667,43,28.0000,25.3000,5,5,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,18.3237,"Rural",,121,273,18,116,407,0.466891,0.452817,61.4322,0.754695,-0.278171,-0.25145,-0.360529,-0.196823,0.107323,4.50758,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121,28.4,0.169228,12,0.00,9.99392,5.53313,0.00,10.451,0.00,28.4,0.00
52,"Internal",41,117,66667,43,28.0000,25.3000,2,8,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,17.7198,"Rural",,107.9,266.5,15,113.7,395.2,0.461049,0.00,51.619,0.26123,-0.282051,-0.252142,-0.36066,-0.259002,0.106513,4.36703,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.9,25.5,0.163951,10,0.00,10.1161,5.68352,0.00,10.5132,0.00,25.5,0.00
53,"Internal",147,323,50238,43,17.7000,16.5000,22,36,21,12,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,203.174,"Rural",,806.4,955.5,150,750,1855.50,0.564905,1.19597,739.705,8.77042,-0.271802,-0.240211,-0.351507,0.846503,0.120909,17.7736,0.00,0.00,0.00,0.00,0.00,0.00,1.08818,0.120909,0.00,806.4,179,0.675177,100,0.00,10.2857,5.94562,0.00,10.6644,0.00,179,0.00
54,"Internal",63,164,50238,43,17.7000,16.5000,4,14,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,49.6129,"Rural",,207.3,409.5,36,207.7,653.2,0.502835,0.712843,155.21,0.950458,-0.275942,-0.251176,-0.359282,0.18579,0.112092,7.06183,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.3,47.7,0.265122,24,0.00,10.0115,5.64948,0.00,10.4561,0.00,47.7,0.00
55,"Internal",120,316,50238,43,17.7000,16.5000,25,56,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,271.924,"Rural",,939.6,780,565.5,519.7,1865.20,0.655565,0.00,1060.22,14.2106,-0.282051,-0.232583,-0.347243,1.81155,0.134355,16.1226,38.963,0.00,0.00,0.00,0.00,0.00,0.00,0.268711,0.00,939.6,107.7,0.805289,87,0.00,10.3245,5.97756,0.00,10.6839,0.00,107.7,0.00
56,"Internal",149,320,47692,45,16.2000,24.2000,11,121,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,213.056,"Rural",,2735.20,968.5,2188.50,861.3,4018.30,0.599339,0.00,1435.87,3.93066,-0.282051,-0.246997,-0.342247,1.21305,0.125957,18.7676,165.13,0.00,0.00,0.00,0.00,0.00,0.00,0.251914,0.00462153,2735.20,159.7,1.5522,148,0.00,10.2516,6.17068,0.00,10.4789,0.00,159.7,0.00
57,"Internal",744,1516,47692,45,16.2000,24.2000,17,67,325,84,77,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,9,1400.53,"Suburban",1,5395.90,4836.00,855,4715.10,10406.10,0.57197,8.14296,5649.10,9.22869,-0.212271,-0.239568,-0.286203,0.921705,0.124608,92.7084,0.00,0.00,0.00,0.00,0.00,0.00,9.59483,1.12147,0.0675496,5395.90,1220.50,3.55024,570,0.00,10.4264,7.4204,0.299263,10.4381,0.00,1220.50,0.00
58,"Internal",103,220,47692,45,16.2000,24.2000,25,3,5,15,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,135.016,"Rural",,485.2,669.5,79.5,413.5,1162.50,0.537125,0.00,492.143,10.5837,-0.282051,-0.237668,-0.3548,0.550791,0.116756,12.0258,0.00,0.00,0.00,0.00,0.00,0.00,0.583778,0.116756,0.00,485.2,110,0.455725,53,0.00,10.0281,6.00001,0.00,10.3385,0.00,110,0.00
59,"Internal",103,218,47692,45,16.2000,24.2000,1,4,36,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,262.521,"Rural",,487.1,669.5,67.5,430,1167.00,0.531763,11.3009,1014.47,0.869299,-0.185209,-0.25129,-0.347852,0.493721,0.117801,12.1335,0.00,0.00,0.00,0.00,0.00,0.00,0.471205,0.117801,0.00,487.1,113.6,0.458951,45,0.00,10.1311,6.52219,0.00,10.3505,0.00,113.6,0.00
60,"Internal",53,124,47692,45,16.2000,24.2000,7,6,2,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,117.559,"Rural",,244.4,344.5,30,230,604.5,0.527995,0.00,440.49,5.1008,-0.282051,-0.245356,-0.355487,0.453608,0.115483,6.1206,0.00,0.00,0.00,0.00,0.00,0.00,0.577415,0.00,0.00,244.4,55.9,0.233979,20,0.00,10.0182,6.24118,0.00,10.3138,0.00,55.9,0.00
61,"Internal",36,88,47692,45,16.2000,24.2000,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,117.446,"Rural",,68.4,234,0.00,68.4,302.4,0.350057,0.00,403.589,0.00,-0.282051,-0.252509,-0.355978,-1.44048,0.0932523,3.35708,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.4,18,0.126035,0.00,0.00,10.0462,6.08079,0.00,10.3656,0.00,18,0.00
62,"Internal",75,188,52083,45,19.3000,16.9000,5,55,80,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,294.976,"Rural",,1518.50,487.5,270,1391.50,2149.00,0.513484,0.00,1209.81,2.81483,-0.282051,-0.248562,-0.345254,0.299146,0.113752,8.53138,0.00,0.00,0.00,0.00,0.00,0.00,4.55007,0.227503,0.00,1518.50,327.5,0.353341,180,0.00,10.4096,6.89082,0.00,10.5669,0.00,327.5,0.00
63,"Internal",38,84,52083,45,19.3000,16.9000,2,0,13,0,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,123.169,"Rural",,880.3,247,81,799.3,1127.30,0.444092,3.99921,751.384,1.33307,-0.24778,-0.250639,-0.351352,-0.439505,0.105093,3.99352,0.00,0.00,0.00,0.00,0.00,0.00,4.09861,0.105093,0.0294907,880.3,195.5,0.179697,54,0.00,10.2898,6.2252,0.00,10.5152,0.00,195.5,0.00
64,"Internal",80,190,52083,45,19.3000,16.9000,0,6,5,0,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,101.881,"Rural",,422.4,520,34.5,403.5,958,0.526673,0.00,419.02,0.00,-0.282051,-0.252509,-0.355773,0.439537,0.115295,9.22363,0.00,0.00,0.00,0.00,0.00,0.00,1.38354,0.00,0.00,422.4,98.2,0.356331,23,0.00,10.6467,6.72574,0.00,10.7548,0.00,98.2,0.00
65,"Internal",445,1037,52083,45,19.3000,16.9000,53,41,193,31,416,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,9,1849.82,"Suburban",1,10161.10,2892.50,1101.00,9166.70,13160.20,0.459515,4.61109,10113.82,40.7313,-0.242537,-0.195396,-0.226814,-0.275341,0.109949,48.9273,0.00,0.00,0.00,0.00,0.00,0.00,45.7388,0.989541,0.0858234,10161.10,2243.90,2.16908,734,0.00,10.5433,7.76422,0.448894,10.493,0.00,2243.90,0.00
66,"Internal",63,153,52083,45,19.3000,16.9000,2,0,73,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,63.4021,"Rural",,551.3,409.5,117,434.3,960.8,0.599197,0.00,204.017,0.424682,-0.282051,-0.251913,-0.358633,1.21153,0.125515,7.90746,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.125515,6.3736e-05,551.3,123.7,0.29687,78,0.00,10.3498,6.37225,0.00,10.5838,0.00,123.7,0.00
67,"Internal",398,891,52083,45,19.3000,16.9000,6,26,12,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,226.477,"Rural",,1012.90,2587.00,73.5,1007.00,3667.50,0.426639,0.00,845.436,1.38313,-0.282051,-0.250569,-0.350101,-0.625286,0.102429,40.7666,0.00,0.00,0.00,0.00,0.00,0.00,0.512144,0.102429,0.00,1012.90,249.9,1.53422,49,0.00,10.4082,6.23324,0.00,10.6468,0.00,249.9,0.00
68,"Internal",98,220,52083,45,19.3000,16.9000,0,8,4,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,155.745,"Rural",,288.7,637,22.5,287,946.5,0.454554,0.00,594.414,0.00,-0.282051,-0.252509,-0.35344,-0.328141,0.105847,10.373,0.00,0.00,0.00,0.00,0.00,0.00,0.31754,0.00,0.00,288.7,70.1,0.391739,15,0.00,10.5695,6.35356,0.00,10.7958,0.00,70.1,0.00
69,"Internal",52,124,103671,45,21.7000,25.6000,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,167.036,"Rural",,113.8,338,7.5,106.3,451.8,0.384686,3.75834,566.005,6.26389,-0.249844,-0.243726,-0.353817,-1.07187,0.097755,5.08326,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.8,28.5,0.190841,5,0.00,10.4015,6.97853,0.00,10.5584,0.00,28.5,0.00
70,"Internal",359,908,103671,45,21.7000,25.6000,68,109,614,136,180,32,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,16,2165.87,"Suburban",1,9343.10,2333.50,2224.50,7402.00,11960.00,0.544306,2.91288,8709.50,49.5189,-0.257089,-0.183075,-0.245494,0.627233,0.120859,43.3884,45.443,0.00,0.00,0.00,0.00,0.00,21.7546,1.93375,0.0416714,9343.10,1906.00,2.0202,1107.00,0.00,10.4577,7.51554,0.00,10.4692,0.00,1906.00,0.00
71,"Internal",277,616,71410,45,11.8000,24.6000,42,295,91,36,77,40,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,9,1641.05,"Suburban",1,4439.90,1800.50,1563.00,3643.90,7007.40,0.613821,9.08459,7073.26,42.3947,-0.204202,-0.193064,-0.267259,1.3672,0.131511,36.4285,65.887,0.00,0.00,0.00,0.00,0.00,10.1263,1.1836,0.0409799,4439.90,775.1,1.77938,541,0.00,10.434,7.4296,0.181921,10.4443,0.00,775.1,0.00
72,"Internal",165,360,71410,45,11.8000,24.6000,0,9,7,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,98.0362,"Rural",,417.1,1072.50,27,413.5,1513.00,0.422512,0.00,376.855,0.00,-0.282051,-0.252509,-0.356334,-0.669219,0.101788,16.795,0.00,0.00,0.00,0.00,0.00,0.00,0.203576,0.00,0.00,417.1,103.6,0.632014,18,0.00,9.87164,5.99437,0.00,10.2089,0.00,103.6,0.00
73,"Internal",359,897,71410,45,11.8000,24.6000,3,16,29,7,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,77.5764,"Rural",,996.8,2333.50,87,951.4,3371.90,0.440799,0.00,260.212,0.231512,-0.282051,-0.252184,-0.357885,-0.474561,0.104017,37.3422,0.00,0.00,0.00,0.00,0.00,0.00,0.312052,0.104017,0.00,996.8,244.5,1.40421,58,0.00,9.58223,5.45615,0.00,10.0655,0.00,244.5,0.00
74,"Internal",65,191,103671,45,21.7000,25.6000,10,9,5,5,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,65.9992,"Rural",,255.2,422.5,45,233.6,701.1,0.521708,0.00,187.34,2.67209,-0.282051,-0.248762,-0.358854,0.386687,0.114545,7.44543,0.00,0.00,0.00,0.00,0.00,0.00,0.114545,0.00,0.00,255.2,58.1,0.280356,30,0.00,9.98808,6.05741,0.00,10.3209,0.00,58.1,0.00
75,"Internal",196,488,103671,45,21.7000,25.6000,16,34,11,2,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,58.6437,"Rural",,632.6,1274.00,97.5,623.5,1995.00,0.49213,0.00,192.007,1.53991,-0.282051,-0.250349,-0.358792,0.0718416,0.110586,21.6749,0.00,0.00,0.00,0.00,0.00,0.00,0.221173,0.110586,0.00,632.6,146.8,0.815348,65,0.00,10.0022,5.6967,0.00,10.4281,0.00,146.8,0.00
76,"Internal",58,129,103671,45,21.7000,25.6000,0,3,7,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,45.4579,"Rural",,195.8,377,18,185.6,580.6,0.475223,0.900763,174.328,0.00,-0.274332,-0.252509,-0.359028,-0.108128,0.108492,6.29254,0.00,0.00,0.00,0.00,0.00,0.00,0.216984,0.00,0.00,195.8,47.1,0.237817,12,0.00,10.3616,6.29643,0.00,10.624,0.00,47.1,0.00
77,"Internal",200,534,103671,45,21.7000,25.6000,12,39,12,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,84.3184,"Rural",,637.6,1300.00,97.5,641.5,2039.00,0.492239,0.00,262.352,1.54401,-0.282051,-0.250344,-0.357857,0.0729959,0.110622,22.1244,0.00,0.00,0.00,0.00,0.00,0.00,0.221244,0.110622,0.00,637.6,148.1,0.832224,65,0.00,10.4897,6.1623,0.00,10.7724,0.00,148.1,0.00
78,"Internal",179,282,103971,54,12.4000,40.1000,2,145,11,82,0,34,0,0,0,0,0,6,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,5,4377.00,"Suburban",1,2074.40,1163.50,1132.50,1318.90,3614.90,0.66514,0.00,21675.81,11.9925,-0.282051,-0.235693,-0.0730176,1.91347,0.143553,25.696,73.9299,0.00,0.00,0.00,0.00,0.00,0.00,0.717766,0.00,2074.40,274.6,1.34419,240,0.00,11.5448,7.72847,0.812631,11.3766,0.00,274.6,0.793912
79,"Internal",793,1427,49632,54,7.4,22.6000,0,8,19,0,4,58,0,0,0,0,0,705,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,11776.31,"Urban",1,1711.90,5154.50,46.5,1686.20,6887.20,0.379884,0.00,54621.79,0.00,-0.282051,-0.252509,0.365226,-1.12298,0.112437,89.1629,0.00,0.00,0.00,0.00,0.00,0.00,0.44975,0.00,0.00463187,1711.90,439.7,3.35071,31,0.00,11.7786,8.11932,1.26172,11.5355,0.0866754,439.7,0.260082
80,"Internal",175,395,97464,54,21.0000,18.6000,1,3,14,0,4,58,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,865.7,"Rural",,497.7,1137.50,33,472.5,1643.00,0.43757,5.95579,3261.79,1.98526,-0.231013,-0.249725,-0.317959,-0.508934,0.105259,18.4204,0.00,0.00,0.00,0.00,0.00,0.00,0.421037,0.00,0.00,497.7,122.7,0.694613,22,0.00,11.7393,8.01007,0.988125,11.5116,0.0384392,122.7,0.00
81,"Internal",0,0,77485,72,9.3,3.6,195,427,49,10,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,8,6074.00,"Suburban",1,2346.00,0.00,1033.50,2422.70,3456.20,0.41922,0.00,16324.09,921.011,-0.282051,1.03891,-0.144206,-0.704258,0.10599,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.847923,0.847923,0.604905,2346.00,414.6,0.00615847,689,0.00,12.3112,8.91306,0.00,11.9523,0.00,414.6,2.70803
82,"Internal",394,915,77485,72,9.3,3.6,55,39,14,0,0,69,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,13262.26,"Urban",1,1109.00,2561.00,162,1048.40,3771.40,0.459758,0.00,44795.04,653.266,-0.282051,0.663484,0.234511,-0.272748,0.120305,47.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.240609,0.351319,1109.00,260.8,1.77954,108,0.00,12.0565,8.38018,1.2073,11.8017,0.00,260.8,0.00
83,"Internal",0,0,77485,72,9.3,3.6,0,236,327,180,28,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,10,10721.10,"Urban",1,4070.80,0.00,1156.50,3527.90,4684.40,0.371864,81.9506,34899.04,0.00,0.420216,-0.252509,0.102876,-1.20835,0.116651,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.26622,1.16651,0.573128,4070.80,841.2,0.0237226,771,0.00,12.549,9.97713,0.889523,12.0392,0.00,841.2,2.33618
84,"Internal",292,533,77485,72,9.3,3.6,17,17,57,79,66,74,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,7,17438.14,"Urban",1,2652.60,1898.00,354,2342.80,4594.80,0.563454,143.304,82306.62,304.521,0.945977,0.174483,0.733486,0.831063,0.177213,51.7462,0.00,0.00,0.00,0.00,0.00,0.00,11.696,1.24049,0.576923,2652.60,596.8,2.02765,236,0.00,12.5185,9.9781,0.989936,12.0192,0.00,596.8,2.01972
85,"Internal",0,0,58190,50,22.0000,12.0000,37,225,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,3,5524.75,"Urban",1,786,0.00,393,978,1371.00,0.408965,79.0832,15489.00,418.011,0.395644,0.333616,-0.155314,-0.813419,0.115159,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.345476,0.317761,786,131,0.00,262,0.00,12.4477,9.03178,0.00,12.0263,0.0134971,131,1.48126
86,"Internal",657,1114,32196,43,2.5,2.5,16,16,302,0,310,15,0,0,0,0,0,19,983,0,0,0,0,0,0,0,0,0,0,4,267,74,200,0,0,0,0,0,0.0000,0.0000,83,65075.65,"Downtown",1,8832.50,4270.50,966,7908.10,13144.60,0.527097,224.785,369337.91,449.569,1.64422,0.377866,4.55154,0.444054,0.359128,235.947,0.00,0.00,0.00,0.00,0.00,0.00,111.33,29.8077,1,8832.50,1977.90,9.66676,644,0.00,12.4537,9.94414,2.95057,11.7411,2.84887,1977.90,4.44798
87,"Internal",258,625,38250,47,23.0000,10.8000,25,52,96,0,17,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,7081.09,"Suburban",1,1576.70,1677.00,285,1426.90,3388.90,0.570766,50.5982,24496.02,180.708,0.151545,0.000875115,-0.0355035,0.908894,0.137799,35.552,0.00,0.00,0.00,0.00,0.00,0.00,2.34258,0.551194,0.998244,1576.70,352.4,1.35174,190,0.00,12.0469,9.04654,1.81805,11.6044,0.845677,352.4,1.63419
88,"Internal",44,140,38250,47,23.0000,10.8000,80,45,87,20,194,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,2084.52,"Suburban",1,4685.60,286,639,4163.60,5088.60,0.311586,22.2914,11343.18,178.331,-0.0910276,-0.00245779,-0.210461,-1.84999,0.0943851,4.15294,0.00,0.00,0.00,0.00,0.00,0.00,18.3107,0.37754,0.638255,4685.60,1008.30,0.288905,426,0.00,12.1303,9.03665,1.41068,11.6643,0.674013,1008.30,1.41021
89,"Internal",51,121,38250,47,23.0000,10.8000,0,0,13,7,27,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,6729.22,"Suburban",1,713.8,331.5,70.5,643.3,1045.30,0.516134,128.959,33700.11,0.00,0.823046,-0.252509,0.0869281,0.327352,0.145578,7.42447,0.00,0.00,0.00,0.00,0.00,0.00,3.9306,0.145578,1,713.8,160.2,0.307285,47,0.00,12.1568,9.16849,1.72115,11.6623,0.770056,160.2,1.69538
90,"Internal",204,462,38250,47,23.0000,10.8000,0,14,22,0,15,17,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,4965.81,"Suburban",1,833.3,1326.00,76.5,793.2,2195.70,0.503579,35.6489,19568.58,0.00,0.0234386,-0.252509,-0.101048,0.19371,0.12349,25.1919,0.00,0.00,0.00,0.00,0.00,0.00,1.85234,0.12349,0.99137,833.3,196.9,0.959232,51,0.00,12.0071,8.98157,1.70316,11.5906,0.790193,196.9,1.49636
91,"Internal",357,1008,47411,47,28.4000,10.3000,112,87,35,11,31,33,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,4445.78,"Suburban",1,2112.60,2320.50,414,1924.80,4659.30,0.573406,8.75641,13599.59,326.906,-0.207014,0.205871,-0.180446,0.936989,0.127637,45.5664,0.00,0.00,0.00,0.00,0.00,0.00,3.95675,0.510548,0.859371,2112.60,460.3,1.73944,276,0.00,11.7383,8.26676,1.0618,11.4419,0.897351,460.3,0.878232
92,"Internal",275,775,47411,47,28.4000,10.3000,52,27,20,0,0,38,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,4197.31,"Suburban",1,871.5,1787.50,148.5,793.2,2729.20,0.483606,0.00,11935.31,227.406,-0.282051,0.066354,-0.202584,-0.0188915,0.113076,31.0959,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.113076,0.76632,871.5,201,1.16743,99,0.00,11.8813,8.48327,1.33227,11.5421,0.458915,201,0.915713
93,"Internal",42,111,49205,55,19.2000,11.1000,2,48,2590,0,36,62,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,46,26195.17,"Downtown",1,15845.00,273,4452.00,11517.80,16242.80,0.421766,20.5222,83334.51,10.2611,-0.106188,-0.238121,0.747158,-0.677157,0.130987,5.50143,38.2481,0.00,0.00,0.00,0.00,0.00,4.71551,6.02538,0.818359,15845.00,3301.60,0.437116,2676.00,10,11.8387,8.70788,1.5012,11.4266,1.84749,3301.60,1.16333
94,"Internal",198,436,49205,55,19.2000,11.1000,58,66,147,36,35,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,6,3835.00,"Suburban",1,2427.50,1287.00,513,2086.10,3886.10,0.584727,10.7089,13871.97,207.039,-0.190282,0.0377962,-0.176823,1.05751,0.129737,25.6879,0.00,0.00,0.00,0.00,0.00,0.00,4.5408,0.778422,0.426993,2427.50,524.1,0.997382,342,0.00,11.9652,8.82383,1.52332,11.5146,1.21349,524.1,1.06804
95,"Internal",331,629,49205,55,19.2000,11.1000,0,4,103,0,3,55,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,3864.52,"Suburban",1,1273.80,2151.50,165,1119.20,3435.70,0.499427,0.00,15914.08,0.00,-0.282051,-0.252509,-0.149659,0.149509,0.116487,38.5572,0.00,0.00,0.00,0.00,0.00,0.00,0.349461,0.232974,0.228519,1273.80,303.4,1.45009,110,0.00,11.9949,8.75517,1.71398,11.5783,0.710149,303.4,0.946744
96,"Internal",34,79,31173,55,18.3000,5.7,0,38,12,0,0,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,2661.68,"Suburban",1,245.8,221,75,269.6,565.6,0.602536,46.3373,8736.13,0.00,0.115032,-0.252509,-0.24514,1.24707,0.136344,4.6357,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.136344,0.620403,245.8,50.4,0.174038,50,0.00,12.1163,8.98877,1.45948,11.648,0.688096,50.4,1.46601
