ProjID
1000
113.1
123.11
15
15.407
202
221
23
638.43
437
638.44
45.3
638
690
75.1
75.2
CHTBRT
CHTNSBRT
DCHCPNR
910.01
202201
202202
202203
202101
202102
481
480.11
DCHCPNR20 
202301
202401
201801
201802
