taz,airport_productions,lng,lat,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighEarn,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,CollegeOn,CollegeOff,TraumaLevel,ParkCostW,ParkCostO,ParkCostU,ADT,PCTCV,PCTAUTOEE,PCTCVEE,dist_to_airport_miles,employment,workers,high_earners,high_earn_distance,observed_productions,estimated_productions
2042,3,-78.75016728537457,35.63715370994186,Internal,160,491,118780,48,31,7,0,0,0,491,0,21,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.812569,29,235.67999999999998,94.27199999999999,5073.018504768,3.229312098782755,5.727488438549865
2043,6,-78.76936244369016,35.68432613385755,Internal,466,1343,135431,48,28.2,9.1,0,0,0,1343,61,79,102,6,146,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1255,394,644.64,109.5888,5383.604594400001,6.45862419756551,12.527984915506927
2044,0,-78.77006825874908,35.67139074584992,Internal,224,755,135431,48,28.2,9.1,0,0,0,755,5,13,2,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.864304,22,362.4,144.96,7373.28950784,0,7.497688625229549
2045,0,-78.7858827588337,35.67951864314733,Internal,52,128,135431,48,28.2,9.1,0,0,0,128,0,3,2,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.854221,5,61.44,24.576,1200.641335296,0,4.759533153157127
2046,6,-78.7862459094155,35.658690305057995,Internal,218,767,118780,48,31,7,0,0,0,767,0,58,3,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,45.197723,66,368.15999999999997,69.95039999999999,3161.5988029391997,6.45862419756551,7.568144281232547
2047,0,-78.74976336454702,35.68045802919791,Internal,61,162,135431,48,28.2,9.1,0,0,0,162,0,4,1,0,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.863026,13,77.75999999999999,31.104,1582.043560704,0,4.880640223698432
2048,1,-78.76315711295838,35.66686156713522,Internal,52,141,135431,48,28.2,9.1,0,0,0,141,0,269,6,22,7,55,0,0,0,0,0,0,0,0,0,0,0,0,3079,0,0,0,0,0,0,0,0,0,0,50.850632,304,67.67999999999999,37.224,1892.8639255679998,1.0764373662609183,9.147382873228548
2049,13,-78.7512329163063,35.668579556121685,Internal,539,1535,135431,48,28.2,9.1,0,0,0,1535,7,33,32,6,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.577824,82,736.8,478.91999999999996,24701.651470079996,13.993685761391939,14.715315071126941
2050,30,-78.85258554866903,35.778051032045084,Internal,675,2046,140714,49,34.5,4.5,0,0,0,2046,45,131,91,28,2,25,0,0,0,0,0,0,0,0,0,0,0,0,2378,0,0,0,0,0,0,0,0,0,0,34.646893,297,1002.54,250.635,8683.724027055,32.29312098782755,24.846598469531283
2051,2,-78.8493046611457,35.76318232570433,Internal,43,109,126011,52,29,5,0,0,0,109,0,8,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.871376,11,56.68,14.17,579.14739792,2.1528747325218367,4.869757592195897
2052,25,-78.84965602766995,35.770216339385144,Internal,395,1380,126011,52,29,5,0,0,0,1380,0,27,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.626438,35,717.6,251.16,8947.93616808,26.91093415652296,20.48758875937523
2053,18,-78.857709631172,35.771387748258064,Internal,274,845,126011,52,29,5,0,0,0,845,20,7,2,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.03775,29,439.40000000000003,149.39600000000002,5234.499699000001,19.37587259269653,14.170716247555424
2054,0,-78.84952138194059,35.75686448307451,Internal,6,19,126011,52,29,5,0,0,0,19,0,171,9,0,35,44,0,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,0,0,0,0,0,0,0,0,40.110039,215,9.88,4.3472,174.3663615408,0,7.291592046108141
2055,48,-78.86621689621047,35.78419109676839,Internal,457,1535,149000,49,30.9,5.4,0,0,0,1535,0,33,69,2,178,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.515663,282,752.15,248.2095,8318.9059553985,51.66899358052408,25.241968184822632
2056,5,-78.86073458462303,35.7821973327218,Internal,188,643,140714,49,34.5,4.5,0,0,0,643,0,13,10,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.720345,23,315.07,97.6717,3293.5234207365,5.382186831304592,11.064713885445324
2057,31,-78.86559147050649,35.76194491171551,Internal,497,1663,132386,52,29.6,7.3,0,0,0,1663,0,31,39,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.220566,76,864.76,242.13280000000003,8285.921463164801,33.36955835408847,21.42799349992075
2058,43,-78.86783044052983,35.769235561470296,Internal,531,1705,145781,52,26.6,5.5,0,0,0,1705,26,52,17,6,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.720242,135,886.6,390.104,13544.505285168,46.28680674921949,31.713123977864832
2059,10,-78.86780138260333,35.77614198282241,Internal,264,904,145781,52,26.6,5.5,0,0,0,904,10,22,23,19,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.971138,76,470.08000000000004,145.72480000000002,4950.437290822401,10.764373662609184,15.024364673262081
2060,0,-78.85716635987238,35.76223461619616,Internal,22,67,132386,52,29.6,7.3,0,0,0,67,0,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.694782,7,34.84,12.194,496.232171708,0,4.721571532487147
2062,10,-78.90928745825607,35.72505072678395,Internal,353,1018,128636,48,35.8,6,0,0,0,1018,0,8,18,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.125401,26,488.64,234.54719999999998,8707.658853427198,10.764373662609184,18.34012191033811
2063,11,-78.91370966452334,35.71361287168884,Internal,604,1576,128636,48,35.8,6,0,0,0,1576,17,48,48,2,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.631294,120,756.48,559.7952,21065.817750988797,11.840811028870101,38.250602519301246
2064,41,-78.902972338379,35.73820879992189,Internal,1324,3859,145795,47,33.6,6.9,0,0,0,3859,4,86,45,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.122093,135,1813.7299999999998,580.3936,22125.8187958048,44.13393201669765,38.88031097869844
2065,5,-78.89535390313831,35.70691568644582,Internal,306,823,128636,48,35.8,6,0,0,0,823,16,31,15,0,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.478191,87,395.03999999999996,90.8592,3586.9568517072003,5.382186831304592,10.071495237001852
2066,9,-78.89656024304037,35.72005228941982,Internal,405,1401,128636,48,35.8,6,0,0,0,1401,5,30,10,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.380043,45,672.48,322.7904,12388.7094319872,9.687936296348266,22.75083407290256
2067,7,-78.90060824315958,35.729332757047565,Internal,304,914,128636,48,35.8,6,0,0,0,914,8,29,4,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.720135,41,438.71999999999997,285.168,10756.575457679999,7.535061563826428,21.100360510856838
2068,6,-78.92670897905896,35.73620389625059,Internal,64,137,145795,47,33.6,6.9,0,0,0,137,18,26,46,3,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.887711,106,64.39,21.8926,785.6753018386001,6.45862419756551,6.897677252785425
2069,2,-78.92354379779599,35.69456612389257,Internal,113,279,73500,48,21.5,17.2,0,0,0,279,0,114,14,4,3,46,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,38.366577,135,133.92,61.603199999999994,2363.5039162463995,2.1528747325218367,9.388458695663878
2070,2,-78.90348877738757,35.68926373727045,Internal,46,124,73500,48,21.5,17.2,0,0,0,124,10,14,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.06776,24,59.519999999999996,28.569599999999998,1144.719876096,2.1528747325218367,5.826214849907159
2073,0,-78.95229851786767,35.69992324713952,Internal,97,291,73500,48,21.5,17.2,0,0,0,291,0,16,71,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.544182,89,139.68,60.062400000000004,2254.9936769568003,0,8.784213187640997
2074,0,-78.93393099330497,35.711483247951676,Internal,54,146,73500,48,21.5,17.2,0,0,0,146,5,9,6,2,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.581356,25,70.08,33.6384,1264.1766856703998,0,6.330246782584484
2075,2,-78.95683978296498,35.67612602575389,Internal,89,217,73500,48,21.5,17.2,0,0,0,217,10,42,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.195503,56,104.16,49.99679999999999,1959.6497243903998,2.1528747325218367,7.502188403756567
2076,0,-78.91867783243026,35.723655616659265,Internal,42,109,128636,48,35.8,6,0,0,0,109,0,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.466232,2,52.32,25.113599999999998,915.7983639551999,0,5.583840197742992
2077,0,-78.88516820944692,35.714875321880115,Internal,7,19,115061,49,36.1,2.7,0,0,0,19,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.499821,3,9.31,5.586,215.060000106,0,4.369810437199489
2078,3,-78.89052937300205,35.72672465403643,Internal,81,190,115061,49,36.1,2.7,0,0,0,190,0,3,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.84737,13,93.1,55.85999999999999,2170.0140881999996,3.229312098782755,7.260540033756505
2079,0,-78.89375336922603,35.73329218410491,Internal,19,69,115061,49,36.1,2.7,0,0,0,69,0,76,19,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,38.366703,95,33.81,15.214500000000001,583.7302027935001,0,6.218210343301802
2080,4,-78.89368709975405,35.741004903290566,Internal,11,26,127240,46,29.3,8.7,0,0,0,26,0,0,3,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.876095,143,11.96,0,0,4.305749465043673,6.046219733143076
2081,14,-78.90909798672132,35.81995588362431,Internal,252,920,151339,48,33.8,7.9,0,0,0,920,0,14,18,18,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.908112,54,441.59999999999997,172.224,4806.446681087999,15.070123127652856,19.37789096440936
2082,43,-78.90873717456314,35.80922422380455,Internal,807,2310,151339,48,33.8,7.9,0,0,0,2310,0,42,27,0,10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.336239,79,1108.8,676.3679999999999,19842.093299951997,46.28680674921949,59.81114278075957
2083,12,-78.90949830586521,35.78946790214767,Internal,390,1067,164323,47,35.3,4.4,0,0,0,1067,0,34,25,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.158543,64,501.48999999999995,85.2533,2571.1153139419002,12.91724839513102,11.623913805261656
2084,0,-78.91448438163711,35.77103172531934,Internal,25,68,76750,47,36.3,9.6,0,0,0,68,0,5,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.825409,12,31.959999999999997,10.2272,335.7120229248,0,4.915227483113892
2085,0,-78.90903742001505,35.75985393802738,Internal,81,205,76750,47,36.3,9.6,0,0,0,205,44,40,13,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.939655,101,96.35,30.831999999999997,1046.42744296,0,7.553393623733312
2086,4,-78.90274215680928,35.74920838734253,Internal,33,99,76750,47,36.3,9.6,0,0,0,99,0,20,5,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.032043,30,46.529999999999994,14.889599999999998,506.72350745279994,4.305749465043673,5.453899651287521
2087,57,-78.89765728431378,35.81110240428012,Internal,748,1992,164323,47,35.3,4.4,0,0,0,1992,8,262,106,21,193,27,0,0,0,0,0,0,0,0,0,0,0,0,2747,0,0,0,0,0,0,0,0,0,0,28.999474,590,936.2399999999999,252.7848,7330.626235195199,61.35692987687234,33.059591682821356
2088,7,-78.92802094939493,35.78105939567153,Internal,56,124,164323,47,35.3,4.4,0,0,0,124,0,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.054707,3,58.279999999999994,21.563599999999997,691.2148798651999,7.535061563826428,5.640987113386411
2089,2,-78.92866313786254,35.749279257561405,Internal,79,179,76750,47,36.3,9.6,0,0,0,179,26,8,5,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.078083,40,84.13,26.921599999999998,917.4365192928,2.1528747325218367,6.410316400887856
2091,17,-78.92163276957237,35.80236587042635,Internal,304,929,151339,48,33.8,7.9,0,0,0,929,2,6,14,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.784893,22,445.91999999999996,222.95999999999998,6640.839743279999,18.299435226435612,22.077012821473694
2092,27,-78.91456466550348,35.814779397827785,Internal,500,1568,151339,48,33.8,7.9,0,0,0,1568,11,18,13,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.315083,43,752.64,301.056,8825.481627648,29.063808889044797,28.97944793087604
2093,5,-78.91883838238928,35.79096173767813,Internal,159,491,164323,47,35.3,4.4,0,0,0,491,0,12,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.186069,22,230.76999999999998,57.692499999999995,1856.8947857825,5.382186831304592,8.54140688436284
2094,5,-78.89496745572359,35.78963728018739,Internal,265,832,155789,47,36.2,6,0,0,0,832,15,0,42,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.667362,62,391.03999999999996,175.968,5396.474356416,5.382186831304592,18.478770252177654
2095,47,-78.88208371413013,35.813535529048984,Internal,916,2503,164323,47,35.3,4.4,0,0,0,2503,18,45,30,1,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.258049,102,1176.4099999999999,611.7331999999999,17898.119940526798,50.59255621426316,55.044023243863776
2096,89,-78.88052479790801,35.795144012027066,Internal,1309,3815,155789,47,36.2,6,0,0,0,3815,1,151,159,3,8,57,0,0,0,0,0,0,0,0,0,0,0,0,1037,0,0,0,0,0,0,0,0,0,0,33.241585,322,1793.05,1022.0384999999999,33974.179671022495,95.80292559722173,80.2699304164659
2097,22,-78.88526549338178,35.82962641170085,Internal,393,812,137214,50,36.7,5.2,0,0,0,812,0,190,81,7,122,41,0,0,0,0,0,0,0,0,0,0,0,0,2732,0,0,0,0,0,0,0,0,0,0,28.751036,400,406,166.45999999999998,4785.89745256,23.681622057740203,23.41761188408696
2098,9,-78.84550867787917,35.74368943311104,Internal,555,1327,82715,56,19.3,8.4,0,0,0,1327,2,42,80,19,24,49,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,41.303177,167,743.1200000000001,364.12880000000007,15039.676277197603,9.687936296348266,23.88487796247977
2099,7,-78.84048295218471,35.75378676720706,Internal,47,130,82715,56,19.3,8.4,0,0,0,130,60,165,88,4,16,51,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,40.505985,333,72.80000000000001,37.12800000000001,1503.9062110800003,7.535061563826428,10.609089924306758
2101,16,-78.87825754689545,35.78272769189438,Internal,127,389,127344,47,31.5,9.8,0,0,0,389,5,69,118,50,198,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.800957,440,182.82999999999998,49.3641,1619.1897214437,17.222997860174694,13.784865273496425
2102,2,-78.8621387104393,35.753228704077074,Internal,84,199,82715,56,19.3,8.4,0,0,0,199,15,40,24,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.021622,91,111.44000000000001,30.088800000000006,1174.1137800336003,2.1528747325218367,6.9418549761621
2103,14,-78.860946956274,35.747057983154995,Internal,276,827,115898,56,31.5,9.2,0,0,0,827,17,40,210,0,61,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.307735,328,463.12000000000006,185.24800000000005,7281.679293280002,15.070123127652856,18.587359223992685
2104,10,-78.87778995167984,35.77590075828364,Internal,379,1259,127344,47,31.5,9.8,0,0,0,1259,1,121,13,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,33.923569,138,591.73,278.1131,9434.5889376539,10.764373662609184,24.961579202495063
2105,12,-78.87509167279977,35.754389665620735,Internal,484,989,82715,56,19.3,8.4,0,0,0,989,4,13,24,0,146,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.888931,187,553.84,127.38320000000002,4953.7964753592005,12.91724839513102,13.63462998380211
2106,32,-78.8775273106278,35.74363919094367,Internal,77,221,127240,46,29.3,8.7,0,0,0,221,42,148,820,38,2059,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.569809,3107,101.66000000000001,11.1826,431.3107461234,34.44599572034939,48.75049853171891
2107,13,-78.87508956446263,35.73982948154927,Internal,296,948,127240,46,29.3,8.7,0,0,0,948,0,15,15,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.339588,31,436.08000000000004,56.690400000000004,2230.1769795552,13.993685761391939,7.485161176298443
2108,7,-78.872897382116,35.73318709433048,Internal,460,1574,100345,49,33.8,9,0,0,0,1574,0,27,10,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.184139,37,771.26,339.3544,13636.6643798616,7.535061563826428,21.88882731680216
2109,2,-78.89341125520357,35.75091325879988,Internal,4,15,127240,46,29.3,8.7,0,0,0,15,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.623886,1,6.9,0.8970000000000001,33.748625742,2.1528747325218367,4.082233777007773
2110,30,-78.88357522759051,35.75332487442696,Internal,673,2098,127240,46,29.3,8.7,0,0,0,2098,0,61,79,81,249,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.388565,470,965.08,183.36520000000002,7039.1268989380005,32.29312098782755,20.964399078731482
2111,13,-78.87030946189016,35.72526960159997,Internal,465,1345,100345,49,33.8,9,0,0,0,1345,0,79,17,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,38.916897,96,659.05,514.059,20005.581154923,13.993685761391939,33.44173918825579
2112,2,-78.88720856702831,35.74061752034318,Internal,38,120,127240,46,29.3,8.7,0,0,0,120,6,10,28,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.886608,44,55.2,7.176000000000001,279.0502990080001,2.1528747325218367,5.032945501394351
2113,16,-78.88346818952597,35.73370994468643,Internal,619,1869,115061,49,36.1,2.7,0,0,0,1869,0,39,14,0,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.924938,70,915.81,402.9564,15685.052886703197,17.222997860174694,26.998546484829856
2114,34,-78.88345264057773,35.72729849557793,Internal,822,2376,115061,49,36.1,2.7,0,0,0,2376,3,61,44,0,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.20676,117,1164.24,593.7624000000001,23279.499913824005,36.598870452871225,37.61951760232443
2115,9,-78.89460011537243,35.76859618447184,Internal,121,341,127344,47,31.5,9.8,0,0,0,341,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.322693,4,160.26999999999998,51.28639999999999,1657.7145622751998,9.687936296348266,7.798823949575887
2116,4,-78.88256932997774,35.76529746070768,Internal,72,215,127344,47,31.5,9.8,0,0,0,215,3,3,4,5,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.720387,65,101.05,32.336,1122.718434032,4.305749465043673,7.075717958728497
2117,9,-78.85974155563866,35.73781035673445,Internal,124,390,115898,56,31.5,9.2,0,0,0,390,18,30,64,14,292,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.793636,418,218.40000000000003,34.94400000000001,1390.5488163840005,9.687936296348266,11.7743946358702
2118,9,-78.8536800487265,35.74311645187118,Internal,230,746,115898,56,31.5,9.2,0,0,0,746,0,7,13,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.373276,22,417.76000000000005,150.39360000000002,6071.882321433601,9.687936296348266,11.9383688264347
2119,34,-78.86160311679559,35.72706737634452,Internal,461,1298,100345,49,33.8,9,0,0,0,1298,34,102,120,12,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.470402,271,636.02,356.1712,14414.3916448224,36.598870452871225,25.79156310198951
2120,7,-78.86529957192674,35.73419599084528,Internal,197,431,100345,49,33.8,9,0,0,0,431,0,10,62,67,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.937939,184,211.19,33.7904,1349.5189339856,7.535061563826428,8.378476329557937
2121,2,-78.85437561817075,35.73742191970422,Internal,23,59,115898,56,31.5,9.2,0,0,0,59,4,67,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,40.241913,71,33.040000000000006,16.520000000000003,664.7964027600001,2.1528747325218367,5.8658349843729765
2122,19,-78.86333165218838,35.742200625931034,Internal,409,1153,115898,56,31.5,9.2,0,0,0,1153,17,27,275,26,79,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.414387,424,645.6800000000001,187.2472,7380.233605466399,20.45230995895745,20.0026718160135
2123,0,-78.85134797646806,35.73882354481536,Internal,107,284,115898,56,31.5,9.2,0,0,0,284,0,57,157,4,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.388512,226,159.04000000000002,84.29120000000002,3404.3961426944006,0,11.486393342238689
2124,0,-78.85634911235424,35.73066671239829,Internal,109,236,87446,56,38.1,13.1,0,0,0,236,25,120,145,41,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.214024,344,132.16000000000003,59.472000000000016,2391.6084353280007,0,11.935345543536474
2125,8,-78.85373348337593,35.73386087875227,Internal,159,425,87446,56,38.1,13.1,0,0,0,425,22,140,263,16,257,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.298504,698,238.00000000000003,66.64000000000001,2685.4923065600005,8.611498930087347,17.311890782229938
2126,1,-78.84253794882378,35.72599412142396,Internal,163,471,70268,52,21.7,7.6,0,6,0,477,2,26,24,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3731,61,244.92000000000002,29.3904,1245.36235824,1.0764373662609183,6.208170469877675
2127,17,-78.83999882394325,35.71957729016773,Internal,218,649,70268,52,21.7,7.6,0,0,0,649,15,29,52,42,71,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.918259,209,337.48,158.6156,6490.2742022404,18.299435226435612,14.772673753312922
2128,18,-78.85203012559667,35.71105608207911,Internal,351,670,79453,49,23.4,14.3,0,5,0,675,203,94,71,8,392,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2929,768,328.3,137.886,5693.7128094,19.37587259269653,21.549912496533857
2129,40,-78.85433819314319,35.71683006386978,Internal,601,1505,79453,49,23.4,14.3,0,0,0,1505,212,45,91,8,91,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.869518,447,737.4499999999999,258.10749999999996,10290.621617184997,43.05749465043674,23.779194438290062
2130,2,-78.85843105742362,35.71991378940718,Internal,90,182,79453,49,23.4,14.3,0,0,0,182,2,61,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0,0,39.433552,63,89.17999999999999,46.373599999999996,1828.6757670271998,2.1528747325218367,7.376308617672311
2131,6,-78.84122109834841,35.65920070913771,Internal,407,1242,94474,52,26.1,8.2,0,0,0,1242,11,32,64,31,197,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.535629,335,645.84,77.5008,3374.0460760032,6.45862419756551,12.022562410445069
2132,1,-78.83831883505799,35.667187515084635,Internal,116,405,94474,52,26.1,8.2,0,0,0,405,0,18,27,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.943855,45,210.6,75.81599999999999,3255.8313106799997,1.0764373662609183,7.957350494342036
2133,13,-78.84860623761017,35.72168342445113,Internal,382,852,79453,49,23.4,14.3,0,0,97,949,81,74,393,51,203,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.752808,802,417.48,100.1952,4083.2357481216,13.993685761391939,20.36861854169512
2134,1,-78.87894186740266,35.71801532430652,Internal,12,30,115061,49,36.1,2.7,0,0,0,30,0,66,2,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,38.1273,70,14.7,8.819999999999999,336.28278599999993,1.0764373662609183,5.510324438397199
2135,3,-78.86856352484455,35.70995627570652,Internal,348,910,79453,49,23.4,14.3,0,0,0,910,5,12,45,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.307049,62,445.9,182.819,7003.256391130999,3.229312098782755,15.18178615234694
2136,5,-78.84344351878082,35.70146307168735,Internal,2,4,94474,52,26.1,8.2,0,0,0,4,27,502,29,25,51,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.26976,634,2.08,0.4576,18.885042176,5.382186831304592,13.039520431170498
