taz,airport_productions,lng,lat,Type,HH,HH_POP,Median_Inc,Pct_Worker,Pct_Child,Pct_Senior,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,Industry,Office,Service_RateLow,Service_RateHigh,Retail,PctHighEarn,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,StudOff_NCSU,StudOff_UNC,StudOff_DUKE,StudOff_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,K12,CollegeOn,CollegeOff,TraumaLevel,ParkCostW,ParkCostO,ParkCostU,ADT,PCTCV,PCTAUTOEE,PCTCVEE,dist_to_airport_miles,employment,workers,high_earners,high_earn_distance,observed_productions,estimated_productions
945,0,-78.30217799500821,35.535797662896684,Internal,32,73,14665,33,36.6,14.1,0,0,0,73,509,55,105,2,37,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.624847,708,24.09,13.249500000000001,975.4924103265001,0,13.531787067496012
946,0,-78.2917352297004,35.53430546125005,Internal,323,893,14665,33,36.6,14.1,0,0,0,893,8,16,40,23,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.531853,142,294.69,41.256600000000006,3281.2138464798004,0,3.6943330036867743
948,0,-78.28916356553471,35.52955985652038,Internal,182,492,17986,38,41.9,9.8,0,0,0,492,46,37,41,25,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.594559,178,186.96,41.1312,3068.1637251408,0,4.768840070434461
949,0,-78.33833967209222,35.5007056514599,Internal,464,1181,20548,32,42.6,8.9,0,32,0,1213,26,121,84,267,212,19,0,0,0,0,0,0,0,0,0,0,0,0,404,0,5037,0,0,0,0,0,0,0,0,73.60495,710,377.92,71.8048,5285.188713760001,0,11.193681659822918
951,0,-78.3158733709161,35.53258785336946,Internal,151,313,48712,38,23.8,17.1,0,0,0,313,15,130,311,35,823,18,0,0,0,0,0,0,0,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,73.77195,1314,118.94,21.4092,1579.39843194,0,21.796893429983236
953,0,-78.32598486433953,35.51882817322484,Internal,326,654,48712,38,23.8,17.1,0,0,200,854,20,61,644,51,135,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.7631,911,248.52,62.13,4645.031403,0,14.24152305716974
956,0,-78.3041334383533,35.51896768786466,Internal,17,39,48333,38,6.6,26,0,0,0,39,93,73,208,112,397,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.39373,883,14.82,3.705,275.62876965000004,0,16.39502921206594
957,5,-78.31551051764697,35.511115194825884,Internal,21,46,48333,38,6.6,26,0,0,0,46,165,401,311,157,1561,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.190346,2595,17.48,1.7480000000000002,131.43272480800002,5.382186831304592,40.78171380944106
958,0,-78.3269479186918,35.51366971171535,Internal,69,134,48333,38,6.6,26,0,0,0,134,15,6,184,76,65,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.807129,346,50.92,17.312800000000003,1277.8080629512003,0,8.218939784964626
960,1,-78.33878949509904,35.51302866206216,Internal,312,785,40000,38,12.6,29.8,0,5,0,790,121,49,1576,287,124,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.845634,2157,298.3,104.405,7605.448417770001,1.0764373662609183,30.637560133696688
961,2,-78.34694203267706,35.50568171066878,Internal,499,1118,27270,43,28.3,12.5,0,56,177,1351,136,464,684,238,95,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.919907,1617,480.74,115.3776,8413.3238618832,2.1528747325218367,22.52634157604418
962,0,-78.35460959744437,35.506428346556405,Internal,279,590,33029,43,20.5,16,0,0,0,590,3,39,98,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.813202,146,253.7,78.64699999999999,5726.539897694,0,3.0799069123708454
964,0,-78.36842105454726,35.50209267988584,Internal,46,110,33029,43,20.5,16,0,0,0,110,0,3,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.635689,12,47.3,11.351999999999999,881.3203415279999,0,3.6020012415305342
965,0,-78.36000706796673,35.49797145825109,Internal,293,655,80265,43,11.7,40.3,0,0,0,655,12,104,26,2,13,31,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,77.222527,157,281.65,87.3115,6742.4146661605,0,1.8500425135802256
966,0,-78.35906701204094,35.60882319127737,Internal,505,1401,74980,44,28.1,11.5,0,0,0,1401,90,36,14,5,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.702911,147,616.44,215.75400000000002,14175.665859894001,0,2.050761317189226
967,3,-78.39031004024946,35.635403417674205,Internal,903,2822,118359,44,29.2,8.8,0,0,0,2822,54,122,117,27,33,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.331795,353,1241.68,583.5896,39877.724911332,3.229312098782755,0
969,0,-78.38576381510792,35.62172953657575,Internal,250,729,74980,44,28.1,11.5,0,0,0,729,19,87,11,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,64.008194,119,320.76,96.228,6159.380492232,0,4.344837217217695
970,16,-78.43251374541121,35.59126853220047,Internal,722,2017,70729,46,26.4,9.5,0,0,0,2017,68,89,37,0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.464481,221,927.82,296.9024,18842.7567236544,17.222997860174694,3.3977724000151035
971,3,-78.43239310241754,35.61017296694551,Internal,69,182,70729,46,26.4,9.5,0,0,0,182,195,1,2,5,94,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.958733,297,83.72,35.1624,2178.6177532392,3.229312098782755,7.9329428544332
972,0,-78.40038803939544,35.60635165235952,Internal,99,293,74980,44,28.1,11.5,0,0,0,293,394,43,35,15,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,62.485077,528,128.92,69.6168,4350.0111084936,0,10.818585071407727
973,0,-78.35162314157112,35.55444843986954,Internal,488,1421,51875,44,27.4,11,0,4,639,2064,107,58,579,2,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.67112,752,625.24,175.0672,12197.127899264002,0,9.501848852231756
974,0,-78.33675148546877,35.5797143481358,Internal,503,1473,51875,44,27.4,11,0,5,0,1478,198,31,38,22,35,35,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,67.160866,324,648.12,226.84199999999998,15234.905165171998,0,3.4496469919797796
976,0,-78.35422889346177,35.526245630870335,Internal,443,1048,36778,44,4.5,25,0,0,0,1048,48,67,35,0,76,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.053352,226,461.12,124.50240000000001,8846.3128520448,0,3.0615776460758712
977,3,-78.38529362564697,35.53231225367807,Internal,368,823,65082,46,23.4,30.4,0,32,0,855,96,132,95,2,97,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.683693,422,378.58000000000004,98.43080000000002,6957.452448944402,3.229312098782755,6.815851102246821
980,3,-78.39276733502443,35.57546884200906,Internal,181,500,51875,44,27.4,11,0,11,0,511,210,5,10,0,12,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.627998,237,220,118.80000000000001,8034.206162400002,3.229312098782755,4.523104383160407
981,5,-78.4355484784671,35.52770059337296,Internal,551,1679,63895,46,27.5,8.2,0,0,0,1679,19,22,2,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.028336,46,772.34,293.48920000000004,19672.092709971203,5.382186831304592,0
982,1,-78.41241842552394,35.56637868880611,Internal,573,1590,63895,46,27.5,8.2,0,0,0,1590,33,146,54,1,10,53,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,68.364098,244,731.4,387.642,26500.795676915997,1.0764373662609183,0
984,1,-78.4616596100089,35.650837568001755,Internal,210,464,36000,45,15.3,21.5,0,0,0,464,193,245,335,111,110,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.452225,994,208.8,64.72800000000001,3783.4956198000004,1.0764373662609183,18.198669619124267
985,0,-78.45616893492837,35.64635955856659,Internal,230,468,52134,46,25,8.6,0,0,0,468,9,109,129,27,137,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.84568,411,215.28,34.4448,2026.927678464,0,9.851366048894324
986,1,-78.49861262119066,35.654518530809675,Internal,334,862,60854,45,25.6,11.4,0,3,0,865,0,45,32,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.853512,77,387.90000000000003,159.03900000000002,9041.925694968002,1.0764373662609183,5.977265996762783
987,0,-78.46616719384068,35.65064476125294,Internal,19,29,36000,45,15.3,21.5,0,0,0,29,0,140,24,0,25,38,0,0,0,0,0,0,0,0,0,0,0,0,1548,0,0,0,0,0,0,0,0,0,0,58.15007,189,13.05,4.9590000000000005,288.36619713000005,0,6.708789341478551
988,1,-78.46813356370566,35.6556338434972,Internal,379,875,36000,45,15.3,21.5,0,0,0,875,86,19,44,22,73,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.961018,244,393.75,82.6875,4792.651675875,1.0764373662609183,7.680733232227536
989,1,-78.47849405565286,35.651731181956606,Internal,380,708,60854,45,25.6,11.4,0,0,0,708,14,4,26,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.807228,48,318.6,98.766,5709.388680648,1.0764373662609183,4.978499225075822
990,1,-78.46783200448596,35.64730073464888,Internal,27,44,36000,45,15.3,21.5,0,0,0,44,25,16,50,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.065342,94,19.8,8.118,471.374446356,1.0764373662609183,5.367877728306613
991,4,-78.47519474949844,35.65337527515834,Internal,33,37,36000,45,15.3,21.5,0,0,0,37,10,32,151,53,472,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.50481,718,16.650000000000002,14.985000000000003,861.7095778500002,4.305749465043673,14.26519212499196
992,3,-78.47537170901249,35.645515298906744,Internal,395,1059,60854,45,25.6,11.4,0,0,0,1059,14,160,145,23,0,38,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,0,0,58.460186,342,476.55,181.089,10586.496622554,3.229312098782755,9.063148940437973
993,1,-78.48589202980567,35.64623951869176,Internal,174,372,60854,45,25.6,11.4,0,0,0,372,0,91,27,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,57.639893,118,167.4,68.634,3956.056416162,1.0764373662609183,5.918066848754192
994,3,-78.49876555074536,35.66239040995788,Internal,52,131,36000,45,15.3,21.5,0,0,0,131,46,63,167,43,365,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.332825,684,58.95,6.484500000000001,365.29020371250004,3.229312098782755,13.772038747512699
995,1,-78.49062728618868,35.6666457498028,Internal,63,115,36000,45,15.3,21.5,0,0,0,115,100,10,216,41,198,28,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,56.645077,565,51.75,14.490000000000002,820.7871657300001,1.0764373662609183,12.125187065625648
996,1,-78.47416733934396,35.66026321970759,Internal,20,56,36000,45,15.3,21.5,0,0,0,56,0,12,52,118,76,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.68972,258,25.2,4.032,232.60495104,1.0764373662609183,7.691775083480385
997,6,-78.45833987101997,35.68861583197105,Internal,402,1157,77946,45,28.4,12.8,0,0,0,1157,14,33,14,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.95821,61,520.65,135.369,7845.74492949,6.45862419756551,5.211266205056036
998,0,-78.46014380192237,35.670221258681615,Internal,134,381,77946,45,28.4,12.8,0,0,7,388,3,32,44,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.129406,90,171.45000000000002,20.574,1195.9543990440002,0,5.334119355486261
999,0,-78.45755987514981,35.66192913489921,Internal,257,664,77946,45,28.4,12.8,0,0,0,664,15,41,65,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0075,128,298.8,188.244,11296.05183,0,5.23446475018106
1000,2,-78.48749145382001,35.67984111898428,Internal,406,1017,77946,45,28.4,12.8,0,0,0,1017,135,44,39,4,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.229389,234,457.65000000000003,169.3305,9690.6810540645,2.1528747325218367,8.088201325621654
1001,1,-78.42808560683982,35.656734841253964,Internal,10,24,52134,46,25,8.6,0,0,0,24,223,23,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.512604,250,11.040000000000001,5.0784,312.3856081536,1.0764373662609183,7.528325866743205
1002,2,-78.44362707790175,35.647611249593865,Internal,323,857,52134,46,25,8.6,0,6,0,863,19,149,87,0,119,16,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,60.039402,374,394.22,63.0752,3786.9972890304,2.1528747325218367,9.119834669254676
1004,5,-78.4184823446644,35.6300091531717,Internal,407,1227,52134,46,25,8.6,0,0,0,1227,2516,465,87,1,74,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.382809,3143,564.4200000000001,423.31500000000005,25984.263791835005,5.382186831304592,45.699277207960215
1006,3,-78.43684776271829,35.62477215286718,Internal,217,516,52134,46,25,8.6,0,0,0,516,52,24,81,0,181,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.243721,338,237.36,66.4608,4003.8458926368003,3.229312098782755,8.560441559442197
1007,5,-78.45646510372205,35.63618612254577,Internal,768,2054,43900,46,24.4,16.5,0,0,0,2054,8,28,66,17,154,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.285412,273,944.84,151.17440000000002,8962.4365878528,5.382186831304592,7.710119588442437
1008,0,-78.45461581416967,35.62412624413199,Internal,119,329,43900,46,24.4,16.5,0,0,0,329,0,14,25,17,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.959328,56,151.34,69.6164,4243.7689617792,0,4.408034795068398
1010,2,-78.46754832840953,35.63351857768206,Internal,681,1845,63162,46,32.6,4.7,0,0,88,1933,22,35,187,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.350643,245,848.7,203.68800000000002,12089.013771384001,2.1528747325218367,7.213006720373012
1011,2,-78.51514072507135,35.65154820501536,Internal,466,1290,81590,44,27.2,9.7,0,0,0,1290,0,32,25,28,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.873741,85,567.6,300.82800000000003,17109.213757548,2.1528747325218367,6.848142803497866
1012,2,-78.50870538116071,35.634569480542545,Internal,146,384,81590,44,27.2,9.7,0,0,0,384,30,12,678,0,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.262634,727,168.96,72.6528,4232.9434954752,2.1528747325218367,14.454059997689512
1013,0,-78.49716792546207,35.607044610328174,Internal,438,1150,69315,49,13.8,13.7,0,0,0,1150,23,27,12,0,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.769627,64,563.5,309.925,18524.101647975,0,4.140674351461639
1015,0,-78.51964312528045,35.622498319487995,Internal,39,97,81590,44,27.2,9.7,0,0,0,97,0,4,26,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.277233,50,42.68,12.377199999999998,746.0633682875999,0,4.677280564177223
1016,3,-78.5172660018382,35.6054411682926,Internal,306,849,110461,49,33.3,16.4,0,0,0,849,23,41,11,4,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.526005,81,416.01,303.6873,18380.9790382365,3.229312098782755,3.7686163132074535
1017,1,-78.47191428128774,35.62051743425985,Internal,313,851,45688,49,22.8,7.8,0,0,0,851,0,8,6,0,11,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.295906,25,416.99,229.3445,13828.534413617,1.0764373662609183,3.4601406986787238
1018,3,-78.48784667542753,35.639450752502725,Internal,339,909,81590,44,27.2,9.7,0,0,0,909,13,52,171,44,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.874039,294,399.96,159.984,9258.920255376,3.229312098782755,8.616187806071665
1019,4,-78.49192183728283,35.62679823070046,Internal,301,833,69315,49,13.8,13.7,0,4,0,837,0,13,10,4,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.049862,57,408.17,236.7386,13979.381660073199,4.305749465043673,4.69314910890799
1022,3,-78.47957888916683,35.57641003593393,Internal,536,1447,70345,49,28,6.5,0,0,0,1447,8,41,7,0,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.692871,62,709.03,389.9665,24448.1194788215,3.229312098782755,0.7872201909817471
1023,7,-78.4572646311281,35.58265424401501,Internal,533,1518,70345,49,28,6.5,0,0,5,1523,6,39,37,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.636444,82,743.8199999999999,349.5953999999999,21897.412694757593,7.535061563826428,1.5505950638974157
1024,4,-78.47429980945057,35.54558614635718,Internal,564,1509,64451,49,25.1,7.3,0,0,0,1509,8,34,6,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.276855,56,739.41,340.1286,22542.653903553,4.305749465043673,0
1026,1,-78.53030431497413,35.64570659137427,Internal,265,744,65731,44,22.1,12.4,0,0,0,744,23,44,8,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,56.221401,100,327.36,94.9344,5337.3449710944,1.0764373662609183,6.118282117849775
1027,3,-78.54995318118526,35.623251178555385,Internal,321,931,65731,44,22.1,12.4,0,0,0,931,33,30,35,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.122036,103,409.64,172.0488,9999.8265473568,3.229312098782755,5.81960428070775
1028,5,-78.52242890180587,35.57624967326418,Internal,1037,3143,83571,49,27.5,10.5,0,0,0,3143,57,174,28,11,18,38,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,106,0,0,0,0,0,0,0,0,63.361679,288,1540.07,585.2266,37080.9399714614,5.382186831304592,0.8664601454175669
1029,3,-78.50722474372118,35.54000254756131,Internal,842,2330,64451,49,25.1,7.3,0,0,0,2330,40,40,6,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.133057,88,1141.7,399.59499999999997,26026.843911914995,3.229312098782755,0
1031,5,-78.62209227406636,35.574143657644306,Internal,421,1252,85027,44,31.8,10.1,0,0,0,1252,17,7,11,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.229614,39,550.88,220.352,12831.011904128,5.382186831304592,4.9418159927110015
1032,11,-78.55014425847251,35.597402216385966,Internal,611,1626,83571,49,27.5,10.5,0,0,0,1626,68,202,240,75,706,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.138466,1291,796.74,103.5762,6125.3375821092,11.840811028870101,22.262738627738003
1033,6,-78.58318876517315,35.583917430641705,Internal,567,1663,85027,44,31.8,10.1,0,0,0,1663,160,114,184,83,102,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.344963,643,731.72,248.78480000000002,14515.339950962401,6.45862419756551,13.48688988641818
1034,5,-78.56574747052888,35.58334740044088,Internal,610,1786,81090,49,25.7,14.4,0,0,0,1786,30,200,40,10,2,31,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,60.63736,282,875.14,271.2934,16450.515561424003,5.382186831304592,6.688734391642205
1035,0,-78.58721052490738,35.60221551101235,Internal,296,791,85027,44,31.8,10.1,0,0,0,791,22,22,42,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.175404,97,348.04,114.85320000000002,6566.7781106928005,0,5.918768562953048
1036,27,-78.57354031350795,35.61467394766708,Internal,435,1139,85027,44,31.8,10.1,0,0,0,1139,75,120,328,92,473,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.274857,1088,501.16,100.23200000000001,5740.773466824001,29.063808889044797,19.894865999668134
1037,3,-78.60401831483746,35.57895338622097,Internal,363,1012,85027,44,31.8,10.1,0,0,0,1012,26,44,41,11,198,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.768616,320,445.28000000000003,53.4336,3086.7851198976,3.229312098782755,8.717013851810856
1038,1,-78.52598434558672,35.59285511709401,Internal,427,1293,83571,49,27.5,10.5,0,0,0,1293,2,32,32,4,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.583508,80,633.5699999999999,133.04969999999997,7927.5678643475985,1.0764373662609183,4.883047009354091
1039,0,-78.60365496868758,35.59649970868537,Internal,39,112,85027,44,31.8,10.1,0,0,0,112,0,2,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.228344,30,49.28,14.2912,817.8617097727999,0,4.505169674628806
1040,1,-78.5504426838728,35.56081351178702,Internal,654,1878,81090,49,25.7,14.4,0,0,0,1878,18,30,54,0,10,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.655857,112,920.22,441.7056,27233.737309699198,1.0764373662609183,2.206675036840789
1041,41,-78.55218313676066,35.577791045199334,Internal,194,536,81090,49,25.7,14.4,0,3,0,539,0,103,7,72,16,7,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,61.684757,198,262.64,18.384800000000002,1134.0619204936002,44.13393201669765,6.6841691052682854
1044,8,-78.56005431731707,35.61548092354248,Internal,86,175,65731,44,22.1,12.4,0,0,0,175,10,7,157,28,350,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.419533,552,77,13.090000000000002,777.8016869700001,8.611498930087347,11.832688847182443
1047,1,-78.54602038373162,35.6370723275465,Internal,107,296,65731,44,22.1,12.4,0,0,0,296,0,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.34193,7,130.24,37.7696,2128.0121593279996,1.0764373662609183,4.374372187298454
1048,5,-78.56634603181632,35.60265468224281,Internal,1,2,85027,44,31.8,10.1,0,0,0,2,121,40,100,19,170,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.732834,450,0.88,0.1936,11.1770766624,5.382186831304592,10.405628223096532
1049,0,-78.53123767072385,35.60953625350145,Internal,13,33,110461,49,33.3,16.4,0,0,0,33,0,3,0,0,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.359291,18,16.169999999999998,8.8935,519.0183545085,0,4.283319723667878
1052,1,-78.53031499682295,35.62399420044185,Internal,215,636,65731,44,22.1,12.4,0,0,0,636,2,7,9,2,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.369602,58,279.84,109.13759999999999,6261.1806752351995,1.0764373662609183,5.280827633575862
1055,0,-78.3937548353371,35.473359047404294,Internal,307,758,54421,35,21.4,16.4,0,0,0,758,67,18,40,0,55,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.749039,180,265.3,71.63100000000001,5354.348412609001,0,3.451228289809547
1057,0,-78.43207238153319,35.46635039735789,Internal,173,416,54421,35,21.4,16.4,0,0,0,416,17,10,6,25,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.791855,58,145.6,34.943999999999996,2788.2465811199995,0,2.834490765311104
1059,0,-78.45718833504523,35.44639235895432,Internal,158,408,54421,35,21.4,16.4,0,0,0,408,2,11,101,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.300758,115,142.79999999999998,65.68799999999999,5209.1081915039995,0,1.9682296162479014
1062,0,-78.43061752318637,35.44068473679902,Internal,131,318,50775,40,29.5,10.7,0,0,0,318,8,8,6,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.788918,35,127.2,21.624000000000002,1746.979562832,0,3.213102328291589
1071,0,-78.53001424000229,35.39211425939435,Internal,164,375,42423,37,22.9,11.1,0,0,0,375,25,68,46,7,18,23,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,76.465416,164,138.75,31.9125,2440.2025881000004,0,4.80420092740869
1072,3,-78.53433295922771,35.4064421419594,Internal,136,317,42423,37,22.9,11.1,0,0,0,317,1,21,68,0,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.494011,101,117.28999999999999,37.5328,2833.5016160608,3.229312098782755,3.738340606281934
1073,7,-78.499664764604,35.411244363236776,Internal,233,589,42423,37,22.9,11.1,0,0,0,589,76,137,7,2,6,47,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,0,0,0,0,0,0,0,0,0,79.193283,228,217.93,102.4271,8111.538317169299,7.535061563826428,1.5443088212887122
1074,1,-78.55202377895607,35.368666627952024,Internal,252,651,26875,37,29.4,26.9,0,0,0,651,150,91,147,43,186,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.516838,617,240.87,137.2959,10368.1522383642,1.0764373662609183,6.5066126263009085
1075,0,-78.53859720919318,35.382265025748886,Internal,287,698,40712,37,24.6,14.7,0,32,0,730,14,31,170,105,110,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.570724,430,258.26,64.565,4879.22379506,0,7.163235957257767
